CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,C_RATING,C_UPDATE,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"003903122","BROOKHOLLOW EL"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","05","03","03 - 05","E"
"003903123","COSTON EL"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","05","03","03 - 05","E"
"003903124","DUNBAR PRI"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","02","KG","KG - 02","E"
"003903125","GARRETT PRI"," ","N","N","N","N","Y","N","N","N","M"," ","LUFKIN ISD","003903","PK","PK","PK - PK","E"
"003903126","HACKNEY PRI"," ","N","N","N","N","Y","N","N","N","M"," ","LUFKIN ISD","003903","PK","PK","PK - PK","E"
"003903127","HERTY PRI"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","02","EE","EE - 02","E"
"003903128","KURTH PRI"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","02","PK","PK - 02","E"
"003903129","SLACK EL"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","05","02","02 - 05","E"
"003903130","TROUT PRI"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","02","EE","EE - 02","E"
"003903131","BURLEY PRI"," ","N","N","N","N","N","N","N","N","M"," ","LUFKIN ISD","003903","02","KG","KG - 02","E"
"003903141","SPECIAL SERVICES"," ","N","N","N","N","N","N","N","N","Z"," ","LUFKIN ISD","003903","08","EE","EE - 08","E"
"003903201","JUVENILE DETENT CTR"," ","N","N","N","N","N","N","N","N","Z"," ","LUFKIN ISD","003903","10","08","08 - 10","S"
"003904001","HUNTINGTON H S"," ","N","N","N","N","N","N","N","N","M"," ","HUNTINGTON ISD","003904","12","09","09 - 12","S"
"003904005","PRIDE ALTER SCH","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","HUNTINGTON ISD","003904","12","09","09 - 12","S"
"003904041","HUNTINGTON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","HUNTINGTON ISD","003904","08","06","06 - 08","M"
"003904101","HUNTINGTON EL"," ","N","N","N","N","N","N","N","N","M"," ","HUNTINGTON ISD","003904","03","EE","EE - 03","E"
"003904102","HUNTINGTON INT"," ","N","N","N","N","N","N","N","N","M"," ","HUNTINGTON ISD","003904","05","04","04 - 05","E"
"003905001","DIBOLL H S"," ","N","N","N","N","N","N","N","N","M"," ","DIBOLL ISD","003905","12","09","09 - 12","S"
"003905004","STUBBLEFIELD LRN CTR","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","Z"," ","DIBOLL ISD","003905","12","11","11 - 12","S"
"003905041","DIBOLL J H"," ","N","N","N","N","N","N","N","N","M"," ","DIBOLL ISD","003905","08","07","07 - 08","M"
"003905101","H G TEMPLE EL"," ","N","N","N","N","N","N","N","N","M"," ","DIBOLL ISD","003905","03","KG","KG - 03","E"
"003905102","DIBOLL PRI"," ","N","N","N","N","Y","N","N","N","M"," ","DIBOLL ISD","003905","PK","PK","PK - PK","E"
"003905103","H G TEMPLE INT"," ","N","N","N","N","N","N","N","N","M"," ","DIBOLL ISD","003905","06","04","04 - 06","E"
"003906001","ZAVALLA H S"," ","N","N","N","N","N","N","N","N","I","0","ZAVALLA ISD","003906","12","06","06 - 12","B"
"003906004","STUBBLEFIELD LRN CTR","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","Z"," ","ZAVALLA ISD","003906","12","11","11 - 12","S"
"003906101","ZAVALLA EL"," ","N","N","N","N","N","N","N","N","M"," ","ZAVALLA ISD","003906","05","PK","PK - 05","E"
"003907001","CENTRAL H S"," ","N","N","N","N","N","N","N","N","M"," ","CENTRAL ISD","003907","12","09","09 - 12","S"
"003907004","STUBBLEFIELD LRN CTR","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","Z"," ","CENTRAL ISD","003907","12","10","10 - 12","S"
"003907041","CENTRAL J H"," ","N","N","N","N","N","N","N","N","M"," ","CENTRAL ISD","003907","08","05","05 - 08","M"
"003907102","CENTRAL EL"," ","N","N","N","N","N","N","N","N","M"," ","CENTRAL ISD","003907","04","EE","EE - 04","E"
"004901001","ROCKPORT-FULTON H S"," ","N","N","N","N","N","N","N","N","M"," ","ARANSAS COUNTY ISD","004901","12","09","09 - 12","S"
"004901041","ROCKPORT-FULTON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ARANSAS COUNTY ISD","004901","08","06","06 - 08","M"
"004901101","FULTON 4-5 LEARNING CENTER"," ","N","N","N","N","N","N","N","N","M"," ","ARANSAS COUNTY ISD","004901","05","04","04 - 05","E"
"004901102","LITTLE BAY PRI"," ","N","N","N","N","Y","N","N","N","I"," ","ARANSAS COUNTY ISD","004901","KG","EE","EE - KG","E"
"004901103","LIVE OAK 1-3 LEARNING CENTER"," ","N","N","N","N","N","N","N","N","I"," ","ARANSAS COUNTY ISD","004901","03","01","01 - 03","E"
"005901001","ARCHER CITY H S"," ","N","N","N","N","N","N","N","N","M"," ","ARCHER CITY ISD","005901","12","07","07 - 12","S"
"005901101","ARCHER CITY EL"," ","N","N","N","N","N","N","N","N","M"," ","ARCHER CITY ISD","005901","06","PK","PK - 06","E"
"005902001","HOLLIDAY H S"," ","N","N","N","N","N","N","N","N","M"," ","HOLLIDAY ISD","005902","12","09","09 - 12","S"
"005902041","HOLLIDAY MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","HOLLIDAY ISD","005902","08","06","06 - 08","M"
"005902101","HOLLIDAY EL"," ","N","N","N","N","N","N","N","N","M"," ","HOLLIDAY ISD","005902","05","EE","EE - 05","E"
"005904001","WINDTHORST H S"," ","N","N","N","N","N","N","N","N","M"," ","WINDTHORST ISD","005904","12","09","09 - 12","S"
"005904041","WINDTHORST JH"," ","N","N","N","N","N","N","N","N","M"," ","WINDTHORST ISD","005904","08","06","06 - 08","M"
"005904101","WINDTHORST EL"," ","N","N","N","N","N","N","N","N","M"," ","WINDTHORST ISD","005904","05","PK","PK - 05","E"
"006902001","CLAUDE H S"," ","N","N","N","N","N","N","N","N","M"," ","CLAUDE ISD","006902","12","06","06 - 12","B"
"006902101","CLAUDE EL"," ","N","N","N","N","N","N","N","N","M"," ","CLAUDE ISD","006902","05","PK","PK - 05","E"
"007901001","CHARLOTTE H S"," ","N","N","N","N","N","N","N","N","M"," ","CHARLOTTE ISD","007901","12","09","09 - 12","S"
"007901003","DISTRICT REASSIGNMENT & OPPORTUNIT"," ","N","N","N","Y","N","N","Y","N","X"," ","CHARLOTTE ISD","007901","12","09","09 - 12","S"
"007901041","CHARLOTTE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CHARLOTTE ISD","007901","08","05","05 - 08","M"
"007901101","CHARLOTTE EL"," ","N","N","N","N","N","N","N","N","M"," ","CHARLOTTE ISD","007901","04","PK","PK - 04","E"
"007902001","JOURDANTON H S"," ","N","N","N","N","N","N","N","N","M"," ","JOURDANTON ISD","007902","12","09","09 - 12","S"
"007902005","ATASCOSA COUNTY JUVENILE JUSTICE C"," ","N","N","N","N","N","N","N","N","Z"," ","JOURDANTON ISD","007902","12","09","09 - 12","S"
"007902006","JOURDANTON DAEP"," ","N","N","N","Y","N","N","N","N","X"," ","JOURDANTON ISD","007902","10","07","07 - 10","S"
"007902041","JOURDANTON J H"," ","N","N","N","N","N","N","N","N","M"," ","JOURDANTON ISD","007902","08","06","06 - 08","M"
"007902101","JOURDANTON EL"," ","N","N","N","N","N","N","N","N","M"," ","JOURDANTON ISD","007902","05","EE","EE - 05","E"
"007904001","LYTLE H S"," ","N","N","N","N","N","N","N","N","M"," ","LYTLE ISD","007904","12","09","09 - 12","S"
"007904002","LYTLE DAEP"," ","N","N","N","Y","N","N","N","N","X"," ","LYTLE ISD","007904","12","07","07 - 12","S"
"007904003","JJAEP"," ","N","N","N","N","N","Y","Y","N","X"," ","LYTLE ISD","007904","08","08","08 - 08","M"
"007904041","LYTLE J H"," ","N","N","N","N","N","N","N","N","M"," ","LYTLE ISD","007904","08","06","06 - 08","M"
"007904101","LYTLE EL"," ","N","N","N","N","N","N","N","N","M"," ","LYTLE ISD","007904","05","02","02 - 05","E"
"007904103","LYTLE PRIMARY SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","LYTLE ISD","007904","01","EE","EE - 01","E"
"007905001","PLEASANTON H S"," ","N","N","N","N","N","N","N","N","M"," ","PLEASANTON ISD","007905","12","09","09 - 12","S"
"007905005","PLEASANTON ISD SCHOOL OF CHOICE","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","Z"," ","PLEASANTON ISD","007905","12","11","11 - 12","S"
"007905041","PLEASANTON J H"," ","N","N","N","N","N","N","N","N","M"," ","PLEASANTON ISD","007905","08","07","07 - 08","M"
"007905103","PLEASANTON EL"," ","N","N","N","N","N","N","N","N","I"," ","PLEASANTON ISD","007905","04","02","02 - 04","E"
"007905104","PLEASANTON INT"," ","N","N","N","N","N","N","N","N","M"," ","PLEASANTON ISD","007905","06","05","05 - 06","M"
"007905105","PLEASANTON PRI"," ","N","N","N","N","N","N","N","N","I"," ","PLEASANTON ISD","007905","01","EE","EE - 01","E"
"007906001","POTEET H S"," ","N","N","N","N","N","N","N","N","M"," ","POTEET ISD","007906","12","09","09 - 12","S"
"007906003","ATASCOSA CO JUVENILE UNIT"," ","N","N","N","N","N","Y","Y","N","X"," ","POTEET ISD","007906","08","08","08 - 08","M"
"007906041","POTEET J H"," ","N","N","N","N","N","N","N","N","M"," ","POTEET ISD","007906","08","06","06 - 08","M"
"007906101","POTEET EL"," ","N","N","N","N","N","N","N","N","M"," ","POTEET ISD","007906","03","EE","EE - 03","E"
"007906102","POTEET INT"," ","N","N","N","N","N","N","N","N","M"," ","POTEET ISD","007906","05","04","04 - 05","E"
"008901001","BELLVILLE H S"," ","N","N","N","N","N","N","N","N","M"," ","BELLVILLE ISD","008901","12","09","09 - 12","S"
"008901041","BELLVILLE J H"," ","N","N","N","N","N","N","N","N","M"," ","BELLVILLE ISD","008901","08","06","06 - 08","M"
"008901101","O'BRYANT PRI"," ","N","N","N","N","N","N","N","N","M"," ","BELLVILLE ISD","008901","03","EE","EE - 03","E"
"008901102","O'BRYANT INT"," ","N","N","N","N","N","N","N","N","M"," ","BELLVILLE ISD","008901","05","04","04 - 05","E"
"008901105","WEST END EL"," ","N","N","N","N","N","N","N","N","M"," ","BELLVILLE ISD","008901","05","KG","KG - 05","E"
"008902001","SEALY H S"," ","N","N","N","N","N","N","N","N","M"," ","SEALY ISD","008902","12","09","09 - 12","S"
"008902041","SEALY J H"," ","N","N","N","N","N","N","N","N","M"," ","SEALY ISD","008902","08","06","06 - 08","M"
"008902102","SELMAN EL"," ","N","N","N","N","N","N","N","N","M"," ","SEALY ISD","008902","03","EE","EE - 03","E"
"008902103","SELMAN INT"," ","N","N","N","N","N","N","N","N","M"," ","SEALY ISD","008902","05","04","04 - 05","E"
"008903001","BRAZOS H S"," ","N","N","N","N","N","N","N","N","M"," ","BRAZOS ISD","008903","12","09","09 - 12","S"
"008903041","BRAZOS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BRAZOS ISD","008903","08","06","06 - 08","M"
"008903102","BRAZOS EL"," ","N","N","N","N","N","N","N","N","M"," ","BRAZOS ISD","008903","05","EE","EE - 05","E"
"008903103","PRAIRIE HARBOR ALTERNATIVE SCHOOL"," ","N","N","N","N","N","N","N","Y","X"," ","BRAZOS ISD","008903","12","06","06 - 12","B"
"009901001","MULESHOE H S"," ","N","N","N","N","N","N","N","N","M"," ","MULESHOE ISD","009901","12","09","09 - 12","S"
"009901002","P E P","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","Z"," ","MULESHOE ISD","009901","12","09","09 - 12","S"
"009901041","WATSON J H"," ","N","N","N","N","N","N","N","N","M"," ","MULESHOE ISD","009901","08","06","06 - 08","M"
"009901101","MARY DESHAZO EL"," ","N","N","N","N","N","N","N","N","M"," ","MULESHOE ISD","009901","05","03","03 - 05","E"
"009901103","DILLMAN EL"," ","N","N","N","N","N","N","N","N","M"," ","MULESHOE ISD","009901","02","EE","EE - 02","E"
"010901001","MEDINA SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","MEDINA ISD","010901","12","EE","EE - 12","B"
"010902001","BANDERA H S"," ","N","N","N","N","N","N","N","N","M"," ","BANDERA ISD","010902","12","09","09 - 12","S"
"010902041","BANDERA MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BANDERA ISD","010902","08","06","06 - 08","M"
"010902101","ALKEK EL"," ","N","N","N","N","N","N","N","N","M"," ","BANDERA ISD","010902","05","EE","EE - 05","E"
"010902102","HILL COUNTRY EL"," ","N","N","N","N","N","N","N","N","M"," ","BANDERA ISD","010902","05","PK","PK - 05","E"
"011901001","BASTROP H S"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","12","09","09 - 12","S"
"011901002","CEDAR CREEK H S"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","12","09","09 - 12","S"
"011901005","COLORADO RIVER COLLEGIATE ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","11","09","09 - 11","S"
"011901022","GENESIS H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","BASTROP ISD","011901","12","09","09 - 12","S"
"011901033","GATEWAY SCH"," ","N","N","N","Y","N","N","N","N","X"," ","BASTROP ISD","011901","12","06","06 - 12","B"
"011901041","BASTROP MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","08","07","07 - 08","M"
"011901101","EMILE EL"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","04","EE","EE - 04","E"
"011901102","MINA EL"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","04","EE","EE - 04","E"
"011901103","CEDAR CREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","04","PK","PK - 04","E"
"011901104","BASTROP INT"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","06","05","05 - 06","M"
"011901106","CEDAR CREEK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","08","07","07 - 08","M"
"011901107","RED ROCK EL"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","04","PK","PK - 04","E"
"011901108","CEDAR CREEK INT"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","06","05","05 - 06","M"
"011901109","BLUEBONNET EL"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","04","PK","PK - 04","E"
"011901110","LOST PINES EL"," ","N","N","N","N","N","N","N","N","M"," ","BASTROP ISD","011901","04","PK","PK - 04","E"
"011902001","ELGIN H S"," ","N","N","N","N","N","N","N","N","M"," ","ELGIN ISD","011902","12","09","09 - 12","S"
"011902003","BASTROP COUNTY JUVENILE BOOT CAMP"," ","N","N","N","N","N","Y","Y","N","X"," ","ELGIN ISD","011902","11","09","09 - 11","S"
"011902004","PHOENIX H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","I"," ","ELGIN ISD","011902","12","09","09 - 12","S"
"011902041","ELGIN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ELGIN ISD","011902","08","06","06 - 08","M"
"011902101","BOOKER T WASHINGTON EL"," ","N","N","N","N","N","N","N","N","I"," ","ELGIN ISD","011902","05","KG","KG - 05","E"
"011902102","ELGIN EL"," ","N","N","N","N","N","N","N","N","I"," ","ELGIN ISD","011902","05","EE","EE - 05","E"
"011902103","NEIDIG EL"," ","N","N","N","N","N","N","N","N","M"," ","ELGIN ISD","011902","05","KG","KG - 05","E"
"011904002","SMITHVILLE H S"," ","N","N","N","N","N","N","N","N","M"," ","SMITHVILLE ISD","011904","12","09","09 - 12","S"
"011904041","SMITHVILLE J H"," ","N","N","N","N","N","N","N","N","M"," ","SMITHVILLE ISD","011904","08","06","06 - 08","M"
"011904101","SMITHVILLE EL"," ","N","N","N","N","N","N","N","N","M"," ","SMITHVILLE ISD","011904","05","03","03 - 05","E"
"011904102","BROWN PRI"," ","N","N","N","N","N","N","N","N","M"," ","SMITHVILLE ISD","011904","02","PK","PK - 02","E"
"011905001","MCDADE H S"," ","N","N","N","N","N","N","Y","N","M"," ","MCDADE ISD","011905","10","07","07 - 10","S"
"011905101","MCDADE EL"," ","N","N","N","N","N","N","N","N","M"," ","MCDADE ISD","011905","06","PK","PK - 06","E"
"012901001","SEYMOUR H S"," ","N","N","N","N","N","N","N","N","M"," ","SEYMOUR ISD","012901","12","09","09 - 12","S"
"012901042","SEYMOUR MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","SEYMOUR ISD","012901","08","05","05 - 08","M"
"012901101","SEYMOUR EL"," ","N","N","N","N","N","N","N","N","M"," ","SEYMOUR ISD","012901","04","EE","EE - 04","E"
"013801101","ST MARY'S ACADEMY CHARTER SCHOOL"," ","N","N","Y","N","N","N","N","N","M"," ","ST MARY'S ACADEMY CHARTER SCHOOL","013801","06","KG","KG - 06","E"
"013901001","A C JONES H S"," ","N","N","N","N","N","N","N","N","M"," ","BEEVILLE ISD","013901","12","09","09 - 12","S"
"013901041","MORENO J H"," ","N","N","N","N","N","N","N","N","M"," ","BEEVILLE ISD","013901","08","07","07 - 08","M"
"013901101","R A HALL EL"," ","N","N","N","N","N","N","N","N","M"," ","BEEVILLE ISD","013901","04","03","03 - 04","E"
"013901102","FADDEN-MCKEOWN-CHAMBLISS EL"," ","N","N","N","N","N","N","N","N","M"," ","BEEVILLE ISD","013901","02","01","01 - 02","E"
"013901104","THOMAS JEFFERSON INT"," ","N","N","N","N","N","N","N","N","M"," ","BEEVILLE ISD","013901","06","05","05 - 06","M"
"013901105","HAMPTON-MORENO-DUGAT EARLY CHILDHO"," ","N","N","N","N","Y","N","N","N","M"," ","BEEVILLE ISD","013901","KG","EE","EE - KG","E"
"013902101","PAWNEE EL / J H"," ","N","N","N","N","N","N","N","N","M"," ","PAWNEE ISD","013902","08","PK","PK - 08","E"
"013903001","PETTUS SECONDARY"," ","N","N","N","N","N","N","N","N","M"," ","PETTUS ISD","013903","12","06","06 - 12","B"
"013903101","PETTUS EL"," ","N","N","N","N","N","N","N","N","I"," ","PETTUS ISD","013903","05","PK","PK - 05","E"
"013905001","SKIDMORE-TYNAN H S"," ","N","N","N","N","N","N","N","N","M"," ","SKIDMORE-TYNAN ISD","013905","12","09","09 - 12","S"
"013905041","SKIDMORE-TYNAN J H"," ","N","N","N","N","N","N","N","N","M"," ","SKIDMORE-TYNAN ISD","013905","08","06","06 - 08","M"
"013905101","SKIDMORE-TYNAN EL"," ","N","N","N","N","N","N","N","N","M"," ","SKIDMORE-TYNAN ISD","013905","05","KG","KG - 05","E"
"014801001","RICHARD MILBURN ALTER H S (KILLEEN","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","A"," ","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801002","RICHARD MILBURN ACADEMY ODESSA","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","A"," ","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801003","RICHARD MILBURN ACADEMY MIDLAND","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","I","0","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801004","RICHARD MILBURN ACADEMY LUBBOCK","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","I","0","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801005","RICHARD MILBURN ACADEMY HOUSTON (S","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","I"," ","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801006","RICHARD MILBURN ACADEMY FORT WORTH","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","I","0","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801007","RICHARD MILBURN ACADEMY CORPUS CHR","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","I","0","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801008","RICHARD MILBURN ACADEMY AMARILLO","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","I","0","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801009","RICHARD MILBURN ACADEMY HOUSTON EA","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","Y","N","A"," ","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801010","RICHARD MILBURN ACADEMY MIDLAND SO","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","Y","N","I"," ","RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014803002","GEORGETOWN CHARTER ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","PRIORITY CHARTER SCHOOLS","014803","07","PK","PK - 07","E"
"014803003","COVE CHARTER ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","PRIORITY CHARTER SCHOOLS","014803","12","PK","PK - 12","B"
"014803004","CEDAR PARK CHARTER ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","PRIORITY CHARTER SCHOOLS","014803","11","PK","PK - 11","B"
"014803101","TEMPLE CHARTER ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","PRIORITY CHARTER SCHOOLS","014803","12","PK","PK - 12","B"
"014804002","NEW HORIZONS","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","X"," ","ORENDA CHARTER SCHOOL","014804","12","01","01 - 12","B"
"014804005","GATEWAY TECH H S","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","ORENDA CHARTER SCHOOL","014804","12","09","09 - 12","S"
"014804006","GATEWAY COLLEGE PREPARATORY SCHOOL"," ","N","N","Y","N","N","N","N","N","M"," ","ORENDA CHARTER SCHOOL","014804","12","KG","KG - 12","B"
"014804007","NOLAN CREEK SCHOOL"," ","N","N","Y","N","N","N","Y","N","Z"," ","ORENDA CHARTER SCHOOL","014804","02","01","01 - 02","E"
"014804008","KINGSLAND SCHOOL"," ","N","N","Y","N","N","N","Y","N","M"," ","ORENDA CHARTER SCHOOL","014804","06","KG","KG - 06","E"
"014901001","ACADEMY H S"," ","N","N","N","N","N","N","N","N","M"," ","ACADEMY ISD","014901","12","09","09 - 12","S"
"014901041","ACADEMY J H"," ","N","N","N","N","N","N","N","N","M"," ","ACADEMY ISD","014901","08","06","06 - 08","M"
"014901101","ACADEMY INT"," ","N","N","N","N","N","N","N","N","M"," ","ACADEMY ISD","014901","05","03","03 - 05","E"
"014901102","ACADEMY EL"," ","N","N","N","N","N","N","N","N","M"," ","ACADEMY ISD","014901","02","EE","EE - 02","E"
"014902001","BARTLETT SCHOOLS"," ","N","N","N","N","N","N","N","N","I"," ","BARTLETT ISD","014902","12","PK","PK - 12","B"
"014903001","BELTON H S"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","12","09","09 - 12","S"
"014903005","BELTON NEW TECH H S AT WASKOW"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","12","09","09 - 12","S"
"014903043","LAKE BELTON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","08","06","06 - 08","M"
"014903044","SOUTH BELTON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","08","06","06 - 08","M"
"014903045","NORTH BELTON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","08","06","06 - 08","M"
"014903102","LEON HEIGHTS EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903103","MILLER HEIGHTS EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903104","SOUTHWEST EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903108","LAKEWOOD EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903109","SPARTA EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903111","JOE M PIRTLE EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903116","TARVER EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903117","HIGH POINT EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903118","CHISHOLM TRAIL EL"," ","N","N","N","N","N","N","N","N","M"," ","BELTON ISD","014903","05","KG","KG - 05","E"
"014903119","BELTON EARLY CHILDHOOD SCHOOL"," ","N","N","N","N","Y","N","N","N","M"," ","BELTON ISD","014903","PK","EE","EE - PK","E"
"014905001","HOLLAND H S"," ","N","N","N","N","N","N","N","N","M"," ","HOLLAND ISD","014905","12","09","09 - 12","S"
"014905041","HOLLAND MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","HOLLAND ISD","014905","08","06","06 - 08","M"
"014905101","HOLLAND EL"," ","N","N","N","N","N","N","N","N","M"," ","HOLLAND ISD","014905","05","EE","EE - 05","E"
"014906001","KILLEEN H S"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","12","09","09 - 12","S"
"014906002","C E ELLISON H S"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","12","09","09 - 12","S"
"014906004","GATEWAY H S"," ","N","N","N","Y","N","N","N","N","X"," ","KILLEEN ISD","014906","12","09","09 - 12","S"
"014906006","PATHWAYS ACADEMIC CAMPUS","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","KILLEEN ISD","014906","12","09","09 - 12","S"
"014906007","HARKER HEIGHTS H S"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","12","09","09 - 12","S"
"014906008","ROBERT M SHOEMAKER H S"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","12","09","09 - 12","S"
"014906009","GATEWAY MIDDLE"," ","N","N","N","Y","N","N","N","N","X"," ","KILLEEN ISD","014906","08","06","06 - 08","M"
"014906013","KILLEEN ISD EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","10","09","09 - 10","S"
"014906022","METROPLEX SCHOOL"," ","N","N","N","N","N","N","N","Y","X"," ","KILLEEN ISD","014906","11","KG","KG - 11","B"
"014906025","BELL COUNTY JUV DET CTR","RESIDENTIAL FACILITY","N","Y","N","N","N","N","N","Y","X"," ","KILLEEN ISD","014906","11","06","06 - 11","B"
"014906026","KILLEEN JJAEP"," ","N","N","N","N","N","Y","N","N","X"," ","KILLEEN ISD","014906","10","06","06 - 10","B"
"014906042","NOLAN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","08","06","06 - 08","M"
"014906043","RANCIER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","08","06","06 - 08","M"
"014906044","MANOR MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KILLEEN ISD","014906","08","06","06 - 08","M"
