DISTNAME,CAMPNAME,District_ID,Campus_ID,REGION,CFLALTED,C_RATING,CI1,CI1_CUT,CI1_MET,CI2,CI2_CUT,CI2_MET,CI3,CI3_CUT,CI3_MET,CI4,CI4_CUT,CI4_MET
MESQUITE ISD,MESQUITE ACADEMY,057914,057914656,10,True,A,56,35,Y,29,8,Y,28,13,Y,100,33,Y
RICHARDSON ISD,LAKE HIGHLANDS H S,057916,057916002,10,False,M,74,60,Y,22,17,Y,43,30,Y,83,60,Y
RICHARDSON ISD,RICHARDSON H S,057916,057916003,10,False,M,84,60,Y,32,17,Y,53,30,Y,89,60,Y
RICHARDSON ISD,PEARCE H S,057916,057916004,10,False,M,84,60,Y,27,17,Y,49,30,Y,85,60,Y
RICHARDSON ISD,BERKNER H S,057916,057916005,10,False,M,77,60,Y,26,17,Y,48,30,Y,83,60,Y
RICHARDSON ISD,CHRISTA MCAULIFFE LEARNING CENTER,057916,057916006,10,False,X,,60,X,,17,X,,30,X,,,X
RICHARDSON ISD,P A S S LEARNING CTR,057916,057916008,10,False,X,,60,X,,17,X,,30,X,,,X
RICHARDSON ISD,LAKE HIGHLANDS J H,057916,057916042,10,False,M,80,60,Y,40,30,Y,39,26,Y,49,13,Y
RICHARDSON ISD,RICHARDSON WEST J H,057916,057916044,10,False,M,83,60,Y,43,30,Y,47,26,Y,64,13,Y
RICHARDSON ISD,RICHARDSON NORTH J H,057916,057916045,10,False,M,83,60,Y,39,30,Y,41,26,Y,58,13,Y
RICHARDSON ISD,FOREST MEADOW J H,057916,057916047,10,False,M,68,60,Y,42,30,Y,34,26,Y,43,13,Y
RICHARDSON ISD,WESTWOOD MATH SCIENCE LEADERSHIP M,057916,057916048,10,False,M,82,60,Y,41,30,Y,45,26,Y,62,13,Y
RICHARDSON ISD,LIBERTY J H,057916,057916049,10,False,M,76,60,Y,42,30,Y,43,26,Y,49,13,Y
RICHARDSON ISD,APOLLO J H,057916,057916050,10,False,M,83,60,Y,40,30,Y,44,26,Y,62,13,Y
RICHARDSON ISD,PARKHILL J H,057916,057916051,10,False,M,85,60,Y,48,30,Y,43,26,Y,65,13,Y
RICHARDSON ISD,ARAPAHO CLASSICAL MAGNET,057916,057916101,10,False,M,91,60,Y,51,32,Y,56,28,Y,66,12,Y
RICHARDSON ISD,CANYON CREEK EL,057916,057916102,10,False,M,95,60,Y,51,32,Y,48,28,Y,82,12,Y
RICHARDSON ISD,DOVER EL,057916,057916103,10,False,M,74,60,Y,41,32,Y,43,28,Y,38,12,Y
RICHARDSON ISD,GREENWOOD HILLS EL,057916,057916104,10,False,M,74,60,Y,38,32,Y,41,28,Y,49,12,Y
RICHARDSON ISD,HAMILTON PARK PACESETTER MAGNET,057916,057916105,10,False,M,76,60,Y,46,32,Y,38,28,Y,43,12,Y
RICHARDSON ISD,O HENRY EL,057916,057916106,10,False,M,83,60,Y,46,32,Y,50,28,Y,43,12,Y
RICHARDSON ISD,LAKE HIGHLANDS EL,057916,057916107,10,False,M,81,60,Y,37,32,Y,39,28,Y,44,12,Y
RICHARDSON ISD,MOHAWK EL,057916,057916108,10,False,M,93,60,Y,48,32,Y,52,28,Y,76,12,Y
RICHARDSON ISD,NORTHRICH EL,057916,057916109,10,False,M,78,60,Y,43,32,Y,45,28,Y,44,12,Y
RICHARDSON ISD,NORTHWOOD HILLS EL,057916,057916110,10,False,M,79,60,Y,42,32,Y,47,28,Y,54,12,Y
RICHARDSON ISD,RICHARDSON HEIGHTS EL,057916,057916111,10,False,M,73,60,Y,47,32,Y,41,28,Y,38,12,Y
RICHARDSON ISD,RICHARDSON TERRACE EL,057916,057916112,10,False,M,81,60,Y,47,32,Y,51,28,Y,54,12,Y
RICHARDSON ISD,SPRING VALLEY EL,057916,057916113,10,False,M,73,60,Y,32,32,Y,42,28,Y,39,12,Y
RICHARDSON ISD,STULTS ROAD EL,057916,057916114,10,False,M,69,60,Y,38,32,Y,38,28,Y,40,12,Y
RICHARDSON ISD,MARK TWAIN EL,057916,057916115,10,False,M,75,60,Y,44,32,Y,46,28,Y,49,12,Y
RICHARDSON ISD,WALLACE EL,057916,057916116,10,False,M,77,60,Y,38,32,Y,41,28,Y,44,12,Y
RICHARDSON ISD,WHITE ROCK EL,057916,057916117,10,False,M,91,60,Y,42,32,Y,43,28,Y,60,12,Y
RICHARDSON ISD,SPRING CREEK EL,057916,057916118,10,False,M,97,60,Y,53,32,Y,50,28,Y,82,12,Y
RICHARDSON ISD,DOBIE PRI,057916,057916119,10,False,M,,,P,,,P,,,P,,,P
RICHARDSON ISD,FORESTRIDGE EL,057916,057916120,10,False,M,75,60,Y,48,32,Y,45,28,Y,42,12,Y
RICHARDSON ISD,NORTHLAKE EL,057916,057916121,10,False,M,66,60,Y,39,32,Y,39,28,Y,32,12,Y
RICHARDSON ISD,BOWIE EL,057916,057916122,10,False,M,93,60,Y,51,32,Y,52,28,Y,69,12,Y
RICHARDSON ISD,PRAIRIE CREEK EL,057916,057916123,10,False,M,97,60,Y,64,32,Y,56,28,Y,86,12,Y
RICHARDSON ISD,SPRINGRIDGE EL,057916,057916124,10,False,M,84,60,Y,50,32,Y,54,28,Y,49,12,Y
RICHARDSON ISD,PRESTONWOOD EL,057916,057916125,10,False,M,81,60,Y,39,32,Y,41,28,Y,57,12,Y
RICHARDSON ISD,SKYVIEW EL,057916,057916126,10,False,M,65,60,Y,42,32,Y,37,28,Y,33,12,Y
RICHARDSON ISD,DARTMOUTH EL,057916,057916127,10,False,M,88,60,Y,50,32,Y,45,28,Y,52,12,Y
RICHARDSON ISD,BRENTFIELD EL,057916,057916128,10,False,M,96,60,Y,57,32,Y,71,28,Y,85,12,Y
RICHARDSON ISD,JESS HARBEN EL,057916,057916129,10,False,M,85,60,Y,47,32,Y,56,28,Y,52,12,Y
RICHARDSON ISD,RICHLAND EL,057916,057916130,10,False,M,77,60,Y,39,32,Y,40,28,Y,50,12,Y
RICHARDSON ISD,YALE EL,057916,057916131,10,False,M,82,60,Y,41,32,Y,42,28,Y,61,12,Y
RICHARDSON ISD,MOSS HAVEN EL,057916,057916132,10,False,M,90,60,Y,46,32,Y,42,28,Y,60,12,Y
RICHARDSON ISD,BIG SPRINGS EL,057916,057916133,10,False,M,78,60,Y,45,32,Y,47,28,Y,49,12,Y
RICHARDSON ISD,MERRIMAN PARK EL,057916,057916134,10,False,M,79,60,Y,40,32,Y,37,28,Y,48,12,Y
RICHARDSON ISD,AIKIN EL,057916,057916135,10,False,M,71,60,Y,38,32,Y,40,28,Y,31,12,Y
RICHARDSON ISD,RISD ACAD,057916,057916137,10,False,M,64,60,Y,36,32,Y,34,28,Y,22,12,Y
RICHARDSON ISD,MATH/SCIENCE/TECH MAGNET,057916,057916142,10,False,M,91,60,Y,50,32,Y,58,28,Y,66,12,Y
RICHARDSON ISD,FOREST LANE ACADEMY,057916,057916143,10,False,M,62,60,Y,36,32,Y,34,28,Y,20,12,Y
RICHARDSON ISD,AUDELIA CREEK EL,057916,057916144,10,False,M,60,60,Y,32,32,Y,33,28,Y,23,12,Y
RICHARDSON ISD,CAROLYN G BUKHAIR EL,057916,057916145,10,False,I,57,60,N,31,32,N,31,28,Y,20,12,Y
RICHARDSON ISD,THURGOOD MARSHALL EL,057916,057916146,10,False,M,58,60,N,37,32,Y,30,28,Y,27,12,Y
SUNNYVALE ISD,SUNNYVALE H S,057919,057919001,10,False,M,93,60,Y,46,17,Y,51,30,Y,95,60,Y
SUNNYVALE ISD,SUNNYVALE MIDDLE,057919,057919041,10,False,M,91,60,Y,46,30,Y,51,26,Y,60,13,Y
SUNNYVALE ISD,SUNNYVALE EL,057919,057919101,10,False,M,91,60,Y,64,32,Y,57,28,Y,50,12,Y
COPPELL ISD,COPPELL H S,057922,057922001,10,False,M,92,60,Y,35,17,Y,54,30,Y,88,60,Y
COPPELL ISD,NEW TECH H S AT COPPELL,057922,057922003,10,False,M,91,60,Y,29,17,Y,50,30,Y,94,60,Y
COPPELL ISD,DALLAS COUNTY JJAEP,057922,057922007,10,False,X,,60,X,,17,X,,30,X,,,X
COPPELL ISD,COPPELL MIDDLE EAST,057922,057922042,10,False,M,96,60,Y,54,30,Y,60,26,Y,75,13,Y
COPPELL ISD,COPPELL MIDDLE WEST,057922,057922043,10,False,M,93,60,Y,50,30,Y,47,26,Y,65,13,Y
COPPELL ISD,COPPELL MIDDLE NORTH,057922,057922044,10,False,M,94,60,Y,52,30,Y,52,26,Y,73,13,Y
COPPELL ISD,PINKERTON EL,057922,057922101,10,False,M,93,60,Y,54,32,Y,57,28,Y,76,12,Y
COPPELL ISD,AUSTIN EL,057922,057922103,10,False,M,89,60,Y,53,32,Y,53,28,Y,66,12,Y
COPPELL ISD,MOCKINGBIRD EL,057922,057922105,10,False,M,91,60,Y,53,32,Y,51,28,Y,76,12,Y
COPPELL ISD,WILSON EL,057922,057922106,10,False,M,81,60,Y,51,32,Y,46,28,Y,64,12,Y
COPPELL ISD,LAKESIDE EL,057922,057922107,10,False,M,96,60,Y,67,32,Y,69,28,Y,82,12,Y
COPPELL ISD,TOWN CENTER EL,057922,057922108,10,False,M,88,60,Y,49,32,Y,53,28,Y,65,12,Y
COPPELL ISD,COTTONWOOD CREEK EL,057922,057922109,10,False,M,89,60,Y,55,32,Y,50,28,Y,70,12,Y
COPPELL ISD,VALLEY RANCH EL,057922,057922110,10,False,M,94,60,Y,64,32,Y,43,28,Y,82,12,Y
COPPELL ISD,DENTON CREEK EL,057922,057922111,10,False,M,89,60,Y,58,32,Y,54,28,Y,70,12,Y
COPPELL ISD,RICHARD J LEE EL,057922,057922112,10,False,M,95,60,Y,61,32,Y,50,28,Y,81,12,Y
DAWSON ISD,DAWSON SCHOOL,058902,058902001,17,False,M,65,60,Y,38,17,Y,34,30,Y,81,60,Y
KLONDIKE ISD,KLONDIKE ISD,058905,058905001,17,False,M,97,60,Y,56,17,Y,71,30,Y,94,60,Y
LAMESA ISD,LAMESA H S,058906,058906001,17,False,M,71,60,Y,38,17,Y,42,30,Y,80,60,Y
LAMESA ISD,LAMESA SUCCESS ACADEMY,058906,058906004,17,True,A,51,35,Y,,8,Z,30,13,Y,100,33,Y
LAMESA ISD,LAMESA MIDDLE,058906,058906041,17,False,M,56,60,N,31,30,Y,27,26,Y,23,13,Y
LAMESA ISD,NORTH EL,058906,058906103,17,False,I,46,60,N,31,32,N,24,28,N,17,12,Y
LAMESA ISD,SOUTH EL,058906,058906105,17,False,I,,,P,,,P,,,P,,,P
SANDS CISD,SANDS CISD,058909,058909001,17,False,M,86,60,Y,46,17,Y,49,30,Y,90,60,Y
HEREFORD ISD,HEREFORD H S,059901,059901001,16,False,M,67,60,Y,24,17,Y,40,30,Y,72,60,Y
HEREFORD ISD,HEREFORD CENTER FOR ACCELERATED LE,059901,059901004,16,True,A,52,35,Y,22,8,Y,26,13,Y,75,33,Y
HEREFORD ISD,SPECIAL PROGRAMS CTR,059901,059901040,16,False,M,,,P,,,P,,,P,,,P
HEREFORD ISD,HEREFORD J H,059901,059901042,16,False,M,65,60,Y,34,30,Y,38,26,Y,43,13,Y
HEREFORD ISD,HEREFORD PREPARATORY ACADEMY,059901,059901043,16,False,I,56,60,N,29,30,N,29,26,Y,32,13,Y
HEREFORD ISD,AIKMAN EL,059901,059901101,16,False,M,78,60,Y,43,32,Y,43,28,Y,36,12,Y
HEREFORD ISD,BLUEBONNET EL,059901,059901102,16,False,M,86,60,Y,43,32,Y,49,28,Y,36,12,Y
HEREFORD ISD,WEST CENTRAL EL,059901,059901103,16,False,M,60,60,Y,35,32,Y,32,28,Y,21,12,Y
HEREFORD ISD,NORTHWEST EL,059901,059901104,16,False,M,76,60,Y,41,32,Y,42,28,Y,42,12,Y
HEREFORD ISD,TIERRA BLANCA EL,059901,059901106,16,False,M,60,60,Y,32,32,Y,34,28,Y,23,12,Y
WALCOTT ISD,WALCOTT EL,059902,059902101,16,False,M,94,60,Y,61,32,Y,54,28,Y,49,12,Y
COOPER ISD,COOPER H S,060902,060902001,8,False,M,81,60,Y,28,17,Y,46,30,Y,77,60,Y
COOPER ISD,COOPER J H,060902,060902041,8,False,M,76,60,Y,38,30,Y,35,26,Y,41,13,Y
COOPER ISD,COOPER EL,060902,060902101,8,False,M,73,60,Y,45,32,Y,38,28,Y,35,12,Y
FANNINDEL ISD,FANNINDEL H S,060914,060914001,8,False,I,52,60,N,20,17,Y,27,30,N,78,60,Y
FANNINDEL ISD,FANNINDEL EL,060914,060914102,8,False,M,82,60,Y,58,32,Y,41,28,Y,47,12,Y
NORTH TEXAS COLLEGIATE ACADEMY,NORTH TEXAS COLLEGIATE ACADEMY-SOU,061802,061802003,11,False,M,54,60,N,37,32,Y,29,28,Y,12,12,Y
NORTH TEXAS COLLEGIATE ACADEMY,NORTH TEXAS COLLEGIATE ACADEMY-NOR,061802,061802004,11,False,M,68,60,Y,34,32,Y,40,28,Y,31,12,Y
NORTH TEXAS COLLEGIATE ACADEMY,NORTH TEXAS COLLEGIATE ACADEMY-EAS,061802,061802005,11,False,I,55,60,N,37,32,Y,27,28,N,20,12,Y
LEADERSHIP PREP SCHOOL,LEADERSHIP PREP SCHOOL,061804,061804001,10,False,M,88,60,Y,42,32,Y,53,28,Y,67,12,Y
LEADERSHIP PREP SCHOOL,LEADERSHIP PREP SCHOOL SECONDARY,061804,061804002,10,False,M,89,60,Y,41,30,Y,47,26,Y,52,13,Y
TRIVIUM ACADEMY,TRIVIUM ACADEMY,061805,061805001,11,False,M,83,60,Y,41,32,Y,68,28,Y,52,12,Y
DENTON ISD,RYAN H S,061901,061901002,11,False,M,75,60,Y,23,17,Y,43,30,Y,83,60,Y
DENTON ISD,DENTON H S,061901,061901003,11,False,M,71,60,Y,29,17,Y,41,30,Y,80,60,Y
DENTON ISD,LESTER DAVIS,061901,061901005,11,False,X,,60,X,,17,X,,30,X,,,X
DENTON ISD,DENTON CO J J A E P,061901,061901006,11,False,X,,60,X,,17,X,,30,X,,,X
DENTON ISD,GUYER H S,061901,061901007,11,False,M,88,60,Y,33,17,Y,53,30,Y,88,60,Y
DENTON ISD,RAY E BRASWELL H S,061901,061901008,11,False,M,82,60,Y,23,17,Y,44,30,Y,62,21,Y
DENTON ISD,FRED MOORE H S,061901,061901039,11,False,M,72,60,Y,,17,Z,35,30,Y,72,60,Y
DENTON ISD,JOE DALE SPARKS CAMPUS,061901,061901040,11,True,X,60,35,X,31,8,X,,13,X,,,X
DENTON ISD,CROWNOVER MIDDLE,061901,061901041,11,False,M,89,60,Y,44,30,Y,51,26,Y,61,13,Y
DENTON ISD,STRICKLAND MIDDLE,061901,061901044,11,False,M,76,60,Y,35,30,Y,38,26,Y,38,13,Y
DENTON ISD,CALHOUN MIDDLE,061901,061901045,11,False,M,66,60,Y,36,30,Y,33,26,Y,33,13,Y
DENTON ISD,MCMATH MIDDLE,061901,061901046,11,False,M,79,60,Y,41,30,Y,38,26,Y,39,13,Y
DENTON ISD,NAVO MIDDLE,061901,061901047,11,False,M,83,60,Y,38,30,Y,46,26,Y,50,13,Y
DENTON ISD,HARPOOL MIDDLE,061901,061901048,11,False,M,92,60,Y,47,30,Y,50,26,Y,65,13,Y
DENTON ISD,BETTYE MYERS MIDDLE,061901,061901049,11,False,M,70,60,Y,38,30,Y,34,26,Y,35,13,Y
DENTON ISD,HOUSTON EL,061901,061901102,11,False,M,84,60,Y,41,32,Y,43,28,Y,43,12,Y
DENTON ISD,LEE EL,061901,061901104,11,False,M,72,60,Y,50,32,Y,47,28,Y,36,12,Y
DENTON ISD,HODGE EL,061901,061901105,11,False,M,81,60,Y,52,32,Y,51,28,Y,46,12,Y
DENTON ISD,MCNAIR EL,061901,061901106,11,False,M,83,60,Y,46,32,Y,48,28,Y,48,12,Y
DENTON ISD,NEWTON RAYZOR EL,061901,061901107,11,False,M,78,60,Y,49,32,Y,40,28,Y,37,12,Y
DENTON ISD,RIVERA EL,061901,061901108,11,False,M,65,60,Y,44,32,Y,41,28,Y,33,12,Y
DENTON ISD,WILSON EL,061901,061901109,11,False,M,88,60,Y,57,32,Y,52,28,Y,57,12,Y
DENTON ISD,GINNINGS EL,061901,061901110,11,False,M,69,60,Y,39,32,Y,38,28,Y,32,12,Y
DENTON ISD,BORMAN EL,061901,061901111,11,False,M,65,60,Y,45,32,Y,36,28,Y,34,12,Y
DENTON ISD,EVERS PARK EL,061901,061901112,11,False,M,74,60,Y,56,32,Y,41,28,Y,33,12,Y
DENTON ISD,RYAN EL,061901,061901113,11,False,M,76,60,Y,47,32,Y,41,28,Y,48,12,Y
DENTON ISD,THE ANN WINDLE SCHOOL FOR YOUNG CH,061901,061901114,11,False,M,,,P,,,P,,,P,,,P
DENTON ISD,EP RAYZOR EL,061901,061901115,11,False,M,97,60,Y,56,32,Y,62,28,Y,81,12,Y
DENTON ISD,PECAN CREEK EL,061901,061901116,11,False,M,84,60,Y,46,32,Y,44,28,Y,46,12,Y
DENTON ISD,PROVIDENCE EL,061901,061901117,11,False,M,83,60,Y,51,32,Y,50,28,Y,44,12,Y
DENTON ISD,HAWK EL,061901,061901118,11,False,M,87,60,Y,47,32,Y,47,28,Y,53,12,Y
DENTON ISD,SAVANNAH EL,061901,061901119,11,False,M,81,60,Y,49,32,Y,44,28,Y,42,12,Y
DENTON ISD,PALOMA CREEK EL,061901,061901120,11,False,M,72,60,Y,46,32,Y,38,28,Y,40,12,Y
DENTON ISD,NELSON EL,061901,061901121,11,False,M,88,60,Y,48,32,Y,49,28,Y,50,12,Y
DENTON ISD,BLANTON EL,061901,061901122,11,False,M,90,60,Y,43,32,Y,54,28,Y,62,12,Y
DENTON ISD,STEPHENS EL,061901,061901123,11,False,M,72,60,Y,53,32,Y,38,28,Y,41,12,Y
DENTON ISD,EMILIO & GUADALUPE GONZALEZ PRE-K,061901,061901124,11,False,M,,,P,,,P,,,P,,,P
DENTON ISD,CROSS OAKS EL,061901,061901125,11,False,M,83,60,Y,46,32,Y,50,28,Y,46,12,Y
DENTON ISD,DOROTHY P ADKINS EL,061901,061901126,11,False,M,89,60,Y,46,32,Y,40,28,Y,60,12,Y
DENTON ISD,CATHERINE BELL EL,061901,061901127,11,False,M,69,60,Y,37,32,Y,37,28,Y,35,12,Y
LEWISVILLE ISD,LEWISVILLE H S,061902,061902001,11,False,M,82,60,Y,37,17,Y,53,30,Y,79,60,Y
LEWISVILLE ISD,MARCUS H S,061902,061902002,11,False,M,93,60,Y,28,17,Y,40,30,Y,90,60,Y
LEWISVILLE ISD,THE COLONY H S,061902,061902004,11,False,M,87,60,Y,38,17,Y,51,30,Y,82,60,Y
LEWISVILLE ISD,LEARNING CTR,061902,061902005,11,True,A,57,35,Y,34,8,Y,26,13,Y,99,33,Y
LEWISVILLE ISD,DENTON CO J J A E P,061902,061902007,11,False,X,,60,X,,17,X,,30,X,,,X
LEWISVILLE ISD,HEBRON H S,061902,061902008,11,False,M,89,60,Y,27,17,Y,45,30,Y,85,60,Y
LEWISVILLE ISD,FLOWER MOUND H S,061902,061902010,11,False,M,95,60,Y,27,17,Y,63,30,Y,93,60,Y
LEWISVILLE ISD,HEBRON 9TH GRADE CENTER,061902,061902012,11,False,M,93,60,Y,43,17,Y,52,30,Y,77,21,Y
LEWISVILLE ISD,MARCUS 9TH GRADE CAMPUS,061902,061902013,11,False,M,97,60,Y,56,17,Y,62,30,Y,85,21,Y
LEWISVILLE ISD,FLOWER MOUND 9TH GRADE CAMPUS,061902,061902015,11,False,M,97,60,Y,58,17,Y,65,30,Y,88,21,Y
LEWISVILLE ISD,HEDRICK MIDDLE,061902,061902042,11,False,M,70,60,Y,42,30,Y,36,26,Y,40,13,Y
LEWISVILLE ISD,GRIFFIN MIDDLE,061902,061902044,11,False,M,75,60,Y,33,30,Y,37,26,Y,41,13,Y
LEWISVILLE ISD,LAMAR MIDDLE,061902,061902045,11,False,M,89,60,Y,43,30,Y,54,26,Y,63,13,Y
LEWISVILLE ISD,LAKEVIEW MIDDLE,061902,061902046,11,False,M,69,60,Y,32,30,Y,30,26,Y,35,13,Y
LEWISVILLE ISD,ARBOR CREEK MIDDLE,061902,061902047,11,False,M,88,60,Y,43,30,Y,47,26,Y,59,13,Y
LEWISVILLE ISD,FORESTWOOD MIDDLE,061902,061902048,11,False,M,90,60,Y,46,30,Y,55,26,Y,69,13,Y
LEWISVILLE ISD,BRIARHILL MIDDLE,061902,061902049,11,False,M,90,60,Y,46,30,Y,56,26,Y,66,13,Y
LEWISVILLE ISD,DELAY MIDDLE,061902,061902050,11,False,M,56,60,N,38,30,Y,28,26,Y,26,13,Y
LEWISVILLE ISD,HUFFINES MIDDLE,061902,061902052,11,False,M,68,60,Y,31,30,Y,32,26,Y,34,13,Y
LEWISVILLE ISD,MCKAMY MIDDLE,061902,061902053,11,False,M,96,60,Y,49,30,Y,61,26,Y,81,13,Y
LEWISVILLE ISD,CREEK VALLEY MIDDLE,061902,061902054,11,False,M,82,60,Y,38,30,Y,36,26,Y,47,13,Y
LEWISVILLE ISD,CLAYTON DOWNING MIDDLE,061902,061902055,11,False,M,93,60,Y,48,30,Y,55,26,Y,73,13,Y
LEWISVILLE ISD,MARSHALL DURHAM MIDDLE,061902,061902056,11,False,M,68,60,Y,33,30,Y,34,26,Y,35,13,Y
LEWISVILLE ISD,SHADOW RIDGE MIDDLE,061902,061902058,11,False,M,93,60,Y,49,30,Y,55,26,Y,71,13,Y
LEWISVILLE ISD,KILLIAN MIDDLE,061902,061902059,11,False,M,87,60,Y,42,30,Y,39,26,Y,56,13,Y
LEWISVILLE ISD,CENTRAL EL,061902,061902101,11,False,M,56,60,N,38,32,Y,30,28,Y,21,12,Y
LEWISVILLE ISD,COLLEGE ST EL,061902,061902102,11,False,M,70,60,Y,37,32,Y,40,28,Y,22,12,Y
LEWISVILLE ISD,LAKELAND EL,061902,061902104,11,False,M,64,60,Y,43,32,Y,34,28,Y,35,12,Y
LEWISVILLE ISD,HEDRICK EL,061902,061902105,11,False,I,55,60,N,36,32,Y,27,28,N,30,12,Y
LEWISVILLE ISD,DEGAN EL,061902,061902106,11,False,M,73,60,Y,47,32,Y,38,28,Y,35,12,Y
LEWISVILLE ISD,CAMEY EL,061902,061902107,11,False,M,72,60,Y,37,32,Y,35,28,Y,31,12,Y
LEWISVILLE ISD,TIMBER CREEK EL,061902,061902108,11,False,M,89,60,Y,55,32,Y,54,28,Y,60,12,Y
LEWISVILLE ISD,PETERS COLONY EL,061902,061902109,11,False,M,72,60,Y,46,32,Y,39,28,Y,43,12,Y
LEWISVILLE ISD,HIGHLAND VILLAGE EL,061902,061902110,11,False,M,91,60,Y,53,32,Y,45,28,Y,67,12,Y
LEWISVILLE ISD,STEWARTS CREEK EL,061902,061902111,11,False,M,63,60,Y,35,32,Y,35,28,Y,26,12,Y
LEWISVILLE ISD,FLOWER MOUND EL,061902,061902112,11,False,M,88,60,Y,50,32,Y,57,28,Y,66,12,Y
LEWISVILLE ISD,INDIAN CREEK EL,061902,061902113,11,False,M,77,60,Y,44,32,Y,46,28,Y,45,12,Y
LEWISVILLE ISD,MCAULIFFE EL,061902,061902114,11,False,M,91,60,Y,49,32,Y,44,28,Y,62,12,Y
LEWISVILLE ISD,B B OWEN EL,061902,061902115,11,False,M,75,60,Y,46,32,Y,40,28,Y,34,12,Y
LEWISVILLE ISD,CREEKSIDE EL,061902,061902116,11,False,M,79,60,Y,50,32,Y,46,28,Y,45,12,Y
LEWISVILLE ISD,DONALD EL,061902,061902117,11,False,M,92,60,Y,53,32,Y,47,28,Y,53,12,Y
LEWISVILLE ISD,HEBRON VALLEY EL,061902,061902118,11,False,M,90,60,Y,39,32,Y,48,28,Y,56,12,Y
LEWISVILLE ISD,ETHRIDGE EL,061902,061902119,11,False,M,78,60,Y,43,32,Y,43,28,Y,46,12,Y
LEWISVILLE ISD,GARDEN RIDGE EL,061902,061902120,11,False,M,92,60,Y,56,32,Y,60,28,Y,69,12,Y
LEWISVILLE ISD,MORNINGSIDE EL,061902,061902121,11,False,M,87,60,Y,53,32,Y,50,28,Y,57,12,Y
LEWISVILLE ISD,HERITAGE EL,061902,061902122,11,False,M,92,60,Y,54,32,Y,60,28,Y,67,12,Y
LEWISVILLE ISD,OLD SETTLERS EL,061902,061902123,11,False,M,91,60,Y,57,32,Y,63,28,Y,73,12,Y
LEWISVILLE ISD,PARKWAY EL,061902,061902124,11,False,M,67,60,Y,41,32,Y,30,28,Y,39,12,Y
LEWISVILLE ISD,POLSER EL,061902,061902125,11,False,M,77,60,Y,44,32,Y,38,28,Y,39,12,Y
LEWISVILLE ISD,PRAIRIE TRAIL ELEMENTARY,061902,061902126,11,False,M,90,60,Y,54,32,Y,58,28,Y,70,12,Y
LEWISVILLE ISD,VALLEY RIDGE EL,061902,061902127,11,False,M,72,60,Y,44,32,Y,39,28,Y,31,12,Y
LEWISVILLE ISD,FOREST VISTA EL,061902,061902128,11,False,M,91,60,Y,59,32,Y,58,28,Y,65,12,Y
LEWISVILLE ISD,BRIDLEWOOD EL,061902,061902129,11,False,M,93,60,Y,45,32,Y,60,28,Y,76,12,Y
LEWISVILLE ISD,WELLINGTON EL,061902,061902130,11,False,M,96,60,Y,53,32,Y,66,28,Y,78,12,Y
LEWISVILLE ISD,SOUTHRIDGE EL,061902,061902131,11,False,M,77,60,Y,52,32,Y,44,28,Y,46,12,Y
LEWISVILLE ISD,HOMESTEAD EL,061902,061902132,11,False,M,87,60,Y,51,32,Y,53,28,Y,67,12,Y
LEWISVILLE ISD,BLUEBONNET EL,061902,061902133,11,False,M,95,60,Y,60,32,Y,57,28,Y,77,12,Y
LEWISVILLE ISD,TOM HICKS EL,061902,061902134,11,False,M,87,60,Y,46,32,Y,50,28,Y,63,12,Y
LEWISVILLE ISD,LIBERTY EL,061902,061902135,11,False,M,95,60,Y,58,32,Y,69,28,Y,81,12,Y
LEWISVILLE ISD,CASTLE HILLS EL,061902,061902136,11,False,M,96,60,Y,61,32,Y,74,28,Y,86,12,Y
LEWISVILLE ISD,MARJORY VICKERY EL,061902,061902138,11,False,M,77,60,Y,53,32,Y,43,28,Y,48,12,Y
LEWISVILLE ISD,ROCKBROOK EL,061902,061902139,11,False,M,65,60,Y,49,32,Y,35,28,Y,29,12,Y
LEWISVILLE ISD,COYOTE RIDGE EL,061902,061902140,11,False,M,80,60,Y,48,32,Y,45,28,Y,52,12,Y
LEWISVILLE ISD,LILLIE J JACKSON EARLY CHILDHOOD C,061902,061902141,11,False,M,,,P,,,P,,,P,,,P
LEWISVILLE ISD,INDEPENDENCE EL,061902,061902142,11,False,M,77,60,Y,45,32,Y,43,28,Y,57,12,Y
LEWISVILLE ISD,LEWISVILLE EL,061902,061902143,11,False,M,63,60,Y,40,32,Y,35,28,Y,24,12,Y
PILOT POINT ISD,PILOT POINT H S,061903,061903001,11,False,M,84,60,Y,32,17,Y,50,30,Y,90,60,Y
PILOT POINT ISD,DENTON CO J J A E P,061903,061903002,11,False,X,,60,X,,17,X,,30,X,,,X
PILOT POINT ISD,PILOT POINT SELZ MIDDLE,061903,061903041,11,False,M,72,60,Y,43,30,Y,37,26,Y,44,13,Y
PILOT POINT ISD,PILOT POINT EL,061903,061903101,11,False,M,,,P,,,P,,,P,,,P
PILOT POINT ISD,PILOT POINT INT,061903,061903102,11,False,M,74,60,Y,44,32,Y,37,28,Y,33,12,Y
KRUM ISD,KRUM H S,061905,061905001,11,False,M,84,60,Y,31,17,Y,46,30,Y,87,60,Y
KRUM ISD,DENTON CO J J A E P,061905,061905002,11,False,X,,60,X,,17,X,,30,X,,,X
KRUM ISD,KRUM MIDDLE,061905,061905041,11,False,M,80,60,Y,39,30,Y,39,26,Y,42,13,Y
KRUM ISD,DYER EL,061905,061905101,11,False,M,71,60,Y,30,32,N,38,28,Y,31,12,Y
