CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,C_APPEAL_DECISION,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"011901104"," ","BASTROP INT",75," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","C",.,"BASTROP ISD","011901","06","05","05 - 06","M"
"011901106"," ","CEDAR CREEK MIDDLE",72," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","C",.,"BASTROP ISD","011901","08","07","07 - 08","M"
"011901107"," ","RED ROCK EL",54," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","F",1,"BASTROP ISD","011901","04","PK","PK - 04","E"
"011901108"," ","CEDAR CREEK INT",64," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","D",.,"BASTROP ISD","011901","06","05","05 - 06","M"
"011901109"," ","BLUEBONNET EL",67," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","D",.,"BASTROP ISD","011901","04","PK","PK - 04","E"
"011901110"," ","LOST PINES EL",59," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","F",1,"BASTROP ISD","011901","04","PK","PK - 04","E"
"011902001"," ","ELGIN H S",81," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","B",.,"ELGIN ISD","011902","12","09","09 - 12","S"
"011902003"," ","BASTROP COUNTY JUVENILE BOOT CAMP",.," ","N","N","N","N","N","Y","N","N","BASTROP","011"," ","Not Rated",.,"ELGIN ISD","011902","10","10","10 - 10","S"
"011902004"," ","PHOENIX H S",73,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","BASTROP","011"," ","C",.,"ELGIN ISD","011902","12","09","09 - 12","S"
"011902041"," ","ELGIN MIDDLE",60," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","D",.,"ELGIN ISD","011902","08","06","06 - 08","M"
"011902101"," ","BOOKER T WASHINGTON EL",68," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","D",.,"ELGIN ISD","011902","05","KG","KG - 05","E"
"011902102"," ","ELGIN EL",73," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","C",.,"ELGIN ISD","011902","05","EE","EE - 05","E"
"011902103"," ","NEIDIG EL",56," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","F",2,"ELGIN ISD","011902","05","KG","KG - 05","E"
"011904002"," ","SMITHVILLE H S",82," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","B",.,"SMITHVILLE ISD","011904","12","09","09 - 12","S"
"011904041"," ","SMITHVILLE J H",77," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","C",.,"SMITHVILLE ISD","011904","08","06","06 - 08","M"
"011904101"," ","SMITHVILLE EL",69," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","D",.,"SMITHVILLE ISD","011904","05","03","03 - 05","E"
"011904102"," ","BROWN PRI",69," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","D",.,"SMITHVILLE ISD","011904","02","EE","EE - 02","E"
"011905001"," ","MCDADE H S",77," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","C",.,"MCDADE ISD","011905","12","06","06 - 12","B"
"011905101"," ","MCDADE EL",83," ","N","N","N","N","N","N","N","N","BASTROP","011"," ","B",.,"MCDADE ISD","011905","05","PK","PK - 05","E"
"012901001"," ","SEYMOUR H S",93," ","N","N","N","N","N","N","N","N","BAYLOR","012"," ","A",.,"SEYMOUR ISD","012901","12","09","09 - 12","S"
"012901042"," ","SEYMOUR MIDDLE",88," ","N","N","N","N","N","N","N","N","BAYLOR","012"," ","B",.,"SEYMOUR ISD","012901","08","05","05 - 08","M"
"012901101"," ","SEYMOUR EL",91," ","N","N","N","N","N","N","N","N","BAYLOR","012"," ","A",.,"SEYMOUR ISD","012901","04","PK","PK - 04","E"
"013801101"," ","ST MARY'S ACADEMY CHARTER SCHOOL",81," ","N","N","Y","N","N","N","N","N","BEE","013"," ","B",.,"ST MARY'S ACADEMY CHARTER SCHOOL","013801","06","KG","KG - 06","E"
"013901001"," ","A C JONES H S",79," ","N","N","N","N","N","N","N","N","BEE","013"," ","C",.,"BEEVILLE ISD","013901","12","09","09 - 12","S"
"013901004"," ","A C JONES HEALTH PROFESSIONS MAGNE",94," ","N","N","N","N","N","N","Y","N","BEE","013"," ","A",.,"BEEVILLE ISD","013901","10","09","09 - 10","S"
"013901041"," ","MORENO J H",65," ","N","N","N","N","N","N","N","N","BEE","013"," ","D",.,"BEEVILLE ISD","013901","08","06","06 - 08","M"
"013901042"," ","THE JOE BARNHART ACADEMY",91," ","N","N","N","N","N","N","N","N","BEE","013"," ","A",.,"BEEVILLE ISD","013901","08","06","06 - 08","M"
"013901101"," ","R A HALL EL",79," ","N","N","N","N","N","N","N","N","BEE","013"," ","C",.,"BEEVILLE ISD","013901","05","01","01 - 05","E"
"013901102"," ","FADDEN-MCKEOWN-CHAMBLISS EL",68," ","N","N","N","N","N","N","N","N","BEE","013"," ","D",.,"BEEVILLE ISD","013901","05","01","01 - 05","E"
"013901105"," ","HAMPTON-MORENO-DUGAT EARLY CHILDHO",79," ","N","N","N","N","Y","N","N","N","BEE","013"," ","C",.,"BEEVILLE ISD","013901","KG","EE","EE - KG","E"
"013902101"," ","PAWNEE EL / J H",84," ","N","N","N","N","N","N","N","N","BEE","013"," ","B",.,"PAWNEE ISD","013902","08","PK","PK - 08","E"
"013903001"," ","PETTUS SECONDARY",66," ","N","N","N","N","N","N","N","N","BEE","013"," ","D",.,"PETTUS ISD","013903","12","06","06 - 12","B"
"013903101"," ","PETTUS EL",81," ","N","N","N","N","N","N","N","N","BEE","013"," ","B",.,"PETTUS ISD","013903","05","PK","PK - 05","E"
"013905001"," ","SKIDMORE-TYNAN H S",90," ","N","N","N","N","N","N","N","N","BEE","013"," ","A",.,"SKIDMORE-TYNAN ISD","013905","12","09","09 - 12","S"
"013905041"," ","SKIDMORE-TYNAN J H",92," ","N","N","N","N","N","N","N","N","BEE","013"," ","A",.,"SKIDMORE-TYNAN ISD","013905","08","06","06 - 08","M"
"013905101"," ","SKIDMORE-TYNAN EL",82," ","N","N","N","N","N","N","N","N","BEE","013"," ","B",.,"SKIDMORE-TYNAN ISD","013905","05","EE","EE - 05","E"
"014801001"," ","RICHARD MILBURN ALTER H S (KILLEEN",62,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","D",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801002"," ","RICHARD MILBURN ACADEMY ODESSA",63,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","D",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801004"," ","RICHARD MILBURN ACADEMY LUBBOCK",60,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","D",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801005"," ","RICHARD MILBURN ACADEMY HOUSTON (S",86,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","B",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801006"," ","RICHARD MILBURN ACADEMY FORT WORTH",64,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","D",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801007"," ","RICHARD MILBURN ACADEMY CORPUS CHR",65,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","D",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801008"," ","RICHARD MILBURN ACADEMY AMARILLO",62,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","BELL","014"," ","D",.,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801009"," ","RICHARD MILBURN ACADEMY PASADENA",57,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","BELL","014"," ","F",2,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014801010"," ","RICHARD MILBURN ACADEMY MIDLAND SO",58,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","BELL","014"," ","F",3,"RICHARD MILBURN ALTER HIGH SCHOOL","014801","12","09","09 - 12","S"
"014803002"," ","GEORGETOWN CHARTER ACADEMY",71," ","N","N","Y","N","N","N","N","N","BELL","014"," ","C",.,"PRIORITY CHARTER SCHOOLS","014803","08","PK","PK - 08","E"
"014803003"," ","COVE CHARTER ACADEMY",75," ","N","N","Y","N","N","N","N","N","BELL","014"," ","C",.,"PRIORITY CHARTER SCHOOLS","014803","12","PK","PK - 12","B"
"014803004"," ","CEDAR PARK CHARTER ACADEMY",88," ","N","N","Y","N","N","N","N","N","BELL","014"," ","B",.,"PRIORITY CHARTER SCHOOLS","014803","12","PK","PK - 12","B"
"014803101"," ","TEMPLE CHARTER ACADEMY",78," ","N","N","Y","N","N","N","N","N","BELL","014"," ","C",.,"PRIORITY CHARTER SCHOOLS","014803","12","PK","PK - 12","B"
"014804002"," ","NEW HORIZONS",.,"RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","BELL","014"," ","Not Rated",.,"ORENDA CHARTER SCHOOL","014804","10","02","02 - 10","B"
"014804005"," ","GATEWAY TECH H S",96,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","BELL","014"," ","A",.,"ORENDA CHARTER SCHOOL","014804","12","09","09 - 12","S"
"014804006"," ","GATEWAY COLLEGE PREPARATORY SCHOOL",92," ","N","N","Y","N","N","N","N","N","BELL","014"," ","A",.,"ORENDA CHARTER SCHOOL","014804","12","KG","KG - 12","B"
"014804007"," ","NOLAN CREEK SCHOOL",62," ","N","N","Y","N","N","N","N","N","BELL","014"," ","D",.,"ORENDA CHARTER SCHOOL","014804","06","KG","KG - 06","E"
"014804008"," ","KINGSLAND SCHOOL",68," ","N","N","Y","N","N","N","N","N","BELL","014"," ","D",.,"ORENDA CHARTER SCHOOL","014804","08","KG","KG - 08","E"
"014901001"," ","ACADEMY H S",82," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ACADEMY ISD","014901","12","09","09 - 12","S"
"014901041"," ","ACADEMY J H",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ACADEMY ISD","014901","08","06","06 - 08","M"
"014901101"," ","ACADEMY INT",85," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ACADEMY ISD","014901","05","03","03 - 05","E"
"014901102"," ","ACADEMY EL",85," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ACADEMY ISD","014901","02","EE","EE - 02","E"
"014902001"," ","BARTLETT SCHOOLS",79," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"BARTLETT ISD","014902","12","PK","PK - 12","B"
"014903001"," ","BELTON H S",84," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","12","09","09 - 12","S"
"014903005"," ","BELTON NEW TECH H S AT WASKOW",90," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"BELTON ISD","014903","12","09","09 - 12","S"
"014903043"," ","LAKE BELTON MIDDLE",75," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"BELTON ISD","014903","08","06","06 - 08","M"
"014903044"," ","SOUTH BELTON MIDDLE",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"BELTON ISD","014903","08","06","06 - 08","M"
"014903045"," ","NORTH BELTON MIDDLE",83," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","08","06","06 - 08","M"
"014903102"," ","LEON HEIGHTS EL",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903103"," ","MILLER HEIGHTS EL",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903104"," ","SOUTHWEST EL",62," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903108"," ","LAKEWOOD EL",91," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903109"," ","SPARTA EL",88," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903111"," ","JOE M PIRTLE EL",88," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903116"," ","TARVER EL",89," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903117"," ","HIGH POINT EL",88," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903118"," ","CHISHOLM TRAIL EL",70," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"BELTON ISD","014903","05","KG","KG - 05","E"
"014903119"," ","BELTON EARLY CHILDHOOD SCHOOL",88," ","N","N","N","N","Y","N","N","N","BELL","014"," ","B",.,"BELTON ISD","014903","PK","EE","EE - PK","E"
"014905001"," ","HOLLAND H S",93," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"HOLLAND ISD","014905","12","09","09 - 12","S"
"014905041"," ","HOLLAND MIDDLE",90," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"HOLLAND ISD","014905","08","06","06 - 08","M"
"014905101"," ","HOLLAND EL",89," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"HOLLAND ISD","014905","05","EE","EE - 05","E"
"014906001"," ","KILLEEN H S",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906002"," ","C E ELLISON H S",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906004"," ","GATEWAY H S",.," ","N","N","N","Y","N","N","N","N","BELL","014"," ","Not Rated",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906006"," ","PATHWAYS ACADEMIC CAMPUS",82,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906007"," ","HARKER HEIGHTS H S",84," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906008"," ","ROBERT M SHOEMAKER H S",79," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906009"," ","GATEWAY MIDDLE",.," ","N","N","N","Y","N","N","N","N","BELL","014"," ","Not Rated",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906013"," ","KILLEEN ISD EARLY COLLEGE H S",95," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"KILLEEN ISD","014906","12","09","09 - 12","S"
"014906022"," ","METROPLEX SCHOOL",.," ","N","N","N","N","N","N","N","Y","BELL","014"," ","Not Rated",.,"KILLEEN ISD","014906","12","KG","KG - 12","B"
"014906026"," ","KILLEEN JJAEP",.," ","N","N","N","N","N","Y","N","N","BELL","014"," ","Not Rated",.,"KILLEEN ISD","014906","11","11","11 - 11","S"
"014906042"," ","NOLAN MIDDLE",71," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906043"," ","RANCIER MIDDLE",73," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906044"," ","MANOR MIDDLE",69," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906046"," ","EASTERN HILLS MIDDLE",78," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906048"," ","PALO ALTO MIDDLE",58," ","N","N","N","N","N","N","N","N","BELL","014"," ","F",1,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906049"," ","LIBERTY HILL MIDDLE",78," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906050"," ","LIVE OAK RIDGE MIDDLE",69," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906051"," ","UNION GROVE MIDDLE",92," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906052"," ","AUDIE MURPHY MIDDLE",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906053"," ","CHARLES E PATTERSON MIDDLE",78," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906054"," ","ROY J SMITH MIDDLE",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","08","06","06 - 08","M"
"014906100"," ","EL ALTER LEARNING CENTER",.," ","N","N","N","Y","N","N","N","N","BELL","014"," ","Not Rated",.,"KILLEEN ISD","014906","05","01","01 - 05","E"
"014906102"," ","CLIFTON PARK EL",87," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906103"," ","EAST WARD EL",71," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906105"," ","HARKER HEIGHTS EL",86," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906108"," ","MEADOWS EL",62," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906109"," ","PEEBLES EL",75," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906110"," ","PERSHING PARK EL",74," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906111"," ","SUGAR LOAF EL",66," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906112"," ","WEST WARD EL",53," ","N","N","N","N","N","N","N","N","BELL","014"," ","F",1,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906113"," ","BELLAIRE EL",78," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906115"," ","NOLANVILLE EL",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906116"," ","CLARKE EL",94," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"KILLEEN ISD","014906","03","PK","PK - 03","E"
"014906119"," ","HAY BRANCH EL",79," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906120"," ","WILLOW SPRINGS EL",66," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906121"," ","MOUNTAIN VIEW EL",77," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906122"," ","REECES CREEK EL",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906123"," ","CLEAR CREEK EL",90," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906124"," ","CEDAR VALLEY EL",87," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906125"," ","BROOKHAVEN EL",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906126"," ","VENABLE VILLAGE EL",88," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906127"," ","TRIMMIER EL",78," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906128"," ","MONTAGUE VILLAGE EL",85," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906129"," ","MAXDALE EL",70," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906130"," ","IRA CROSS JR EL",85," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906131"," ","IDUMA EL",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906132"," ","OVETA CULP HOBBY EL",82," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","03","EE","EE - 03","E"
"014906133"," ","TIMBER RIDGE EL",79," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906135"," ","SAEGERT EL",84," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906136"," ","SKIPCHA EL",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906137"," ","RICHARD E CAVAZOS EL",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","EE","EE - 05","E"
"014906138"," ","HAYNES EL",70," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906139"," ","DR JOSEPH A FOWLER EL",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014906140"," ","ALICE W DOUSE EL",85," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"KILLEEN ISD","014906","05","PK","PK - 05","E"
"014907001"," ","ROGERS H S",89," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ROGERS ISD","014907","12","09","09 - 12","S"
"014907041"," ","ROGERS MIDDLE",87," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ROGERS ISD","014907","08","06","06 - 08","M"
"014907043"," ","BELL COUNTY DAEP",.," ","N","N","N","Y","N","N","N","N","BELL","014"," ","Not Rated",.,"ROGERS ISD","014907","09","09","09 - 09","S"
"014907102"," ","ROGERS EL",82," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"ROGERS ISD","014907","05","EE","EE - 05","E"
"014908001"," ","SALADO H S",86," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"SALADO ISD","014908","12","09","09 - 12","S"
"014908005"," ","BELL COUNTY DAEP",.," ","N","N","N","Y","N","N","Y","N","BELL","014"," ","Not Rated",.,"SALADO ISD","014908","09","09","09 - 09","S"
"014908042"," ","SALADO J H",83," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"SALADO ISD","014908","08","06","06 - 08","M"
"014908102"," ","THOMAS ARNOLD EL",80," ","N","N","N","N","N","N","Y","N","BELL","014"," ","B",.,"SALADO ISD","014908","05","EE","EE - 05","E"
"014909002"," ","TEMPLE H S",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","12","09","09 - 12","S"
"014909005"," ","WHEATLEY ALTERNATIVE EDUCATION CEN",.," ","N","N","N","Y","N","N","N","N","BELL","014"," ","Not Rated",.,"TEMPLE ISD","014909","11","05","05 - 11","B"
"014909008"," ","FRED W EDWARDS ACADEMY AEC",77,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","BELL","014"," ","C",.,"TEMPLE ISD","014909","12","09","09 - 12","S"
"014909041"," ","LAMAR MIDDLE",60," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"TEMPLE ISD","014909","08","06","06 - 08","M"
"014909042"," ","TRAVIS SCIENCE ACADEMY",61," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"TEMPLE ISD","014909","08","06","06 - 08","M"
"014909044"," ","BONHAM MIDDLE",76," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"TEMPLE ISD","014909","08","06","06 - 08","M"
"014909101"," ","MERIDITH-DUNBAR EARLY CHILDHOOD AC",81," ","N","N","N","N","Y","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","PK","EE","EE - PK","E"
"014909102"," ","CATER EL",77," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014909107"," ","JEFFERSON EL",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014909110"," ","SCOTT EL",70," ","N","N","N","N","N","N","N","N","BELL","014"," ","C",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014909111"," ","THORNTON EL",67," ","N","N","N","N","N","N","N","N","BELL","014"," ","D",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014909114"," ","WESTERN HILLS EL",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014909116"," ","RAYE-ALLEN EL",83," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","05","EE","EE - 05","E"
"014909117"," ","KENNEDY-POWELL EL",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014909118"," ","HECTOR P GARCIA EL",80," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TEMPLE ISD","014909","05","KG","KG - 05","E"
"014910001"," ","TROY H S",91," ","N","N","N","N","N","N","N","N","BELL","014"," ","A",.,"TROY ISD","014910","12","09","09 - 12","S"
"014910041"," ","RAYMOND MAYS MIDDLE",81," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TROY ISD","014910","08","06","06 - 08","M"
"014910101"," ","TROY EL",83," ","N","N","N","N","N","N","N","N","BELL","014"," ","B",.,"TROY ISD","014910","05","02","02 - 05","E"
