CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,C_APPEAL_DECISION,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"084910119"," ","WEDGEWOOD EL",76," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","C",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910120"," ","I W AND ELEANOR HYDE EL",86," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","B",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910121"," ","NORTH POINTE EL",84," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","B",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910122"," ","ART AND PAT GOFORTH EL",87," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","B",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910123"," ","HENRY BAUERSCHLAG EL",90," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910124"," ","FALCON PASS EL",94," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910125"," ","ARLYNE & ALAN WEBER EL",86," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","B",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910126"," ","G W ROBINSON",91," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"CLEAR CREEK ISD","084910","05","KG","KG - 05","E"
"084910127"," ","DARWIN L GILMORE EL",87," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","B",.,"CLEAR CREEK ISD","084910","05","EE","EE - 05","E"
"084910128"," ","RALPH PARR EL",84," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","B",.,"CLEAR CREEK ISD","084910","05","KG","KG - 05","E"
"084910129"," ","SANDRA MOSSMAN EL",93," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"CLEAR CREEK ISD","084910","05","KG","KG - 05","E"
"084911001"," ","FRIENDSWOOD H S",93," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"FRIENDSWOOD ISD","084911","12","09","09 - 12","S"
"084911041"," ","FRIENDSWOOD J H",90," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"FRIENDSWOOD ISD","084911","08","06","06 - 08","M"
"084911101"," ","WESTWOOD EL",94," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"FRIENDSWOOD ISD","084911","02","EE","EE - 02","E"
"084911102"," ","C W CLINE EL",94," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"FRIENDSWOOD ISD","084911","03","KG","KG - 03","E"
"084911103"," ","ZUE S BALES INT",94," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"FRIENDSWOOD ISD","084911","05","03","03 - 05","E"
"084911104"," ","WINDSONG INT",97," ","N","N","N","N","N","N","N","N","GALVESTON","084"," ","A",.,"FRIENDSWOOD ISD","084911","05","03","03 - 05","E"
"085902001"," ","POST H S",91," ","N","N","N","N","N","N","N","N","GARZA","085"," ","A",.,"POST ISD","085902","12","09","09 - 12","S"
"085902040"," ","GARZA COUNTY REGIONAL JUVENILE CEN",.,"RESIDENTIAL FACILITY","N","Y","N","N","N","N","N","Y","GARZA","085"," ","Not Rated",.,"POST ISD","085902","12","07","07 - 12","S"
"085902041"," ","POST MIDDLE",50," ","N","N","N","N","N","N","N","N","GARZA","085"," ","F",2,"POST ISD","085902","08","06","06 - 08","M"
"085902101"," ","POST EL",77," ","N","N","N","N","N","N","N","N","GARZA","085"," ","C",.,"POST ISD","085902","05","EE","EE - 05","E"
"085903001"," ","SOUTHLAND SCHOOL",83," ","N","N","N","N","N","N","N","N","GARZA","085"," ","B",.,"SOUTHLAND ISD","085903","12","KG","KG - 12","B"
"086024101"," ","DOSS EL",.," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","Not Rated",.,"DOSS CONSOLIDATED CSD","086024","06","PK","PK - 06","E"
"086901001"," ","FREDERICKSBURG H S",88," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","B",.,"FREDERICKSBURG ISD","086901","12","09","09 - 12","S"
"086901002"," ","ALTER SCH",76,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GILLESPIE","086"," ","C",.,"FREDERICKSBURG ISD","086901","12","09","09 - 12","S"
"086901041"," ","FREDERICKSBURG MIDDLE",78," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","C",.,"FREDERICKSBURG ISD","086901","08","06","06 - 08","M"
"086901102"," ","FREDERICKSBURG EL",80," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","B",.,"FREDERICKSBURG ISD","086901","05","02","02 - 05","E"
"086901103"," ","STONEWALL EL",93," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","A",.,"FREDERICKSBURG ISD","086901","05","KG","KG - 05","E"
"086901104"," ","FREDERICKSBURG PRI",80," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","B",.,"FREDERICKSBURG ISD","086901","01","EE","EE - 01","E"
"086902001"," ","HARPER H S",89," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","B",.,"HARPER ISD","086902","12","09","09 - 12","S"
"086902041"," ","HARPER MIDDLE",85," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","B",.,"HARPER ISD","086902","08","05","05 - 08","M"
"086902101"," ","HARPER EL",82," ","N","N","N","N","N","N","N","N","GILLESPIE","086"," ","B",.,"HARPER ISD","086902","04","EE","EE - 04","E"
"087901001"," ","GARDEN CITY H S",97," ","N","N","N","N","N","N","N","N","GLASSCOCK","087"," ","A",.,"GLASSCOCK COUNTY ISD","087901","12","06","06 - 12","B"
"087901101"," ","GARDEN CITY EL",90," ","N","N","N","N","N","N","N","N","GLASSCOCK","087"," ","A",.,"GLASSCOCK COUNTY ISD","087901","05","PK","PK - 05","E"
"088902001"," ","GOLIAD H S",82," ","N","N","N","N","N","N","N","N","GOLIAD","088"," ","B",.,"GOLIAD ISD","088902","12","09","09 - 12","S"
"088902041"," ","GOLIAD MIDDLE",77," ","N","N","N","N","N","N","N","N","GOLIAD","088"," ","C",.,"GOLIAD ISD","088902","08","07","07 - 08","M"
"088902104"," ","GOLIAD EL",74," ","N","N","N","N","N","N","N","N","GOLIAD","088"," ","C",.,"GOLIAD ISD","088902","06","EE","EE - 06","E"
"089901001"," ","GONZALES H S",78," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","C",.,"GONZALES ISD","089901","12","09","09 - 12","S"
"089901042"," ","GONZALES J H",75," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","C",.,"GONZALES ISD","089901","08","06","06 - 08","M"
"089901101"," ","GONZALES EAST AVENUE PRI",68," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","D",.,"GONZALES ISD","089901","02","01","01 - 02","E"
"089901102"," ","GONZALES EL",68," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","D",.,"GONZALES ISD","089901","04","03","03 - 04","E"
"089901103"," ","GONZALES NORTH AVENUE INT",74," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","C",.,"GONZALES ISD","089901","06","05","05 - 06","M"
"089901104"," ","GONZALES PRI ACADEMY",68," ","N","N","N","N","Y","N","N","N","GONZALES","089"," ","D",.,"GONZALES ISD","089901","KG","EE","EE - KG","E"
"089903001"," ","NIXON-SMILEY H S",76," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","C",.,"NIXON-SMILEY CISD","089903","12","09","09 - 12","S"
"089903002"," ","NIXON-SMILEY CISD DAEP",.," ","N","N","N","Y","N","N","N","N","GONZALES","089"," ","Not Rated",.,"NIXON-SMILEY CISD","089903","12","10","10 - 12","S"
"089903041"," ","NIXON-SMILEY MIDDLE",88," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","B",.,"NIXON-SMILEY CISD","089903","08","05","05 - 08","M"
"089903101"," ","NIXON SMILEY EL",59," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","F",1,"NIXON-SMILEY CISD","089903","04","EE","EE - 04","E"
"089905102"," ","WAELDER SCHOOL",79," ","N","N","N","N","N","N","N","N","GONZALES","089"," ","C",.,"WAELDER ISD","089905","12","PK","PK - 12","B"
"090902001"," ","LEFORS SCHOOL",79," ","N","N","N","N","N","N","N","N","GRAY","090"," ","C",.,"LEFORS ISD","090902","12","PK","PK - 12","B"
"090903001","2","MCLEAN SCHOOL",91," ","N","N","N","N","N","N","N","N","GRAY","090"," ","Data Integrity Issues",.,"MCLEAN ISD","090903","12","PK","PK - 12","B"
"090904001"," ","PAMPA H S",85," ","N","N","N","N","N","N","N","N","GRAY","090"," ","B",.,"PAMPA ISD","090904","12","09","09 - 12","S"
"090904002"," ","P L C-PAMPA LEARNING CTR",93,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRAY","090"," ","A",.,"PAMPA ISD","090904","12","10","10 - 12","S"
"090904042"," ","PAMPA J H",72," ","N","N","N","N","N","N","N","N","GRAY","090"," ","C",.,"PAMPA ISD","090904","08","06","06 - 08","M"
"090904101"," ","AUSTIN EL",76," ","N","N","N","N","N","N","N","N","GRAY","090"," ","C",.,"PAMPA ISD","090904","05","KG","KG - 05","E"
"090904105"," ","LAMAR EL",79," ","N","N","N","N","N","N","N","N","GRAY","090"," ","C",.,"PAMPA ISD","090904","05","EE","EE - 05","E"
"090904107"," ","TRAVIS EL",69," ","N","N","N","N","N","N","N","N","GRAY","090"," ","D",.,"PAMPA ISD","090904","05","KG","KG - 05","E"
"090904108"," ","WILSON EL",72," ","N","N","N","N","N","N","N","N","GRAY","090"," ","C",.,"PAMPA ISD","090904","05","KG","KG - 05","E"
"090905101"," ","GRANDVIEW-HOPKINS EL",72," ","N","N","N","N","N","N","N","N","GRAY","090"," ","C",.,"GRANDVIEW-HOPKINS ISD","090905","06","KG","KG - 06","E"
"091901001"," ","BELLS H S",91," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"BELLS ISD","091901","12","09","09 - 12","S"
"091901041"," ","PRITCHARD J H",91," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"BELLS ISD","091901","08","06","06 - 08","M"
"091901101"," ","BELLS EL",85," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"BELLS ISD","091901","05","PK","PK - 05","E"
"091902001"," ","COLLINSVILLE H S",85," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"COLLINSVILLE ISD","091902","12","07","07 - 12","S"
"091902200"," ","COLLINSVILLE EL",73," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"COLLINSVILLE ISD","091902","06","PK","PK - 06","E"
"091903001"," ","DENISON H S",84," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"DENISON ISD","091903","12","09","09 - 12","S"
"091903002"," ","PATHWAYS H S",79,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"DENISON ISD","091903","12","09","09 - 12","S"
"091903041"," ","HENRY SCOTT MIDDLE",87," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"DENISON ISD","091903","08","07","07 - 08","M"
"091903045"," ","B MCDANIEL INT",84," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"DENISON ISD","091903","06","05","05 - 06","M"
"091903103"," ","HOUSTON EL",73," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"DENISON ISD","091903","04","EE","EE - 04","E"
"091903104"," ","HYDE PARK EL",77," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"DENISON ISD","091903","04","EE","EE - 04","E"
"091903112"," ","MAYES EL",60," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"DENISON ISD","091903","04","PK","PK - 04","E"
"091903113"," ","LAMAR EL",72," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"DENISON ISD","091903","04","PK","PK - 04","E"
"091903114"," ","TERRELL EL",80," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"DENISON ISD","091903","04","PK","PK - 04","E"
"091905001"," ","HOWE H S",85," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"HOWE ISD","091905","12","09","09 - 12","S"
"091905041"," ","HOWE MIDDLE",81," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"HOWE ISD","091905","08","05","05 - 08","M"
"091905101"," ","HOWE EL",78," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"HOWE ISD","091905","04","EE","EE - 04","E"
"091906002"," ","SHERMAN H S",80," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"SHERMAN ISD","091906","12","09","09 - 12","S"
"091906004"," ","COOKE/FANNIN/GRAYSON CO JUVENILE P",.,"RESIDENTIAL FACILITY","N","Y","N","N","N","N","N","Y","GRAYSON","091"," ","Not Rated",.,"SHERMAN ISD","091906","12","07","07 - 12","S"
"091906035"," ","TRI CO JUVENILE DETENT",.,"RESIDENTIAL FACILITY","N","Y","N","N","N","N","N","Y","GRAYSON","091"," ","Not Rated",.,"SHERMAN ISD","091906","10","08","08 - 10","S"
"091906037"," ","PERRIN LEARNING CTR",71,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"SHERMAN ISD","091906","12","09","09 - 12","S"
"091906042"," ","PINER MIDDLE",79," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"SHERMAN ISD","091906","08","07","07 - 08","M"
"091906101"," ","FRED DOUGLASS EARLY CHILDHOOD CENT",76," ","N","N","N","N","Y","N","N","N","GRAYSON","091"," ","C",.,"SHERMAN ISD","091906","PK","EE","EE - PK","E"
"091906102"," ","DILLINGHAM INT",79," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"SHERMAN ISD","091906","06","05","05 - 06","M"
"091906104"," ","CRUTCHFIELD EL",60," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091906105"," ","FAIRVIEW EL",67," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091906106"," ","JEFFERSON EL",66," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091906108"," ","WAKEFIELD EL",54," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","F",1,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091906109"," ","WASHINGTON EL",83," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091906110"," ","PERCY W NEBLETT EL",66," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091906111"," ","HENRY W SORY EL",76," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"SHERMAN ISD","091906","04","KG","KG - 04","E"
"091907101"," ","TIOGA SCHOOL",90," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"TIOGA ISD","091907","12","EE","EE - 12","B"
"091908001"," ","VAN ALSTYNE H S",98," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"VAN ALSTYNE ISD","091908","12","09","09 - 12","S"
"091908041"," ","VAN ALSTYNE J H",93," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"VAN ALSTYNE ISD","091908","08","05","05 - 08","M"
"091908101"," ","JOHN AND NELDA PARTIN EL",84," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"VAN ALSTYNE ISD","091908","04","KG","KG - 04","E"
"091908102"," ","BOB AND LOLA SANFORD EL",77," ","N","N","N","N","N","N","Y","N","GRAYSON","091"," ","C",.,"VAN ALSTYNE ISD","091908","04","EE","EE - 04","E"
"091909001"," ","WHITESBORO H S",91," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"WHITESBORO ISD","091909","12","09","09 - 12","S"
"091909041"," ","WHITESBORO MIDDLE",86," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"WHITESBORO ISD","091909","08","06","06 - 08","M"
"091909101"," ","WHITESBORO INTERMEDIATE",79," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"WHITESBORO ISD","091909","05","03","03 - 05","E"
"091909110"," ","HAYES PRIMARY SCHOOL",79," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"WHITESBORO ISD","091909","02","EE","EE - 02","E"
"091910001"," ","WHITEWRIGHT H S",86," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"WHITEWRIGHT ISD","091910","12","09","09 - 12","S"
"091910041"," ","WHITEWRIGHT MIDDLE",86," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"WHITEWRIGHT ISD","091910","08","06","06 - 08","M"
"091910101"," ","WHITEWRIGHT EL",78," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"WHITEWRIGHT ISD","091910","05","EE","EE - 05","E"
"091913001"," ","POTTSBORO H S",84," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"POTTSBORO ISD","091913","12","09","09 - 12","S"
"091913041"," ","POTTSBORO MIDDLE",86," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"POTTSBORO ISD","091913","08","05","05 - 08","M"
"091913101"," ","POTTSBORO EL",73," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"POTTSBORO ISD","091913","04","EE","EE - 04","E"
"091914001"," ","S AND S CONS H S",87," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"S AND S CISD","091914","12","09","09 - 12","S"
"091914041"," ","S AND S CONS MIDDLE",76," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"S AND S CISD","091914","08","06","06 - 08","M"
"091914101"," ","S AND S CONS EL",65," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"S AND S CISD","091914","05","EE","EE - 05","E"
"091917001"," ","GUNTER H S",91," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"GUNTER ISD","091917","12","09","09 - 12","S"
"091917041"," ","GUNTER MIDDLE",87," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"GUNTER ISD","091917","08","05","05 - 08","M"
"091917101"," ","GUNTER EL",76," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","C",.,"GUNTER ISD","091917","04","PK","PK - 04","E"
"091918001"," ","TOM BEAN H S",80," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","B",.,"TOM BEAN ISD","091918","12","09","09 - 12","S"
"091918041"," ","TOM BEAN MIDDLE",69," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","D",.,"TOM BEAN ISD","091918","08","06","06 - 08","M"
"091918101"," ","TOM BEAN EL",91," ","N","N","N","N","N","N","N","N","GRAYSON","091"," ","A",.,"TOM BEAN ISD","091918","05","EE","EE - 05","E"
"092801001","2","DAN CHADWICK CAMPUS",100,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","GREGG","092"," ","Data Integrity Issues",.,"EAST TEXAS CHARTER SCHOOLS","092801","12","09","09 - 12","S"
"092901001"," ","GLADEWATER H S",83," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"GLADEWATER ISD","092901","12","09","09 - 12","S"
"092901042"," ","GLADEWATER MIDDLE",78," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"GLADEWATER ISD","092901","08","06","06 - 08","M"
"092901102"," ","GLADEWATER PRI",66," ","N","N","N","N","N","N","N","N","GREGG","092"," ","D",.,"GLADEWATER ISD","092901","01","EE","EE - 01","E"
"092901105"," ","WELDON EL",66," ","N","N","N","N","N","N","N","N","GREGG","092"," ","D",.,"GLADEWATER ISD","092901","05","02","02 - 05","E"
"092902002"," ","KILGORE H S",78," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"KILGORE ISD","092902","12","09","09 - 12","S"
"092902042"," ","KILGORE MIDDLE",76," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"KILGORE ISD","092902","08","06","06 - 08","M"
"092902101"," ","CHANDLER EL",74," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"KILGORE ISD","092902","03","02","02 - 03","E"
"092902106"," ","KILGORE PRI",74," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"KILGORE ISD","092902","01","EE","EE - 01","E"
"092902107"," ","KILGORE INT",61," ","N","N","N","N","N","N","N","N","GREGG","092"," ","D",.,"KILGORE ISD","092902","05","04","04 - 05","E"
"092903001"," ","LONGVIEW H S",86," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","12","09","09 - 12","S"
"092903004"," ","LEAD ACADEMY H S",88,"AEC OF CHOICE","Y","Y","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","12","09","09 - 12","S"
"092903041"," ","FOREST PARK MAGNET SCHOOL",83," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","08","06","06 - 08","M"
"092903042"," ","FOSTER MIDDLE",88," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","08","06","06 - 08","M"
"092903044"," ","JUDSON STEAM ACADEMY",76," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"LONGVIEW ISD","092903","08","06","06 - 08","M"
"092903111"," ","EAST TEXAS MONTESSORI PREP ACADEMY",72," ","N","N","N","N","Y","N","N","N","GREGG","092"," ","C",.,"LONGVIEW ISD","092903","KG","EE","EE - KG","E"
"092903117"," ","HUDSON EL",98," ","N","N","N","N","N","N","N","N","GREGG","092"," ","A",.,"LONGVIEW ISD","092903","05","01","01 - 05","E"
"092903122"," ","J L EVERHART MAGNET EL",85," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","05","EE","EE - 05","E"
"092903123"," ","JOHNSTON-MCQUEEN EL",72," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"LONGVIEW ISD","092903","05","EE","EE - 05","E"
"092903124"," ","SOUTH WARD EL",81," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","05","EE","EE - 05","E"
"092903125"," ","WARE EL",72," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"LONGVIEW ISD","092903","05","01","01 - 05","E"
"092903126"," ","NED E WILLIAMS EL",93," ","N","N","N","N","N","N","N","N","GREGG","092"," ","A",.,"LONGVIEW ISD","092903","05","EE","EE - 05","E"
"092903127"," ","BRAMLETTE STEAM ACADEMY",89," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"LONGVIEW ISD","092903","05","01","01 - 05","E"
"092903200"," ","JUVENILE DETENT CTR",.," ","N","N","N","N","N","N","N","N","GREGG","092"," ","Not Rated",.,"LONGVIEW ISD","092903","11","05","05 - 11","B"
"092904001","2","PINE TREE H S",85," ","N","N","N","N","N","N","N","N","GREGG","092"," ","Data Integrity Issues",.,"PINE TREE ISD","092904","12","09","09 - 12","S"
"092904003","2","EXCEL H S OF CHOICE",88,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GREGG","092"," ","Data Integrity Issues",.,"PINE TREE ISD","092904","12","10","10 - 12","S"
"092904041"," ","PINE TREE J H",84," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"PINE TREE ISD","092904","08","07","07 - 08","M"
"092904043"," ","PINE TREE MIDDLE",70," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"PINE TREE ISD","092904","06","05","05 - 06","M"
"092904103"," ","PINE TREE PRI",86," ","N","N","N","N","Y","N","N","N","GREGG","092"," ","Data Integrity Issues",.,"PINE TREE ISD","092904","KG","EE","EE - KG","E"
"092904104"," ","BIRCH EL",76," ","N","N","N","N","N","N","N","N","GREGG","092"," ","C",.,"PINE TREE ISD","092904","04","01","01 - 04","E"
"092904105"," ","PARKWAY EL",68," ","N","N","N","N","N","N","N","N","GREGG","092"," ","D",.,"PINE TREE ISD","092904","04","01","01 - 04","E"
"092906002"," ","SABINE H S",89," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"SABINE ISD","092906","12","09","09 - 12","S"
"092906041"," ","SABINE MIDDLE",86," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"SABINE ISD","092906","08","06","06 - 08","M"
"092906102"," ","SABINE EL",84," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"SABINE ISD","092906","05","PK","PK - 05","E"
"092907001"," ","SPRING HILL H S",90," ","N","N","N","N","N","N","N","N","GREGG","092"," ","A",.,"SPRING HILL ISD","092907","12","09","09 - 12","S"
"092907042"," ","SPRING HILL J H",84," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"SPRING HILL ISD","092907","08","06","06 - 08","M"
"092907101"," ","SPRING HILL INT",85," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"SPRING HILL ISD","092907","05","03","03 - 05","E"
"092907103"," ","SPRING HILL PRI",85," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"SPRING HILL ISD","092907","02","EE","EE - 02","E"
"092908001"," ","WHITE OAK H S",92," ","N","N","N","N","N","N","N","N","GREGG","092"," ","A",.,"WHITE OAK ISD","092908","12","09","09 - 12","S"
"092908041"," ","WHITE OAK MIDDLE",80," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"WHITE OAK ISD","092908","08","06","06 - 08","M"
"092908102"," ","WHITE OAK PRI",81," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"WHITE OAK ISD","092908","02","EE","EE - 02","E"
"092908103"," ","WHITE OAK INT",81," ","N","N","N","N","N","N","N","N","GREGG","092"," ","B",.,"WHITE OAK ISD","092908","05","03","03 - 05","E"
"093901001"," ","ANDERSON-SHIRO JR/SR H S",89," ","N","N","N","N","N","N","N","N","GRIMES","093"," ","B",.,"ANDERSON-SHIRO CISD","093901","12","06","06 - 12","B"
"093901101"," ","ANDERSON-SHIRO EL",85," ","N","N","N","N","N","N","N","N","GRIMES","093"," ","B",.,"ANDERSON-SHIRO CISD","093901","05","PK","PK - 05","E"
"093903001"," ","IOLA H S",96," ","N","N","N","N","N","N","N","N","GRIMES","093"," ","A",.,"IOLA ISD","093903","12","07","07 - 12","S"
"093903101"," ","IOLA EL",83," ","N","N","N","N","N","N","N","N","GRIMES","093"," ","B",.,"IOLA ISD","093903","06","PK","PK - 06","E"
"093904002"," ","NAVASOTA H S",77," ","N","N","N","N","N","N","N","N","GRIMES","093"," ","C",.,"NAVASOTA ISD","093904","12","09","09 - 12","S"
"093904005"," ","W B BIZZELL ACADEMY",74,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRIMES","093"," ","C",.,"NAVASOTA ISD","093904","12","09","09 - 12","S"
"093904042"," ","NAVASOTA J H",53," ","N","N","N","N","N","N","N","N","GRIMES","093"," ","F",1,"NAVASOTA ISD","093904","08","06","06 - 08","M"
