CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETSPEC,CPETSPEP,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"057848004"," ","INTERNATIONAL LEADERSHIP OF TEXAS",72," ","N","N","Y","N","N","N","N","N","DALLAS","057",159,18.4,864,817,.,0,549,67.2,307,37.6,32,3.9,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848005"," ","INTERNATIONAL LEADERSHIP OF TEXAS-",78," ","N","N","Y","N","N","N","N","N","DALLAS","057",92,19.1,481,390,.,0,280,71.8,126,32.3,24,6.2,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848006"," ","INTERNATIONAL LEADERSHIP OF TEXAS",88," ","N","N","Y","N","N","N","N","N","DALLAS","057",83,20.5,405,509,.,0,294,57.8,90,17.7,24,4.7,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","12","09","09 - 12","S"
"057848007"," ","INTERNATIONAL LEADERSHIP OF TEXAS",88," ","N","N","Y","N","N","N","N","N","DALLAS","057",91,10.8,842,956,.,0,248,25.9,144,15.1,44,4.6,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848008"," ","INTERNATIONAL LEADERSHIP OF TEXAS",90," ","N","N","Y","N","N","N","N","N","DALLAS","057",67,13.4,499,453,.,0,116,25.6,47,10.4,28,6.2,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848009"," ","INTERNATIONAL LEADERSHIP OF TX-KEL",88," ","N","N","Y","N","N","N","N","N","DALLAS","057",52,17.3,300,433,.,0,129,29.8,39,9,26,6,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","12","09","09 - 12","S"
"057848010"," ","INTERNATIONAL LEADERSHIP OF TEXAS",74," ","N","N","Y","N","N","N","N","N","DALLAS","057",198,23,861,942,.,0,657,69.7,365,38.7,22,2.3,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848011"," ","INT'L LEADERSHIP OF TEXAS MIDDLE -",70," ","N","N","Y","N","N","N","N","N","DALLAS","057",89,19.7,451,464,.,0,304,65.5,138,29.7,15,3.2,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848012"," ","INT'L LEADERSHIP OF TEXAS ES- N RI",65," ","N","N","Y","N","N","N","N","N","DALLAS","057",194,21.6,899,954,.,0,551,57.8,226,23.7,47,4.9,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848013"," ","INT'L LEADERSHIP OF TEXAS MS-N RIC",76," ","N","N","Y","N","N","N","N","N","DALLAS","057",89,25.2,353,397,.,0,233,58.7,92,23.2,22,5.5,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848014"," ","INTERNATIONAL LEADERSHIP OF TEXAS",70," ","N","N","Y","N","N","N","N","N","DALLAS","057",300,34.4,872,915,.,0,459,50.2,265,29,44,4.8,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848015"," ","INTERNATIONAL LEADERSHIP OF TEXAS",74," ","N","N","Y","N","N","N","N","N","DALLAS","057",118,28.9,409,399,.,0,221,55.4,79,19.8,24,6,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848016"," ","INTERNATIONAL LEADERSHIP OF TEXAS",56," ","N","N","Y","N","N","N","N","N","DALLAS","057",286,32.6,877,922,.,0,647,70.2,353,38.3,40,4.3,"Not Rated: Harvey Provision",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848017"," ","INTERNATIONAL LEADERSHIP OF TEXAS",74," ","N","N","Y","N","N","N","N","N","DALLAS","057",98,24.3,403,420,.,0,296,70.5,148,35.2,16,3.8,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848018"," ","ILTEXAS - KATY/WESTPARK H S",81," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,221,.,0,140,63.3,23,10.4,9,4.1,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","10","09","09 - 10","S"
"057848019"," ","ILTEXAS - LANCASTER EL",53," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,885,.,0,717,81,153,17.3,25,2.8,"Improvement Required",1,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848020"," ","ILTEXAS - LANCASTER MIDDLE",58," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,376,.,0,302,80.3,57,15.2,27,7.2,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848021"," ","ILTEXAS - EAST FORT WORTH EL",46," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,859,.,0,711,82.8,183,21.3,42,4.9,"Improvement Required",1,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848022"," ","ILTEXAS - EAST FORT WORTH MIDDLE",48," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,307,.,0,248,80.8,55,17.9,27,8.8,"Improvement Required",1,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848023"," ","ILTEXAS - SAGINAW EL",70," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,931,.,0,457,49.1,173,18.6,41,4.4,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848024"," ","ILTEXAS - SAGINAW MIDDLE",70," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,320,.,0,178,55.6,53,16.6,20,6.3,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057848025"," ","ILTEXAS - HOUSTON WINDMILL LAKE EL",48," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,895,.,0,731,81.7,418,46.7,52,5.8,"Not Rated: Harvey Provision",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","05","KG","KG - 05","E"
"057848026"," ","ILTEXAS - HOUSTON WINDMILL LAKES M",66," ","N","N","Y","N","N","N","Y","N","DALLAS","057",.,.,.,321,.,0,270,84.1,118,36.8,21,6.5,"Met Standard",.,"INTERNATIONAL LEADERSHIP OF TEXAS","057848","08","06","06 - 08","M"
"057849001"," ","TRINITY ENVIRONMENTAL ACADEMY",55," ","N","N","Y","N","N","N","N","N","DALLAS","057",62,28.7,216,169,.,0,157,92.9,13,7.7,11,6.5,"Improvement Required",3,"TRINITY ENVIRONMENTAL ACADEMY","057849","03","PK","PK - 03","E"
"057849002"," ","TRINITY ENVIRONMENTAL ACADEMY",76,"AEC OF CHOICE","Y","Y","Y","N","N","N","Y","N","DALLAS","057",.,.,.,149,.,0,135,90.6,10,6.7,13,8.7,"Met Alternative Standard",.,"TRINITY ENVIRONMENTAL ACADEMY","057849","08","06","06 - 08","M"
"057850001"," ","PIONEER TECHNOLOGY (PTAA) MESQUITE",83," ","N","N","Y","N","N","N","N","N","DALLAS","057",53,54.1,98,206,.,0,135,65.5,55,26.7,14,6.8,"Met Standard",.,"PIONEER TECHNOLOGY & ARTS ACADEMY","057850","09","06","06 - 09","M"
"057850002"," ","PIONEER TECHNOLOGY (PTAA) GREENVIL",97," ","N","N","Y","N","N","N","N","N","DALLAS","057",22,47.8,46,83,.,0,41,49.4,4,4.8,5,6,"Met Standard",.,"PIONEER TECHNOLOGY & ARTS ACADEMY","057850","09","06","06 - 09","M"
"057903001"," ","TURNER H S",80," ","N","N","N","N","N","N","N","N","DALLAS","057",241,11,2190,2048,0,0,1432,69.9,379,18.5,162,7.9,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903002"," ","SMITH H S",81," ","N","N","N","N","N","N","N","N","DALLAS","057",378,17.6,2144,1955,0,0,1272,65.1,357,18.3,191,9.8,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903003"," ","GRIMES EDUCATION CENTER",70,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","DALLAS","057",72,66.7,108,63,0,0,24,38.1,13,20.6,1,1.6,"Met Alternative Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903005"," ","SALAZAR DISTRICT ALTERNATIVE EDUCA",.," ","N","N","N","Y","N","N","N","N","DALLAS","057",321,100,321,74,0,0,58,78.4,25,33.8,9,12.2,"Not Rated",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","KG","KG - 12","B"
"057903006"," ","CREEKVIEW H S",88," ","N","N","N","N","N","N","N","N","DALLAS","057",208,10.3,2018,1925,0,0,970,50.4,220,11.4,185,9.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903007"," ","RANCHVIEW H S",82," ","N","N","N","N","N","N","N","N","DALLAS","057",162,16.6,977,878,0,0,409,46.6,73,8.3,111,12.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903008"," ","DENTON COUNTY JJAEP CFB CAMPUS",.," ","N","N","N","N","N","Y","Y","N","DALLAS","057",.,.,.,2,0,0,1,50,0,0,0,0,"Not Rated",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903009"," ","DALLAS COUNTY JJAEP CFB CAMPUS",.," ","N","N","N","N","N","Y","N","N","DALLAS","057",6,100,6,3,0,0,1,33.3,0,0,1,33.3,"Not Rated",.,"CARROLLTON-FARMERS BRANCH ISD","057903","10","09","09 - 10","S"
"057903010"," ","EARLY COLLEGE H S",97," ","N","N","N","N","N","N","N","N","DALLAS","057",12,3.8,315,330,330,0,265,80.3,18,5.5,1,0.3,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","09","09 - 12","S"
"057903041"," ","FIELD MIDDLE",73," ","N","N","N","N","N","N","N","N","DALLAS","057",116,10.9,1067,1006,0,0,811,80.6,396,39.4,108,10.7,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","08","06","06 - 08","M"
"057903042"," ","PERRY MIDDLE",86," ","N","N","N","N","N","N","N","N","DALLAS","057",78,7,1122,1030,0,0,807,78.3,471,45.7,108,10.5,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","08","06","06 - 08","M"
"057903044"," ","LONG MIDDLE",72," ","N","N","N","N","N","N","N","N","DALLAS","057",114,15.9,716,623,0,0,474,76.1,166,26.6,66,10.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","08","06","06 - 08","M"
"057903045"," ","BLALACK MIDDLE",88," ","N","N","N","N","N","N","N","N","DALLAS","057",104,10.5,995,969,0,0,494,51,168,17.3,114,11.8,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","08","06","06 - 08","M"
"057903046"," ","POLK MIDDLE",79," ","N","N","N","N","N","N","N","N","DALLAS","057",164,14.4,1136,1061,0,0,764,72,287,27,121,11.4,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","08","06","06 - 08","M"
"057903047"," ","BUSH MIDDLE",78," ","N","N","N","N","N","N","N","N","DALLAS","057",164,21.7,755,689,0,0,407,59.1,65,9.4,73,10.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","08","06","06 - 08","M"
"057903102"," ","CARROLLTON EL",85," ","N","N","N","N","N","N","N","N","DALLAS","057",73,14.1,518,591,0,0,518,87.6,422,71.4,71,12,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903103"," ","CENTRAL EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057",64,12.3,521,581,0,0,531,91.4,425,73.1,52,9,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","PK","PK - 05","E"
"057903105"," ","GOOD EL",76," ","N","N","N","N","N","N","N","N","DALLAS","057",39,8.8,444,527,0,0,430,81.6,317,60.2,69,13.1,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903106"," ","STARK EL",88," ","N","N","N","N","N","N","N","N","DALLAS","057",67,12.3,546,745,0,0,363,48.7,330,44.3,50,6.7,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903109"," ","FARMERS BRANCH EL",93," ","N","N","N","N","N","N","N","N","DALLAS","057",25,5.8,433,550,0,0,445,80.9,253,46,99,18,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903110"," ","BLANTON EL",89," ","N","N","N","N","N","N","N","N","DALLAS","057",54,13.7,394,419,0,0,333,79.5,226,53.9,48,11.5,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903111"," ","THOMPSON EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057",47,10.1,466,541,0,0,379,70.1,224,41.4,57,10.5,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903112"," ","COUNTRY PLACE EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057",25,7.6,329,412,0,0,200,48.5,63,15.3,88,21.4,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903113"," ","DAVIS EL",87," ","N","N","N","N","N","N","N","N","DALLAS","057",64,11.9,540,535,0,0,442,82.6,291,54.4,69,12.9,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903114"," ","MCCOY EL",95," ","N","N","N","N","N","N","N","N","DALLAS","057",37,9.4,393,441,0,0,165,37.4,54,12.2,49,11.1,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903116"," ","FURNEAUX EL",78," ","N","N","N","N","N","N","N","N","DALLAS","057",22,9,244,454,0,0,306,67.4,120,26.4,79,17.4,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903117"," ","HUIE SPECIAL EDUC CTR",.," ","N","N","N","N","N","N","N","N","DALLAS","057",2,10.5,19,15,0,0,9,60,1,6.7,15,100,"Not Rated",.,"CARROLLTON-FARMERS BRANCH ISD","057903","12","12","12 - 12","S"
"057903118"," ","ROSEMEADE EL",88," ","N","N","N","N","N","N","N","N","DALLAS","057",27,8.8,306,445,0,0,198,44.5,73,16.4,62,13.9,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903120"," ","LAS COLINAS EL",91," ","N","N","N","N","N","N","N","N","DALLAS","057",84,18.8,448,549,0,0,134,24.4,113,20.6,58,10.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903121"," ","LANDRY EL",60," ","N","N","N","N","N","N","N","N","DALLAS","057",77,21.4,360,335,0,0,263,78.5,41,12.2,29,8.7,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903122"," ","KENT EL",89," ","N","N","N","N","N","N","N","N","DALLAS","057",53,15,354,377,0,0,148,39.3,69,18.3,42,11.1,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903123"," ","RIVERCHASE ELE",84," ","N","N","N","N","N","N","N","N","DALLAS","057",64,23,278,357,0,0,141,39.5,131,36.7,66,18.5,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903124"," ","MCKAMY EL",72," ","N","N","N","N","N","N","N","N","DALLAS","057",89,21.4,416,474,0,0,341,71.9,116,24.5,83,17.5,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903125"," ","SHEFFIELD EL",62," ","N","N","N","N","N","N","N","N","DALLAS","057",205,26,789,755,0,0,647,85.7,243,32.2,94,12.5,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903126"," ","RAINWATER EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057",53,15.7,337,331,0,0,166,50.2,37,11.2,57,17.2,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903128"," ","FREEMAN EL",91," ","N","N","N","N","N","N","N","N","DALLAS","057",109,25.2,432,630,0,0,196,31.1,244,38.7,54,8.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","EE","EE - 05","E"
"057903129"," ","MCWHORTER EL",70," ","N","N","N","N","N","N","N","N","DALLAS","057",181,30.9,586,589,0,0,507,86.1,144,24.4,61,10.4,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","PK","PK - 05","E"
"057903131"," ","BLAIR EL",77," ","N","N","N","N","N","N","N","N","DALLAS","057",60,10.6,564,554,0,0,477,86.1,327,59,77,13.9,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903132"," ","LA VILLITA EL",88," ","N","N","N","N","N","N","N","N","DALLAS","057",181,30.2,599,754,0,0,143,19,179,23.7,57,7.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057903135"," ","MCLAUGHLIN STRICKLAND EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057",72,11.6,619,613,0,0,507,82.7,320,52.2,65,10.6,"Met Standard",.,"CARROLLTON-FARMERS BRANCH ISD","057903","05","KG","KG - 05","E"
"057904001"," ","CEDAR HILL H S",69," ","N","N","N","N","N","N","N","N","DALLAS","057",252,13.8,1829,1682,12,0,974,57.9,24,1.4,171,10.2,"Met Standard",.,"CEDAR HILL ISD","057904","12","09","09 - 12","S"
"057904002"," ","NINTH GRADE CENTER",82," ","N","N","N","N","N","N","N","N","DALLAS","057",123,19.5,630,575,.,0,355,61.7,16,2.8,62,10.8,"Met Standard",.,"CEDAR HILL ISD","057904","09","09","09 - 09","S"
"057904003"," ","CEDAR HILL COLLEGIATE H S",98," ","N","N","N","N","N","N","N","N","DALLAS","057",25,6,416,403,403,0,159,39.5,20,5,0,0,"Met Standard",.,"CEDAR HILL ISD","057904","12","09","09 - 12","S"
"057904041"," ","W S PERMENTER MIDDLE",70," ","N","N","N","N","N","N","N","N","DALLAS","057",147,16.1,915,820,.,0,586,71.5,48,5.9,82,10,"Met Standard",.,"CEDAR HILL ISD","057904","08","06","06 - 08","M"
"057904042"," ","BESSIE COLEMAN MIDDLE",67," ","N","N","N","N","N","N","N","N","DALLAS","057",152,17.8,854,777,.,0,501,64.5,60,7.7,83,10.7,"Met Standard",.,"CEDAR HILL ISD","057904","08","06","06 - 08","M"
"057904043"," ","CEDAR HILL COLLEGIATE ACADEMY",96," ","N","N","N","N","N","N","N","N","DALLAS","057",13,6.2,211,302,.,0,130,43,21,7,3,1,"Met Standard",.,"CEDAR HILL ISD","057904","08","06","06 - 08","M"
"057904101"," ","BRAY EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057",32,13.1,245,272,.,0,175,64.3,7,2.6,14,5.1,"Met Standard",.,"CEDAR HILL ISD","057904","05","PK","PK - 05","E"
"057904102"," ","PLUMMER EL",74," ","N","N","N","N","N","N","N","N","DALLAS","057",114,19.3,590,582,.,0,451,77.5,38,6.5,47,8.1,"Met Standard",.,"CEDAR HILL ISD","057904","05","PK","PK - 05","E"
"057904104"," ","HIGH POINTE EL",60," ","N","N","N","N","N","N","N","N","DALLAS","057",108,22.7,475,466,.,0,363,77.9,29,6.2,23,4.9,"Met Standard",.,"CEDAR HILL ISD","057904","05","PK","PK - 05","E"
"057904105"," ","HIGHLANDS EL",71," ","N","N","N","N","N","N","N","N","DALLAS","057",102,18.7,546,607,.,0,476,78.4,219,36.1,36,5.9,"Met Standard",.,"CEDAR HILL ISD","057904","05","PK","PK - 05","E"
"057904107"," ","WATERFORD OAKS EL",76," ","N","N","N","N","N","N","N","N","DALLAS","057",128,23.4,547,565,.,0,403,71.3,31,5.5,70,12.4,"Met Standard",.,"CEDAR HILL ISD","057904","05","EE","EE - 05","E"
"057904108"," ","LAKERIDGE EL",74," ","N","N","N","N","N","N","N","N","DALLAS","057",72,22,327,326,.,0,218,66.9,15,4.6,78,23.9,"Met Standard",.,"CEDAR HILL ISD","057904","05","EE","EE - 05","E"
"057904110"," ","CEDAR HILL COLLEGIATE PREP",94," ","N","N","N","N","N","N","N","N","DALLAS","057",29,7.7,375,483,.,0,181,37.5,21,4.3,5,1,"Met Standard",.,"CEDAR HILL ISD","057904","05","PK","PK - 05","E"
"057905001"," ","BRYAN ADAMS H S",80," ","N","N","N","N","N","N","N","N","DALLAS","057",382,17.1,2239,2026,109,0,1801,88.9,661,32.6,195,9.6,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905002"," ","W H ADAMSON H S",84," ","N","N","N","N","N","N","N","N","DALLAS","057",204,12.8,1592,1480,124,0,1364,92.2,463,31.3,104,7,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905003"," ","A MACEO SMITH NEW TECH H S",78," ","N","N","N","N","N","N","N","N","DALLAS","057",18,4.5,399,363,.,0,326,89.8,92,25.3,18,5,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905005"," ","MOISES E MOLINA H S",80," ","N","N","N","N","N","N","N","N","DALLAS","057",282,12.3,2285,2221,138,0,2124,95.6,665,29.9,175,7.9,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905006"," ","HILLCREST H S",81," ","N","N","N","N","N","N","N","N","DALLAS","057",276,22,1256,1126,106,0,868,77.1,371,32.9,89,7.9,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905007"," ","THOMAS JEFFERSON H S",77," ","N","N","N","N","N","N","N","N","DALLAS","057",395,20.7,1904,1701,235,0,1321,77.7,1027,60.4,133,7.8,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905008"," ","JUSTIN F KIMBALL H S",72," ","N","N","N","N","N","N","N","N","DALLAS","057",378,22.2,1700,1454,117,0,1108,76.2,466,32,148,10.2,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905009"," ","LINCOLN HUMANITIES/COMMUNICATIONS",67," ","N","N","N","N","N","N","N","N","DALLAS","057",176,27.1,649,630,100,0,562,89.2,89,14.1,99,15.7,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905011"," ","LEARNING ALTERNATIVE CENTER FOR EM",.," ","N","N","N","Y","N","N","N","N","DALLAS","057",717,99.9,718,81,.,0,49,60.5,35,43.2,13,16,"Not Rated",.,"DALLAS ISD","057905","08","06","06 - 08","M"
"057905012"," ","L G PINKSTON H S",78," ","N","N","N","N","N","N","N","N","DALLAS","057",302,26.4,1144,906,201,0,819,90.4,327,36.1,100,11,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905013"," ","FRANKLIN D ROOSEVELT H S",63," ","N","N","N","N","N","N","N","N","DALLAS","057",266,32.7,813,712,81,0,665,93.4,217,30.5,62,8.7,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905014"," ","W W SAMUELL H S",75," ","N","N","N","N","N","N","N","N","DALLAS","057",439,20.9,2100,1944,359,0,1874,96.4,847,43.6,224,11.5,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905015"," ","SEAGOVILLE H S",73," ","N","N","N","N","N","N","N","N","DALLAS","057",288,18.7,1543,1452,229,0,1324,91.2,447,30.8,158,10.9,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905016"," ","SOUTH OAK CLIFF H S",74," ","N","N","N","N","N","N","N","N","DALLAS","057",420,27.5,1530,1202,200,0,1077,89.6,200,16.6,166,13.8,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905017"," ","H GRADY SPRUCE H S",78," ","N","N","N","N","N","N","N","N","DALLAS","057",442,21.9,2017,1794,177,0,1647,91.8,931,51.9,238,13.3,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905018"," ","SUNSET H S",84," ","N","N","N","N","N","N","N","N","DALLAS","057",274,13,2113,1983,131,0,1899,95.8,651,32.8,189,9.5,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905021"," ","W T WHITE H S",75," ","N","N","N","N","N","N","N","N","DALLAS","057",397,15.9,2492,2230,120,0,1806,81,741,33.2,148,6.6,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905022"," ","WOODROW WILSON H S",85," ","N","N","N","N","N","N","N","N","DALLAS","057",216,11.3,1916,1865,.,0,1074,57.6,488,26.2,158,8.5,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905023"," ","DAVID W CARTER H S",72," ","N","N","N","N","N","N","N","N","DALLAS","057",318,24,1324,1135,208,0,831,73.2,239,21.1,134,11.8,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905024"," ","NORTH DALLAS H S",71," ","N","N","N","N","N","N","N","N","DALLAS","057",311,25.5,1218,1048,105,0,969,92.5,397,37.9,116,11.1,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905025"," ","SKYLINE H S",76," ","N","N","N","N","N","N","N","N","DALLAS","057",698,14.1,4941,4533,.,0,3790,83.6,986,21.8,300,6.6,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905026"," ","SCHOOL OF SCIENCE AND ENGINEERING",99," ","N","N","N","N","N","N","N","N","DALLAS","057",1,0.2,419,428,.,0,260,60.7,13,3,5,1.2,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905028"," ","EMMETT J CONRAD H S",77," ","N","N","N","N","N","N","N","N","DALLAS","057",298,20.5,1452,1307,211,0,984,75.3,713,54.6,118,9,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905029"," ","SCHOOL COMMUNITY GUIDANCE CENTER",.," ","N","N","N","Y","N","N","N","N","DALLAS","057",768,100,768,125,.,0,88,70.4,31,24.8,13,10.4,"Not Rated",.,"DALLAS ISD","057905","12","09","09 - 12","S"
"057905030"," ","MAYA ANGELOU H S",.,"AEC OF CHOICE","Y","Y","N","N","N","N","N","N","DALLAS","057",35,87.5,40,24,.,0,23,95.8,4,16.7,3,12.5,"Not Rated",.,"DALLAS ISD","057905","12","07","07 - 12","S"
"057905032"," ","JAMES MADISON H S",74," ","N","N","N","N","N","N","N","N","DALLAS","057",166,28.7,578,470,161,0,455,96.8,128,27.2,57,12.1,"Met Standard",.,"DALLAS ISD","057905","12","09","09 - 12","S"
