CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETSPEC,CPETSPEP,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"071909011"," ","PEBBLE HILLS H S",89," ","N","N","N","N","N","N","N","N","EL PASO","071",300,14,2144,2462,.,0,1434,58.2,196,8,175,7.1,"Met Standard",.,"SOCORRO ISD","071909","12","09","09 - 12","S"
"071909041"," ","SOCORRO MIDDLE",82," ","N","N","N","N","N","N","N","N","EL PASO","071",92,13.3,694,631,.,0,549,87,171,27.1,65,10.3,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909042"," ","SALVADOR SANCHEZ MIDDLE",86," ","N","N","N","N","N","N","N","N","EL PASO","071",74,9.9,746,661,.,0,597,90.3,192,29,73,11,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909043"," ","WILLIAM D SLIDER MIDDLE",90," ","N","N","N","N","N","N","N","N","EL PASO","071",81,11.3,718,727,.,0,518,71.3,113,15.5,83,11.4,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909044"," ","CAPT WALTER E CLARKE MIDDLE",86," ","N","N","N","N","N","N","N","N","EL PASO","071",117,11.9,985,936,.,0,724,77.4,168,17.9,119,12.7,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909045"," ","MONTWOOD MIDDLE",83," ","N","N","N","N","N","N","N","N","EL PASO","071",56,8.1,689,710,.,0,535,75.4,94,13.2,71,10,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909046"," ","COL JOHN O ENSOR MIDDLE",92," ","N","N","N","N","N","N","N","N","EL PASO","071",87,7.8,1117,1077,.,0,659,61.2,110,10.2,89,8.3,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909047"," ","SUN RIDGE MIDDLE",90," ","N","N","N","N","N","N","N","N","EL PASO","071",114,11,1037,931,.,0,569,61.1,98,10.5,89,9.6,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909048"," ","SPEC RAFAEL HERNANDO MIDDLE",89," ","N","N","N","N","N","N","N","N","EL PASO","071",127,12.3,1030,999,.,0,718,71.9,114,11.4,89,8.9,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909049"," ","SSG MANUEL R PUENTES",87," ","N","N","N","N","N","N","N","N","EL PASO","071",138,13.4,1030,990,.,0,580,58.6,59,6,97,9.8,"Met Standard",.,"SOCORRO ISD","071909","08","06","06 - 08","M"
"071909101"," ","ROBERT R ROJAS EL",81," ","N","N","N","N","N","N","N","N","EL PASO","071",67,15.3,438,527,.,0,463,87.9,217,41.2,68,12.9,"Met Standard",.,"SOCORRO ISD","071909","05","PK","PK - 05","E"
"071909102"," ","H D HILLEY EL",85," ","N","N","N","N","N","N","N","N","EL PASO","071",95,16.8,566,621,.,0,577,92.9,376,60.5,65,10.5,"Met Standard",.,"SOCORRO ISD","071909","05","PK","PK - 05","E"
"071909103"," ","O'SHEA KELEHER EL",86," ","N","N","N","N","N","N","N","N","EL PASO","071",50,11,454,891,.,0,690,77.4,241,27,110,12.3,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909104"," ","CAMPESTRE EL",92," ","N","N","N","N","N","N","N","N","EL PASO","071",62,12.1,511,587,.,0,544,92.7,296,50.4,68,11.6,"Met Standard",.,"SOCORRO ISD","071909","05","PK","PK - 05","E"
"071909105"," ","HORIZON HEIGHTS EL",86," ","N","N","N","N","N","N","N","N","EL PASO","071",72,10.5,684,940,.,0,604,64.3,269,28.6,115,12.2,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909106"," ","VISTA DEL SOL EL",94," ","N","N","N","N","N","N","N","N","EL PASO","071",73,13.8,528,543,.,0,477,87.8,158,29.1,58,10.7,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909107"," ","HUECO EL",83," ","N","N","N","N","N","N","N","N","EL PASO","071",36,8.1,447,545,.,0,497,91.2,264,48.4,65,11.9,"Met Standard",.,"SOCORRO ISD","071909","05","PK","PK - 05","E"
"071909109"," ","MYRTLE COOPER EL",91," ","N","N","N","N","N","N","N","N","EL PASO","071",46,12,382,725,.,0,584,80.6,253,34.9,65,9,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909110"," ","ESCONTRIAS EARLY CHILD CTR",87," ","N","N","N","N","N","N","N","N","EL PASO","071",28,18.5,151,383,.,0,352,91.9,218,56.9,48,12.5,"Met Standard",.,"SOCORRO ISD","071909","01","EE","EE - 01","E"
"071909111"," ","ESCONTRIAS EL",87," ","N","N","N","N","N","N","N","N","EL PASO","071",97,14.7,658,584,.,0,535,91.6,250,42.8,48,8.2,"Met Standard",.,"SOCORRO ISD","071909","05","02","02 - 05","E"
"071909112"," ","BENITO MARTINEZ EL",91," ","N","N","N","N","N","N","N","N","EL PASO","071",107,18.9,566,588,.,0,489,83.2,129,21.9,64,10.9,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909113"," ","SIERRA VISTA EL",80," ","N","N","N","N","N","N","N","N","EL PASO","071",93,14.1,661,696,.,0,532,76.4,173,24.9,88,12.6,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909114"," ","HELEN BALL EL",86," ","N","N","N","N","N","N","N","N","EL PASO","071",71,9.7,734,850,.,0,620,72.9,208,24.5,91,10.7,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909115"," ","ELFIDA CHAVEZ EL",91," ","N","N","N","N","N","N","N","N","EL PASO","071",103,15.1,684,788,.,0,623,79.1,197,25,89,11.3,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909116"," ","JANE A HAMBRIC SCHOOL",80," ","N","N","N","N","N","N","N","N","EL PASO","071",143,12.1,1182,1168,.,0,980,83.9,309,26.5,111,9.5,"Met Standard",.,"SOCORRO ISD","071909","08","KG","KG - 08","E"
"071909117"," ","ERNESTO SERNA SCHOOL",86," ","N","N","N","N","N","N","N","N","EL PASO","071",111,15,740,729,.,0,652,89.4,232,31.8,72,9.9,"Met Standard",.,"SOCORRO ISD","071909","08","PK","PK - 08","E"
"071909118"," ","KEYS EL",.," ","N","N","N","Y","N","N","N","N","EL PASO","071",17,100,17,3,.,0,3,100,2,66.7,0,0,"Not Rated",.,"SOCORRO ISD","071909","04","02","02 - 04","E"
"071909119"," ","LUJAN-CHAVEZ EL",92," ","N","N","N","N","N","N","N","N","EL PASO","071",128,12.2,1048,1106,.,0,710,64.2,266,24.1,69,6.2,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909120"," ","DESERT WIND EL",68," ","N","N","N","N","N","N","N","N","EL PASO","071",129,14.3,900,898,.,0,743,82.7,413,46,94,10.5,"Met Standard",.,"SOCORRO ISD","071909","08","KG","KG - 08","E"
"071909121"," ","LOMA VERDE",94," ","N","N","N","N","N","N","N","N","EL PASO","071",62,10.3,600,678,.,0,403,59.4,168,24.8,108,15.9,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909122"," ","BILL SYBERT SCHOOL",88," ","N","N","N","N","N","N","N","N","EL PASO","071",153,13.8,1106,1046,.,0,806,77.1,197,18.8,112,10.7,"Met Standard",.,"SOCORRO ISD","071909","08","KG","KG - 08","E"
"071909123"," ","PASO DEL NORTE SCHOOL",83," ","N","N","N","N","N","N","N","N","EL PASO","071",140,12.5,1119,1170,.,0,788,67.4,196,16.8,119,10.2,"Met Standard",.,"SOCORRO ISD","071909","08","KG","KG - 08","E"
"071909124"," ","JOHN DRUGAN SCHOOL",90," ","N","N","N","N","N","N","N","N","EL PASO","071",126,10.7,1182,1148,.,0,623,54.3,202,17.6,103,9,"Met Standard",.,"SOCORRO ISD","071909","08","KG","KG - 08","E"
"071909125"," ","HURSHEL ANTWINE SCHOOL",81," ","N","N","N","N","N","N","N","N","EL PASO","071",144,19,756,1086,.,0,752,69.2,306,28.2,99,9.1,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909126"," ","DR SUE A SHOOK SCHOOL",91," ","N","N","N","N","N","N","N","N","EL PASO","071",91,12.6,724,858,.,0,564,65.7,189,22,62,7.2,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909127"," ","SGT ROBERTO ITUARTE",84," ","N","N","N","N","N","N","N","N","EL PASO","071",154,17.6,874,912,.,0,609,66.8,206,22.6,84,9.2,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909128"," ","CHESTER E JORDAN",86," ","N","N","N","N","N","N","N","N","EL PASO","071",138,19.8,698,1095,.,0,732,66.8,303,27.7,101,9.2,"Met Standard",.,"SOCORRO ISD","071909","05","EE","EE - 05","E"
"071909129"," ","JAMES P BUTLER EL",94," ","N","N","N","N","N","N","N","N","EL PASO","071",55,6.6,828,997,.,0,557,55.9,159,15.9,93,9.3,"Met Standard",.,"SOCORRO ISD","071909","05","KG","KG - 05","E"
"071909130"," ","MISSION RIDGE",82," ","N","N","N","N","N","N","N","N","EL PASO","071",76,11.3,670,817,.,0,619,75.8,425,52,84,10.3,"Met Standard",.,"SOCORRO ISD","071909","05","PK","PK - 05","E"
"071909131"," ","PURPLE HEART EL",83," ","N","N","N","N","N","N","N","N","EL PASO","071",176,22.3,790,909,.,0,672,73.9,241,26.5,106,11.7,"Met Standard",.,"SOCORRO ISD","071909","05","PK","PK - 05","E"
"072801001"," ","PREMIER H S OF COMANCHE/EARLY",69,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",136,74.7,182,86,.,0,74,86,3,3.5,18,20.9,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","07","07 - 12","S"
"072801101"," ","PREMIER H S OF ABILENE",93,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",198,69.5,285,160,.,0,101,63.1,1,0.6,23,14.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801102"," ","PREMIER H S AMERICAN YOUTHWORKS",84,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",165,81.7,202,82,.,0,75,91.5,17,20.7,20,24.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801103"," ","PREMIER H S OF BROWNSVILLE",91,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",204,65.4,312,167,.,0,153,91.6,116,69.5,14,8.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801104"," ","PREMIER H S OF PALMVIEW",92,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",151,60.2,251,136,.,0,131,96.3,125,91.9,5,3.7,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801107"," ","PREMIER H S OF DEL RIO",90,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",74,52.5,141,73,.,0,59,80.8,38,52.1,2,2.7,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801108"," ","PREMIER H S OF FORT WORTH",81,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",189,76.2,248,112,.,0,64,57.1,29,25.9,17,15.2,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801109"," ","PREMIER H S OF LAREDO",79,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",222,76,292,106,.,0,84,79.2,76,71.7,5,4.7,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801110"," ","PREMIER H S OF LUBBOCK",92,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",163,71.2,229,116,.,0,68,58.6,0,0,6,5.2,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801112"," ","PREMIER H S OF MIDLAND",69,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",159,69.4,229,242,.,0,149,61.6,17,7,6,2.5,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","06","06 - 12","B"
"072801113"," ","PREMIER H S OF AUSTIN",91,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",253,66.8,379,195,.,0,120,61.5,40,20.5,23,11.8,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","07","07 - 12","S"
"072801115"," ","PREMIER H S OF PHARR",88,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",223,72.9,306,130,.,0,126,96.9,97,74.6,11,8.5,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801116"," ","PREMIER H S OF MISSION",86,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",131,56.2,233,121,.,0,121,100,87,71.9,9,7.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801117"," ","PREMIER H S SAN ANTONIO EAST",91,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",216,75.3,287,107,.,0,79,73.8,5,4.7,18,16.8,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801118"," ","PREMIER H S OF TYLER",81,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",129,78.2,165,55,.,0,48,87.3,6,10.9,9,16.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801121"," ","PREMIER H S OF WACO",71,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",184,65.9,279,140,.,0,103,73.6,34,24.3,18,12.9,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801128"," ","PREMIER H S OF NORTH AUSTIN",93,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",190,75.1,253,82,.,0,42,51.2,8,9.8,11,13.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801129"," ","PREMIER H S OF EL PASO",76,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",133,57.3,232,127,.,0,41,32.3,38,29.9,7,5.5,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801130"," ","PREMIER H S OF SAN JUAN",93,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",178,70.1,254,113,.,0,99,87.6,95,84.1,4,3.5,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801131"," ","PREMIER H S OF ARLINGTON",87,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",102,76.1,134,75,.,0,64,85.3,24,32,8,10.7,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801135"," ","PREMIER H S OF HUNTSVILLE",89,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",48,47.5,101,64,.,0,32,50,2,3.1,7,10.9,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801136"," ","PREMIER H S OF NEW BRAUNFELS",93,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",87,55.4,157,103,.,0,56,54.4,3,2.9,10,9.7,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801137"," ","PREMIER H S OF GRANBURY",92,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",97,51.3,189,119,.,0,65,54.6,1,0.8,11,9.2,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801138"," ","PREMIER H S OF DAYTON",71,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",72,64.3,112,73,.,0,39,53.4,2,2.7,3,4.1,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801139"," ","PREMIER H S OF SOUTH IRVING",84,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",84,60,140,109,.,0,60,55,31,28.4,5,4.6,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801141"," ","PREMIER H S OF LEWISVILLE",90,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",116,72.5,160,65,.,0,24,36.9,1,1.5,8,12.3,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801142"," ","PREMIER H S OF AMARILLO",85,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",198,62.3,318,202,.,0,90,44.6,15,7.4,25,12.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801143"," ","PREMIER H S OF EAST EL PASO",77,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",142,69.6,204,124,.,0,23,18.5,49,39.5,5,4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801144"," ","PREMIER H S OF PFLUGERVILLE",89,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",125,66.1,189,116,.,0,50,43.1,16,13.8,18,15.5,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801145"," ","TEXAS VIRTUAL ACADEMY",85,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",1686,42.1,4009,3508,.,0,1712,48.8,66,1.9,464,13.2,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801146"," ","PREMIER HIGH SCHOOLS CAREER & TECH",89,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",198,68,291,114,.,0,114,100,64,56.1,5,4.4,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801147"," ","PREMIER H S OF NORTH HOUSTON",86,"AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","ERATH","072",128,56.1,228,100,.,0,58,58,7,7,10,10,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801148"," ","PREMIER H S OF TEXARKANA",85,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",97,83.6,116,60,.,0,39,65,0,0,6,10,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072801149"," ","PREMIER H S SAN ANTONIO - WEST",79,"AEC OF CHOICE","Y","Y","Y","N","N","N","Y","N","ERATH","072",.,.,.,45,.,0,32,71.1,9,20,6,13.3,"Met Alternative Standard",.,"PREMIER HIGH SCHOOLS","072801","12","09","09 - 12","S"
"072802001"," ","HUSTON ACADEMY",88,"AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","ERATH","072",63,56.8,111,67,0,0,47,70.1,3,4.5,7,10.4,"Met Alternative Standard",.,"ERATH EXCELS ACADEMY INC","072802","12","09","09 - 12","S"
"072802002"," ","SHORELINE ACADEMY",.,"RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","ERATH","072",304,98.1,310,48,0,0,45,93.8,6,12.5,8,16.7,"Not Rated",.,"ERATH EXCELS ACADEMY INC","072802","12","07","07 - 12","S"
"072901101"," ","THREE WAY EL",82," ","N","N","N","N","N","N","N","N","ERATH","072",15,15.8,95,142,0,0,115,81,30,21.1,4,2.8,"Met Standard",.,"THREE WAY ISD","072901","09","PK","PK - 09","B"
"072902001"," ","DUBLIN H S",87," ","N","N","N","N","N","N","N","N","ERATH","072",55,10.6,517,488,0,0,346,70.9,37,7.6,40,8.2,"Met Standard",.,"DUBLIN ISD","072902","12","07","07 - 12","S"
"072902101"," ","DUBLIN EL",95," ","N","N","N","N","N","N","N","N","ERATH","072",40,13.6,294,413,0,0,322,78,134,32.4,18,4.4,"Met Standard",.,"DUBLIN ISD","072902","03","PK","PK - 03","E"
"072902102"," ","DUBLIN INT",81," ","N","N","N","N","N","N","N","N","ERATH","072",35,12.3,284,289,0,0,213,73.7,61,21.1,26,9,"Met Standard",.,"DUBLIN ISD","072902","06","04","04 - 06","E"
"072903001"," ","STEPHENVILLE H S",85," ","N","N","N","N","N","N","N","N","ERATH","072",112,10,1116,1078,.,0,447,41.5,33,3.1,76,7.1,"Met Standard",.,"STEPHENVILLE ISD","072903","12","09","09 - 12","S"
"072903041"," ","HENDERSON J H",93," ","N","N","N","N","N","N","N","N","ERATH","072",72,12.2,588,523,.,0,243,46.5,28,5.4,40,7.6,"Met Standard",.,"STEPHENVILLE ISD","072903","08","07","07 - 08","M"
"072903101"," ","CENTRAL EL",82," ","N","N","N","N","Y","N","N","N","ERATH","072",.,.,.,404,.,0,225,55.7,65,16.1,33,8.2,"Met Standard",.,"STEPHENVILLE ISD","072903","KG","EE","EE - KG","E"
"072903102"," ","CHAMBERLIN EL",82," ","N","N","N","N","N","N","N","N","ERATH","072",82,14.1,580,515,.,0,253,49.1,80,15.5,31,6,"Met Standard",.,"STEPHENVILLE ISD","072903","02","01","01 - 02","E"
"072903103"," ","GILBERT INT",78," ","N","N","N","N","N","N","N","N","ERATH","072",71,11.4,624,594,.,0,299,50.3,76,12.8,58,9.8,"Met Standard",.,"STEPHENVILLE ISD","072903","06","05","05 - 06","M"
"072903104"," ","HOOK EL",82," ","N","N","N","N","N","N","N","N","ERATH","072",68,11.1,611,545,.,0,269,49.4,86,15.8,48,8.8,"Met Standard",.,"STEPHENVILLE ISD","072903","04","03","03 - 04","E"
"072904101"," ","BLUFF DALE EL",73," ","N","N","N","N","N","N","N","N","ERATH","072",21,22.3,94,189,0,0,58,30.7,1,0.5,11,5.8,"Met Standard",.,"BLUFF DALE ISD","072904","11","EE","EE - 11","B"
"072908001"," ","HUCKABAY SCHOOL",94," ","N","N","N","N","N","N","N","N","ERATH","072",15,7.6,198,235,0,0,56,23.8,2,0.9,8,3.4,"Met Standard",.,"HUCKABAY ISD","072908","12","PK","PK - 12","B"
"072909001"," ","LINGLEVILLE SCHOOL",81," ","N","N","N","N","N","N","N","N","ERATH","072",26,10.5,247,274,0,0,133,48.5,52,19,19,6.9,"Met Standard",.,"LINGLEVILLE ISD","072909","12","PK","PK - 12","B"
"072910101"," ","MORGAN MILL EL",59," ","N","N","N","N","N","N","N","N","ERATH","072",19,16,119,124,0,0,48,38.7,1,0.8,9,7.3,"Improvement Required",1,"MORGAN MILL ISD","072910","08","PK","PK - 08","E"
"073901001"," ","CHILTON SCHOOL",84," ","N","N","N","N","N","N","N","N","FALLS","073",55,11.8,466,505,0,0,437,86.5,88,17.4,64,12.7,"Met Standard",.,"CHILTON ISD","073901","12","PK","PK - 12","B"
"073903001"," ","MARLIN H S",69," ","N","N","N","N","N","N","N","N","FALLS","073",38,17.8,213,200,0,0,200,100,16,8,33,16.5,"Met Standard",.,"MARLIN ISD","073903","12","09","09 - 12","S"
"073903004"," ","SUCCESS ACADEMY",.,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","FALLS","073",13,50,26,9,0,0,9,100,1,11.1,0,0,"Not Rated",.,"MARLIN ISD","073903","12","10","10 - 12","S"
"073903041"," ","MARLIN JUNIOR ACADEMY",73," ","N","N","N","N","N","N","N","N","FALLS","073",42,16,263,240,.,0,240,100,43,17.9,23,9.6,"Met Standard",.,"MARLIN ISD","073903","08","05","05 - 08","M"
"073903103"," ","MARLIN PRI ACADEMY",53," ","N","N","N","N","N","N","N","N","FALLS","073",57,17.8,321,386,0,0,386,100,68,17.6,30,7.8,"Improvement Required",3,"MARLIN ISD","073903","04","EE","EE - 04","E"
"073904101"," ","WESTPHALIA EL",77," ","N","N","N","N","N","N","N","N","FALLS","073",14,9.6,146,156,.,0,35,22.4,1,0.6,15,9.6,"Met Standard",.,"WESTPHALIA ISD","073904","08","KG","KG - 08","E"
"073905001"," ","ROSEBUD-LOTT H S",68," ","N","N","N","N","N","N","N","N","FALLS","073",35,16.1,217,203,0,0,111,54.7,0,0,16,7.9,"Met Standard",.,"ROSEBUD-LOTT ISD","073905","12","09","09 - 12","S"
"073905041"," ","ROSEBUD-LOTT MIDDLE",70," ","N","N","N","N","N","N","N","N","FALLS","073",18,18.2,99,103,0,0,70,68,3,2.9,20,19.4,"Met Standard",.,"ROSEBUD-LOTT ISD","073905","08","07","07 - 08","M"
"073905102"," ","LOTT EL",79," ","N","N","N","N","N","N","N","N","FALLS","073",24,15,160,134,0,0,94,70.1,5,3.7,24,17.9,"Met Standard",.,"ROSEBUD-LOTT ISD","073905","06","04","04 - 06","E"
"073905103"," ","ROSEBUD PRI",78," ","N","N","N","N","N","N","N","N","FALLS","073",17,12.6,135,196,0,0,168,85.7,16,8.2,37,18.9,"Met Standard",.,"ROSEBUD-LOTT ISD","073905","03","EE","EE - 03","E"
"074903001"," ","BONHAM H S",71," ","N","N","N","N","N","N","N","N","FANNIN","074",80,14.9,536,488,0,0,274,56.1,22,4.5,60,12.3,"Met Standard",.,"BONHAM ISD","074903","12","09","09 - 12","S"
"074903041"," ","RATHER L H",74," ","N","N","N","N","N","N","N","N","FANNIN","074",32,12.2,262,252,.,0,171,67.9,27,10.7,33,13.1,"Met Standard",.,"BONHAM ISD","074903","08","07","07 - 08","M"
"074903102"," ","EVANS EL",66," ","N","N","N","N","N","N","N","N","FANNIN","074",57,13.5,423,400,.,0,283,70.8,68,17,63,15.8,"Met Standard",.,"BONHAM ISD","074903","06","04","04 - 06","E"
"074903103"," ","BAILEY INGLISH EARLY CHILDHOOD CEN",76," ","N","N","N","N","Y","N","N","N","FANNIN","074",.,.,.,180,.,0,166,92.2,16,8.9,17,9.4,"Met Standard",.,"BONHAM ISD","074903","PK","EE","EE - PK","E"
"074903104"," ","FINLEY-OATES EL",76," ","N","N","N","N","N","N","N","N","FANNIN","074",75,16.3,459,548,.,0,404,73.7,93,17,69,12.6,"Met Standard",.,"BONHAM ISD","074903","03","KG","KG - 03","E"
"074904001"," ","DODD CITY SCHOOL",89," ","N","N","N","N","N","N","N","N","FANNIN","074",31,8.7,357,373,15,0,156,41.8,12,3.2,29,7.8,"Met Standard",.,"DODD CITY ISD","074904","12","PK","PK - 12","B"
"074905001"," ","ECTOR H S",82," ","N","N","N","N","N","N","N","N","FANNIN","074",25,19.2,130,119,0,0,51,42.9,0,0,19,16,"Met Standard",.,"ECTOR ISD","074905","12","07","07 - 12","S"
"074905101"," ","ECTOR EL",77," ","N","N","N","N","N","N","N","N","FANNIN","074",21,16.9,124,109,.,0,67,61.5,1,0.9,17,15.6,"Met Standard",.,"ECTOR ISD","074905","06","KG","KG - 06","E"
