County,School year,Exemption rate,Year
Kenedy,2012-2013,0,2013-06-01
Kenedy,2016-2017,0,2017-06-01
Kenedy,2010-2011,0,2011-06-01
Kenedy,2013-2014,0,2014-06-01
Kenedy,2019-2020,0,2020-06-01
Kenedy,2011-2012,0,2012-06-01
Kent,2011-2012,0,2012-06-01
Kent,2014-2015,0,2015-06-01
Kent,2012-2013,0,2013-06-01
Kent,2010-2011,0,2011-06-01
Kent,2013-2014,11.11,2014-06-01
Kent,2016-2017,0,2017-06-01
Kent,2015-2016,10,2016-06-01
Kent,2019-2020,0,2020-06-01
Kerr,2010-2011,1.13,2011-06-01
Kerr,2012-2013,1.56,2013-06-01
Kerr,2015-2016,2.68,2016-06-01
Kerr,2016-2017,1.93,2017-06-01
Kerr,2011-2012,1.51,2012-06-01
Kerr,2017-2018,1.94,2018-06-01
Kerr,2019-2020,4.39,2020-06-01
Kerr,2014-2015,2.32,2015-06-01
Kerr,2018-2019,5.36,2019-06-01
Kerr,2013-2014,2.19,2014-06-01
Kimble,2015-2016,0,2016-06-01
Kimble,2011-2012,0,2012-06-01
Kimble,2017-2018,2.7,2018-06-01
Kimble,2019-2020,2.08,2020-06-01
Kimble,2014-2015,0,2015-06-01
Kimble,2010-2011,2,2011-06-01
Kimble,2012-2013,0,2013-06-01
Kimble,2018-2019,4.16,2019-06-01
Kimble,2016-2017,0,2017-06-01
Kimble,2013-2014,0,2014-06-01
King,2019-2020,11.11,2020-06-01
King,2015-2016,0,2016-06-01
King,2017-2018,14.28,2018-06-01
King,2014-2015,16.66,2015-06-01
King,2011-2012,0,2012-06-01
King,2016-2017,0,2017-06-01
King,2012-2013,0,2013-06-01
King,2018-2019,16.66,2019-06-01
King,2013-2014,0,2014-06-01
King,2010-2011,0,2011-06-01
Kinney,2015-2016,0,2016-06-01
Kinney,2012-2013,4.76,2013-06-01
Kinney,2016-2017,0,2017-06-01
Kinney,2019-2020,0,2020-06-01
Kinney,2017-2018,0,2018-06-01
Kinney,2011-2012,0,2012-06-01
Kinney,2010-2011,0,2011-06-01
Kinney,2018-2019,2.63,2019-06-01
Kinney,2013-2014,0,2014-06-01
Kinney,2014-2015,2.7,2015-06-01
Kleberg,2013-2014,0.71,2014-06-01
Kleberg,2015-2016,1.04,2016-06-01
Kleberg,2016-2017,0,2017-06-01
Kleberg,2011-2012,0.48,2012-06-01
Kleberg,2019-2020,1.11,2020-06-01
Kleberg,2014-2015,0,2015-06-01
Kleberg,2017-2018,0.52,2018-06-01
Kleberg,2012-2013,0.49,2013-06-01
Kleberg,2010-2011,0.47,2011-06-01
Kleberg,2018-2019,1.03,2019-06-01
Knox,2011-2012,0,2012-06-01
Knox,2013-2014,0,2014-06-01
Knox,2010-2011,0,2011-06-01
Knox,2012-2013,1.4,2013-06-01
Knox,2016-2017,0,2017-06-01
Knox,2017-2018,0,2018-06-01
Knox,2015-2016,0,2016-06-01
Knox,2019-2020,0,2020-06-01
Knox,2014-2015,0,2015-06-01
Knox,2018-2019,0,2019-06-01
La Salle,2013-2014,0,2014-06-01
La Salle,2017-2018,0,2018-06-01
La Salle,2016-2017,0,2017-06-01
La Salle,2011-2012,0,2012-06-01
La Salle,2015-2016,0,2016-06-01
La Salle,2010-2011,0,2011-06-01
La Salle,2019-2020,0,2020-06-01
La Salle,2012-2013,0,2013-06-01
La Salle,2018-2019,0,2019-06-01
Lamar,2015-2016,1.48,2016-06-01
Lamar,2017-2018,1.3,2018-06-01
Lamar,2013-2014,0.85,2014-06-01
Lamar,2010-2011,0.44,2011-06-01
Lamar,2012-2013,0.29,2013-06-01
Lamar,2011-2012,0.77,2012-06-01
Lamar,2019-2020,1.91,2020-06-01
Lamar,2014-2015,0.55,2015-06-01
Lamar,2018-2019,2.46,2019-06-01
Lamar,2016-2017,1.38,2017-06-01
Lamb,2013-2014,0,2014-06-01
Lamb,2010-2011,0,2011-06-01
Lamb,2019-2020,0,2020-06-01
Lamb,2017-2018,1.42,2018-06-01
Lamb,2012-2013,0,2013-06-01
Lamb,2015-2016,0.4,2016-06-01
Lamb,2018-2019,0,2019-06-01
Lamb,2014-2015,0,2015-06-01
Lamb,2016-2017,0,2017-06-01
Lamb,2011-2012,0,2012-06-01
Lampasas,2017-2018,3.66,2018-06-01
Lampasas,2010-2011,1.35,2011-06-01
Lampasas,2013-2014,8.96,2014-06-01
Lampasas,2019-2020,4.31,2020-06-01
Lampasas,2011-2012,1.58,2012-06-01
Lampasas,2018-2019,5.71,2019-06-01
Lampasas,2014-2015,2.97,2015-06-01
Lampasas,2012-2013,1.45,2013-06-01
Lampasas,2015-2016,2.23,2016-06-01
Lampasas,2016-2017,2.77,2017-06-01
Lavaca,2011-2012,0,2012-06-01
Lavaca,2014-2015,1.63,2015-06-01
Lavaca,2017-2018,1.24,2018-06-01
Lavaca,2013-2014,0,2014-06-01
Lavaca,2016-2017,1.35,2017-06-01
Lavaca,2015-2016,0.65,2016-06-01
Lavaca,2019-2020,1.73,2020-06-01
Lavaca,2010-2011,0.3,2011-06-01
Lavaca,2012-2013,0.35,2013-06-01
Lavaca,2018-2019,2.8,2019-06-01
Lee,2017-2018,2.13,2018-06-01
Lee,2016-2017,0.94,2017-06-01
Lee,2010-2011,1.76,2011-06-01
Lee,2011-2012,1.66,2012-06-01
Lee,2015-2016,1.22,2016-06-01
Lee,2013-2014,0.77,2014-06-01
Lee,2012-2013,0.41,2013-06-01
Lee,2014-2015,1.14,2015-06-01
Lee,2019-2020,0.81,2020-06-01
Lee,2018-2019,1.31,2019-06-01
Leon,2015-2016,0.43,2016-06-01
Leon,2014-2015,0.41,2015-06-01
Leon,2013-2014,0,2014-06-01
Leon,2011-2012,0.43,2012-06-01
Leon,2012-2013,0,2013-06-01
Leon,2017-2018,1.64,2018-06-01
Leon,2019-2020,1.42,2020-06-01
Leon,2010-2011,0.39,2011-06-01
Leon,2018-2019,0,2019-06-01
Leon,2016-2017,2.55,2017-06-01
Liberty,2018-2019,1.17,2019-06-01
Liberty,2010-2011,0.49,2011-06-01
Liberty,2015-2016,0.81,2016-06-01
Liberty,2019-2020,1.4,2020-06-01
Liberty,2016-2017,0.86,2017-06-01
Liberty,2012-2013,0.52,2013-06-01
Liberty,2014-2015,0.85,2015-06-01
Liberty,2017-2018,1.75,2018-06-01
Liberty,2011-2012,0.28,2012-06-01
Liberty,2013-2014,0.45,2014-06-01
Limestone,2013-2014,0,2014-06-01
Limestone,2019-2020,1.4,2020-06-01
Limestone,2016-2017,0,2017-06-01
Limestone,2017-2018,1.04,2018-06-01
Limestone,2011-2012,0,2012-06-01
Limestone,2014-2015,0,2015-06-01
Limestone,2018-2019,0.37,2019-06-01
Limestone,2012-2013,0.29,2013-06-01
Limestone,2015-2016,0.68,2016-06-01
Limestone,2010-2011,0.33,2011-06-01
Lipscomb,2014-2015,0,2015-06-01
Lipscomb,2015-2016,1.53,2016-06-01
Lipscomb,2019-2020,0,2020-06-01
Lipscomb,2018-2019,3.5,2019-06-01
Lipscomb,2010-2011,0,2011-06-01
Lipscomb,2013-2014,0,2014-06-01
Lipscomb,2011-2012,0,2012-06-01
Lipscomb,2017-2018,2.12,2018-06-01
Lipscomb,2016-2017,0,2017-06-01
Lipscomb,2012-2013,0,2013-06-01
Live Oak,2012-2013,0,2013-06-01
Live Oak,2019-2020,0,2020-06-01
Live Oak,2013-2014,0,2014-06-01
Live Oak,2014-2015,1.31,2015-06-01
Live Oak,2010-2011,0.83,2011-06-01
Live Oak,2015-2016,0.76,2016-06-01
Live Oak,2011-2012,0.84,2012-06-01
Live Oak,2016-2017,0.78,2017-06-01
Live Oak,2018-2019,0.81,2019-06-01
Live Oak,2017-2018,1.49,2018-06-01
Llano,2012-2013,1.49,2013-06-01
Llano,2010-2011,0.66,2011-06-01
Llano,2011-2012,0.74,2012-06-01
Llano,2014-2015,2.85,2015-06-01
Llano,2013-2014,1.93,2014-06-01
Llano,2017-2018,1.69,2018-06-01
Llano,2018-2019,1.73,2019-06-01
Llano,2016-2017,1.78,2017-06-01
Llano,2015-2016,3.03,2016-06-01
Llano,2019-2020,3.75,2020-06-01
Lubbock,2019-2020,2.04,2020-06-01
Lubbock,2012-2013,1,2013-06-01
Lubbock,2011-2012,1.31,2012-06-01
Lubbock,2017-2018,1.79,2018-06-01
Lubbock,2015-2016,1.35,2016-06-01
Lubbock,2014-2015,1.29,2015-06-01
Lubbock,2018-2019,1.76,2019-06-01
Lubbock,2013-2014,1.14,2014-06-01
Lubbock,2016-2017,1.56,2017-06-01
Lubbock,2010-2011,0.83,2011-06-01
Lynn,2014-2015,1.73,2015-06-01
Lynn,2017-2018,4.16,2018-06-01
Lynn,2016-2017,1.8,2017-06-01
Lynn,2013-2014,0.86,2014-06-01
Lynn,2010-2011,1.05,2011-06-01
Lynn,2011-2012,0.84,2012-06-01
Lynn,2018-2019,4.39,2019-06-01
Lynn,2015-2016,1.86,2016-06-01
Lynn,2012-2013,2.18,2013-06-01
Lynn,2019-2020,1.61,2020-06-01
Madison,2019-2020,0,2020-06-01
Madison,2017-2018,0.56,2018-06-01
Madison,2011-2012,1.15,2012-06-01
Madison,2018-2019,0.52,2019-06-01
Madison,2014-2015,0.46,2015-06-01
Madison,2010-2011,0,2011-06-01
Madison,2012-2013,0,2013-06-01
Madison,2015-2016,0.5,2016-06-01
Madison,2016-2017,0.53,2017-06-01
Madison,2013-2014,0,2014-06-01
Marion,2016-2017,1.2,2017-06-01
Marion,2015-2016,0,2016-06-01
Marion,2010-2011,0,2011-06-01
Marion,2011-2012,0,2012-06-01
Marion,2018-2019,2.12,2019-06-01
Marion,2012-2013,0,2013-06-01
Marion,2017-2018,0,2018-06-01
Marion,2014-2015,0,2015-06-01
Marion,2019-2020,0,2020-06-01
Marion,2013-2014,1.05,2014-06-01
Martin,2018-2019,4.08,2019-06-01
Martin,2011-2012,2.85,2012-06-01
Martin,2014-2015,11.76,2015-06-01
Martin,2019-2020,3.41,2020-06-01
Martin,2016-2017,1.08,2017-06-01
Martin,2015-2016,1.92,2016-06-01
Martin,2010-2011,1.17,2011-06-01
Martin,2017-2018,3.88,2018-06-01
Martin,2013-2014,2.83,2014-06-01
Martin,2012-2013,1.16,2013-06-01
Mason,2018-2019,2.04,2019-06-01
Mason,2011-2012,0,2012-06-01
Mason,2015-2016,2.85,2016-06-01
Mason,2012-2013,2,2013-06-01
Mason,2016-2017,6,2017-06-01
Mason,2017-2018,6.34,2018-06-01
Mason,2010-2011,1.85,2011-06-01
Mason,2013-2014,1.63,2014-06-01
Mason,2014-2015,0,2015-06-01
Mason,2019-2020,3.17,2020-06-01
Matagorda,2013-2014,0.5,2014-06-01
Matagorda,2011-2012,1.42,2012-06-01
Matagorda,2010-2011,3.53,2011-06-01
Matagorda,2016-2017,1.1,2017-06-01
Matagorda,2015-2016,1.44,2016-06-01
Matagorda,2014-2015,0.18,2015-06-01
Matagorda,2017-2018,1.33,2018-06-01
Matagorda,2012-2013,0.92,2013-06-01
Matagorda,2018-2019,1.17,2019-06-01
Matagorda,2019-2020,1.78,2020-06-01
Maverick,2017-2018,0.19,2018-06-01
Maverick,2015-2016,0.19,2016-06-01
Maverick,2018-2019,0.28,2019-06-01
Maverick,2012-2013,0.09,2013-06-01
Maverick,2013-2014,0.26,2014-06-01
Maverick,2014-2015,0.09,2015-06-01
Maverick,2016-2017,0.2,2017-06-01
Maverick,2011-2012,0,2012-06-01
Maverick,2010-2011,0.09,2011-06-01
Maverick,2019-2020,0.19,2020-06-01
McCulloch,2016-2017,2,2017-06-01
McCulloch,2017-2018,2.91,2018-06-01
McCulloch,2012-2013,1.43,2013-06-01
McCulloch,2014-2015,2.72,2015-06-01
McCulloch,2015-2016,1.7,2016-06-01
McCulloch,2018-2019,2.97,2019-06-01
McCulloch,2011-2012,2.97,2012-06-01
McCulloch,2013-2014,0.81,2014-06-01
McCulloch,2019-2020,1.19,2020-06-01
McCulloch,2010-2011,0,2011-06-01
McLennan,2015-2016,0.48,2016-06-01
McLennan,2013-2014,0.41,2014-06-01
McLennan,2012-2013,0.27,2013-06-01
McLennan,2019-2020,2.35,2020-06-01
McLennan,2010-2011,0.44,2011-06-01
McLennan,2011-2012,0.33,2012-06-01
McLennan,2018-2019,2.03,2019-06-01
McLennan,2017-2018,1.03,2018-06-01
McLennan,2014-2015,0.56,2015-06-01
McLennan,2016-2017,0.99,2017-06-01
McMullen,2011-2012,5.55,2012-06-01
McMullen,2017-2018,0,2018-06-01
McMullen,2012-2013,0,2013-06-01
McMullen,2014-2015,5.55,2015-06-01
McMullen,2018-2019,0,2019-06-01
McMullen,2016-2017,5.26,2017-06-01
McMullen,2010-2011,0,2011-06-01
McMullen,2015-2016,0,2016-06-01
McMullen,2013-2014,0,2014-06-01
Medina,2010-2011,0.3,2011-06-01
Medina,2018-2019,0.81,2019-06-01
Medina,2012-2013,0.63,2013-06-01
Medina,2014-2015,1.66,2015-06-01
Medina,2015-2016,0.74,2016-06-01
Medina,2017-2018,1.24,2018-06-01
Medina,2013-2014,1.04,2014-06-01
Medina,2011-2012,0.15,2012-06-01
Medina,2016-2017,0.83,2017-06-01
Medina,2019-2020,1.41,2020-06-01
Menard,2019-2020,0,2020-06-01
Menard,2013-2014,0,2014-06-01
Menard,2018-2019,0,2019-06-01
Menard,2016-2017,0,2017-06-01
Menard,2015-2016,4.54,2016-06-01
Menard,2014-2015,0,2015-06-01
Menard,2017-2018,0,2018-06-01
Menard,2010-2011,0,2011-06-01
Menard,2011-2012,0,2012-06-01
Menard,2012-2013,0,2013-06-01
Midland,2010-2011,0.57,2011-06-01
Midland,2014-2015,0.85,2015-06-01
Midland,2013-2014,2.05,2014-06-01
Midland,2018-2019,1.61,2019-06-01
Midland,2012-2013,0.2,2013-06-01
Midland,2016-2017,1.14,2017-06-01
Midland,2015-2016,0.93,2016-06-01
Midland,2017-2018,1.07,2018-06-01
Midland,2019-2020,1.95,2020-06-01
Midland,2011-2012,0.36,2012-06-01
Milam,2010-2011,0.28,2011-06-01
Milam,2017-2018,1,2018-06-01
Milam,2012-2013,0,2013-06-01
Milam,2013-2014,1.36,2014-06-01
Milam,2015-2016,1.2,2016-06-01
Milam,2018-2019,1.69,2019-06-01
Milam,2011-2012,0.31,2012-06-01
Milam,2014-2015,1.95,2015-06-01
Milam,2019-2020,1.25,2020-06-01
Milam,2016-2017,0.91,2017-06-01
Mills,2014-2015,1.81,2015-06-01
Mills,2016-2017,1.88,2017-06-01
Mills,2015-2016,1.85,2016-06-01
Mills,2013-2014,3.44,2014-06-01
Mills,2011-2012,0,2012-06-01
Mills,2019-2020,2,2020-06-01
Mills,2017-2018,0,2018-06-01
Mills,2018-2019,0,2019-06-01
Mills,2012-2013,0,2013-06-01
Mills,2010-2011,0,2011-06-01
Mitchell,2019-2020,0,2020-06-01
Mitchell,2017-2018,0,2018-06-01
Mitchell,2018-2019,0,2019-06-01
Mitchell,2013-2014,0.91,2014-06-01
Mitchell,2010-2011,0,2011-06-01
Mitchell,2012-2013,0,2013-06-01
Mitchell,2016-2017,0,2017-06-01
Mitchell,2014-2015,0.8,2015-06-01
Mitchell,2011-2012,0,2012-06-01
Mitchell,2015-2016,0,2016-06-01
Montague,2018-2019,7.39,2019-06-01
Montague,2010-2011,1.14,2011-06-01
Montague,2015-2016,2.91,2016-06-01
Montague,2016-2017,4.07,2017-06-01
Montague,2014-2015,0,2015-06-01
Montague,2013-2014,1.16,2014-06-01
Montague,2012-2013,1.17,2013-06-01
Montague,2011-2012,0.42,2012-06-01
Montague,2019-2020,7.01,2020-06-01
Montague,2017-2018,4.52,2018-06-01
Montgomery,2016-2017,2.66,2017-06-01
Montgomery,2019-2020,4.01,2020-06-01
Montgomery,2010-2011,1.65,2011-06-01
Montgomery,2011-2012,2.43,2012-06-01
Montgomery,2015-2016,2.23,2016-06-01
Montgomery,2014-2015,2.51,2015-06-01
Montgomery,2012-2013,2.34,2013-06-01
Montgomery,2013-2014,0.95,2014-06-01
Montgomery,2018-2019,2.96,2019-06-01
Montgomery,2017-2018,3.2,2018-06-01
Moore,2016-2017,0,2017-06-01
Moore,2017-2018,0.29,2018-06-01
Moore,2018-2019,0.26,2019-06-01
Moore,2019-2020,1.26,2020-06-01
Moore,2015-2016,0.77,2016-06-01
Moore,2013-2014,0.97,2014-06-01
Moore,2010-2011,0.22,2011-06-01
Moore,2014-2015,0.24,2015-06-01
Moore,2011-2012,0.5,2012-06-01
Moore,2012-2013,0.21,2013-06-01
Morris,2018-2019,2.79,2019-06-01
Morris,2015-2016,1.39,2016-06-01
Morris,2019-2020,1.44,2020-06-01
Morris,2012-2013,0,2013-06-01
Morris,2017-2018,0.72,2018-06-01
Morris,2013-2014,0,2014-06-01
Morris,2010-2011,0,2011-06-01
Morris,2011-2012,0,2012-06-01
Morris,2014-2015,0,2015-06-01
Morris,2016-2017,0,2017-06-01
Motley,2018-2019,11.11,2019-06-01
Motley,2013-2014,0,2014-06-01
Motley,2017-2018,0,2018-06-01
Motley,2019-2020,0,2020-06-01
Motley,2015-2016,0,2016-06-01
Motley,2011-2012,0,2012-06-01
Motley,2010-2011,0,2011-06-01
Motley,2016-2017,10,2017-06-01
Motley,2012-2013,0,2013-06-01
Nacogdoches,2010-2011,0.22,2011-06-01
Nacogdoches,2013-2014,1.16,2014-06-01
Nacogdoches,2019-2020,1.16,2020-06-01
Nacogdoches,2011-2012,1.13,2012-06-01
Nacogdoches,2012-2013,1.1,2013-06-01
Nacogdoches,2017-2018,1.2,2018-06-01
Nacogdoches,2015-2016,0.89,2016-06-01
Nacogdoches,2018-2019,1.91,2019-06-01
Nacogdoches,2016-2017,1.63,2017-06-01
Nacogdoches,2014-2015,0.12,2015-06-01
Navarro,2015-2016,0.28,2016-06-01
Navarro,2017-2018,0.61,2018-06-01
Navarro,2013-2014,0.43,2014-06-01
Navarro,2012-2013,0.24,2013-06-01
Navarro,2018-2019,1.48,2019-06-01
Navarro,2019-2020,0.89,2020-06-01
Navarro,2011-2012,0,2012-06-01
Navarro,2010-2011,0.13,2011-06-01
Navarro,2016-2017,0.3,2017-06-01
Navarro,2014-2015,0.27,2015-06-01
Newton,2014-2015,3.07,2015-06-01
Newton,2017-2018,2.96,2018-06-01
Newton,2019-2020,5.64,2020-06-01
Newton,2010-2011,1.32,2011-06-01
Newton,2016-2017,1.3,2017-06-01
Newton,2012-2013,0.67,2013-06-01
Newton,2013-2014,0,2014-06-01
Newton,2015-2016,0.78,2016-06-01
Newton,2018-2019,0.72,2019-06-01
Newton,2011-2012,1.73,2012-06-01
Nolan,2011-2012,0.37,2012-06-01
Nolan,2019-2020,0.82,2020-06-01
Nolan,2012-2013,0,2013-06-01
Nolan,2014-2015,0,2015-06-01
Nolan,2013-2014,0.74,2014-06-01
Nolan,2015-2016,1.51,2016-06-01
Nolan,2018-2019,2.25,2019-06-01
Nolan,2016-2017,0.96,2017-06-01
Nolan,2010-2011,0.37,2011-06-01
Nolan,2017-2018,0.94,2018-06-01
Nueces,2013-2014,0.88,2014-06-01
Nueces,2012-2013,0.79,2013-06-01
Nueces,2010-2011,0.39,2011-06-01
Nueces,2016-2017,0.95,2017-06-01
Nueces,2019-2020,1.29,2020-06-01
Nueces,2015-2016,0.76,2016-06-01
Nueces,2014-2015,0.82,2015-06-01
Nueces,2018-2019,1.38,2019-06-01
Nueces,2017-2018,1.04,2018-06-01
Nueces,2011-2012,0.57,2012-06-01
Ochiltree,2010-2011,1.01,2011-06-01
Ochiltree,2017-2018,0,2018-06-01
Ochiltree,2013-2014,0.51,2014-06-01
Ochiltree,2015-2016,0,2016-06-01
Ochiltree,2019-2020,0,2020-06-01
Ochiltree,2012-2013,1.11,2013-06-01
Ochiltree,2011-2012,0.57,2012-06-01
Ochiltree,2018-2019,2.72,2019-06-01
Ochiltree,2016-2017,0.64,2017-06-01
Ochiltree,2014-2015,0,2015-06-01
Oldham,2017-2018,4.87,2018-06-01
Oldham,2012-2013,2.04,2013-06-01
Oldham,2016-2017,2.27,2017-06-01
Oldham,2015-2016,3.12,2016-06-01
Oldham,2018-2019,2.27,2019-06-01
Oldham,2011-2012,2.32,2012-06-01
Oldham,2013-2014,7.14,2014-06-01
Oldham,2010-2011,0,2011-06-01
Oldham,2019-2020,1.78,2020-06-01
Oldham,2014-2015,5.88,2015-06-01
Orange,2019-2020,3.97,2020-06-01
Orange,2016-2017,2.28,2017-06-01
Orange,2015-2016,1.49,2016-06-01
Orange,2012-2013,2.38,2013-06-01
Orange,2013-2014,0.73,2014-06-01
Orange,2017-2018,2.62,2018-06-01
Orange,2018-2019,3.95,2019-06-01
Orange,2010-2011,0.57,2011-06-01
Orange,2011-2012,0.62,2012-06-01
Orange,2014-2015,1.68,2015-06-01
Palo Pinto,2010-2011,0.82,2011-06-01
Palo Pinto,2017-2018,2.4,2018-06-01
Palo Pinto,2018-2019,2.57,2019-06-01
Palo Pinto,2019-2020,4.07,2020-06-01
Palo Pinto,2014-2015,0.59,2015-06-01
Palo Pinto,2012-2013,0.51,2013-06-01
Palo Pinto,2016-2017,2.03,2017-06-01
Palo Pinto,2015-2016,0.85,2016-06-01
Palo Pinto,2011-2012,1.51,2012-06-01
Palo Pinto,2013-2014,1.58,2014-06-01
Panola,2010-2011,0.27,2011-06-01
Panola,2013-2014,1.06,2014-06-01
Panola,2019-2020,1.53,2020-06-01
Panola,2014-2015,0.39,2015-06-01
Panola,2018-2019,1.45,2019-06-01
Panola,2011-2012,0,2012-06-01
Panola,2016-2017,1.79,2017-06-01
Panola,2017-2018,2.64,2018-06-01
Panola,2015-2016,0.36,2016-06-01
Panola,2012-2013,0.34,2013-06-01
Parker,2012-2013,1.58,2013-06-01
Parker,2015-2016,2.22,2016-06-01
Parker,2016-2017,2.85,2017-06-01
Parker,2019-2020,4.9,2020-06-01
Parker,2013-2014,1.83,2014-06-01
Parker,2018-2019,4.92,2019-06-01
Parker,2011-2012,1.01,2012-06-01
Parker,2014-2015,3.14,2015-06-01
Parker,2017-2018,3.3,2018-06-01
Parker,2010-2011,0.52,2011-06-01
Parmer,2015-2016,1.06,2016-06-01
Parmer,2018-2019,1.12,2019-06-01
Parmer,2010-2011,1.06,2011-06-01
Parmer,2017-2018,0.69,2018-06-01
Parmer,2016-2017,1.09,2017-06-01
Parmer,2014-2015,0.5,2015-06-01
Parmer,2012-2013,0.55,2013-06-01
Parmer,2019-2020,3.52,2020-06-01
Parmer,2011-2012,1.95,2012-06-01
Parmer,2013-2014,1.88,2014-06-01
Pecos,2010-2011,0,2011-06-01
Pecos,2018-2019,0.44,2019-06-01
Pecos,2016-2017,0.4,2017-06-01
Pecos,2014-2015,0.69,2015-06-01
Pecos,2011-2012,0.88,2012-06-01
Pecos,2012-2013,0.37,2013-06-01
Pecos,2015-2016,0.41,2016-06-01
Pecos,2013-2014,0.79,2014-06-01
Pecos,2019-2020,1.26,2020-06-01
Pecos,2017-2018,0.49,2018-06-01
Polk,2010-2011,0,2011-06-01
Polk,2011-2012,0.54,2012-06-01
Polk,2014-2015,1.49,2015-06-01
Polk,2017-2018,1.73,2018-06-01
Polk,2016-2017,1.7,2017-06-01
Polk,2015-2016,1.54,2016-06-01
Polk,2018-2019,1.8,2019-06-01
Polk,2012-2013,0.51,2013-06-01
Polk,2013-2014,0.19,2014-06-01
Polk,2019-2020,0.79,2020-06-01
Potter,2018-2019,1.64,2019-06-01
Potter,2013-2014,1.25,2014-06-01
Potter,2014-2015,1.19,2015-06-01
Potter,2017-2018,1.5,2018-06-01
Potter,2015-2016,1.17,2016-06-01
Potter,2016-2017,1.53,2017-06-01
Potter,2010-2011,1.35,2011-06-01
Potter,2011-2012,1.36,2012-06-01
Potter,2012-2013,2.09,2013-06-01
Potter,2019-2020,1.84,2020-06-01
Presidio,2014-2015,0,2015-06-01
Presidio,2011-2012,1.92,2012-06-01
Presidio,2018-2019,1.13,2019-06-01
Presidio,2012-2013,0.84,2013-06-01
Presidio,2017-2018,1.03,2018-06-01
Presidio,2010-2011,0.79,2011-06-01
Presidio,2015-2016,0,2016-06-01
Presidio,2013-2014,0,2014-06-01
Presidio,2019-2020,2.04,2020-06-01
Presidio,2016-2017,0.86,2017-06-01
Rains,2010-2011,0,2011-06-01
Rains,2018-2019,3.84,2019-06-01
Rains,2012-2013,2.34,2013-06-01
Rains,2013-2014,1.68,2014-06-01
Rains,2011-2012,0,2012-06-01
Rains,2014-2015,1.86,2015-06-01
Rains,2019-2020,8.33,2020-06-01
Rains,2016-2017,4.76,2017-06-01
Rains,2015-2016,1.61,2016-06-01
Randall,2010-2011,1.38,2011-06-01
Randall,2019-2020,3.44,2020-06-01
Randall,2017-2018,2.23,2018-06-01
Randall,2015-2016,1.61,2016-06-01
Randall,2011-2012,1.38,2012-06-01
Randall,2018-2019,2.84,2019-06-01
Randall,2014-2015,3.3,2015-06-01
Randall,2013-2014,3.4,2014-06-01
Randall,2012-2013,1.83,2013-06-01
Randall,2016-2017,2.39,2017-06-01
Reagan,2018-2019,0,2019-06-01
Reagan,2017-2018,0,2018-06-01
Reagan,2016-2017,0,2017-06-01
Reagan,2015-2016,0,2016-06-01
Reagan,2012-2013,0,2013-06-01
Reagan,2014-2015,0,2015-06-01
Reagan,2013-2014,1.38,2014-06-01
Reagan,2011-2012,0,2012-06-01
Reagan,2019-2020,0,2020-06-01
Reagan,2010-2011,0,2011-06-01
Real,2010-2011,7.4,2011-06-01
Real,2014-2015,0,2015-06-01
Real,2013-2014,0,2014-06-01
Real,2018-2019,0,2019-06-01
Real,2019-2020,0,2020-06-01
Real,2017-2018,0,2018-06-01
Real,2016-2017,0,2017-06-01
Real,2015-2016,4.16,2016-06-01
Real,2012-2013,0,2013-06-01
Real,2011-2012,0,2012-06-01
Red River,2011-2012,0,2012-06-01
Red River,2014-2015,0.62,2015-06-01
Red River,2019-2020,2.04,2020-06-01
Red River,2017-2018,1.37,2018-06-01
Red River,2018-2019,2.81,2019-06-01
Red River,2016-2017,0.67,2017-06-01
Red River,2010-2011,0.73,2011-06-01
Red River,2013-2014,0.52,2014-06-01
Red River,2012-2013,2.72,2013-06-01
Red River,2015-2016,1.41,2016-06-01
Reeves,2017-2018,0.5,2018-06-01
Reeves,2014-2015,0.44,2015-06-01
Reeves,2010-2011,0.65,2011-06-01
Reeves,2013-2014,0,2014-06-01
Reeves,2019-2020,1.2,2020-06-01
Reeves,2012-2013,0.48,2013-06-01
Reeves,2018-2019,0,2019-06-01
Reeves,2016-2017,1.5,2017-06-01
Reeves,2011-2012,0,2012-06-01
Reeves,2015-2016,1.05,2016-06-01
Refugio,2014-2015,1.04,2015-06-01
Refugio,2018-2019,4.93,2019-06-01
Refugio,2016-2017,3.96,2017-06-01
Refugio,2010-2011,0,2011-06-01
Refugio,2012-2013,2.75,2013-06-01
Refugio,2011-2012,0.99,2012-06-01
Refugio,2019-2020,3.79,2020-06-01
Refugio,2015-2016,0,2016-06-01
Refugio,2017-2018,1.05,2018-06-01
Refugio,2013-2014,0,2014-06-01
Roberts,2015-2016,0,2016-06-01
Roberts,2018-2019,0,2019-06-01
Roberts,2012-2013,0,2013-06-01
Roberts,2017-2018,0,2018-06-01
Roberts,2016-2017,0,2017-06-01
Roberts,2019-2020,0,2020-06-01
Roberts,2011-2012,0,2012-06-01
Roberts,2014-2015,0,2015-06-01
Roberts,2010-2011,0,2011-06-01
Roberts,2013-2014,0,2014-06-01
Robertson,2011-2012,1.27,2012-06-01
Robertson,2012-2013,0.36,2013-06-01
Robertson,2017-2018,0.89,2018-06-01
Robertson,2019-2020,2.89,2020-06-01
Robertson,2013-2014,0.39,2014-06-01
Robertson,2018-2019,1.28,2019-06-01
Robertson,2016-2017,1.32,2017-06-01
Robertson,2015-2016,0.4,2016-06-01
Robertson,2014-2015,0.5,2015-06-01
