County,School year,Exemption rate,Year
San Saba,2015-2016,0.0067,2016-08-01
San Saba,2017-2018,0.0185,2018-08-01
San Saba,2016-2017,0.0111,2017-08-01
San Saba,2012-2013,0.0121,2013-08-01
Schleicher,2010-2011,0.0018,2011-08-01
Schleicher,2017-2018,,2018-08-01
Schleicher,2012-2013,0.0018,2013-08-01
Schleicher,2013-2014,0.0018,2014-08-01
Schleicher,2015-2016,0.0018,2016-08-01
Schleicher,2018-2019,0.0082,2019-08-01
Schleicher,2011-2012,0.0036,2012-08-01
Schleicher,2016-2017,0.0056,2017-08-01
Schleicher,2014-2015,0.0035,2015-08-01
Scurry,2016-2017,0.0026,2017-08-01
Scurry,2018-2019,0.0056,2019-08-01
Scurry,2010-2011,0.0018,2011-08-01
Scurry,2014-2015,0.0021,2015-08-01
Scurry,2017-2018,0.0035,2018-08-01
Scurry,2015-2016,0.0025,2016-08-01
Scurry,2011-2012,0.0025,2012-08-01
Scurry,2012-2013,0,2013-08-01
Scurry,2013-2014,0.0013,2014-08-01
Shackelford,2014-2015,0.0142,2015-08-01
Shackelford,2018-2019,0.0188,2019-08-01
Shackelford,2012-2013,0.0186,2013-08-01
Shackelford,2010-2011,0.0064,2011-08-01
Shackelford,2017-2018,0.0237,2018-08-01
Shackelford,2015-2016,0.0161,2016-08-01
Shackelford,2013-2014,0.006,2014-08-01
Shackelford,2016-2017,0.0235,2017-08-01
Shackelford,2011-2012,0.0182,2012-08-01
Shelby,2015-2016,0.0017,2016-08-01
Shelby,2014-2015,0.0015,2015-08-01
Shelby,2017-2018,0.0041,2018-08-01
Shelby,2013-2014,0.0011,2014-08-01
Shelby,2018-2019,0.0044,2019-08-01
Shelby,2011-2012,0.002,2012-08-01
Shelby,2012-2013,0.0008,2013-08-01
Shelby,2010-2011,0.0011,2011-08-01
Shelby,2016-2017,0.0019,2017-08-01
Sherman,2010-2011,0.0085,2011-08-01
Sherman,2016-2017,0.0028,2017-08-01
Sherman,2013-2014,0.0107,2014-08-01
Sherman,2012-2013,0.0085,2013-08-01
Sherman,2015-2016,0.0043,2016-08-01
Sherman,2017-2018,0.0041,2018-08-01
Sherman,2018-2019,0.0114,2019-08-01
Sherman,2014-2015,0.0029,2015-08-01
Sherman,2011-2012,0.0086,2012-08-01
Smith,2015-2016,0.0092,2016-08-01
Smith,2014-2015,0.0089,2015-08-01
Smith,2016-2017,0.0114,2017-08-01
Smith,2018-2019,0.016,2019-08-01
Smith,2011-2012,0.0061,2012-08-01
Smith,2013-2014,0.0076,2014-08-01
Smith,2012-2013,0.0064,2013-08-01
Smith,2010-2011,0.0047,2011-08-01
Smith,2017-2018,0.0142,2018-08-01
Somervell,2015-2016,0.0166,2016-08-01
Somervell,2013-2014,0.0097,2014-08-01
Somervell,2016-2017,0.0199,2017-08-01
Somervell,2014-2015,0.0142,2015-08-01
Somervell,2012-2013,0.0082,2013-08-01
Somervell,2018-2019,0.028,2019-08-01
Somervell,2017-2018,0.0261,2018-08-01
Somervell,2011-2012,0.0066,2012-08-01
Somervell,2010-2011,0.0039,2011-08-01
Starr,2011-2012,0.0001,2012-08-01
Starr,2010-2011,0.0001,2011-08-01
Starr,2012-2013,0,2013-08-01
Starr,2013-2014,0,2014-08-01
Starr,2014-2015,0,2015-08-01
Starr,2018-2019,0.0002,2019-08-01
Starr,2016-2017,0.0002,2017-08-01
Starr,2017-2018,0.0002,2018-08-01
Starr,2015-2016,0.0001,2016-08-01
State Total,2017-2018,0.0107,2018-08-01
State Total,2010-2011,0.0045,2011-08-01
State Total,2013-2014,0.0076,2014-08-01
State Total,2014-2015,0.0079,2015-08-01
State Total,2018-2019,0.012,2019-08-01
State Total,2011-2012,0.0057,2012-08-01
State Total,2016-2017,0.0097,2017-08-01
State Total,2012-2013,0.0064,2013-08-01
State Total,2015-2016,0.0084,2016-08-01
Stephens,2011-2012,0.0007,2012-08-01
Stephens,2012-2013,0.0027,2013-08-01
Stephens,2010-2011,0.0006,2011-08-01
Stephens,2014-2015,0.0029,2015-08-01
Stephens,2017-2018,0.0119,2018-08-01
Stephens,2016-2017,0.0043,2017-08-01
Stephens,2018-2019,0.0092,2019-08-01
Stephens,2015-2016,0.0035,2016-08-01
Stephens,2013-2014,0.0035,2014-08-01
Sterling,2011-2012,0,2012-08-01
Sterling,2014-2015,0.0031,2015-08-01
Sterling,2013-2014,0.0033,2014-08-01
Sterling,2016-2017,0,2017-08-01
Sterling,2012-2013,0,2013-08-01
Sterling,2015-2016,0,2016-08-01
Sterling,2010-2011,0,2011-08-01
Sterling,2018-2019,0,2019-08-01
Sterling,2017-2018,0.0169,2018-08-01
Stonewall,2018-2019,0,2019-08-01
Stonewall,2016-2017,0,2017-08-01
Stonewall,2011-2012,,2012-08-01
Stonewall,2012-2013,0.0043,2013-08-01
Stonewall,2010-2011,0,2011-08-01
Stonewall,2014-2015,0.0187,2015-08-01
Stonewall,2013-2014,0,2014-08-01
Stonewall,2015-2016,0,2016-08-01
Stonewall,2017-2018,0.0044,2018-08-01
Sutton,2010-2011,0,2011-08-01
Sutton,2018-2019,0.0066,2019-08-01
Sutton,2016-2017,0.0013,2017-08-01
Sutton,2017-2018,0.0052,2018-08-01
Sutton,2015-2016,0,2016-08-01
Sutton,2012-2013,0,2013-08-01
Sutton,2013-2014,0,2014-08-01
Sutton,2014-2015,0,2015-08-01
Sutton,2011-2012,0,2012-08-01
Swisher,2016-2017,0.0032,2017-08-01
Swisher,2012-2013,0.004,2013-08-01
Swisher,2017-2018,0.0079,2018-08-01
Swisher,2010-2011,0.0032,2011-08-01
Swisher,2014-2015,0.0052,2015-08-01
Swisher,2015-2016,0.0007,2016-08-01
Swisher,2018-2019,0.0059,2019-08-01
Swisher,2011-2012,0.0046,2012-08-01
Swisher,2013-2014,0.0058,2014-08-01
Tarrant,2014-2015,0.0111,2015-08-01
Tarrant,2010-2011,0.0058,2011-08-01
Tarrant,2017-2018,0.0145,2018-08-01
Tarrant,2015-2016,0.011,2016-08-01
Tarrant,2013-2014,0.0078,2014-08-01
Tarrant,2012-2013,0.008,2013-08-01
Tarrant,2011-2012,0.0079,2012-08-01
Tarrant,2018-2019,0.0179,2019-08-01
Tarrant,2016-2017,0.0127,2017-08-01
Taylor,2014-2015,0.0076,2015-08-01
Taylor,2011-2012,0.0042,2012-08-01
Taylor,2018-2019,0.0108,2019-08-01
Taylor,2012-2013,0.0033,2013-08-01
Taylor,2010-2011,0.0018,2011-08-01
Taylor,2015-2016,0.0065,2016-08-01
Taylor,2013-2014,0.0065,2014-08-01
Taylor,2017-2018,0.0093,2018-08-01
Taylor,2016-2017,0.008,2017-08-01
Terrell,2015-2016,0.0133,2016-08-01
Terrell,2014-2015,0.0154,2015-08-01
Terrell,2010-2011,0,2011-08-01
Terrell,2018-2019,0,2019-08-01
Terrell,2017-2018,0,2018-08-01
Terrell,2013-2014,0.0167,2014-08-01
Terrell,2011-2012,0,2012-08-01
Terrell,2016-2017,0,2017-08-01
Terrell,2012-2013,0,2013-08-01
Terry,2016-2017,0.004,2017-08-01
Terry,2015-2016,0,2016-08-01
Terry,2018-2019,0.0061,2019-08-01
Terry,2014-2015,0.0004,2015-08-01
Terry,2010-2011,0.0009,2011-08-01
Terry,2013-2014,0.0005,2014-08-01
Terry,2012-2013,0.0004,2013-08-01
Terry,2017-2018,0.0053,2018-08-01
Terry,2011-2012,0.0015,2012-08-01
Throckmorton,2015-2016,0.0066,2016-08-01
Throckmorton,2016-2017,0.0033,2017-08-01
Throckmorton,2018-2019,0,2019-08-01
Throckmorton,2011-2012,0,2012-08-01
Throckmorton,2014-2015,0,2015-08-01
Throckmorton,2013-2014,0.014,2014-08-01
Throckmorton,2012-2013,0.0067,2013-08-01
Throckmorton,2010-2011,0.0032,2011-08-01
Throckmorton,2017-2018,0.0169,2018-08-01
Titus,2012-2013,0.0025,2013-08-01
Titus,2013-2014,0.0028,2014-08-01
Titus,2011-2012,0.0028,2012-08-01
Titus,2010-2011,0.0026,2011-08-01
Titus,2014-2015,0.0037,2015-08-01
Titus,2015-2016,0.005,2016-08-01
Titus,2017-2018,0.0036,2018-08-01
Titus,2018-2019,0.0042,2019-08-01
Titus,2016-2017,0.0033,2017-08-01
Tom Green,2011-2012,0.0027,2012-08-01
Tom Green,2018-2019,0.0078,2019-08-01
Tom Green,2016-2017,0.0072,2017-08-01
Tom Green,2017-2018,0.0084,2018-08-01
Tom Green,2010-2011,0.0017,2011-08-01
Tom Green,2013-2014,0.0039,2014-08-01
Tom Green,2015-2016,0.0068,2016-08-01
Tom Green,2012-2013,0.0023,2013-08-01
Tom Green,2014-2015,0.0051,2015-08-01
Travis,2017-2018,0.0272,2018-08-01
Travis,2015-2016,0.023,2016-08-01
Travis,2014-2015,0.0208,2015-08-01
Travis,2011-2012,0.0153,2012-08-01
Travis,2012-2013,0.0174,2013-08-01
Travis,2018-2019,0.0242,2019-08-01
Travis,2016-2017,0.0245,2017-08-01
Travis,2010-2011,0.0113,2011-08-01
Travis,2013-2014,0.0175,2014-08-01
Trinity,2014-2015,0.0047,2015-08-01
Trinity,2017-2018,0.009,2018-08-01
Trinity,2012-2013,0.0041,2013-08-01
Trinity,2016-2017,0.0041,2017-08-01
Trinity,2015-2016,0.0045,2016-08-01
Trinity,2018-2019,0.0065,2019-08-01
Trinity,2011-2012,0.0057,2012-08-01
Trinity,2013-2014,0.0061,2014-08-01
Trinity,2010-2011,0.0027,2011-08-01
Tyler,2016-2017,0.0101,2017-08-01
Tyler,2015-2016,0.0065,2016-08-01
Tyler,2011-2012,0.0032,2012-08-01
Tyler,2017-2018,0.0107,2018-08-01
Tyler,2018-2019,0.0134,2019-08-01
Tyler,2014-2015,0.0072,2015-08-01
Tyler,2012-2013,0.0076,2013-08-01
Tyler,2010-2011,0.0053,2011-08-01
Tyler,2013-2014,0.0079,2014-08-01
Upshur,2014-2015,0.0101,2015-08-01
Upshur,2018-2019,0.0187,2019-08-01
Upshur,2011-2012,0.022,2012-08-01
Upshur,2015-2016,0.0091,2016-08-01
Upshur,2013-2014,0.0091,2014-08-01
Upshur,2016-2017,0.0108,2017-08-01
Upshur,2012-2013,0.0192,2013-08-01
Upshur,2010-2011,0.0213,2011-08-01
Upshur,2017-2018,0.0157,2018-08-01
Upton,2017-2018,0.0049,2018-08-01
Upton,2015-2016,0.0037,2016-08-01
Upton,2013-2014,0.0062,2014-08-01
Upton,2018-2019,0.0075,2019-08-01
Upton,2016-2017,0.0053,2017-08-01
Upton,2010-2011,0,2011-08-01
Upton,2014-2015,0.0049,2015-08-01
Upton,2012-2013,0,2013-08-01
Upton,2011-2012,0,2012-08-01
Uvalde,2012-2013,0.0021,2013-08-01
Uvalde,2017-2018,0.0068,2018-08-01
Uvalde,2015-2016,0.0048,2016-08-01
Uvalde,2010-2011,0.0013,2011-08-01
Uvalde,2014-2015,0.0034,2015-08-01
Uvalde,2013-2014,0.0023,2014-08-01
Uvalde,2011-2012,0.002,2012-08-01
Uvalde,2016-2017,0.0069,2017-08-01
Uvalde,2018-2019,0.0073,2019-08-01
Val Verde,2014-2015,0.0016,2015-08-01
Val Verde,2011-2012,0.0011,2012-08-01
Val Verde,2015-2016,0.0018,2016-08-01
Val Verde,2010-2011,0.0008,2011-08-01
Val Verde,2013-2014,0.0014,2014-08-01
Val Verde,2016-2017,0.0023,2017-08-01
Val Verde,2012-2013,0.0008,2013-08-01
Val Verde,2017-2018,0.0019,2018-08-01
Val Verde,2018-2019,0.0026,2019-08-01
Van Zandt,2011-2012,0.0086,2012-08-01
Van Zandt,2017-2018,0.0165,2018-08-01
Van Zandt,2013-2014,0.0109,2014-08-01
Van Zandt,2016-2017,0.0159,2017-08-01
Van Zandt,2018-2019,0.0173,2019-08-01
Van Zandt,2010-2011,0.0075,2011-08-01
Van Zandt,2015-2016,0.0122,2016-08-01
Van Zandt,2012-2013,0.0099,2013-08-01
Van Zandt,2014-2015,0.0159,2015-08-01
Victoria,2014-2015,0.0021,2015-08-01
Victoria,2013-2014,0.0007,2014-08-01
Victoria,2016-2017,0.0018,2017-08-01
Victoria,2018-2019,0.0027,2019-08-01
Victoria,2011-2012,0.0021,2012-08-01
Victoria,2015-2016,0.0027,2016-08-01
Victoria,2012-2013,0.0008,2013-08-01
Victoria,2017-2018,0.0015,2018-08-01
Victoria,2010-2011,0.0015,2011-08-01
Walker,2015-2016,0.01,2016-08-01
Walker,2012-2013,0.0024,2013-08-01
Walker,2016-2017,0.005,2017-08-01
Walker,2014-2015,0.0052,2015-08-01
Walker,2017-2018,0.0079,2018-08-01
Walker,2010-2011,0.002,2011-08-01
Walker,2013-2014,0.005,2014-08-01
Walker,2011-2012,0.0016,2012-08-01
Walker,2018-2019,0.0108,2019-08-01
Waller,2010-2011,0.0007,2011-08-01
Waller,2011-2012,0.003,2012-08-01
Waller,2017-2018,0.0082,2018-08-01
Waller,2013-2014,0.0055,2014-08-01
Waller,2018-2019,0.0109,2019-08-01
Waller,2014-2015,0.0098,2015-08-01
Waller,2012-2013,0.0033,2013-08-01
Waller,2016-2017,0.0075,2017-08-01
Waller,2015-2016,0.0071,2016-08-01
Ward,2013-2014,0.0034,2014-08-01
Ward,2015-2016,0.0017,2016-08-01
Ward,2010-2011,0.0019,2011-08-01
Ward,2012-2013,0.0022,2013-08-01
Ward,2011-2012,0.0014,2012-08-01
Ward,2016-2017,0.0033,2017-08-01
Ward,2018-2019,0.0031,2019-08-01
Ward,2014-2015,0.0017,2015-08-01
Ward,2017-2018,0.0044,2018-08-01
Washington,2016-2017,0.0043,2017-08-01
Washington,2017-2018,0.0083,2018-08-01
Washington,2014-2015,0.0066,2015-08-01
Washington,2012-2013,0.0027,2013-08-01
Washington,2013-2014,0.003,2014-08-01
Washington,2018-2019,0.0095,2019-08-01
Washington,2011-2012,0.0009,2012-08-01
Washington,2015-2016,0.0079,2016-08-01
Washington,2010-2011,0.002,2011-08-01
Webb,2012-2013,0.0005,2013-08-01
Webb,2018-2019,0.0015,2019-08-01
Webb,2017-2018,0.0012,2018-08-01
Webb,2016-2017,0.001,2017-08-01
Webb,2010-2011,0.0005,2011-08-01
Webb,2011-2012,0.0004,2012-08-01
Webb,2015-2016,0.0008,2016-08-01
Webb,2014-2015,0.0005,2015-08-01
Webb,2013-2014,0.0006,2014-08-01
Wharton,2012-2013,0.0017,2013-08-01
Wharton,2015-2016,0.002,2016-08-01
Wharton,2016-2017,0.0022,2017-08-01
Wharton,2011-2012,0.0016,2012-08-01
Wharton,2010-2011,0.0014,2011-08-01
Wharton,2017-2018,0.0021,2018-08-01
Wharton,2013-2014,0.0019,2014-08-01
Wharton,2018-2019,0.0034,2019-08-01
Wharton,2014-2015,0.0021,2015-08-01
Wheeler,2016-2017,0.0195,2017-08-01
Wheeler,2011-2012,0.0075,2012-08-01
Wheeler,2012-2013,0.0082,2013-08-01
Wheeler,2018-2019,0.0197,2019-08-01
Wheeler,2015-2016,0.0187,2016-08-01
Wheeler,2017-2018,0.0183,2018-08-01
Wheeler,2010-2011,0.0057,2011-08-01
Wheeler,2013-2014,0.0109,2014-08-01
Wheeler,2014-2015,0.0239,2015-08-01
Wichita,2014-2015,0.0055,2015-08-01
Wichita,2018-2019,0.0092,2019-08-01
Wichita,2010-2011,0.0041,2011-08-01
Wichita,2015-2016,0.0053,2016-08-01
Wichita,2012-2013,0.0046,2013-08-01
Wichita,2013-2014,0.0049,2014-08-01
Wichita,2016-2017,0.0076,2017-08-01
Wichita,2017-2018,0.0075,2018-08-01
Wichita,2011-2012,0.0037,2012-08-01
Wilbarger,2012-2013,0.0008,2013-08-01
Wilbarger,2010-2011,0,2011-08-01
Wilbarger,2015-2016,0.0022,2016-08-01
Wilbarger,2011-2012,0,2012-08-01
Wilbarger,2016-2017,0.0017,2017-08-01
Wilbarger,2018-2019,0.0045,2019-08-01
Wilbarger,2017-2018,0,2018-08-01
Wilbarger,2014-2015,0.0207,2015-08-01
Wilbarger,2013-2014,0,2014-08-01
Willacy,2017-2018,0.0005,2018-08-01
Willacy,2016-2017,0.0002,2017-08-01
Willacy,2012-2013,0.0011,2013-08-01
Willacy,2014-2015,0.0018,2015-08-01
Willacy,2013-2014,0.0013,2014-08-01
Willacy,2011-2012,0.0005,2012-08-01
Willacy,2015-2016,0.0002,2016-08-01
Willacy,2018-2019,0.0005,2019-08-01
Willacy,2010-2011,0.0005,2011-08-01
Williamson,2018-2019,0.0233,2019-08-01
Williamson,2011-2012,0.0155,2012-08-01
Williamson,2017-2018,0.0268,2018-08-01
Williamson,2012-2013,0.0179,2013-08-01
Williamson,2015-2016,0.0183,2016-08-01
Williamson,2014-2015,0.0212,2015-08-01
Williamson,2010-2011,0.012,2011-08-01
Williamson,2016-2017,0.0266,2017-08-01
Williamson,2013-2014,0.0211,2014-08-01
Wilson,2010-2011,0.006,2011-08-01
Wilson,2015-2016,0.0082,2016-08-01
Wilson,2012-2013,0.0048,2013-08-01
Wilson,2013-2014,0.0048,2014-08-01
Wilson,2011-2012,0.0052,2012-08-01
Wilson,2014-2015,0.0066,2015-08-01
Wilson,2016-2017,0.0105,2017-08-01
Wilson,2017-2018,0.013,2018-08-01
Wilson,2018-2019,0.0154,2019-08-01
Winkler,2016-2017,0.0053,2017-08-01
Winkler,2010-2011,0,2011-08-01
Winkler,2011-2012,0.0006,2012-08-01
Winkler,2014-2015,0.0045,2015-08-01
Winkler,2015-2016,0.0006,2016-08-01
Winkler,2012-2013,0.0008,2013-08-01
Winkler,2013-2014,0.0076,2014-08-01
Winkler,2017-2018,0.004,2018-08-01
Winkler,2018-2019,0.0022,2019-08-01
Wise,2018-2019,0.0195,2019-08-01
Wise,2011-2012,0.0058,2012-08-01
Wise,2015-2016,0.0086,2016-08-01
Wise,2012-2013,0.0073,2013-08-01
Wise,2010-2011,0.0057,2011-08-01
Wise,2017-2018,0.0172,2018-08-01
Wise,2016-2017,0.0112,2017-08-01
Wise,2013-2014,0.0082,2014-08-01
Wise,2014-2015,0.0102,2015-08-01
Wood,2016-2017,0.0098,2017-08-01
Wood,2014-2015,0.0116,2015-08-01
Wood,2015-2016,0.0108,2016-08-01
Wood,2010-2011,0.014,2011-08-01
Wood,2012-2013,0.009,2013-08-01
Wood,2013-2014,0.0068,2014-08-01
Wood,2018-2019,0.0126,2019-08-01
Wood,2017-2018,0.0096,2018-08-01
Wood,2011-2012,0.0079,2012-08-01
Yoakum,2017-2018,0.0074,2018-08-01
Yoakum,2016-2017,0.006,2017-08-01
Yoakum,2018-2019,0.0084,2019-08-01
Yoakum,2011-2012,0.0057,2012-08-01
Yoakum,2014-2015,0.0064,2015-08-01
Yoakum,2010-2011,0.0052,2011-08-01
Yoakum,2015-2016,0.0103,2016-08-01
Yoakum,2013-2014,0.0074,2014-08-01
Yoakum,2012-2013,0.0038,2013-08-01
Young,2011-2012,0.0006,2012-08-01
Young,2017-2018,0.0083,2018-08-01
Young,2016-2017,0.0096,2017-08-01
Young,2010-2011,0.0018,2011-08-01
Young,2012-2013,0.0035,2013-08-01
Young,2018-2019,0.0135,2019-08-01
Young,2014-2015,0.0062,2015-08-01
Young,2013-2014,0.0041,2014-08-01
Young,2015-2016,0.0077,2016-08-01
Zapata,2015-2016,0,2016-08-01
Zapata,2010-2011,0,2011-08-01
Zapata,2016-2017,0,2017-08-01
Zapata,2014-2015,0,2015-08-01
Zapata,2013-2014,0,2014-08-01
Zapata,2012-2013,0,2013-08-01
Zapata,2018-2019,0,2019-08-01
Zapata,2011-2012,0,2012-08-01
Zapata,2017-2018,0,2018-08-01
Zavala,2013-2014,0,2014-08-01
Zavala,2011-2012,0.0017,2012-08-01
Zavala,2016-2017,0.0018,2017-08-01
Zavala,2018-2019,0,2019-08-01
Zavala,2015-2016,0.0009,2016-08-01
Zavala,2017-2018,0.0018,2018-08-01
Zavala,2014-2015,0,2015-08-01
Zavala,2010-2011,0.0004,2011-08-01
Zavala,2012-2013,0.0004,2013-08-01
