County,School year,Exemption rate,Year
Edwards,2015-2016,0,2016-08-01
Edwards,2016-2017,0.0038,2017-08-01
El Paso,2013-2014,0.0022,2014-08-01
El Paso,2010-2011,0.0034,2011-08-01
El Paso,2012-2013,0.0014,2013-08-01
El Paso,2014-2015,0.0021,2015-08-01
El Paso,2017-2018,0.003,2018-08-01
El Paso,2016-2017,0.0023,2017-08-01
El Paso,2018-2019,0.0036,2019-08-01
El Paso,2015-2016,0.0024,2016-08-01
El Paso,2011-2012,0.0015,2012-08-01
Ellis,2014-2015,0.0097,2015-08-01
Ellis,2011-2012,0.0057,2012-08-01
Ellis,2016-2017,0.0121,2017-08-01
Ellis,2015-2016,0.0099,2016-08-01
Ellis,2018-2019,0.0169,2019-08-01
Ellis,2010-2011,0.0055,2011-08-01
Ellis,2013-2014,0.0079,2014-08-01
Ellis,2012-2013,0.0069,2013-08-01
Ellis,2017-2018,0.0148,2018-08-01
Erath,2010-2011,0.0029,2011-08-01
Erath,2016-2017,0.0091,2017-08-01
Erath,2011-2012,0.0025,2012-08-01
Erath,2013-2014,0.0045,2014-08-01
Erath,2014-2015,0.0075,2015-08-01
Erath,2017-2018,0.0108,2018-08-01
Erath,2015-2016,0.0132,2016-08-01
Erath,2012-2013,0.0055,2013-08-01
Erath,2018-2019,0.0128,2019-08-01
Falls,2016-2017,0.0043,2017-08-01
Falls,2017-2018,0.0014,2018-08-01
Falls,2012-2013,0.0009,2013-08-01
Falls,2011-2012,0.0009,2012-08-01
Falls,2018-2019,0.0014,2019-08-01
Falls,2010-2011,0.0008,2011-08-01
Falls,2015-2016,0.0023,2016-08-01
Falls,2013-2014,0,2014-08-01
Falls,2014-2015,0.0014,2015-08-01
Fannin,2017-2018,0.0114,2018-08-01
Fannin,2011-2012,0.0098,2012-08-01
Fannin,2015-2016,0.0091,2016-08-01
Fannin,2016-2017,0.0107,2017-08-01
Fannin,2014-2015,0.0093,2015-08-01
Fannin,2013-2014,0.0086,2014-08-01
Fannin,2012-2013,0.0091,2013-08-01
Fannin,2010-2011,0.0074,2011-08-01
Fannin,2018-2019,0.0119,2019-08-01
Fayette,2013-2014,0.0094,2014-08-01
Fayette,2015-2016,0.0092,2016-08-01
Fayette,2011-2012,0.0069,2012-08-01
Fayette,2018-2019,0.0106,2019-08-01
Fayette,2016-2017,0.0089,2017-08-01
Fayette,2017-2018,0.0049,2018-08-01
Fayette,2010-2011,0.005,2011-08-01
Fayette,2012-2013,0.0068,2013-08-01
Fayette,2014-2015,0.0105,2015-08-01
Fisher,2017-2018,0.0099,2018-08-01
Fisher,2015-2016,0.0057,2016-08-01
Fisher,2010-2011,0.0137,2011-08-01
Fisher,2012-2013,0.0107,2013-08-01
Fisher,2013-2014,0.0194,2014-08-01
Fisher,2016-2017,0.0059,2017-08-01
Fisher,2018-2019,0.0054,2019-08-01
Fisher,2011-2012,0.0151,2012-08-01
Fisher,2014-2015,,2015-08-01
Floyd,2012-2013,0,2013-08-01
Floyd,2017-2018,0.0023,2018-08-01
Floyd,2016-2017,0.0017,2017-08-01
Floyd,2018-2019,0.0018,2019-08-01
Floyd,2011-2012,0.0008,2012-08-01
Floyd,2013-2014,0.0009,2014-08-01
Floyd,2010-2011,0,2011-08-01
Floyd,2015-2016,0.0016,2016-08-01
Floyd,2014-2015,0,2015-08-01
Foard,2010-2011,0.0043,2011-08-01
Foard,2014-2015,0,2015-08-01
Foard,2011-2012,0,2012-08-01
Foard,2017-2018,0,2018-08-01
Foard,2012-2013,0,2013-08-01
Foard,2016-2017,0.0044,2017-08-01
Foard,2015-2016,0,2016-08-01
Foard,2018-2019,0,2019-08-01
Foard,2013-2014,0,2014-08-01
Fort Bend,2014-2015,0.005,2015-08-01
Fort Bend,2017-2018,0.0058,2018-08-01
Fort Bend,2013-2014,0.0057,2014-08-01
Fort Bend,2015-2016,0.0045,2016-08-01
Fort Bend,2011-2012,0.0039,2012-08-01
Fort Bend,2010-2011,0.0032,2011-08-01
Fort Bend,2018-2019,0.0069,2019-08-01
Fort Bend,2016-2017,0.0054,2017-08-01
Fort Bend,2012-2013,0.0045,2013-08-01
Franklin,2015-2016,0.0075,2016-08-01
Franklin,2018-2019,0.0057,2019-08-01
Franklin,2010-2011,0.0033,2011-08-01
Franklin,2017-2018,0.0064,2018-08-01
Franklin,2016-2017,0.0083,2017-08-01
Franklin,2011-2012,0.0053,2012-08-01
Franklin,2013-2014,0.0038,2014-08-01
Franklin,2012-2013,0.0026,2013-08-01
Franklin,2014-2015,0.005,2015-08-01
Freestone,2017-2018,0.0099,2018-08-01
Freestone,2014-2015,0.0087,2015-08-01
Freestone,2011-2012,0.0054,2012-08-01
Freestone,2013-2014,0.007,2014-08-01
Freestone,2018-2019,0.0133,2019-08-01
Freestone,2012-2013,0.0065,2013-08-01
Freestone,2010-2011,0.0056,2011-08-01
Freestone,2016-2017,0.0086,2017-08-01
Freestone,2015-2016,0.0076,2016-08-01
Frio,2013-2014,0.001,2014-08-01
Frio,2014-2015,0.0019,2015-08-01
Frio,2015-2016,0.0006,2016-08-01
Frio,2012-2013,0.0007,2013-08-01
Frio,2011-2012,0.001,2012-08-01
Frio,2010-2011,0.0017,2011-08-01
Frio,2017-2018,0.0016,2018-08-01
Frio,2016-2017,0.0003,2017-08-01
Frio,2018-2019,0.0017,2019-08-01
Gaines,2014-2015,0.0435,2015-08-01
Gaines,2013-2014,0.0432,2014-08-01
Gaines,2015-2016,0.0483,2016-08-01
Gaines,2016-2017,0.0626,2017-08-01
Gaines,2012-2013,0.0372,2013-08-01
Gaines,2011-2012,0.0294,2012-08-01
Gaines,2017-2018,0.0878,2018-08-01
Gaines,2018-2019,0.1037,2019-08-01
Gaines,2010-2011,0.0263,2011-08-01
Galveston,2018-2019,0.0141,2019-08-01
Galveston,2016-2017,0.0119,2017-08-01
Galveston,2012-2013,0.0078,2013-08-01
Galveston,2010-2011,0.0053,2011-08-01
Galveston,2013-2014,0.0091,2014-08-01
Galveston,2011-2012,0.0069,2012-08-01
Galveston,2015-2016,0.0099,2016-08-01
Galveston,2017-2018,0.0126,2018-08-01
Galveston,2014-2015,0.0107,2015-08-01
Garza,2012-2013,0.0054,2013-08-01
Garza,2011-2012,0.0045,2012-08-01
Garza,2015-2016,0.006,2016-08-01
Garza,2014-2015,0.003,2015-08-01
Garza,2013-2014,0.0059,2014-08-01
Garza,2018-2019,0.0077,2019-08-01
Garza,2016-2017,0.006,2017-08-01
Garza,2010-2011,0.0011,2011-08-01
Garza,2017-2018,0.0042,2018-08-01
Gillespie,2016-2017,0.0204,2017-08-01
Gillespie,2012-2013,0.0153,2013-08-01
Gillespie,2010-2011,0.012,2011-08-01
Gillespie,2017-2018,0.0292,2018-08-01
Gillespie,2013-2014,0.0175,2014-08-01
Gillespie,2015-2016,0.0177,2016-08-01
Gillespie,2011-2012,0.014,2012-08-01
Gillespie,2018-2019,0.0387,2019-08-01
Gillespie,2014-2015,0.0164,2015-08-01
Glasscock,2017-2018,0.0168,2018-08-01
Glasscock,2011-2012,0,2012-08-01
Glasscock,2014-2015,0.0034,2015-08-01
Glasscock,2013-2014,0,2014-08-01
Glasscock,2018-2019,0.0034,2019-08-01
Glasscock,2016-2017,0,2017-08-01
Glasscock,2010-2011,0,2011-08-01
Glasscock,2015-2016,0,2016-08-01
Glasscock,2012-2013,0,2013-08-01
Goliad,2014-2015,0.0049,2015-08-01
Goliad,2017-2018,0.0045,2018-08-01
Goliad,2012-2013,0.0023,2013-08-01
Goliad,2018-2019,0.0063,2019-08-01
Goliad,2016-2017,0.0071,2017-08-01
Goliad,2015-2016,0.0046,2016-08-01
Goliad,2010-2011,0.0023,2011-08-01
Goliad,2011-2012,0.0016,2012-08-01
Goliad,2013-2014,0.0038,2014-08-01
Gonzales,2014-2015,0.002,2015-08-01
Gonzales,2015-2016,0.0022,2016-08-01
Gonzales,2018-2019,0.0035,2019-08-01
Gonzales,2010-2011,0.0021,2011-08-01
Gonzales,2016-2017,0.0015,2017-08-01
Gonzales,2017-2018,0.002,2018-08-01
Gonzales,2012-2013,0.0016,2013-08-01
Gonzales,2013-2014,0.0026,2014-08-01
Gonzales,2011-2012,0.0019,2012-08-01
Gray,2014-2015,0.0028,2015-08-01
Gray,2015-2016,0.0012,2016-08-01
Gray,2010-2011,0.0023,2011-08-01
Gray,2017-2018,0.0018,2018-08-01
Gray,2013-2014,0.0028,2014-08-01
Gray,2016-2017,0.003,2017-08-01
Gray,2012-2013,0.0021,2013-08-01
Gray,2011-2012,0.0029,2012-08-01
Gray,2018-2019,0.0059,2019-08-01
Grayson,2012-2013,0.0089,2013-08-01
Grayson,2011-2012,0.0063,2012-08-01
Grayson,2010-2011,0.0055,2011-08-01
Grayson,2013-2014,0.0085,2014-08-01
Grayson,2014-2015,0.0095,2015-08-01
Grayson,2017-2018,0.0146,2018-08-01
Grayson,2015-2016,0.0097,2016-08-01
Grayson,2018-2019,0.0168,2019-08-01
Grayson,2016-2017,0.0117,2017-08-01
Gregg,2016-2017,0.0087,2017-08-01
Gregg,2017-2018,0.0111,2018-08-01
Gregg,2015-2016,0.0095,2016-08-01
Gregg,2011-2012,0.0069,2012-08-01
Gregg,2018-2019,0.0132,2019-08-01
Gregg,2014-2015,0.0063,2015-08-01
Gregg,2013-2014,0.0061,2014-08-01
Gregg,2012-2013,0.0128,2013-08-01
Gregg,2010-2011,0.0107,2011-08-01
Grimes,2010-2011,0.0033,2011-08-01
Grimes,2018-2019,0.0106,2019-08-01
Grimes,2016-2017,0.0085,2017-08-01
Grimes,2011-2012,0.0042,2012-08-01
Grimes,2017-2018,0.0095,2018-08-01
Grimes,2015-2016,0.0061,2016-08-01
Grimes,2013-2014,0.0048,2014-08-01
Grimes,2014-2015,0.0057,2015-08-01
Grimes,2012-2013,0.003,2013-08-01
Guadalupe,2015-2016,0.0068,2016-08-01
Guadalupe,2013-2014,0.0073,2014-08-01
Guadalupe,2011-2012,0.0049,2012-08-01
Guadalupe,2012-2013,0.0056,2013-08-01
Guadalupe,2016-2017,0.0063,2017-08-01
Guadalupe,2014-2015,0.0055,2015-08-01
Guadalupe,2018-2019,0.0104,2019-08-01
Guadalupe,2010-2011,0.0029,2011-08-01
Guadalupe,2017-2018,0.0087,2018-08-01
Hale,2015-2016,0.0017,2016-08-01
Hale,2018-2019,0.0067,2019-08-01
Hale,2010-2011,0.0019,2011-08-01
Hale,2014-2015,0.0028,2015-08-01
Hale,2013-2014,0.0029,2014-08-01
Hale,2017-2018,0.0045,2018-08-01
Hale,2016-2017,0.004,2017-08-01
Hale,2011-2012,0.0017,2012-08-01
Hale,2012-2013,0.002,2013-08-01
Hall,2011-2012,0,2012-08-01
Hall,2017-2018,0.0031,2018-08-01
Hall,2016-2017,0.0061,2017-08-01
Hall,2018-2019,0.0031,2019-08-01
Hall,2015-2016,0.0016,2016-08-01
Hall,2012-2013,0,2013-08-01
Hall,2014-2015,0.0021,2015-08-01
Hall,2010-2011,0,2011-08-01
Hall,2013-2014,0,2014-08-01
Hamilton,2015-2016,0.0087,2016-08-01
Hamilton,2013-2014,0.0105,2014-08-01
Hamilton,2010-2011,0.0133,2011-08-01
Hamilton,2014-2015,0.0112,2015-08-01
Hamilton,2018-2019,0.0193,2019-08-01
Hamilton,2017-2018,0.0096,2018-08-01
Hamilton,2011-2012,0.01,2012-08-01
Hamilton,2012-2013,0.0179,2013-08-01
Hamilton,2016-2017,0.0069,2017-08-01
Hansford,2016-2017,0.0111,2017-08-01
Hansford,2014-2015,0.0119,2015-08-01
Hansford,2018-2019,0.0132,2019-08-01
Hansford,2012-2013,0.0104,2013-08-01
Hansford,2011-2012,0.0109,2012-08-01
Hansford,2017-2018,0.0103,2018-08-01
Hansford,2015-2016,0.0133,2016-08-01
Hansford,2010-2011,0.0046,2011-08-01
Hansford,2013-2014,0.0097,2014-08-01
Hardeman,2016-2017,0.0284,2017-08-01
Hardeman,2015-2016,0.0168,2016-08-01
Hardeman,2010-2011,0.0013,2011-08-01
Hardeman,2018-2019,0.014,2019-08-01
Hardeman,2013-2014,0.0086,2014-08-01
Hardeman,2012-2013,0.0044,2013-08-01
Hardeman,2017-2018,0,2018-08-01
Hardeman,2014-2015,0.0137,2015-08-01
Hardeman,2011-2012,0.0043,2012-08-01
Hardin,2013-2014,0.0063,2014-08-01
Hardin,2010-2011,0.0053,2011-08-01
Hardin,2015-2016,0.0084,2016-08-01
Hardin,2016-2017,0.0096,2017-08-01
Hardin,2017-2018,0.0102,2018-08-01
Hardin,2012-2013,0.006,2013-08-01
Hardin,2018-2019,0.015,2019-08-01
Hardin,2011-2012,0.0052,2012-08-01
Hardin,2014-2015,0.0048,2015-08-01
Harris,2015-2016,0.0062,2016-08-01
Harris,2016-2017,0.0072,2017-08-01
Harris,2014-2015,0.0059,2015-08-01
Harris,2017-2018,0.0083,2018-08-01
Harris,2013-2014,0.0057,2014-08-01
Harris,2011-2012,0.0039,2012-08-01
Harris,2010-2011,0.0033,2011-08-01
Harris,2012-2013,0.0043,2013-08-01
Harris,2018-2019,0.009,2019-08-01
Harrison,2018-2019,0.0099,2019-08-01
Harrison,2011-2012,0.004,2012-08-01
Harrison,2017-2018,0.0078,2018-08-01
Harrison,2015-2016,0.0049,2016-08-01
Harrison,2010-2011,0.0027,2011-08-01
Harrison,2013-2014,0.0049,2014-08-01
Harrison,2014-2015,0.0066,2015-08-01
Harrison,2012-2013,0.0042,2013-08-01
Harrison,2016-2017,0.0062,2017-08-01
Hartley,2017-2018,0.0269,2018-08-01
Hartley,2014-2015,0.011,2015-08-01
Hartley,2012-2013,0.0147,2013-08-01
Hartley,2013-2014,0.015,2014-08-01
Hartley,2011-2012,0.0148,2012-08-01
Hartley,2018-2019,0.0231,2019-08-01
Hartley,2016-2017,0.0406,2017-08-01
Hartley,2015-2016,0.0224,2016-08-01
Hartley,2010-2011,0.015,2011-08-01
Haskell,2013-2014,0.0025,2014-08-01
Haskell,2014-2015,0.0024,2015-08-01
Haskell,2015-2016,0.004,2016-08-01
Haskell,2018-2019,0.005,2019-08-01
Haskell,2011-2012,0,2012-08-01
Haskell,2010-2011,0.0011,2011-08-01
Haskell,2017-2018,0.0065,2018-08-01
Haskell,2012-2013,0.0012,2013-08-01
Haskell,2016-2017,0.0037,2017-08-01
Hays,2013-2014,0.0157,2014-08-01
Hays,2015-2016,0.0196,2016-08-01
Hays,2014-2015,0.0175,2015-08-01
Hays,2012-2013,0.0139,2013-08-01
Hays,2010-2011,0.0117,2011-08-01
Hays,2018-2019,0.0204,2019-08-01
Hays,2016-2017,0.022,2017-08-01
Hays,2017-2018,0.0209,2018-08-01
Hays,2011-2012,0.0083,2012-08-01
Hemphill,2016-2017,0.0063,2017-08-01
Hemphill,2017-2018,0.0135,2018-08-01
Hemphill,2018-2019,0.0131,2019-08-01
Hemphill,2014-2015,0.0086,2015-08-01
Hemphill,2010-2011,0.0071,2011-08-01
Hemphill,2013-2014,0.0062,2014-08-01
Hemphill,2011-2012,0.0147,2012-08-01
Hemphill,2012-2013,0.01,2013-08-01
Hemphill,2015-2016,0.0103,2016-08-01
Henderson,2012-2013,0.0044,2013-08-01
Henderson,2016-2017,0.011,2017-08-01
Henderson,2010-2011,0.0026,2011-08-01
Henderson,2014-2015,0.0071,2015-08-01
Henderson,2017-2018,0.013,2018-08-01
Henderson,2018-2019,0.0148,2019-08-01
Henderson,2013-2014,0.0066,2014-08-01
Henderson,2011-2012,0.0031,2012-08-01
Henderson,2015-2016,0.0084,2016-08-01
Hidalgo,2016-2017,0.0014,2017-08-01
Hidalgo,2013-2014,0.001,2014-08-01
Hidalgo,2014-2015,0.0005,2015-08-01
Hidalgo,2018-2019,0.0024,2019-08-01
Hidalgo,2015-2016,0.001,2016-08-01
Hidalgo,2012-2013,0.0007,2013-08-01
Hidalgo,2011-2012,0.0005,2012-08-01
Hidalgo,2010-2011,0.0005,2011-08-01
Hidalgo,2017-2018,0.0019,2018-08-01
Hill,2017-2018,0.0075,2018-08-01
Hill,2012-2013,0.0071,2013-08-01
Hill,2015-2016,0.0054,2016-08-01
Hill,2016-2017,0.0066,2017-08-01
Hill,2018-2019,0.0094,2019-08-01
Hill,2014-2015,0.0047,2015-08-01
Hill,2010-2011,0.0033,2011-08-01
Hill,2013-2014,0.0048,2014-08-01
Hill,2011-2012,0.0043,2012-08-01
Hockley,2012-2013,0.0059,2013-08-01
Hockley,2015-2016,0.0059,2016-08-01
Hockley,2018-2019,0.01,2019-08-01
Hockley,2010-2011,0.0057,2011-08-01
Hockley,2011-2012,0.0046,2012-08-01
Hockley,2016-2017,0.0088,2017-08-01
Hockley,2017-2018,0.0058,2018-08-01
Hockley,2013-2014,0.0056,2014-08-01
Hockley,2014-2015,0.0047,2015-08-01
Hood,2013-2014,0.008,2014-08-01
Hood,2010-2011,0.0105,2011-08-01
Hood,2016-2017,0.0219,2017-08-01
Hood,2015-2016,0.0173,2016-08-01
Hood,2017-2018,0.0207,2018-08-01
Hood,2018-2019,0.0257,2019-08-01
Hood,2011-2012,0.0117,2012-08-01
Hood,2012-2013,0.0134,2013-08-01
Hood,2014-2015,0.0113,2015-08-01
Hopkins,2014-2015,0.0056,2015-08-01
Hopkins,2012-2013,0.0052,2013-08-01
Hopkins,2018-2019,0.0088,2019-08-01
Hopkins,2010-2011,0.0031,2011-08-01
Hopkins,2017-2018,0.0102,2018-08-01
Hopkins,2015-2016,0.0077,2016-08-01
Hopkins,2016-2017,0.0094,2017-08-01
Hopkins,2011-2012,0.0043,2012-08-01
Hopkins,2013-2014,0.0059,2014-08-01
Houston,2017-2018,0.0107,2018-08-01
Houston,2012-2013,0.0017,2013-08-01
Houston,2016-2017,0.0077,2017-08-01
Houston,2013-2014,0.0017,2014-08-01
Houston,2010-2011,0.0015,2011-08-01
Houston,2014-2015,0.0015,2015-08-01
Houston,2011-2012,0.0017,2012-08-01
Houston,2015-2016,0.0057,2016-08-01
Houston,2018-2019,0.0134,2019-08-01
Howard,2016-2017,0.009,2017-08-01
Howard,2017-2018,0.0086,2018-08-01
Howard,2011-2012,0.0028,2012-08-01
Howard,2014-2015,0.0075,2015-08-01
Howard,2012-2013,0.0037,2013-08-01
Howard,2018-2019,0.008,2019-08-01
Howard,2010-2011,0.0022,2011-08-01
Howard,2013-2014,0.0059,2014-08-01
Howard,2015-2016,0.0071,2016-08-01
Hudspeth,2017-2018,0.0018,2018-08-01
Hudspeth,2010-2011,0,2011-08-01
Hudspeth,2013-2014,0,2014-08-01
Hudspeth,2015-2016,0,2016-08-01
Hudspeth,2014-2015,0,2015-08-01
Hudspeth,2012-2013,0,2013-08-01
Hudspeth,2018-2019,0.002,2019-08-01
Hudspeth,2016-2017,0.0078,2017-08-01
Hudspeth,2011-2012,0,2012-08-01
Hunt,2015-2016,0.0077,2016-08-01
Hunt,2017-2018,0.0098,2018-08-01
Hunt,2018-2019,0.0096,2019-08-01
Hunt,2016-2017,0.0082,2017-08-01
Hunt,2014-2015,0.008,2015-08-01
Hunt,2012-2013,0.0058,2013-08-01
Hunt,2013-2014,0.0072,2014-08-01
Hunt,2010-2011,0.0033,2011-08-01
Hunt,2011-2012,0.005,2012-08-01
Hutchinson,2017-2018,0.0129,2018-08-01
Hutchinson,2015-2016,0.0089,2016-08-01
Hutchinson,2014-2015,0.0081,2015-08-01
Hutchinson,2011-2012,0.0052,2012-08-01
Hutchinson,2010-2011,0.004,2011-08-01
Hutchinson,2012-2013,0.0042,2013-08-01
Hutchinson,2016-2017,0.0077,2017-08-01
Hutchinson,2013-2014,0.0067,2014-08-01
Hutchinson,2018-2019,0.0158,2019-08-01
Irion,2013-2014,0.0124,2014-08-01
Irion,2012-2013,0.0133,2013-08-01
Irion,2016-2017,0.0077,2017-08-01
Irion,2014-2015,0.018,2015-08-01
Irion,2015-2016,0.0062,2016-08-01
Irion,2017-2018,0.0108,2018-08-01
Irion,2010-2011,0.0091,2011-08-01
Irion,2018-2019,0.0112,2019-08-01
Irion,2011-2012,0.0092,2012-08-01
Jack,2014-2015,0.0039,2015-08-01
Jack,2017-2018,0.0095,2018-08-01
Jack,2012-2013,0.0065,2013-08-01
Jack,2018-2019,0.0127,2019-08-01
Jack,2011-2012,0.0007,2012-08-01
Jack,2016-2017,0.0105,2017-08-01
Jack,2013-2014,0.0026,2014-08-01
Jack,2010-2011,0.0007,2011-08-01
Jack,2015-2016,0.0078,2016-08-01
Jackson,2018-2019,0.0057,2019-08-01
Jackson,2011-2012,0.0051,2012-08-01
Jackson,2016-2017,0.0076,2017-08-01
Jackson,2017-2018,0.006,2018-08-01
Jackson,2014-2015,0.0051,2015-08-01
Jackson,2010-2011,0.0057,2011-08-01
Jackson,2015-2016,0.0055,2016-08-01
Jackson,2013-2014,0.0041,2014-08-01
Jackson,2012-2013,0.0061,2013-08-01
Jasper,2017-2018,0.0138,2018-08-01
Jasper,2015-2016,0.0064,2016-08-01
Jasper,2012-2013,0.005,2013-08-01
Jasper,2011-2012,0.0051,2012-08-01
Jasper,2014-2015,0.0052,2015-08-01
Jasper,2018-2019,0.0174,2019-08-01
Jasper,2010-2011,0.0027,2011-08-01
Jasper,2013-2014,0.0047,2014-08-01
Jasper,2016-2017,0.0102,2017-08-01
Jeff Davis,2011-2012,0.0203,2012-08-01
Jeff Davis,2018-2019,0.0197,2019-08-01
Jeff Davis,2015-2016,0.003,2016-08-01
Jeff Davis,2010-2011,0.0317,2011-08-01
Jeff Davis,2017-2018,0.0319,2018-08-01
Jeff Davis,2016-2017,0.0031,2017-08-01
Jeff Davis,2014-2015,0.0203,2015-08-01
Jeff Davis,2012-2013,0.0217,2013-08-01
Jeff Davis,2013-2014,0.0307,2014-08-01
Jefferson,2017-2018,0.0066,2018-08-01
Jefferson,2013-2014,0.0037,2014-08-01
Jefferson,2011-2012,0.0019,2012-08-01
Jefferson,2015-2016,0.0053,2016-08-01
Jefferson,2018-2019,0.0079,2019-08-01
Jefferson,2010-2011,0.0016,2011-08-01
Jefferson,2016-2017,0.0049,2017-08-01
Jefferson,2012-2013,0.003,2013-08-01
Jefferson,2014-2015,0.0041,2015-08-01
Jim Hogg,2011-2012,0,2012-08-01
Jim Hogg,2015-2016,0.0009,2016-08-01
Jim Hogg,2010-2011,0,2011-08-01
Jim Hogg,2016-2017,0,2017-08-01
Jim Hogg,2014-2015,0.0018,2015-08-01
Jim Hogg,2012-2013,0.0028,2013-08-01
Jim Hogg,2013-2014,0.0029,2014-08-01
Jim Hogg,2017-2018,0.0009,2018-08-01
Jim Hogg,2018-2019,0.0009,2019-08-01
Jim Wells,2015-2016,0.0016,2016-08-01
Jim Wells,2017-2018,0.002,2018-08-01
Jim Wells,2014-2015,0.0012,2015-08-01
Jim Wells,2016-2017,0.0021,2017-08-01
Jim Wells,2013-2014,0.0007,2014-08-01
Jim Wells,2010-2011,0.0007,2011-08-01
Jim Wells,2011-2012,0.0009,2012-08-01
Jim Wells,2018-2019,0.0033,2019-08-01
Jim Wells,2012-2013,0.0007,2013-08-01
Johnson,2017-2018,0.0176,2018-08-01
Johnson,2015-2016,0.0126,2016-08-01
Johnson,2016-2017,0.0155,2017-08-01
Johnson,2011-2012,0.007,2012-08-01
Johnson,2014-2015,0.0095,2015-08-01
Johnson,2013-2014,0.0089,2014-08-01
Johnson,2012-2013,0.0074,2013-08-01
Johnson,2018-2019,0.0211,2019-08-01
Johnson,2010-2011,0.0052,2011-08-01
Jones,2018-2019,0.0063,2019-08-01
Jones,2016-2017,0.0066,2017-08-01
Jones,2012-2013,0.003,2013-08-01
Jones,2010-2011,0.0004,2011-08-01
Jones,2014-2015,0.0043,2015-08-01
Jones,2011-2012,0.002,2012-08-01
Jones,2015-2016,0.0059,2016-08-01
Jones,2013-2014,0.0022,2014-08-01
Jones,2017-2018,0.005,2018-08-01
Karnes,2015-2016,0.0038,2016-08-01
Karnes,2016-2017,0.0046,2017-08-01
Karnes,2018-2019,0.0035,2019-08-01
Karnes,2017-2018,0.0049,2018-08-01
Karnes,2014-2015,0.0058,2015-08-01
Karnes,2013-2014,0.0047,2014-08-01
Karnes,2012-2013,0.0048,2013-08-01
Karnes,2010-2011,0.0046,2011-08-01
Karnes,2011-2012,0.001,2012-08-01
Kaufman,2014-2015,0.0063,2015-08-01
Kaufman,2012-2013,0.0049,2013-08-01
Kaufman,2017-2018,0.0098,2018-08-01
Kaufman,2016-2017,0.0085,2017-08-01
Kaufman,2018-2019,0.0115,2019-08-01
Kaufman,2015-2016,0.0067,2016-08-01
Kaufman,2013-2014,0.0049,2014-08-01
Kaufman,2010-2011,0.004,2011-08-01
Kaufman,2011-2012,0.0041,2012-08-01
Kendall,2010-2011,0.0124,2011-08-01
Kendall,2016-2017,0.0295,2017-08-01
Kendall,2015-2016,0.025,2016-08-01
Kendall,2013-2014,0.0241,2014-08-01
Kendall,2017-2018,0.0304,2018-08-01
Kendall,2018-2019,0.0334,2019-08-01
Kendall,2014-2015,0.0297,2015-08-01
Kendall,2012-2013,0.021,2013-08-01
Kendall,2011-2012,0.0173,2012-08-01
Kenedy,2014-2015,0,2015-08-01
Kenedy,2015-2016,0,2016-08-01
Kenedy,2010-2011,0,2011-08-01
Kenedy,2018-2019,0,2019-08-01
Kenedy,2016-2017,0,2017-08-01
Kenedy,2011-2012,0,2012-08-01
Kenedy,2012-2013,0,2013-08-01
Kenedy,2017-2018,0,2018-08-01
Kenedy,2013-2014,0,2014-08-01
Kent,2016-2017,0,2017-08-01
Kent,2012-2013,0.0148,2013-08-01
Kent,2017-2018,,2018-08-01
Kent,2010-2011,0.0131,2011-08-01
Kent,2015-2016,0.0265,2016-08-01
Kent,2018-2019,,2019-08-01
Kent,2014-2015,0.0265,2015-08-01
Kent,2011-2012,0.0135,2012-08-01
Kent,2013-2014,0.0156,2014-08-01
Kerr,2016-2017,0.017,2017-08-01
Kerr,2010-2011,0.0093,2011-08-01
Kerr,2018-2019,0.0256,2019-08-01
Kerr,2012-2013,0.0136,2013-08-01
Kerr,2013-2014,0.0133,2014-08-01
Kerr,2011-2012,0.01,2012-08-01
Kerr,2014-2015,0.0144,2015-08-01
Kerr,2015-2016,0.0158,2016-08-01
Kerr,2017-2018,0.0195,2018-08-01
Kimble,2018-2019,0.0177,2019-08-01
Kimble,2014-2015,0.0048,2015-08-01
Kimble,2012-2013,0.0063,2013-08-01
Kimble,2011-2012,0.0048,2012-08-01
Kimble,2017-2018,0.0087,2018-08-01
Kimble,2016-2017,0,2017-08-01
Kimble,2013-2014,0.0016,2014-08-01
Kimble,2015-2016,0,2016-08-01
Kimble,2010-2011,0.0046,2011-08-01
King,2012-2013,0,2013-08-01
King,2016-2017,0.028,2017-08-01
King,2018-2019,0.0777,2019-08-01
King,2013-2014,0,2014-08-01
King,2010-2011,0.0175,2011-08-01
King,2017-2018,,2018-08-01
King,2015-2016,0.0087,2016-08-01
King,2014-2015,0.0089,2015-08-01
King,2011-2012,0.0196,2012-08-01
Kinney,2010-2011,0,2011-08-01
Kinney,2012-2013,0.0068,2013-08-01
Kinney,2018-2019,0.0018,2019-08-01
Kinney,2014-2015,0.0062,2015-08-01
Kinney,2017-2018,0,2018-08-01
Kinney,2013-2014,0,2014-08-01
Kinney,2015-2016,0,2016-08-01
Kinney,2016-2017,0,2017-08-01
Kinney,2011-2012,0,2012-08-01
Kleberg,2010-2011,0.0047,2011-08-01
Kleberg,2018-2019,0.0067,2019-08-01
Kleberg,2016-2017,0.0047,2017-08-01
Kleberg,2012-2013,0.0051,2013-08-01
Kleberg,2015-2016,0.0044,2016-08-01
Kleberg,2011-2012,0.0062,2012-08-01
Kleberg,2013-2014,0.0062,2014-08-01
Kleberg,2017-2018,0.0064,2018-08-01
Kleberg,2014-2015,0.0069,2015-08-01
Knox,2011-2012,0.0041,2012-08-01
