CAMPUS,CPETBILC,CPETBILP,CPETG9XC,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVHSC,CPETVHSP,CPETVOCC,CPETVOCP,CPNTBILC,CPNTBILP,CPNTG9XC,CPNTGIFC,CPNTGIFP,CPNTSPEC,CPNTSPEP,CPNTVHSC,CPNTVHSP
"057905158",187,44,0,38,8.9,45,10.6,0,0,0,0,187,44,0,38,8.9,45,10.6,0,.
"057905159",428,59.8,0,49,6.8,47,6.6,0,0,0,0,428,59.8,0,49,6.8,47,6.6,0,.
"057905160",95,40.8,0,35,15,15,6.4,0,0,0,0,95,40.8,0,35,15,15,6.4,0,.
"057905161",268,55.3,0,53,10.9,41,8.5,0,0,0,0,268,55.1,0,53,10.9,42,8.6,0,.
"057905162",144,20.5,0,67,9.5,75,10.7,0,0,0,0,144,20.5,0,67,9.5,76,10.8,0,.
"057905163",82,22.2,0,29,7.8,51,13.8,0,0,0,0,82,22.2,0,29,7.8,51,13.8,0,.
"057905164",354,57.7,0,58,9.4,78,12.7,0,0,0,0,354,57.7,0,58,9.4,78,12.7,0,.
"057905166",467,66.8,0,67,9.6,46,6.6,0,0,0,0,467,66.8,0,67,9.6,46,6.6,0,.
"057905167",403,52,0,95,12.3,95,12.3,0,0,0,0,403,52,0,95,12.3,95,12.3,0,.
"057905168",327,72.5,0,55,12.2,41,9.1,0,0,0,0,327,72.5,0,55,12.2,41,9.1,0,.
"057905169",349,55.6,0,81,12.9,106,16.9,0,0,0,0,349,55.6,0,81,12.9,106,16.9,0,.
"057905170",275,51.4,0,36,6.7,40,7.5,0,0,0,0,275,51.4,0,36,6.7,40,7.5,0,.
"057905171",103,10.2,0,408,40.5,58,5.8,0,0,0,0,103,10.2,0,408,40.5,58,5.8,0,.
"057905172",372,53.4,0,69,9.9,58,8.3,0,0,0,0,372,53.4,0,69,9.9,58,8.3,0,.
"057905173",320,45.3,0,99,14,63,8.9,0,0,0,0,321,45.3,0,99,14,63,8.9,0,.
"057905174",135,31.1,0,59,13.6,59,13.6,0,0,0,0,135,31.1,0,59,13.6,59,13.6,0,.
"057905175",151,32.8,0,41,8.9,39,8.5,0,0,0,0,151,32.8,0,41,8.9,39,8.5,0,.
"057905176",491,82.7,0,25,4.2,69,11.6,0,0,0,0,491,82.7,0,25,4.2,69,11.6,0,.
"057905177",246,53.2,0,52,11.3,34,7.4,0,0,0,0,246,53.2,0,52,11.3,34,7.4,0,.
"057905178",175,41.9,0,37,8.9,54,12.9,0,0,0,0,175,41.9,0,37,8.9,54,12.9,0,.
"057905180",310,63.8,0,59,12.1,48,9.9,0,0,0,0,310,63.8,0,59,12.1,48,9.9,0,.
"057905181",319,50.2,0,63,9.9,79,12.4,0,0,0,0,319,50.2,0,63,9.9,79,12.4,0,.
"057905182",604,83.7,0,64,8.9,82,11.4,0,0,0,0,604,83.5,0,64,8.9,83,11.5,0,.
"057905183",73,15.9,0,52,11.3,32,7,0,0,0,0,73,15.9,0,52,11.3,32,7,0,.
"057905184",111,40.2,0,52,18.8,37,13.4,0,0,0,0,111,40.2,0,52,18.8,37,13.4,0,.
"057905185",163,56.2,0,46,15.9,24,8.3,0,0,0,0,163,56.2,0,46,15.9,24,8.3,0,.
"057905186",119,42.7,0,95,34.1,20,7.2,0,0,0,0,119,42.7,0,95,34.1,20,7.2,0,.
"057905187",390,53.9,0,100,13.8,108,14.9,0,0,0,0,390,53.8,0,100,13.8,109,15,0,.
"057905188",255,46.4,0,82,14.9,66,12,0,0,0,0,255,46.4,0,82,14.9,66,12,0,.
"057905189",87,33.2,0,35,13.4,28,10.7,0,0,0,0,87,33.2,0,35,13.4,28,10.7,0,.
"057905190",255,52.7,0,53,11,62,12.8,0,0,0,0,255,52.7,0,53,11,62,12.8,0,.
"057905191",9,1.9,0,34,7.1,50,10.4,0,0,0,0,9,1.9,0,34,7.1,50,10.4,0,.
"057905192",173,62.9,0,20,7.3,20,7.3,0,0,0,0,173,62.9,0,20,7.3,20,7.3,0,.
"057905193",295,64.1,0,40,8.7,59,12.8,0,0,0,0,295,64.1,0,40,8.7,59,12.8,0,.
"057905194",233,55.2,0,57,13.5,59,14,0,0,0,0,233,55.2,0,57,13.5,59,14,0,.
"057905195",259,60.4,0,60,14,41,9.6,0,0,0,0,259,60.4,0,60,14,41,9.6,0,.
"057905197",226,73.1,0,40,12.9,36,11.7,0,0,0,0,226,73.1,0,40,12.9,36,11.7,0,.
"057905198",269,48.4,0,51,9.2,75,13.5,0,0,0,0,269,48.4,0,51,9.2,75,13.5,0,.
"057905199",224,44.4,0,48,9.5,42,8.3,0,0,0,0,224,44.4,0,48,9.5,42,8.3,0,.
"057905200",219,35.2,0,45,7.2,45,7.2,0,0,0,0,219,35.2,0,45,7.2,45,7.2,0,.
"057905201",23,4.3,0,65,12.1,49,9.1,0,0,0,0,23,4.3,0,65,12.1,49,9.1,0,.
"057905202",298,58.3,0,54,10.6,36,7,0,0,0,0,298,58.3,0,54,10.6,36,7,0,.
"057905203",261,52.1,0,78,15.6,69,13.8,0,0,0,0,261,52,0,78,15.5,70,13.9,0,.
"057905204",464,47.9,0,84,8.7,70,7.2,0,0,0,0,464,47.9,0,84,8.7,70,7.2,0,.
"057905205",445,68.8,0,69,10.7,37,5.7,0,0,0,0,445,68.8,0,69,10.7,37,5.7,0,.
"057905206",415,56.5,0,119,16.2,53,7.2,0,0,22,3,415,56.5,0,119,16.2,53,7.2,0,.
"057905207",296,64.3,0,46,10,38,8.3,0,0,0,0,296,64.2,0,46,10,39,8.5,0,.
"057905208",311,44.4,0,81,11.6,76,10.9,0,0,0,0,311,44.4,0,81,11.6,76,10.9,0,.
"057905209",444,68.5,0,97,15,66,10.2,0,0,0,0,444,68.5,0,97,15,66,10.2,0,.
"057905210",399,58.8,0,96,14.1,57,8.4,0,0,0,0,399,58.8,0,96,14.1,57,8.4,0,.
"057905211",451,64.1,0,111,15.8,54,7.7,0,0,0,0,451,64.1,0,111,15.8,54,7.7,0,.
"057905212",145,21.4,0,278,41.1,16,2.4,0,0,0,0,145,21.4,0,278,41.1,16,2.4,0,.
"057905213",176,50.9,0,56,16.2,20,5.8,0,0,0,0,176,50.9,0,56,16.2,20,5.8,0,.
"057905215",4,1.6,0,41,16.4,39,15.6,0,0,0,0,4,1.6,0,41,16.4,39,15.6,0,.
"057905216",340,43.9,0,91,11.8,66,8.5,0,0,0,0,340,43.9,0,91,11.8,66,8.5,0,.
"057905217",12,2.3,0,478,91.7,12,2.3,0,0,50,9.6,12,2.3,0,478,91.7,12,2.3,0,.
"057905218",552,51.6,0,69,6.4,63,5.9,0,0,0,0,552,51.6,0,69,6.4,63,5.9,0,.
"057905219",6,2.2,0,27,10.1,26,9.7,0,0,0,0,6,2.2,0,27,10.1,26,9.7,0,.
"057905220",53,24.4,0,54,24.9,22,10.1,0,0,0,0,53,24.4,0,54,24.9,22,10.1,0,.
"057905222",353,62.4,0,50,8.8,46,8.1,0,0,0,0,353,62.4,0,50,8.8,46,8.1,0,.
"057905224",295,74.3,0,67,16.9,31,7.8,0,0,0,0,295,74.3,0,67,16.9,31,7.8,0,.
"057905225",155,39.7,0,42,10.8,64,16.4,0,0,0,0,155,39.7,0,42,10.8,64,16.4,0,.
"057905226",280,53.2,0,57,10.8,49,9.3,0,0,0,0,280,53.2,0,57,10.8,49,9.3,0,.
"057905229",547,65,0,61,7.3,68,8.1,0,0,0,0,547,65,0,61,7.3,68,8.1,0,.
"057905230",285,59.7,0,58,12.2,48,10.1,0,0,0,0,285,59.7,0,58,12.2,48,10.1,0,.
"057905232",218,52.2,0,40,9.6,42,10,0,0,0,0,218,52.2,0,40,9.6,42,10,0,.
"057905233",293,67.4,0,38,8.7,32,7.4,0,0,0,0,293,67.4,0,38,8.7,32,7.4,0,.
"057905234",454,72.6,0,67,10.7,38,6.1,0,0,0,0,454,72.6,0,67,10.7,38,6.1,0,.
"057905235",35,10.3,0,19,5.6,50,14.7,0,0,0,0,35,10.3,0,19,5.6,50,14.7,0,.
"057905236",200,41.8,0,31,6.5,39,8.1,0,0,0,0,200,41.8,0,31,6.5,39,8.1,0,.
"057905237",261,47.2,0,64,11.6,50,9,0,0,0,0,261,47.2,0,64,11.6,50,9,0,.
"057905239",258,50.4,0,60,11.7,33,6.4,0,0,0,0,258,50.4,0,60,11.7,33,6.4,0,.
"057905240",292,42.1,0,49,7.1,41,5.9,0,0,0,0,292,42.1,0,49,7.1,41,5.9,0,.
"057905241",0,0,0,2,25,0,0,0,0,0,0,0,0,0,2,25,0,0,0,.
"057905244",423,54.4,0,54,6.9,69,8.9,0,0,0,0,423,54.4,0,54,6.9,69,8.9,0,.
"057905247",317,53.2,0,55,9.2,93,15.6,0,0,0,0,317,53.2,0,55,9.2,93,15.6,0,.
"057905250",156,38.2,0,40,9.8,30,7.4,0,0,0,0,156,38.2,0,40,9.8,30,7.4,0,.
"057905260",283,59,0,55,11.5,56,11.7,0,0,0,0,283,59,0,55,11.5,56,11.7,0,.
"057905263",43,14.1,0,73,23.9,10,3.3,0,0,0,0,43,14.1,0,73,23.9,10,3.3,0,.
"057905264",48,8.6,0,41,7.3,50,8.9,0,0,0,0,48,8.6,0,41,7.3,50,8.9,0,.
"057905265",299,39.4,0,73,9.6,82,10.8,0,0,0,0,299,39.4,0,73,9.6,82,10.8,0,.
"057905266",158,33.2,0,55,11.6,49,10.3,0,0,0,0,158,33.2,0,55,11.6,49,10.3,0,.
"057905270",249,38.7,0,91,14.1,85,13.2,0,0,0,0,249,38.6,0,91,14.1,86,13.3,0,.
"057905271",702,83.1,0,70,8.3,43,5.1,0,0,0,0,702,83.1,0,70,8.3,43,5.1,0,.
"057905272",197,50.1,0,17,4.3,66,16.8,0,0,0,0,197,50.1,0,17,4.3,66,16.8,0,.
"057905273",324,63.9,0,51,10.1,43,8.5,0,0,0,0,324,63.9,0,51,10.1,43,8.5,0,.
"057905274",352,53,0,68,10.2,74,11.1,0,0,0,0,352,53,0,68,10.2,74,11.1,0,.
"057905275",383,60.8,0,65,10.3,35,5.6,0,0,0,0,383,60.8,0,65,10.3,35,5.6,0,.
"057905276",383,54.7,0,84,12,85,12.1,0,0,0,0,383,54.7,0,84,12,85,12.1,0,.
"057905277",185,40.3,0,63,13.7,48,10.5,0,0,0,0,185,40.3,0,63,13.7,48,10.5,0,.
"057905278",435,83.8,0,56,10.8,49,9.4,0,0,0,0,435,83.8,0,56,10.8,49,9.4,0,.
"057905279",235,37.8,0,40,6.4,60,9.6,0,0,0,0,235,37.8,0,40,6.4,60,9.6,0,.
"057905280",698,59.3,0,106,9,86,7.3,0,0,0,0,698,59.3,0,106,9,86,7.3,0,.
"057905281",250,36.8,0,58,8.5,84,12.4,0,0,0,0,250,36.8,0,58,8.5,84,12.4,0,.
"057905283",223,61.6,0,62,17.1,40,11,0,0,0,0,223,61.4,0,62,17.1,41,11.3,0,.
"057905284",496,64.2,0,60,7.8,86,11.1,0,0,0,0,496,64.2,0,60,7.8,86,11.1,0,.
"057905285",86,32.3,0,30,11.3,19,7.1,0,0,0,0,86,32.3,0,30,11.3,19,7.1,0,.
"057905286",515,75.4,0,50,7.3,45,6.6,0,0,0,0,515,75.4,0,50,7.3,45,6.6,0,.
"057905287",336,63.9,0,80,15.2,57,10.8,0,0,0,0,336,63.9,0,80,15.2,57,10.8,0,.
"057905289",357,66.4,0,52,9.7,34,6.3,0,0,0,0,357,66.4,0,52,9.7,34,6.3,0,.
"057905300",37,35.9,0,0,0,3,2.9,0,0,0,0,37,35.9,0,0,0,3,2.9,0,.
"057905301",399,44.3,0,54,6,61,6.8,0,0,0,0,399,44.3,0,54,6,61,6.8,0,.
"057905302",0,0,0,0,0,30,96.8,0,0,0,0,0,0,0,0,0,70,98.6,0,.
"057905303",409,64.9,0,77,12.2,44,7,0,0,0,0,409,64.9,0,77,12.2,44,7,0,.
"057905304",273,38,0,54,7.5,75,10.4,0,0,0,0,273,38,0,54,7.5,75,10.4,0,.
"057905305",400,58,0,55,8,67,9.7,0,0,0,0,400,58,0,55,8,67,9.7,0,.
"057905306",181,32.3,0,149,26.6,40,7.1,0,0,0,0,181,32.3,0,149,26.6,40,7.1,0,.
"057905352",575,46.8,0,232,18.9,105,8.6,0,0,444,36.2,575,46.8,0,232,18.9,105,8.6,0,.
"057905353",719,53.9,0,179,13.4,163,12.2,0,0,258,19.3,719,53.8,0,179,13.4,163,12.2,0,.
"057905354",197,26.8,0,86,11.7,97,13.2,0,0,113,15.4,197,26.8,0,86,11.7,97,13.2,0,.
"057905359",149,81.4,0,60,32.8,3,1.6,0,0,37,20.2,149,81.4,0,60,32.8,3,1.6,0,.
"057905360",213,41,0,137,26.4,31,6,0,0,30,5.8,213,41,0,137,26.4,31,6,0,.
"057905362",109,30.4,0,80,22.3,57,15.9,0,0,358,100,109,30.4,0,80,22.3,57,15.9,0,.
"057905363",251,83.4,0,179,59.5,0,0,0,0,0,0,251,83.4,0,179,59.5,0,0,0,.
"057905380",265,27.5,965,74,7.7,119,12.3,266,27.6,678,70.3,265,27.4,966,74,7.7,120,12.4,267,27.6
"057905381",126,27.5,152,270,59,9,2,2,1.3,69,15.1,126,27.5,152,270,59,9,2,2,1.3
"057905382",89,31.1,286,33,11.5,39,13.6,122,42.7,278,97.2,89,31.1,286,33,11.5,39,13.6,122,42.7
"057905383",39,19.2,203,29,14.3,25,12.3,39,19.2,203,100,39,19.2,203,29,14.3,25,12.3,39,19.2
"057905384",100,30.6,0,220,67.3,14,4.3,0,0,0,0,100,30.6,0,220,67.3,14,4.3,0,.
"057905385",134,58.5,0,21,9.2,15,6.6,0,0,0,0,134,58.5,0,21,9.2,15,6.6,0,.
"057905386",144,47.2,0,46,15.1,24,7.9,0,0,0,0,144,47.2,0,46,15.1,24,7.9,0,.
"057905387",23,31.1,74,27,36.5,1,1.4,0,0,28,37.8,23,31.1,74,27,36.5,1,1.4,0,0
"057905550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"057905551",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.
"057905552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"057905553",1,2.5,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,.
"057905560",1,2.9,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,.
"057905561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"057905562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"057905565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"057905566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"057905569",0,0,0,0,0,6,28.6,0,0,0,0,0,0,0,0,0,6,28.6,0,.
"057906001",101,3.5,2863,304,10.6,269,9.4,1455,50.8,2577,90,101,3.5,2864,304,10.6,270,9.4,1455,50.8
"057906008",0,0,42,1,2.1,0,0,10,23.8,11,23.4,0,0,42,1,2.1,0,0,10,23.8
"057906041",15,2.7,0,31,5.7,66,12.1,0,0,0,0,15,2.7,0,31,5.7,66,12.1,0,.
"057906042",26,4.4,0,39,6.6,74,12.6,0,0,0,0,26,4.4,0,39,6.6,74,12.6,0,.
"057906043",80,8.9,0,62,6.9,76,8.5,0,0,0,0,80,8.9,0,62,6.9,76,8.5,0,.
"057906102",21,4.8,0,3,0.7,45,10.3,0,0,0,0,21,4.8,0,3,0.7,45,10.3,0,.
"057906106",21,3.9,0,9,1.7,76,14,0,0,0,0,21,3.9,0,9,1.7,76,14,0,.
"057906107",98,18.2,0,22,4.1,81,15.1,0,0,0,0,98,18.2,0,22,4.1,81,15.1,0,.
"057906108",185,29.4,0,21,3.3,55,8.7,0,0,0,0,185,29.4,0,21,3.3,55,8.7,0,.
"057906109",43,6.7,0,29,4.5,61,9.5,0,0,0,0,43,6.7,0,29,4.5,61,9.4,0,.
"057906110",58,15.6,0,0,0,34,9.2,0,0,0,0,58,15.5,0,0,0,37,9.9,0,.
"057906111",0,0,0,0,0,2,4.3,0,0,0,0,0,0,0,0,0,2,4.3,0,.
"057906112",16,3.3,0,93,19.3,12,2.5,0,0,0,0,16,3.3,0,93,19.3,12,2.5,0,.
"057907001",396,9,4398,254,5.8,343,7.8,3680,83.7,4096,93.1,396,9,4398,254,5.8,343,7.8,3680,83.7
"057907004",12,13.5,89,0,0,3,3.4,58,65.2,75,84.3,12,13.5,89,0,0,3,3.4,58,65.2
"057907005",3,6.7,38,0,0,5,11.1,27,71.1,39,86.7,3,6.7,38,0,0,5,11.1,27,71.1
"057907041",109,17.7,0,40,6.5,64,10.4,0,0,414,67.3,109,17.7,0,40,6.5,65,10.5,0,.
"057907042",74,10.6,0,42,6,50,7.2,0,0,548,78.8,74,10.6,0,42,6,50,7.2,0,.
"057907043",80,8.8,0,73,8,64,7,0,0,856,94,80,8.8,0,73,8,64,7,0,.
"057907101",218,49.5,0,24,5.5,26,5.9,0,0,0,0,218,49.5,0,24,5.5,26,5.9,0,.
"057907102",186,44.5,0,17,4.1,38,9.1,0,0,0,0,186,44.5,0,17,4.1,38,9.1,0,.
"057907103",88,22.7,0,5,1.3,37,9.5,0,0,0,0,88,22.7,0,5,1.3,37,9.5,0,.
"057907104",143,24.8,0,16,2.8,40,6.9,0,0,0,0,143,24.8,0,16,2.8,40,6.9,0,.
"057907105",73,18.6,0,5,1.3,54,13.7,0,0,0,0,73,18.6,0,5,1.3,54,13.7,0,.
"057907106",9,3.3,0,4,1.5,32,11.7,0,0,0,0,9,3.3,0,4,1.5,32,11.7,0,.
"057907107",166,33.1,0,13,2.6,37,7.4,0,0,0,0,166,33.1,0,13,2.6,37,7.4,0,.
"057907108",110,18.3,0,25,4.2,74,12.3,0,0,0,0,110,18.3,0,25,4.2,74,12.3,0,.
"057907109",162,28,0,40,6.9,58,10,0,0,0,0,162,28,0,40,6.9,58,10,0,.
"057907110",90,18.3,0,25,5.1,74,15,0,0,0,0,90,18.3,0,25,5.1,74,15,0,.
"057907111",102,21.4,0,11,2.3,88,18.4,0,0,0,0,102,21.3,0,11,2.3,91,19,0,.
"057907112",187,35.8,0,30,5.7,89,17,0,0,0,0,187,35.5,0,30,5.7,94,17.8,0,.
"057909002",499,21.6,2306,588,25.5,197,8.5,448,19.4,1712,74.2,500,21.7,2309,588,25.5,198,8.6,448,19.4
"057909003",649,30.3,2141,54,2.5,183,8.5,585,27.3,1681,78.5,649,30.3,2142,54,2.5,183,8.5,585,27.3
"057909004",550,20,2748,443,16.1,153,5.6,776,28.2,2354,85.7,550,20,2748,443,16.1,153,5.6,776,28.2
"057909005",212,8.7,2446,292,11.9,153,6.3,480,19.6,2008,82.1,212,8.7,2448,292,11.9,153,6.3,480,19.6
"057909007",0,0,2,0,0,0,0,1,50,1,50,0,0,2,0,0,0,0,1,50
"057909008",444,19.7,2249,127,5.6,167,7.4,610,27.1,1886,83.9,444,19.7,2251,127,5.6,168,7.5,611,27.1
"057909009",222,8.9,2486,195,7.8,193,7.8,479,19.3,1898,76.3,222,8.9,2491,195,7.8,193,7.7,480,19.3
"057909010",213,7.5,2841,356,12.5,231,8.1,519,18.3,2174,76.5,216,7.6,2845,357,12.5,231,8.1,520,18.3
"057909041",216,21.7,0,705,70.9,64,6.4,0,0,101,10.2,216,21.7,0,705,70.9,64,6.4,0,.
"057909042",502,55.2,0,20,2.2,105,11.5,0,0,166,18.2,502,55.1,0,20,2.2,106,11.6,0,.
"057909043",653,62.8,0,29,2.8,123,11.8,0,0,257,24.7,653,62.7,0,29,2.8,124,11.9,0,.
"057909045",540,36,0,304,20.3,67,4.5,0,0,409,27.2,540,36,0,304,20.3,67,4.5,0,.
"057909046",547,49.7,0,31,2.8,111,10.1,0,0,240,21.8,547,49.7,0,31,2.8,111,10.1,0,.
"057909047",331,26.5,0,150,12,103,8.2,0,0,201,16.1,331,26.5,0,150,12,103,8.2,0,.
"057909048",377,39.5,0,51,5.3,93,9.7,0,0,261,27.4,377,39.5,0,51,5.3,94,9.8,0,.
"057909049",390,32.2,0,69,5.7,133,11,0,0,290,24,390,32.2,0,69,5.7,135,11.1,0,.
"057909050",203,21,0,38,3.9,101,10.5,0,0,277,28.7,203,21,0,38,3.9,101,10.5,0,.
"057909051",159,25.8,0,19,3.1,66,10.7,0,0,73,11.8,159,25.8,0,19,3.1,66,10.7,0,.
"057909052",269,19.6,0,152,11.1,134,9.8,0,0,378,27.6,269,19.6,0,152,11.1,135,9.8,0,.
"057909053",25,26,76,4,4.2,3,3.1,10,13.2,68,70.8,25,26,76,4,4.2,3,3.1,10,13.2
"057909054",99,9.3,0,63,5.9,142,13.4,0,0,254,24,99,9.3,0,63,5.9,142,13.4,0,.
"057909101",218,38.2,0,63,11.1,80,14,0,0,0,0,218,38.2,0,63,11.1,80,14,0,.
"057909102",420,70.4,0,3,0.5,68,11.4,0,0,0,0,421,69.7,0,3,0.5,75,12.4,0,.
"057909103",289,67.8,0,4,0.9,44,10.3,0,0,0,0,289,67.5,0,4,0.9,46,10.7,0,.
"057909105",175,59.5,0,0,0,65,22.1,0,0,0,0,175,59.5,0,0,0,65,22.1,0,.
"057909107",290,57.3,0,3,0.6,57,11.3,0,0,0,0,290,57.2,0,3,0.6,58,11.4,0,.
"057909108",605,77.6,0,8,1,75,9.6,0,0,0,0,605,77,0,8,1,81,10.3,0,.
"057909109",161,55.7,0,1,0.3,48,16.6,0,0,0,0,161,54.9,0,1,0.3,52,17.7,0,.
"057909110",172,43.3,0,2,0.5,31,7.8,0,0,0,0,172,43.2,0,2,0.5,32,8,0,.
"057909111",54,11.5,0,208,44.2,34,7.2,0,0,0,0,54,11.5,0,208,44.2,34,7.2,0,.
"057909112",182,62.8,0,1,0.3,42,14.5,0,0,0,0,182,62.8,0,1,0.3,42,14.5,0,.
"057909113",252,53.8,0,3,0.6,72,15.4,0,0,0,0,252,53.8,0,3,0.6,72,15.4,0,.
"057909115",214,36.6,0,42,7.2,31,5.3,0,0,0,0,214,36.5,0,42,7.2,33,5.6,0,.
"057909116",220,42.5,0,6,1.2,87,16.8,0,0,0,0,221,42.3,0,6,1.1,92,17.6,0,.
"057909117",156,59.1,0,4,1.5,29,11,0,0,0,0,156,58.9,0,4,1.5,29,10.9,0,.
"057909119",387,79.1,0,3,0.6,40,8.2,0,0,0,0,387,78.8,0,3,0.6,41,8.4,0,.
"057909120",212,63.3,0,2,0.6,38,11.3,0,0,0,0,212,63.3,0,2,0.6,38,11.3,0,.
"057909121",294,54.9,0,2,0.4,51,9.5,0,0,0,0,294,54.9,0,2,0.4,51,9.5,0,.
"057909122",154,39.7,0,140,36.1,22,5.7,0,0,0,0,154,39.6,0,140,36,23,5.9,0,.
"057909123",351,68.3,0,3,0.6,64,12.5,0,0,0,0,351,68.3,0,3,0.6,64,12.5,0,.
"057909124",192,52,0,3,0.8,41,11.1,0,0,0,0,192,51.8,0,3,0.8,43,11.6,0,.
"057909125",196,40.6,0,168,34.8,31,6.4,0,0,0,0,196,40.6,0,168,34.8,31,6.4,0,.
"057909126",387,69,0,6,1.1,57,10.2,0,0,0,0,387,68.7,0,6,1.1,59,10.5,0,.
"057909127",284,59.5,0,8,1.7,32,6.7,0,0,0,0,284,59.4,0,8,1.7,33,6.9,0,.
"057909128",418,57,0,5,0.7,64,8.7,0,0,0,0,418,56.9,0,5,0.7,65,8.9,0,.
"057909129",200,34,0,29,4.9,25,4.2,0,0,0,0,200,33.9,0,29,4.9,26,4.4,0,.
"057909132",190,36.5,0,1,0.2,57,10.9,0,0,0,0,190,36.3,0,1,0.2,59,11.3,0,.
"057909133",202,41.4,0,3,0.6,60,12.3,0,0,0,0,202,40.7,0,3,0.6,67,13.5,0,.
"057909134",267,52.8,0,2,0.4,58,11.5,0,0,0,0,267,52.8,0,2,0.4,58,11.5,0,.
"057909136",168,31.6,0,8,1.5,52,9.8,0,0,0,0,168,31.6,0,8,1.5,52,9.8,0,.
"057909137",153,28.4,0,10,1.9,72,13.4,0,0,0,0,153,28.4,0,10,1.9,73,13.5,0,.
"057909138",236,40.1,0,7,1.2,66,11.2,0,0,0,0,236,40,0,7,1.2,68,11.5,0,.
"057909139",45,12.8,0,15,4.3,27,7.7,0,0,0,0,45,12.8,0,15,4.3,28,8,0,.
"057909140",196,48.8,0,6,1.5,51,12.7,0,0,0,0,197,48.8,0,6,1.5,52,12.9,0,.
"057909141",154,31.9,0,6,1.2,63,13,0,0,0,0,154,31.8,0,6,1.2,64,13.2,0,.
"057909142",100,22.7,0,21,4.8,35,7.9,0,0,0,0,100,22.6,0,21,4.7,37,8.4,0,.
"057909143",178,24.4,0,15,2.1,63,8.6,0,0,0,0,178,24.3,0,15,2,65,8.9,0,.
"057909144",55,8.3,0,29,4.4,71,10.7,0,0,0,0,55,8.3,0,29,4.4,73,11,0,.
"057909145",101,14.8,0,24,3.5,89,13.1,0,0,0,0,101,14.8,0,24,3.5,92,13.5,0,.
"057909146",164,28.8,0,2,0.4,52,9.1,0,0,0,0,164,28.8,0,2,0.4,52,9.1,0,.
"057909147",175,42.3,0,7,1.7,34,8.2,0,0,0,0,175,42.2,0,7,1.7,34,8.2,0,.
"057909148",181,28.6,0,23,3.6,58,9.2,0,0,0,0,181,28.6,0,23,3.6,59,9.3,0,.
"057909154",150,29.7,0,5,1,62,12.3,0,0,0,0,150,29.4,0,5,1,68,13.3,0,.
"057909155",230,26.5,0,46,5.3,96,11.1,0,0,0,0,230,26.4,0,46,5.3,100,11.5,0,.
"057909156",159,24.1,0,8,1.2,84,12.7,0,0,0,0,159,23.9,0,8,1.2,88,13.2,0,.
"057909157",137,24.4,0,6,1.1,72,12.8,0,0,0,0,138,24.6,0,6,1.1,73,13,0,.
"057909158",80,16.6,0,7,1.5,100,20.7,0,0,0,0,80,16.6,0,7,1.4,101,20.9,0,.
"057909159",372,52.5,0,3,0.4,73,10.3,0,0,0,0,372,52.5,0,3,0.4,74,10.4,0,.
"057909180",398,70.6,0,0,0,57,10.1,0,0,0,0,398,69.7,0,0,0,64,11.2,0,.
"057909181",319,66.3,0,0,0,43,8.9,0,0,0,0,319,66.2,0,0,0,44,9.1,0,.
"057910001",97,10.8,416,220,24.4,2,0.2,0,0,0,0,97,10.8,416,220,24.4,2,0.2,0,0
"057910002",1081,36.7,2947,87,3,296,10,965,32.7,2600,88.2,1081,36.7,2947,87,3,296,10,965,32.7
"057910003",527,15.9,3322,237,7.1,329,9.9,524,15.8,2744,82.6,527,15.9,3322,237,7.1,329,9.9,524,15.8
"057910004",21,26.3,58,0,0,14,17.5,13,22.4,59,73.8,21,26.3,58,0,0,14,17.5,13,22.4
"057910007",3,37.5,8,0,0,1,12.5,0,0,1,12.5,3,37.5,8,0,0,1,12.5,0,0
"057910009",107,25.6,418,0,0,41,9.8,96,23,221,52.9,121,25.4,445,0,0,41,8.6,100,22.5
"057910010",551,34,1620,129,8,70,4.3,1597,98.6,1620,100,551,34,1620,129,8,70,4.3,1597,98.6
"057910011",47,14.5,113,108,33.3,7,2.2,104,92,220,67.9,47,14.5,113,108,33.3,7,2.2,104,92
"057910041",249,32.9,0,31,4.1,53,7,0,0,503,66.5,249,32.9,0,31,4.1,53,7,0,.
"057910045",269,27.6,0,31,3.2,68,7,0,0,144,14.8,269,27.6,0,31,3.2,68,7,0,.
"057910047",126,20,0,28,4.5,87,13.8,0,0,0,0,126,20,0,28,4.5,87,13.8,0,.
"057910050",83,9.5,0,116,13.3,97,11.1,0,0,151,17.3,83,9.5,0,116,13.3,97,11.1,0,.
"057910051",434,59.5,0,13,1.8,101,13.9,0,0,116,15.9,434,59.5,0,13,1.8,101,13.9,0,.
