CAMPUS,CPETBILC,CPETBILP,CPETG9XC,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVHSC,CPETVHSP,CPETVOCC,CPETVOCP,CPNTBILC,CPNTBILP,CPNTG9XC,CPNTGIFC,CPNTGIFP,CPNTSPEC,CPNTSPEP,CPNTVHSC,CPNTVHSP
"101912275",234,26.2,0,322,36.1,33,3.7,0,0,0,0,234,26.2,0,322,36,34,3.8,0,.
"101912276",95,14.7,0,22,3.4,42,6.5,0,0,0,0,95,14.7,0,22,3.4,42,6.5,0,.
"101912279",221,63.1,0,14,4,39,11.1,0,0,0,0,221,62.8,0,14,4,39,11.1,0,.
"101912281",321,52.5,0,28,4.6,56,9.2,0,0,0,0,321,52.4,0,28,4.6,57,9.3,0,.
"101912283",240,43.6,0,27,4.9,52,9.5,0,0,0,0,240,43.6,0,27,4.9,52,9.5,0,.
"101912285",344,40.7,0,63,7.4,68,8,0,0,0,0,344,40.7,0,63,7.4,68,8,0,.
"101912286",423,47.2,0,77,8.6,60,6.7,0,0,0,0,423,47.2,0,77,8.6,60,6.7,0,.
"101912287",215,41.8,0,41,8,39,7.6,0,0,0,0,215,41.7,0,41,8,39,7.6,0,.
"101912289",154,39.1,0,13,3.3,36,9.1,0,0,0,0,154,39.1,0,13,3.3,36,9.1,0,.
"101912290",492,68,0,86,11.9,48,6.6,0,0,0,0,494,67.7,0,86,11.8,51,7,0,.
"101912291",171,47.2,0,50,13.8,33,9.1,0,0,0,0,171,46.8,0,50,13.7,33,9,0,.
"101912292",258,48.4,0,148,27.8,43,8.1,0,0,0,0,258,48.4,0,148,27.8,43,8.1,0,.
"101912295",939,87.8,0,21,2,50,4.7,0,0,0,0,939,87.3,0,21,2,54,5,0,.
"101912297",188,42,0,51,11.4,35,7.8,0,0,0,0,188,42,0,51,11.4,35,7.8,0,.
"101912298",206,38.4,0,43,8,37,6.9,0,0,0,0,206,38.4,0,43,8,37,6.9,0,.
"101912299",214,37.9,0,14,2.5,46,8.2,0,0,0,0,214,37.9,0,14,2.5,47,8.3,0,.
"101912300",88,51.5,0,4,2.3,6,3.5,0,0,0,0,88,51.5,0,4,2.3,6,3.5,0,.
"101912301",21,4.7,447,191,42.7,7,1.6,438,98,445,99.6,21,4.7,447,191,42.7,7,1.6,438,98
"101912308",44,9.1,486,227,46.7,3,0.6,245,50.4,408,84,44,9.1,486,227,46.7,3,0.6,245,50.4
"101912310",865,31,2788,319,11.4,304,10.9,1367,49,1830,65.6,875,31.2,2801,319,11.4,305,10.9,1370,48.9
"101912311",0,0,324,13,4,12,3.7,16,4.9,167,51.5,0,0,325,13,4,12,3.7,16,4.9
"101912320",2,25,6,0,0,0,0,3,50,3,37.5,2,25,6,0,0,0,0,3,50
"101912321",131,42.7,307,6,2,8,2.6,2,0.7,131,42.7,131,42.7,307,6,2,8,2.6,2,0.7
"101912322",4,0.5,854,854,100,7,0.8,5,0.6,122,14.3,4,0.5,854,854,100,7,0.8,5,0.6
"101912323",13,2.7,473,171,36.2,4,0.8,36,7.6,188,39.7,13,2.7,473,171,36.2,4,0.8,36,7.6
"101912324",376,97.4,386,0,0,1,0.3,28,7.3,151,39.1,377,97.4,387,0,0,1,0.3,28,7.2
"101912328",1,1.3,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0,0,0,0,.
"101912337",118,9.4,0,797,63.6,63,5,0,0,0,0,118,9.4,0,797,63.6,63,5,0,.
"101912338",475,42.9,0,166,15,92,8.3,0,0,0,0,475,42.9,0,166,15,92,8.3,0,.
"101912340",354,100,0,0,0,0,0,0,0,0,0,354,100,0,0,0,0,0,0,.
"101912342",429,72.8,0,47,8,13,2.2,0,0,0,0,429,72.8,0,47,8,13,2.2,0,.
"101912344",177,28.6,0,115,18.6,42,6.8,0,0,0,0,177,28.6,0,115,18.6,42,6.8,0,.
"101912345",21,4.6,457,178,38.9,1,0.2,158,34.6,360,78.8,21,4.6,457,178,38.9,1,0.2,158,34.6
"101912348",17,3.4,496,199,40.1,5,1,493,99.4,496,100,17,3.4,497,199,40,5,1,494,99.4
"101912350",306,55.2,0,0,0,7,1.3,0,0,0,0,306,55.2,0,0,0,7,1.3,0,.
"101912351",0,0,3,0,0,5,100,2,66.7,5,100,0,0,3,0,0,5,100,2,66.7
"101912352",317,73,0,0,0,6,1.4,0,0,0,0,317,73,0,0,0,6,1.4,0,.
"101912353",265,33.9,0,100,12.8,45,5.8,0,0,0,0,265,33.8,0,100,12.7,46,5.9,0,.
"101912354",283,80.6,0,0,0,11,3.1,0,0,0,0,288,80.9,0,0,0,15,4.2,0,.
"101912355",110,27.4,0,0,0,16,4,0,0,0,0,110,27.4,0,0,0,16,4,0,.
"101912357",189,58.9,0,0,0,20,6.2,0,0,0,0,189,58.9,0,0,0,20,6.2,0,.
"101912358",142,21.7,0,7,1.1,69,10.6,0,0,0,0,142,21.7,0,7,1.1,69,10.6,0,.
"101912359",437,59.5,0,43,5.9,48,6.5,0,0,0,0,437,59.5,0,43,5.9,48,6.5,0,.
"101912360",216,59,0,9,2.5,19,5.2,0,0,0,0,216,57.9,0,9,2.4,20,5.4,0,.
"101912364",1330,82,0,23,1.4,27,1.7,0,0,0,0,1330,82,0,23,1.4,27,1.7,0,.
"101912369",255,41.2,0,30,4.8,51,8.2,0,0,0,0,255,40.9,0,30,4.8,52,8.3,0,.
"101912371",0,0,0,5,3.7,11,8.1,0,0,0,0,0,0,0,5,3.7,11,8.1,0,.
"101912372",830,84.2,0,73,7.4,52,5.3,0,0,0,0,830,84,0,73,7.4,52,5.3,0,.
"101912373",291,54.5,0,26,4.9,35,6.6,0,0,0,0,291,54.5,0,26,4.9,35,6.6,0,.
"101912374",538,79.1,0,74,10.9,31,4.6,0,0,0,0,538,79.1,0,74,10.9,31,4.6,0,.
"101912380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,78.3,0,.
"101912382",476,47.9,0,50,5,82,8.2,0,0,0,0,476,47.8,0,50,5,83,8.3,0,.
"101912383",559,80.9,0,57,8.2,53,7.7,0,0,0,0,559,80.3,0,57,8.2,57,8.2,0,.
"101912389",211,38.5,0,91,16.6,61,11.1,0,0,0,0,211,38.4,0,91,16.6,62,11.3,0,.
"101912390",82,50.3,0,40,24.5,0,0,0,0,0,0,82,50.3,0,40,24.5,0,0,0,.
"101912392",389,34.4,0,0,0,32,2.8,0,0,0,0,389,34.4,0,0,0,32,2.8,0,.
"101912394",509,65.2,0,81,10.4,61,7.8,0,0,0,0,509,65.2,0,81,10.4,61,7.8,0,.
"101912395",466,57.7,0,54,6.7,51,6.3,0,0,0,0,466,57.5,0,54,6.7,53,6.5,0,.
"101912396",342,42.7,0,90,11.2,40,5,0,0,0,0,342,42.5,0,90,11.2,41,5.1,0,.
"101912402",19,16.8,68,0,0,7,6.2,31,45.6,31,27.4,19,16.8,68,0,0,7,6.2,31,45.6
"101912455",143,63,227,7,3.1,4,1.8,1,0.4,1,0.4,143,63,227,7,3.1,4,1.8,1,0.4
"101912456",37,18.7,0,4,2,14,7.1,0,0,0,0,37,18.7,0,4,2,14,7.1,0,.
"101912458",36,7.5,207,127,26.5,12,2.5,75,36.2,188,39.2,36,7.5,207,127,26.5,12,2.5,75,36.2
"101912459",218,78.1,0,14,5,15,5.4,0,0,0,0,218,78.1,0,14,5,15,5.4,0,.
"101912460",464,66.1,0,342,48.7,27,3.8,0,0,0,0,464,66.1,0,342,48.7,27,3.8,0,.
"101912463",16,3,206,184,34.7,4,0.8,99,48.1,254,47.9,16,3,206,184,34.7,4,0.8,99,48.1
"101912466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"101912467",52,8.2,0,229,36.2,27,4.3,0,0,0,0,52,8.2,0,229,36.2,27,4.3,0,.
"101912468",39,5.3,741,230,31,47,6.3,727,98.1,741,100,39,5.3,741,230,31,47,6.3,727,98.1
"101912470",159,29.2,0,0,0,34,6.2,0,0,0,0,159,29.1,0,0,0,35,6.4,0,.
"101912473",69,12,0,8,1.4,49,8.5,0,0,0,0,69,12,0,8,1.4,51,8.8,0,.
"101912475",246,37.6,0,11,1.7,58,8.9,0,0,0,0,246,37.5,0,11,1.7,58,8.8,0,.
"101912476",134,16.6,0,24,3,109,13.5,0,0,76,9.4,134,16.6,0,24,3,109,13.5,0,.
"101912477",115,11.8,975,15,1.5,135,13.8,563,57.7,836,85.7,115,11.8,976,15,1.5,136,13.9,564,57.8
"101912478",266,65.4,0,48,11.8,17,4.2,0,0,0,0,266,65.4,0,48,11.8,17,4.2,0,.
"101912479",226,25.5,0,50,5.6,66,7.4,0,0,0,0,226,25.3,0,50,5.6,71,7.9,0,.
"101912480",401,44.8,0,39,4.4,62,6.9,0,0,0,0,401,44.7,0,39,4.3,64,7.1,0,.
"101912483",462,66.3,0,40,5.7,49,7,0,0,0,0,462,66.3,0,40,5.7,49,7,0,.
"101912484",41,23.8,172,9,5.2,13,7.6,95,55.2,159,92.4,41,23.7,173,9,5.2,13,7.5,95,54.9
"101912485",23,19.5,118,16,13.6,3,2.5,29,24.6,29,24.6,23,19.5,118,16,13.6,3,2.5,29,24.6
"101912486",29,6.8,427,77,18,12,2.8,405,94.8,423,99.1,29,6.8,427,77,18,12,2.8,405,94.8
"101913001",341,13.1,2608,70,2.7,234,9,1870,71.7,2275,87.2,341,13.1,2612,70,2.7,234,9,1872,71.7
"101913002",17,0.6,2788,354,12.7,172,6.2,1712,61.4,2258,81,17,0.6,2793,354,12.7,173,6.2,1712,61.3
"101913005",3,0.7,427,66,15.5,10,2.3,55,12.9,180,42.2,3,0.7,427,66,15.5,10,2.3,55,12.9
"101913008",73,2,3617,215,5.9,311,8.6,2299,63.6,3008,83.2,73,2,3621,215,5.9,313,8.6,2300,63.5
"101913013",36,1.9,1871,145,7.7,197,10.5,930,49.7,1468,78.5,36,1.9,1874,146,7.8,197,10.5,930,49.6
"101913014",114,4.3,2657,137,5.2,208,7.8,1030,38.8,1949,73.4,115,4.3,2661,137,5.1,208,7.8,1030,38.7
"101913015",3,5.4,50,0,0,6,10.7,21,42,44,78.6,3,5.4,50,0,0,6,10.7,21,42
"101913041",338,26.8,0,52,4.1,155,12.3,0,0,257,20.4,338,26.8,0,52,4.1,155,12.3,0,.
"101913042",40,4,0,82,8.2,112,11.2,0,0,182,18.2,40,4,0,84,8.4,114,11.4,0,.
"101913043",20,1.8,0,137,12.1,88,7.8,0,0,239,21.2,20,1.8,0,137,12.1,89,7.9,0,.
"101913044",57,4.9,0,107,9.2,124,10.6,0,0,264,22.7,57,4.9,0,107,9.2,124,10.6,0,.
"101913045",12,1.2,0,216,20.8,61,5.9,0,0,209,20.1,12,1.2,0,216,20.7,61,5.9,0,.
"101913046",50,4.1,0,127,10.4,126,10.3,0,0,338,27.7,50,4.1,0,127,10.4,127,10.4,0,.
"101913047",227,23.2,0,44,4.5,104,10.6,0,0,398,40.7,227,23.2,0,44,4.5,104,10.6,0,.
"101913048",91,5.5,0,143,8.7,149,9,0,0,468,28.4,91,5.5,0,143,8.7,149,9,0,.
"101913049",27,2.2,0,176,14.1,79,6.3,0,0,465,37.3,27,2.2,0,176,14.1,79,6.3,0,.
"101913101",298,50.1,0,18,3,50,8.4,0,0,0,0,298,50.1,0,18,3,50,8.4,0,.
"101913102",262,34.5,0,9,1.2,63,8.3,0,0,0,0,262,34.4,0,9,1.2,65,8.5,0,.
"101913103",348,48.5,0,18,2.5,70,9.7,0,0,0,0,348,48.3,0,18,2.5,72,10,0,.
"101913104",59,10,0,36,6.1,57,9.7,0,0,0,0,59,9.9,0,36,6,63,10.6,0,.
"101913105",31,6,0,32,6.2,47,9.1,0,0,0,0,31,6,0,32,6.2,49,9.4,0,.
"101913106",13,2.1,0,40,6.5,53,8.6,0,0,0,0,13,2.1,0,40,6.5,58,9.4,0,.
"101913107",46,7.9,0,33,5.7,76,13.1,0,0,0,0,46,7.9,0,33,5.7,77,13.2,0,.
"101913108",19,3.2,0,18,3,73,12.2,0,0,0,0,19,3.1,0,18,3,83,13.6,0,.
"101913109",16,2.3,0,27,3.9,56,8.1,0,0,0,0,16,2.3,0,27,3.9,60,8.6,0,.
"101913110",67,10.3,0,19,2.9,77,11.9,0,0,0,0,67,10.3,0,19,2.9,77,11.9,0,.
"101913111",20,3.1,0,30,4.6,60,9.2,0,0,0,0,20,3.1,0,30,4.6,60,9.2,0,.
"101913112",37,5.9,0,63,10,50,7.9,0,0,0,0,37,5.8,0,63,10,53,8.4,0,.
"101913113",8,1.7,0,70,14.8,32,6.8,0,0,0,0,8,1.7,0,70,14.6,37,7.7,0,.
"101913114",19,4,0,41,8.7,61,12.9,0,0,0,0,19,4,0,41,8.6,64,13.4,0,.
"101913115",58,7.7,0,14,1.9,72,9.6,0,0,0,0,58,7.7,0,14,1.9,74,9.8,0,.
"101913116",21,3.5,0,71,11.7,51,8.4,0,0,0,0,21,3.4,0,71,11.6,55,9,0,.
"101913117",158,27.4,0,5,0.9,79,13.7,0,0,0,0,158,27.4,0,5,0.9,79,13.7,0,.
"101913118",200,26.8,0,24,3.2,93,12.5,0,0,0,0,200,26.7,0,24,3.2,98,13.1,0,.
"101913119",29,4.3,0,40,5.9,70,10.4,0,0,0,0,29,4.3,0,40,5.9,75,11,0,.
"101913120",25,3.4,0,69,9.3,71,9.6,0,0,0,0,25,3.4,0,69,9.3,73,9.8,0,.
"101913121",32,4.6,0,63,9.1,59,8.6,0,0,0,0,32,4.6,0,63,9.1,64,9.2,0,.
"101913122",292,37.1,0,16,2,62,7.9,0,0,0,0,292,37.1,0,16,2,63,8,0,.
"101913123",352,38.1,0,14,1.5,93,10.1,0,0,0,0,352,38.1,0,14,1.5,94,10.2,0,.
"101913124",49,4.5,0,98,8.9,54,4.9,0,0,0,0,49,4.5,0,98,8.9,57,5.2,0,.
"101913125",63,5.7,0,65,5.9,92,8.4,0,0,0,0,63,5.7,0,65,5.9,97,8.8,0,.
"101913126",39,4.3,0,73,8,68,7.5,0,0,0,0,39,4.2,0,73,7.9,79,8.6,0,.
"101913127",169,16.3,0,20,1.9,88,8.5,0,0,0,0,169,16.3,0,20,1.9,88,8.5,0,.
"101913128",40,3.8,0,83,7.9,77,7.3,0,0,0,0,40,3.8,0,83,7.9,83,7.9,0,.
"101913197",0,0,6,0,0,2,33.3,0,0,0,0,0,0,6,0,0,2,33.3,0,0
"101913198",1,11.1,7,0,0,2,22.2,0,0,0,0,1,11.1,7,0,0,2,22.2,0,0
"101914001",224,6.5,3440,221,6.4,368,10.7,970,28.2,2113,61.4,225,6.5,3446,221,6.4,368,10.7,970,28.1
"101914002",208,7.2,2901,312,10.8,223,7.7,859,29.6,1796,61.9,209,7.2,2902,312,10.8,223,7.7,859,29.6
"101914003",13,9,125,0,0,27,18.8,11,8.8,50,34.7,13,9,125,0,0,27,18.8,11,8.8
"101914005",326,11.3,2874,146,5.1,327,11.4,813,28.3,1896,66,326,11.3,2875,146,5.1,327,11.4,813,28.3
"101914007",322,9.9,3244,385,11.9,232,7.2,736,22.7,1853,57.1,322,9.9,3245,385,11.9,232,7.1,736,22.7
"101914009",275,10.8,2545,80,3.1,290,11.4,635,25,1623,63.8,275,10.8,2545,80,3.1,290,11.4,635,25
"101914010",223,5.9,3759,625,16.6,247,6.6,943,25.1,2020,53.7,223,5.9,3760,625,16.6,248,6.6,943,25.1
"101914012",127,3.2,4007,632,15.8,289,7.2,1181,29.5,2541,63.4,127,3.2,4007,632,15.8,289,7.2,1181,29.5
"101914013",160,7.4,2151,63,2.9,208,9.7,681,31.7,1533,71.3,160,7.4,2151,63,2.9,208,9.7,681,31.7
"101914033",0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,.
"101914034",1,33.3,3,0,0,1,33.3,0,0,0,0,1,33.3,3,0,0,1,33.3,0,0
"101914041",144,11.8,0,63,5.2,197,16.1,0,0,208,17,144,11.8,0,63,5.2,197,16.1,0,.
"101914042",131,15.1,0,34,3.9,122,14.1,0,0,174,20.1,131,15.1,0,34,3.9,122,14.1,0,.
"101914043",175,15.1,0,55,4.7,135,11.6,0,0,213,18.3,175,15.1,0,55,4.7,135,11.6,0,.
"101914044",139,15.3,0,98,10.8,135,14.8,0,0,201,22.1,139,15.3,0,98,10.8,135,14.8,0,.
"101914045",160,17.6,0,51,5.6,111,12.2,0,0,168,18.5,160,17.6,0,51,5.6,111,12.2,0,.
"101914046",100,7.9,0,209,16.6,120,9.5,0,0,323,25.7,100,7.9,0,209,16.6,120,9.5,0,.
"101914047",153,12.9,0,190,16,97,8.2,0,0,304,25.6,153,12.9,0,190,16,97,8.2,0,.
"101914048",172,11.8,0,185,12.7,144,9.9,0,0,316,21.6,172,11.8,0,185,12.7,144,9.9,0,.
"101914049",199,16.8,0,41,3.5,188,15.8,0,0,242,20.4,199,16.8,0,41,3.5,188,15.8,0,.
"101914050",131,7.7,0,421,24.6,136,8,0,0,321,18.8,131,7.7,0,421,24.6,136,8,0,.
"101914051",234,23.2,0,47,4.7,149,14.8,0,0,175,17.4,234,23.2,0,47,4.7,149,14.8,0,.
"101914052",48,4,0,139,11.4,130,10.7,0,0,245,20.2,48,4,0,139,11.4,130,10.7,0,.
"101914053",88,5.9,0,312,21,101,6.8,0,0,362,24.4,88,5.9,0,312,21,101,6.8,0,.
"101914054",75,5.4,0,264,19,109,7.8,0,0,252,18.1,75,5.4,0,264,19,109,7.8,0,.
"101914055",121,11.3,0,45,4.2,165,15.3,0,0,156,14.5,121,11.3,0,45,4.2,165,15.3,0,.
"101914056",50,3.8,0,207,15.9,110,8.5,0,0,246,18.9,50,3.8,0,207,15.9,110,8.5,0,.
"101914101",67,18.2,0,22,6,54,14.7,0,0,0,0,67,18.1,0,22,5.9,56,15.1,0,.
"101914102",38,6,0,42,6.7,108,17.1,0,0,0,0,38,6,0,42,6.6,111,17.5,0,.
"101914103",229,27.9,0,15,1.8,101,12.3,0,0,0,0,229,27.9,0,15,1.8,101,12.3,0,.
"101914104",570,63.5,0,20,2.2,154,17.1,0,0,0,0,570,63.5,0,20,2.2,154,17.1,0,.
"101914105",374,45.3,0,19,2.3,193,23.4,0,0,0,0,374,44.2,0,19,2.2,213,25.2,0,.
"101914106",374,49.9,0,6,0.8,120,16,0,0,0,0,374,49.8,0,6,0.8,122,16.2,0,.
"101914107",87,13.8,0,14,2.2,120,19,0,0,0,0,87,13.8,0,14,2.2,120,19,0,.
"101914108",72,10.9,0,12,1.8,129,19.5,0,0,0,0,72,10.8,0,12,1.8,131,19.7,0,.
"101914109",98,11.2,0,50,5.7,124,14.1,0,0,0,0,98,11.2,0,50,5.7,124,14.1,0,.
"101914110",359,46.6,0,16,2.1,157,20.4,0,0,0,0,359,46.6,0,16,2.1,157,20.4,0,.
"101914111",193,25.4,0,3,0.4,125,16.4,0,0,0,0,193,25.3,0,3,0.4,126,16.5,0,.
"101914112",282,25.8,0,82,7.5,98,9,0,0,0,0,282,25.6,0,82,7.5,104,9.5,0,.
"101914113",201,23.6,0,12,1.4,151,17.8,0,0,0,0,201,23.6,0,12,1.4,151,17.8,0,.
"101914114",415,43.6,0,46,4.8,137,14.4,0,0,0,0,415,43.4,0,46,4.8,140,14.6,0,.
"101914115",186,28,0,37,5.6,107,16.1,0,0,0,0,186,28,0,37,5.6,107,16.1,0,.
"101914116",331,43.8,0,7,0.9,128,17,0,0,0,0,331,43.8,0,7,0.9,128,17,0,.
"101914117",258,27.2,0,119,12.6,128,13.5,0,0,0,0,258,27.2,0,119,12.5,129,13.6,0,.
"101914118",289,34.6,0,53,6.3,95,11.4,0,0,0,0,289,34.4,0,53,6.3,99,11.8,0,.
"101914119",201,23.5,0,48,5.6,88,10.3,0,0,0,0,201,23.5,0,48,5.6,88,10.3,0,.
"101914120",309,32.8,0,8,0.9,186,19.8,0,0,0,0,309,32.8,0,8,0.9,186,19.8,0,.
"101914121",443,36.8,0,35,2.9,161,13.4,0,0,0,0,443,36.7,0,35,2.9,163,13.5,0,.
"101914122",340,28.5,0,100,8.4,196,16.5,0,0,0,0,340,28.5,0,100,8.4,199,16.7,0,.
"101914123",312,28.5,0,30,2.7,147,13.4,0,0,0,0,312,28.4,0,30,2.7,152,13.8,0,.
"101914124",345,34.1,0,41,4,114,11.3,0,0,0,0,345,33,0,41,3.9,145,13.9,0,.
"101914125",429,45.6,0,18,1.9,137,14.6,0,0,0,0,429,45.5,0,18,1.9,138,14.6,0,.
"101914126",465,47.8,0,13,1.3,157,16.1,0,0,0,0,465,47.5,0,13,1.3,162,16.6,0,.
"101914127",202,24.4,0,67,8.1,109,13.2,0,0,0,0,202,23.8,0,67,7.9,131,15.4,0,.
"101914128",342,49.4,0,15,2.2,127,18.3,0,0,0,0,342,49.4,0,15,2.2,127,18.3,0,.
"101914129",190,15.4,0,81,6.6,162,13.1,0,0,0,0,190,15.4,0,81,6.6,164,13.3,0,.
"101914130",430,45.4,0,24,2.5,177,18.7,0,0,0,0,430,45.4,0,24,2.5,177,18.7,0,.
"101914131",325,32.2,0,134,13.3,105,10.4,0,0,0,0,325,32.1,0,134,13.3,107,10.6,0,.
"101914132",204,19.4,0,107,10.2,121,11.5,0,0,0,0,204,19.3,0,107,10.1,124,11.7,0,.
"101914133",192,19,0,94,9.3,121,12,0,0,0,0,192,18.9,0,94,9.3,123,12.1,0,.
"101914134",65,6.5,0,56,5.6,165,16.5,0,0,0,0,65,6.5,0,56,5.6,168,16.7,0,.
"101914137",253,21.2,0,123,10.3,116,9.7,0,0,0,0,253,21.2,0,123,10.3,119,10,0,.
"101914138",255,22.4,0,93,8.2,120,10.6,0,0,0,0,255,22.3,0,93,8.2,125,11,0,.
"101914139",109,9.6,0,61,5.3,158,13.8,0,0,0,0,109,9.5,0,61,5.3,162,14.1,0,.
"101914140",604,41.7,0,75,5.2,166,11.5,0,0,0,0,604,41.6,0,75,5.2,170,11.7,0,.
"101914141",243,21.2,0,20,1.7,161,14.1,0,0,0,0,243,21.2,0,20,1.7,162,14.1,0,.
"101914142",89,9.8,0,29,3.2,125,13.8,0,0,0,0,89,9.8,0,29,3.2,127,13.9,0,.
"101914143",440,40.5,0,43,4,113,10.4,0,0,0,0,440,40.4,0,43,3.9,115,10.6,0,.
"101914144",154,22.4,0,7,1,111,16.1,0,0,0,0,154,22.4,0,7,1,111,16.1,0,.
"101915001",182,5.7,3174,217,6.8,297,9.4,640,20.2,2350,74,183,5.7,3195,217,6.8,299,9.4,644,20.2
"101915002",709,20.2,3511,121,3.4,337,9.6,680,19.4,2536,72.2,715,20.1,3563,121,3.4,337,9.5,694,19.5
"101915003",239,6.8,3535,294,8.3,318,9,826,23.4,2588,73.2,240,6.8,3550,294,8.3,319,9,830,23.4
"101915004",168,5,3343,185,5.5,358,10.7,1131,33.8,2749,82.2,170,5,3369,185,5.5,361,10.7,1142,33.9
"101915005",220,6.5,3374,191,5.7,279,8.3,574,17,2680,79.4,220,6.5,3379,191,5.7,280,8.3,575,17
"101915037",1,6.3,13,0,0,7,43.8,2,15.4,2,12.5,1,6.3,13,0,0,7,43.8,2,15.4
"101915038",17,15.3,90,2,1.8,25,22.5,3,3.3,50,45,17,15.3,90,2,1.8,25,22.5,3,3.3
"101915041",345,31.9,0,21,1.9,113,10.4,0,0,279,25.8,345,31.9,0,21,1.9,113,10.4,0,.
"101915042",188,17.8,0,68,6.4,145,13.7,0,0,223,21.1,188,17.8,0,68,6.4,145,13.7,0,.
"101915043",398,26.1,0,35,2.3,185,12.2,0,0,340,22.3,399,26.2,0,35,2.3,185,12.1,0,.
"101915044",112,9.1,0,111,9,139,11.2,0,0,246,19.9,112,9.1,0,111,9,139,11.2,0,.
"101915045",114,8,0,117,8.2,165,11.6,0,0,382,26.8,114,8,0,117,8.2,165,11.6,0,.
"101915046",57,4.2,0,191,14.2,113,8.4,0,0,378,28.1,57,4.2,0,191,14.2,114,8.5,0,.
"101915047",116,10,0,61,5.2,129,11.1,0,0,283,24.4,116,10,0,61,5.2,129,11.1,0,.
"101915048",129,9.6,0,113,8.4,118,8.8,0,0,330,24.5,129,9.6,0,113,8.4,118,8.8,0,.
"101915049",153,11.3,0,86,6.4,161,11.9,0,0,252,18.7,153,11.3,0,86,6.4,161,11.9,0,.
"101915050",99,8.7,0,104,9.1,106,9.3,0,0,283,24.9,99,8.7,0,104,9.1,106,9.3,0,.
"101915101",115,19.4,0,15,2.5,79,13.3,0,0,0,0,115,19.4,0,15,2.5,79,13.3,0,.
"101915102",153,26.3,0,23,4,72,12.4,0,0,0,0,153,26.3,0,23,4,72,12.4,0,.
"101915103",42,5.9,0,37,5.2,72,10.1,0,0,0,0,42,5.9,0,37,5.2,72,10.1,0,.
"101915104",195,28.3,0,16,2.3,69,10,0,0,0,0,195,28.3,0,16,2.3,69,10,0,.
"101915105",322,50.5,0,4,0.6,72,11.3,0,0,0,0,322,50.5,0,4,0.6,72,11.3,0,.
"101915106",30,4.4,0,45,6.6,68,9.9,0,0,0,0,30,4.4,0,45,6.6,68,9.9,0,.
"101915107",117,14.7,0,24,3,88,11,0,0,0,0,117,14.7,0,24,3,88,11,0,.
"101915108",418,57.3,0,7,1,86,11.8,0,0,0,0,418,57.3,0,7,1,86,11.8,0,.
"101915109",230,29.7,0,48,6.2,88,11.4,0,0,0,0,230,29.6,0,48,6.2,89,11.5,0,.
"101915110",249,32.4,0,29,3.8,86,11.2,0,0,0,0,249,32.4,0,29,3.8,86,11.2,0,.
"101915111",86,12.3,0,42,6,83,11.9,0,0,0,0,86,12.3,0,42,6,83,11.9,0,.
"101915112",326,43.9,0,3,0.4,84,11.3,0,0,0,0,326,43.9,0,3,0.4,84,11.3,0,.
"101915113",83,11.6,0,19,2.7,110,15.4,0,0,0,0,83,11.6,0,19,2.7,110,15.4,0,.
"101915114",184,24.7,0,39,5.2,103,13.8,0,0,0,0,184,24.7,0,39,5.2,103,13.8,0,.
"101915115",78,9.2,0,41,4.8,67,7.9,0,0,0,0,78,9.2,0,41,4.8,67,7.9,0,.
"101915116",120,12.8,0,30,3.2,101,10.8,0,0,0,0,121,12.9,0,30,3.2,101,10.8,0,.
"101915117",319,40.5,0,18,2.3,91,11.6,0,0,0,0,320,40.6,0,18,2.3,91,11.5,0,.
"101915118",309,61.4,0,4,0.8,49,9.7,0,0,0,0,309,61.4,0,4,0.8,49,9.7,0,.
"101915119",193,30.6,0,18,2.9,69,10.9,0,0,0,0,193,30.6,0,18,2.9,69,10.9,0,.
"101915120",112,12.3,0,86,9.4,90,9.9,0,0,0,0,112,12.3,0,86,9.4,90,9.9,0,.
"101915121",212,22.4,0,21,2.2,104,11,0,0,0,0,212,22.4,0,21,2.2,104,11,0,.
"101915122",338,61.2,0,7,1.3,76,13.8,0,0,0,0,338,61.2,0,7,1.3,76,13.8,0,.
"101915123",59,6.9,0,47,5.5,96,11.2,0,0,0,0,59,6.9,0,47,5.5,96,11.2,0,.
"101915124",43,6,0,33,4.6,116,16.3,0,0,0,0,43,6,0,33,4.6,116,16.3,0,.
"101915125",50,7.7,0,64,9.8,49,7.5,0,0,0,0,50,7.7,0,64,9.8,49,7.5,0,.
"101915126",168,20.2,0,32,3.8,80,9.6,0,0,0,0,168,20.2,0,32,3.8,80,9.6,0,.
"101915127",257,23.7,0,31,2.9,115,10.6,0,0,0,0,257,23.7,0,31,2.9,115,10.6,0,.
"101915128",260,24.4,0,40,3.7,143,13.4,0,0,0,0,260,24.4,0,40,3.7,143,13.4,0,.
"101915129",293,33.3,0,25,2.8,90,10.2,0,0,0,0,293,33.3,0,25,2.8,90,10.2,0,.
"101915130",266,58.5,0,0,0,40,8.8,0,0,0,0,266,58.5,0,0,0,40,8.8,0,.
"101915131",46,5.6,0,52,6.3,71,8.7,0,0,0,0,46,5.6,0,52,6.3,72,8.8,0,.
