CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,DISTNAME,DISTRICT
"117901106","GATEWAY EL"," ","N","N","N","N","N","N","N","N","BORGER ISD","117901"
"117901107","BORGER INT"," ","N","N","N","N","N","N","N","N","BORGER ISD","117901"
"117903001","SANFORD-FRITCH H S"," ","N","N","N","N","N","N","N","N","SANFORD-FRITCH ISD","117903"
"117903041","SANFORD-FRITCH J H"," ","N","N","N","N","N","N","N","N","SANFORD-FRITCH ISD","117903"
"117903101","SANFORD-FRITCH EL"," ","N","N","N","N","N","N","N","N","SANFORD-FRITCH ISD","117903"
"117904001","WEST TEXAS H S"," ","N","N","N","N","N","N","N","N","PLEMONS-STINNETT-PHILLIPS CISD","117904"
"117904041","WEST TEXAS MIDDLE"," ","N","N","N","N","N","N","N","N","PLEMONS-STINNETT-PHILLIPS CISD","117904"
"117904101","WEST TEXAS EL"," ","N","N","N","N","N","N","N","N","PLEMONS-STINNETT-PHILLIPS CISD","117904"
"117907101","SPRING CREEK SCHOOL"," ","N","N","N","N","N","N","N","N","SPRING CREEK ISD","117907"
"118902001","IRION H S"," ","N","N","N","N","N","N","N","N","IRION COUNTY ISD","118902"
"118902101","IRION EL"," ","N","N","N","N","N","N","N","N","IRION COUNTY ISD","118902"
"119901001","BRYSON SCHOOL"," ","N","N","N","N","N","N","N","N","BRYSON ISD","119901"
"119902001","JACKSBORO H S"," ","N","N","N","N","N","N","N","N","JACKSBORO ISD","119902"
"119902041","JACKSBORO MIDDLE"," ","N","N","N","N","N","N","N","N","JACKSBORO ISD","119902"
"119902101","JACKSBORO EL"," ","N","N","N","N","N","N","N","N","JACKSBORO ISD","119902"
"119903001","PERRIN H S"," ","N","N","N","N","N","N","N","N","PERRIN-WHITT CISD","119903"
"119903101","PERRIN EL"," ","N","N","N","N","N","N","N","N","PERRIN-WHITT CISD","119903"
"120901001","EDNA H S"," ","N","N","N","N","N","N","N","N","EDNA ISD","120901"
"120901004","EDNA ALTERNATIVE","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","EDNA ISD","120901"
"120901042","EDNA J H"," ","N","N","N","N","N","N","N","N","EDNA ISD","120901"
"120901104","EDNA EL"," ","N","N","N","N","N","N","N","N","EDNA ISD","120901"
"120902001","GANADO H S"," ","N","N","N","N","N","N","N","N","GANADO ISD","120902"
"120902041","GANADO JH"," ","N","N","N","N","N","N","N","N","GANADO ISD","120902"
"120902101","GANADO EL"," ","N","N","N","N","N","N","N","N","GANADO ISD","120902"
"120905001","INDUSTRIAL H S"," ","N","N","N","N","N","N","N","N","INDUSTRIAL ISD","120905"
"120905041","INDUSTRIAL J H"," ","N","N","N","N","N","N","N","N","INDUSTRIAL ISD","120905"
"120905101","INDUSTRIAL EL WEST"," ","N","N","N","N","N","N","N","N","INDUSTRIAL ISD","120905"
"120905102","INDUSTRIAL EL EAST"," ","N","N","N","N","N","N","N","N","INDUSTRIAL ISD","120905"
"121902001","BROOKELAND H S"," ","N","N","N","N","N","N","N","N","BROOKELAND ISD","121902"
"121902101","BROOKELAND EL"," ","N","N","N","N","N","N","N","N","BROOKELAND ISD","121902"
"121903001","BUNA H S"," ","N","N","N","N","N","N","N","N","BUNA ISD","121903"
"121903041","BUNA J H"," ","N","N","N","N","N","N","N","N","BUNA ISD","121903"
"121903101","BUNA EL"," ","N","N","N","N","N","N","N","N","BUNA ISD","121903"
"121904001","JASPER H S"," ","N","N","N","N","N","N","N","N","JASPER ISD","121904"
"121904043","JASPER J H"," ","N","N","N","N","N","N","N","N","JASPER ISD","121904"
"121904103","PARNELL EL"," ","N","N","N","N","N","N","N","N","JASPER ISD","121904"
"121904105","JEAN C FEW PRI"," ","N","N","N","N","N","N","N","N","JASPER ISD","121904"
"121905001","KIRBYVILLE H S"," ","N","N","N","N","N","N","N","N","KIRBYVILLE CISD","121905"
"121905041","KIRBYVILLE J H"," ","N","N","N","N","N","N","N","N","KIRBYVILLE CISD","121905"
"121905103","KIRBYVILLE EL"," ","N","N","N","N","N","N","N","N","KIRBYVILLE CISD","121905"
"121906001","EVADALE H S"," ","N","N","N","N","N","N","N","N","EVADALE ISD","121906"
"121906003","EVADALE DAEP"," ","N","N","N","Y","N","N","N","N","EVADALE ISD","121906"
"121906041","EVADALE J H"," ","N","N","N","N","N","N","N","N","EVADALE ISD","121906"
"121906101","EVADALE EL"," ","N","N","N","N","N","N","N","N","EVADALE ISD","121906"
"122901001","FT DAVIS SCHOOL"," ","N","N","N","N","N","N","N","N","FT DAVIS ISD","122901"
"122902001","VALENTINE SCHOOL"," ","N","N","N","N","N","N","N","N","VALENTINE ISD","122902"
"123803001","TEKOA ACADEMY OF ACCELERATED STUDI"," ","N","N","Y","N","N","N","N","N","TEKOA ACADEMY OF ACCELERATED STUDI","123803"
"123803041","TEKOA ACADEMY OF ACCELERATED STUDI"," ","N","N","Y","N","N","N","N","N","TEKOA ACADEMY OF ACCELERATED STUDI","123803"
"123803101","TEKOA ACADEMY OF ACCELERATED STUDI"," ","N","N","Y","N","N","N","N","N","TEKOA ACADEMY OF ACCELERATED STUDI","123803"
"123803103","TEKOA ACADEMY OF ACCELERATED STUDI"," ","N","N","Y","N","N","N","N","N","TEKOA ACADEMY OF ACCELERATED STUDI","123803"
"123805001","EHRHART SCHOOL"," ","N","N","Y","N","N","N","N","N","EHRHART SCHOOL","123805"
"123807001","BOB HOPE SCHOOL"," ","N","N","Y","N","N","N","N","N","BOB HOPE SCHOOL","123807"
"123807101","BOB HOPE SCHOOL - EL CAMPUS"," ","N","N","Y","N","N","N","N","N","BOB HOPE SCHOOL","123807"
"123807102","BOB HOPE SCHOOL BEAUMONT"," ","N","N","Y","N","N","N","Y","N","BOB HOPE SCHOOL","123807"
"123905001","NEDERLAND H S"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123905041","CENTRAL MIDDLE"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123905042","WILSON MIDDLE"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123905101","HELENA PARK EL"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123905102","HIGHLAND PARK EL"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123905103","HILLCREST EL"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123905104","LANGHAM EL"," ","N","N","N","N","N","N","N","N","NEDERLAND ISD","123905"
"123907007","JEFFERSON CO YOUTH ACAD"," ","N","N","N","N","N","Y","N","N","PORT ARTHUR ISD","123907"
"123907009","MEMORIAL H S"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907041","JEFFERSON MIDDLE"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907043","LINCOLN MIDDLE"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907102","DEQUEEN EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907103","HOUSTON EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907105","LAKEVIEW EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907108","TRAVIS EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907109","TYRRELL EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907111","WHEATLEY SCHOOL OF EARLY CHILDHOOD"," ","N","N","N","N","Y","N","N","N","PORT ARTHUR ISD","123907"
"123907113","PORT ACRES EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907116","STAFF SERGEANT LUCIAN ADAMS EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123907117","WASHINGTON EL"," ","N","N","N","N","N","N","N","N","PORT ARTHUR ISD","123907"
"123908001","PORT NECHES-GROVES H S"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908002","ALTER SCH"," ","N","N","N","Y","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908003","JEFFERSON CO J J A E P"," ","N","N","N","N","N","Y","N","N","PORT NECHES-GROVES ISD","123908"
"123908041","GROVES MIDDLE"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908042","PORT NECHES MIDDLE"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908101","GROVES EL"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908102","PORT NECHES EL"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908103","RIDGEWOOD EL"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908104","TAFT EL"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908105","VAN BUREN EL"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908107","WOODCREST EL"," ","N","N","N","N","N","N","N","N","PORT NECHES-GROVES ISD","123908"
"123908111","WEST GROVES EARLY LEARNING CENTER"," ","N","N","N","N","Y","N","N","N","PORT NECHES-GROVES ISD","123908"
"123910006","PATHWAYS LEARNING CTR"," ","N","N","N","Y","N","N","N","N","BEAUMONT ISD","123910"
"123910008","WEST BROOK SR H S"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910011","JEFFERSON CO YOUTH ACAD"," ","N","N","N","N","N","Y","N","N","BEAUMONT ISD","123910"
"123910012","PAUL A BROWN ALTERNATIVE CENTER","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910013","BEAUMONT ISD EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910014","BEAUMONT UNITED H S"," ","N","N","N","N","N","N","Y","N","BEAUMONT ISD","123910"
"123910042","SMITH MIDDLE"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910043","M L KING MIDDLE"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910045","SOUTH PARK MIDDLE"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910046","MARSHALL MIDDLE"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910047","ODOM MIDDLE"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910048","VINCENT MIDDLE"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910101","AMELIA EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910104","CALDWOOD EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910105","CURTIS EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910110","FLETCHER EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910112","GUESS EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910118","REGINA HOWELL EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910123","HOMER DR EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910125","PIETZSCH/MAC ARTHUR EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910126","DISHMAN EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910127","BLANCHETTE EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910128","MARTIN EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910129","DR MAE E JONES-CLARK EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910130","CHARLTON-POLLARD EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910131","FEHL-PRICE EL"," ","N","N","N","N","N","N","N","N","BEAUMONT ISD","123910"
"123910132","BINGMAN PK"," ","N","N","N","N","Y","N","N","N","BEAUMONT ISD","123910"
"123910133","LUCAS PK"," ","N","N","N","N","Y","N","N","N","BEAUMONT ISD","123910"
"123910134","BEAUMONT NEW EL DAEP"," ","N","N","N","Y","N","N","Y","N","BEAUMONT ISD","123910"
"123913001","SABINE PASS SCHOOL"," ","N","N","N","N","N","N","N","N","SABINE PASS ISD","123913"
"123914001","HAMSHIRE-FANNETT H S"," ","N","N","N","N","N","N","N","N","HAMSHIRE-FANNETT ISD","123914"
"123914041","HAMSHIRE-FANNETT MIDDLE"," ","N","N","N","N","N","N","N","N","HAMSHIRE-FANNETT ISD","123914"
"123914101","HAMSHIRE-FANNETT EL"," ","N","N","N","N","N","N","N","N","HAMSHIRE-FANNETT ISD","123914"
"123914102","HAMSHIRE-FANNETT INT"," ","N","N","N","N","N","N","N","N","HAMSHIRE-FANNETT ISD","123914"
"124901001","HEBBRONVILLE H S"," ","N","N","N","N","N","N","N","N","JIM HOGG COUNTY ISD","124901"
"124901041","HEBBRONVILLE J H"," ","N","N","N","N","N","N","N","N","JIM HOGG COUNTY ISD","124901"
"124901101","HEBBRONVILLE EL"," ","N","N","N","N","N","N","N","N","JIM HOGG COUNTY ISD","124901"
"125901001","ALICE H S"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901041","DUBOSE INT"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901042","MEMORIAL INT"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901043","ADAMS MIDDLE"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901101","HILLCREST EL"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901104","NOONAN EL"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901105","SAENZ EL"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901106","SALAZAR EL"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125901107","SCHALLERT EL"," ","N","N","N","N","N","N","N","N","ALICE ISD","125901"
"125902001","BEN BOLT-PALITO BLANCO H S"," ","N","N","N","N","N","N","N","N","BEN BOLT-PALITO BLANCO ISD","125902"
"125902101","BEN BOLT-PALITO BLANCO EL"," ","N","N","N","N","N","N","N","N","BEN BOLT-PALITO BLANCO ISD","125902"
"125903001","ORANGE GROVE H S"," ","N","N","N","N","N","N","N","N","ORANGE GROVE ISD","125903"
"125903041","ORANGE GROVE J H"," ","N","N","N","N","N","N","N","N","ORANGE GROVE ISD","125903"
"125903101","ORANGE GROVE PRI"," ","N","N","N","N","N","N","N","N","ORANGE GROVE ISD","125903"
"125903102","ORANGE GROVE EL"," ","N","N","N","N","N","N","N","N","ORANGE GROVE ISD","125903"
"125903103","ORANGE GROVE INT"," ","N","N","N","N","N","N","N","N","ORANGE GROVE ISD","125903"
"125905001","PREMONT COLLEGIATE H S"," ","N","N","N","N","N","N","N","N","PREMONT ISD","125905"
"125905101","PREMONT EARLY COLLEGE ACADEMY"," ","N","N","N","N","N","N","N","N","PREMONT ISD","125905"
"125906101","LA GLORIA EL"," ","N","N","N","N","N","N","N","N","LA GLORIA ISD","125906"
"126801001","KAUFFMAN LEADERSHIP ACADEMY"," ","N","N","Y","N","N","N","N","N","KAUFFMAN LEADERSHIP ACADEMY","126801"
"126901001","ALVARADO H S"," ","N","N","N","N","N","N","N","N","ALVARADO ISD","126901"
"126901041","ALVARADO J H"," ","N","N","N","N","N","N","N","N","ALVARADO ISD","126901"
"126901101","ALVARADO EL-SOUTH"," ","N","N","N","N","N","N","N","N","ALVARADO ISD","126901"
"126901102","ALVARADO EL-NORTH"," ","N","N","N","N","N","N","N","N","ALVARADO ISD","126901"
"126901103","LILLIAN EL"," ","N","N","N","N","N","N","N","N","ALVARADO ISD","126901"
"126901104","ALVARADO INT"," ","N","N","N","N","N","N","N","N","ALVARADO ISD","126901"
"126902001","BURLESON H S"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902003","CROSSROADS H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","BURLESON ISD","126902"
"126902004","JOHNSON COUNTY JJAEP"," ","N","N","N","N","N","Y","N","N","BURLESON ISD","126902"
"126902006","BURLESON CENTENNIAL H S"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902007","BURLESON COLLEGIATE H S"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902041","HUGHES MIDDLE"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902042","NICK KERR MIDDLE"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902043","STEAM MIDDLE"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902101","THE ACADEMY AT NOLA DUNN"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902102","FRAZIER EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902103","MOUND EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902104","NORWOOD EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902105","JACK TAYLOR EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902107","WILLIAM STRIBLING EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902108","BRANSOM EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902109","JUDY HAJEK EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902110","ANN BROCK EL AT OAK GROVE"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126902111","IRENE CLINKSCALE EL"," ","N","N","N","N","N","N","N","N","BURLESON ISD","126902"
"126903001","CLEBURNE H S"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903002","TEAM SCH","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903004","J J A E P"," ","N","N","N","N","N","Y","Y","N","CLEBURNE ISD","126903"
"126903041","LOWELL SMITH JR MIDDLE"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903101","ADAMS EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903102","COLEMAN EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903103","MARTI EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903104","IRVING EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903107","AD WHEAT MIDDLE"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903108","GERARD EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903109","COOKE EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126903111","SANTA FE EL"," ","N","N","N","N","N","N","N","N","CLEBURNE ISD","126903"
"126904001","GRANDVIEW H S"," ","N","N","N","N","N","N","N","N","GRANDVIEW ISD","126904"
"126904041","GRANDVIEW J H"," ","N","N","N","N","N","N","N","N","GRANDVIEW ISD","126904"
"126904102","GRANDVIEW EL"," ","N","N","N","N","N","N","N","N","GRANDVIEW ISD","126904"
"126905001","JOSHUA H S"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905002","NEW HORIZON H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905003","JOSHUA H S NINTH GRADE CAMPUS"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905041","R C LOFLIN MIDDLE"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905042","JOHNSON COUNTY J J A E P"," ","N","N","N","N","N","Y","Y","N","JOSHUA ISD","126905"
"126905043","TOM AND NITA NICHOLS MIDDLE"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905101","H D STAPLES EL"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905103","A G ELDER EL"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905104","NORTH JOSHUA EL"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905105","PLUM CREEK EL"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126905106","CADDO GROVE EL"," ","N","N","N","N","N","N","N","N","JOSHUA ISD","126905"
"126906001","KEENE H S"," ","N","N","N","N","N","N","N","N","KEENE ISD","126906"
"126906002","ALTER LEARNING CTR","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","KEENE ISD","126906"
"126906041","KEENE J H"," ","N","N","N","N","N","N","N","N","KEENE ISD","126906"
"126906101","KEENE EL"," ","N","N","N","N","N","N","N","N","KEENE ISD","126906"
"126907001","RIO VISTA H S"," ","N","N","N","N","N","N","N","N","RIO VISTA ISD","126907"
"126907041","RIO VISTA MIDDLE"," ","N","N","N","N","N","N","N","N","RIO VISTA ISD","126907"
"126907101","RIO VISTA EL"," ","N","N","N","N","N","N","N","N","RIO VISTA ISD","126907"
"126908001","VENUS H S"," ","N","N","N","N","N","N","N","N","VENUS ISD","126908"
"126908041","VENUS MIDDLE"," ","N","N","N","N","N","N","N","N","VENUS ISD","126908"
"126908101","VENUS EL"," ","N","N","N","N","N","N","N","N","VENUS ISD","126908"
"126908102","VENUS PRI"," ","N","N","N","N","N","N","N","N","VENUS ISD","126908"
"126911001","GODLEY H S"," ","N","N","N","N","N","N","N","N","GODLEY ISD","126911"
"126911004","LINKS ACADEMY"," ","N","N","N","N","N","N","Y","N","GODLEY ISD","126911"
"126911041","GODLEY MIDDLE"," ","N","N","N","N","N","N","N","N","GODLEY ISD","126911"
"126911042","GODLEY INT"," ","N","N","N","N","N","N","N","N","GODLEY ISD","126911"
"126911101","GODLEY EL"," ","N","N","N","N","N","N","N","N","GODLEY ISD","126911"
"127901001","ANSON H S"," ","N","N","N","N","N","N","N","N","ANSON ISD","127901"
"127901041","ANSON MIDDLE"," ","N","N","N","N","N","N","N","N","ANSON ISD","127901"
"127901101","ANSON EL"," ","N","N","N","N","N","N","N","N","ANSON ISD","127901"
"127903001","HAMLIN H S"," ","N","N","N","N","N","N","N","N","HAMLIN ISD","127903"
"127903102","HAMLIN EL"," ","N","N","N","N","N","N","N","N","HAMLIN ISD","127903"
"127904001","HAWLEY H S"," ","N","N","N","N","N","N","N","N","HAWLEY ISD","127904"
"127904041","HAWLEY MIDDLE"," ","N","N","N","N","N","N","N","N","HAWLEY ISD","127904"
"127904101","HAWLEY EL"," ","N","N","N","N","N","N","N","N","HAWLEY ISD","127904"
"127905001","LUEDERS-AVOCA H S"," ","N","N","N","N","N","N","N","N","LUEDERS-AVOCA ISD","127905"
"127905101","LUEDERS-AVOCA EL/J H"," ","N","N","N","N","N","N","N","N","LUEDERS-AVOCA ISD","127905"
"127906001","STAMFORD H S"," ","N","N","N","N","N","N","N","N","STAMFORD ISD","127906"
"127906041","STAMFORD MIDDLE"," ","N","N","N","N","N","N","N","N","STAMFORD ISD","127906"
"127906101","OLIVER EL"," ","N","N","N","N","N","N","N","N","STAMFORD ISD","127906"
"128901001","KARNES CITY H S"," ","N","N","N","N","N","N","N","N","KARNES CITY ISD","128901"
"128901004","KCISD - DAEP"," ","N","N","N","Y","N","N","N","N","KARNES CITY ISD","128901"
"128901041","KARNES CITY J H"," ","N","N","N","N","N","N","N","N","KARNES CITY ISD","128901"
