CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,DISTNAME,DISTRICT
"108909108","HENRY FORD EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909110","ZEFERINO FARIAS EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909112","ALFRED SORENSEN EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909113","AIDA C ESCOBAR EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909115","RAUL LONGORIA EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909116","DANIEL RAMIREZ EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909117","KELLY-PHARR EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909118","AMANDA GARZA-PENA EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909119","EDITH & ETHEL CARMAN EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909120","ARNOLDO CANTU SR EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909121","SANTOS LIVAS EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909122","DRS REED - MOCK EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909123","CESAR CHAVEZ EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909124","DR WILLIAM LONG EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909125","VIDA N CLOVER EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909126","AUGUSTO GUERRA EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909127","GRACIELA GARCIA EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909128","CARMEN ANAYA EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909129","SGT LEONEL TREVINO EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909130","ALLEN & WILLIAM ARNOLD EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909131","PSJA EARLY START"," ","N","N","N","N","Y","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909134","MARCIA R GARZA"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108909136","BERTA S PALACIOS EL"," ","N","N","N","N","N","N","N","N","PHARR-SAN JUAN-ALAMO ISD","108909"
"108910001","PROGRESO H S"," ","N","N","N","N","N","N","N","N","PROGRESO ISD","108910"
"108910004","DAEP"," ","N","N","N","Y","N","N","N","N","PROGRESO ISD","108910"
"108910041","DOROTHY THOMPSON MIDDLE"," ","N","N","N","N","N","N","N","N","PROGRESO ISD","108910"
"108910102","PROGRESO EL WEST"," ","N","N","N","N","N","N","N","N","PROGRESO ISD","108910"
"108910104","NORTH EL"," ","N","N","N","N","N","N","N","N","PROGRESO ISD","108910"
"108910105","EAST EL"," ","N","N","N","N","N","N","N","N","PROGRESO ISD","108910"
"108911001","SHARYLAND H S"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911007","SHARYLAND PIONEER H S"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911008","SHARYLAND ADVANCED ACADEMIC ACADEM"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911041","B L GRAY J H"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911042","SHARYLAND NORTH J H"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911101","JOHN H SHARY EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911102","OLIVERO GARZA SR EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911103","JESSIE L JENSEN EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911104","ROMULO D MARTINEZ EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911105","RUBEN HINOJOSA EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911107","LLOYD & DOLLY BENTSEN EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911108","HARRY SHIMOTSU EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108911109","DONNA WERNECKE EL"," ","N","N","N","N","N","N","N","N","SHARYLAND ISD","108911"
"108912001","LA JOYA H S"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912004","JUAREZ-LINCOLN H S"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912005","HOPE ACADEMY"," ","N","N","N","Y","N","N","N","N","LA JOYA ISD","108912"
"108912007","LA JOYA PALMVIEW H S"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912008","JIMMY CARTER EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912010","THELMA ROSA SALINAS STEM EARLY COL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912041","LORENZO DE ZAVALA MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912042","CESAR CHAVEZ MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912043","DR JAVIER SAENZ MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912044","MEMORIAL MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912045","ANN RICHARDS MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912046","IRENE M GARCIA MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912048","JUAN DE DIOS SALINAS MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912049","DOMINGO TREVINO MIDDLE"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912101","LA JOYA ISD HEAD START PROGRAM"," ","N","N","N","N","Y","N","N","N","LA JOYA ISD","108912"
"108912102","JOHN F KENNEDY EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912104","GUILLERMO FLORES EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912105","ROSENDO BENAVIDES EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912106","LEO J LEO EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912107","ELIGIO KIKA DE LA GARZA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912108","E B REYNA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912109","ELODIA R CHAPA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912110","JOSE DE ESCANDON EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912111","DIAZ-VILLARREAL EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912112","NARCISO CAVAZOS"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912113","TABASCO EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912114","PATRICIO PEREZ EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912115","HENRY B GONZALEZ EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912116","LLOYD M BENTSEN EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912117","SAM FORDYCE EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912118","EMILIANO ZAPATA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912120","JUAN SEGUIN EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912121","ENRIQUE KIKI CAMARENA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912122","DR AMERICO PAREDES EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912123","WILLIAM J CLINTON EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912124","CORINA PENA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912126","EVANGELINA GARZA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108912127","DR MARIA PALMIRA MENDIOLA EL"," ","N","N","N","N","N","N","N","N","LA JOYA ISD","108912"
"108913001","WESLACO H S"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913003","SOUTH PALM GARDENS H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","WESLACO ISD","108913"
"108913005","HIDALGO CO J J A E P"," ","N","N","N","N","N","Y","N","N","WESLACO ISD","108913"
"108913006","WESLACO EAST H S"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913007","HIDALGO COUNTY BOOT CAMP"," ","N","N","N","Y","N","N","N","N","WESLACO ISD","108913"
"108913008","HORTON DISCIPLINARY ALTERNATIVE ED"," ","N","N","N","Y","N","N","N","N","WESLACO ISD","108913"
"108913009","WESLACO 21ST CENTURY CTE EARLY COL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913041","MARY HOGE MIDDLE"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913042","ARMANDO CUELLAR MIDDLE"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913043","CENTRAL MIDDLE"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913044","BEATRIZ G GARZA MIDDLE"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913103","SAM HOUSTON EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913104","RODOLFO RUDY SILVA JR EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913106","RAUL A GONZALEZ JR EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913109","DR R E MARGO EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913110","AIRPORT EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913111","MEMORIAL EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913112","NORTH BRIDGE EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913113","A N RICO EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913114","CLECKLER/HEALD EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913117","PFC MARIO YBARRA EL"," ","N","N","N","N","N","N","N","N","WESLACO ISD","108913"
"108913118","21ST CENTURY EARLY LEARNING FOUNDA"," ","N","N","N","N","Y","N","N","N","WESLACO ISD","108913"
"108914001","LA VILLA EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","LA VILLA ISD","108914"
"108914041","LA VILLA MIDDLE"," ","N","N","N","N","N","N","N","N","LA VILLA ISD","108914"
"108914101","JOSE BERNABE MUNOZ EL"," ","N","N","N","N","N","N","N","N","LA VILLA ISD","108914"
"108915001","MONTE ALTO H S"," ","N","N","N","N","N","N","N","N","MONTE ALTO ISD","108915"
"108915041","JOSE BORREGO MIDDLE"," ","N","N","N","N","N","N","N","N","MONTE ALTO ISD","108915"
"108915101","MONTE ALTO EL"," ","N","N","N","N","N","N","N","N","MONTE ALTO ISD","108915"
"108916001","VALLEY VIEW H S"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916041","VALLEY VIEW EARLY COLLEGE CAMPUS"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916042","VALLEY VIEW J H"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916102","VALLEY VIEW EL"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916103","VALLEY VIEW NORTH EL"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916104","WILBUR E LUCAS EL"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916105","VALLEY VIEW SOUTH EL"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"108916106","VALLEY VIEW 5TH GRADE CAMPUS"," ","N","N","N","N","N","N","N","N","VALLEY VIEW ISD","108916"
"109901001","ABBOTT SCHOOL"," ","N","N","N","N","N","N","N","N","ABBOTT ISD","109901"
"109902001","BYNUM SCHOOL"," ","N","N","N","N","N","N","N","N","BYNUM ISD","109902"
"109903001","COVINGTON SCHOOL"," ","N","N","N","N","N","N","N","N","COVINGTON ISD","109903"
"109904001","HILLSBORO H S"," ","N","N","N","N","N","N","N","N","HILLSBORO ISD","109904"
"109904010","HILL CO J J A E P"," ","N","N","N","N","N","Y","N","N","HILLSBORO ISD","109904"
"109904041","HILLSBORO J H"," ","N","N","N","N","N","N","N","N","HILLSBORO ISD","109904"
"109904101","FRANKLIN EL"," ","N","N","N","N","Y","N","N","N","HILLSBORO ISD","109904"
"109904104","HILLSBORO EL"," ","N","N","N","N","N","N","N","N","HILLSBORO ISD","109904"
"109904109","HILLSBORO INT"," ","N","N","N","N","N","N","N","N","HILLSBORO ISD","109904"
"109905001","HUBBARD H S"," ","N","N","N","N","N","N","N","N","HUBBARD ISD","109905"
"109905101","HUBBARD EL"," ","N","N","N","N","N","N","N","N","HUBBARD ISD","109905"
"109907001","ITASCA H S"," ","N","N","N","N","N","N","N","N","ITASCA ISD","109907"
"109907010","HILL CO J J A E P"," ","N","N","N","N","N","Y","Y","N","ITASCA ISD","109907"
"109907041","ITASCA MIDDLE"," ","N","N","N","N","N","N","N","N","ITASCA ISD","109907"
"109907101","ITASCA EL"," ","N","N","N","N","N","N","N","N","ITASCA ISD","109907"
"109908101","MALONE EL"," ","N","N","N","N","N","N","N","N","MALONE ISD","109908"
"109910101","MOUNT CALM ISD"," ","N","N","N","N","N","N","N","N","MOUNT CALM ISD","109910"
"109911001","WHITNEY H S"," ","N","N","N","N","N","N","N","N","WHITNEY ISD","109911"
"109911010","HILL CO J J A E P"," ","N","N","N","N","N","Y","N","N","WHITNEY ISD","109911"
"109911041","WHITNEY MIDDLE"," ","N","N","N","N","N","N","N","N","WHITNEY ISD","109911"
"109911101","WHITNEY EL"," ","N","N","N","N","N","N","N","N","WHITNEY ISD","109911"
"109911102","WHITNEY INT"," ","N","N","N","N","N","N","N","N","WHITNEY ISD","109911"
"109912001","AQUILLA SCHOOL"," ","N","N","N","N","N","N","N","N","AQUILLA ISD","109912"
"109913001","BLUM ISD"," ","N","N","N","N","N","N","N","N","BLUM ISD","109913"
"109914001","PENELOPE SCHOOL"," ","N","N","N","N","N","N","N","N","PENELOPE ISD","109914"
"110901001","ANTON SCHOOL"," ","N","N","N","N","N","N","N","N","ANTON ISD","110901"
"110902001","LEVELLAND H S"," ","N","N","N","N","N","N","N","N","LEVELLAND ISD","110902"
"110902041","LEVELLAND MIDDLE"," ","N","N","N","N","N","N","N","N","LEVELLAND ISD","110902"
"110902042","LEVELLAND INT"," ","N","N","N","N","N","N","N","N","LEVELLAND ISD","110902"
"110902104","CAPITOL EL"," ","N","N","N","N","N","N","N","N","LEVELLAND ISD","110902"
"110902105","SOUTH EL"," ","N","N","N","N","N","N","N","N","LEVELLAND ISD","110902"
"110902106","LEVELLAND ACADEMIC BEGINNINGS CENT"," ","N","N","N","N","N","N","N","N","LEVELLAND ISD","110902"
"110905001","ROPES SCHOOL"," ","N","N","N","N","N","N","N","N","ROPES ISD","110905"
"110906001","SMYER H S"," ","N","N","N","N","N","N","N","N","SMYER ISD","110906"
"110906101","SMYER EL"," ","N","N","N","N","N","N","N","N","SMYER ISD","110906"
"110907001","SUNDOWN H S"," ","N","N","N","N","N","N","N","N","SUNDOWN ISD","110907"
"110907002","PEP ALTER SCHOOL","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","SUNDOWN ISD","110907"
"110907041","SUNDOWN J H"," ","N","N","N","N","N","N","N","N","SUNDOWN ISD","110907"
"110907101","SUNDOWN EL"," ","N","N","N","N","N","N","N","N","SUNDOWN ISD","110907"
"110908001","WHITHARRAL SCHOOL"," ","N","N","N","N","N","N","N","N","WHITHARRAL ISD","110908"
"111801001","LAKE GRANBURY ACADEMY"," ","N","N","Y","N","N","N","Y","Y","LAKE GRANBURY ACADEMY CHARTER SCHO","111801"
"111901001","GRANBURY H S"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901002","STARS ACCELERATED H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901041","GRANBURY MIDDLE"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901042","ACTON MIDDLE"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901102","ACTON EL"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901104","EMMA ROBERSON EL"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901105","NETTIE BACCUS EL"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901106","OAK WOODS SCHOOL"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901107","MAMBRINO SCHOOL"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111901108","JOHN AND LYNN BRAWNER INT"," ","N","N","N","N","N","N","N","N","GRANBURY ISD","111901"
"111902003","LIPAN H S"," ","N","N","N","N","N","N","N","N","LIPAN ISD","111902"
"111902102","LIPAN EL"," ","N","N","N","N","N","N","N","N","LIPAN ISD","111902"
"111903001","TOLAR H S"," ","N","N","N","N","N","N","N","N","TOLAR ISD","111903"
"111903041","TOLAR J H"," ","N","N","N","N","N","N","N","N","TOLAR ISD","111903"
"111903101","TOLAR EL"," ","N","N","N","N","N","N","N","N","TOLAR ISD","111903"
"112901002","SULPHUR SPRINGS H S"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901041","SULPHUR SPRINGS MIDDLE"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901102","BARBARA BUSH PRI"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901104","LAMAR PRI"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901105","TRAVIS PRI"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901106","BOWIE PRI"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901107","DOUGLASS ECLC"," ","N","N","N","N","Y","N","N","N","SULPHUR SPRINGS ISD","112901"
"112901108","SULPHUR SPRINGS EL"," ","N","N","N","N","N","N","N","N","SULPHUR SPRINGS ISD","112901"
"112905001","CUMBY H S"," ","N","N","N","N","N","N","N","N","CUMBY ISD","112905"
"112905101","CUMBY EL"," ","N","N","N","N","N","N","N","N","CUMBY ISD","112905"
"112906001","NORTH HOPKINS H S"," ","N","N","N","N","N","N","N","N","NORTH HOPKINS ISD","112906"
"112906101","NORTH HOPKINS EL"," ","N","N","N","N","N","N","N","N","NORTH HOPKINS ISD","112906"
"112907001","MILLER GROVE SCHOOL"," ","N","N","N","N","N","N","N","N","MILLER GROVE ISD","112907"
"112908001","COMO-PICKTON SCHOOL"," ","N","N","N","N","N","N","N","N","COMO-PICKTON CISD","112908"
"112909001","SALTILLO SCHOOL"," ","N","N","N","N","N","N","N","N","SALTILLO ISD","112909"
"112910001","SULPHUR BLUFF ISD"," ","N","N","N","N","N","N","N","N","SULPHUR BLUFF ISD","112910"
"113901002","CROCKETT H S"," ","N","N","N","N","N","N","N","N","CROCKETT ISD","113901"
"113901041","CROCKETT J H"," ","N","N","N","N","N","N","N","N","CROCKETT ISD","113901"
"113901102","CROCKETT EL"," ","N","N","N","N","N","N","N","N","CROCKETT ISD","113901"
"113901105","EARLY CHILDHOOD CTR"," ","N","N","N","N","Y","N","N","N","CROCKETT ISD","113901"
"113902002","GRAPELAND H S"," ","N","N","N","N","N","N","N","N","GRAPELAND ISD","113902"
"113902041","GRAPELAND J H"," ","N","N","N","N","N","N","N","N","GRAPELAND ISD","113902"
"113902102","GRAPELAND EL"," ","N","N","N","N","N","N","N","N","GRAPELAND ISD","113902"
"113903002","LOVELADY J H H S"," ","N","N","N","N","N","N","N","N","LOVELADY ISD","113903"
"113903102","LOVELADY EL"," ","N","N","N","N","N","N","N","N","LOVELADY ISD","113903"
"113905001","LATEXO H S"," ","N","N","N","N","N","N","N","N","LATEXO ISD","113905"
"113905101","LATEXO EL"," ","N","N","N","N","N","N","N","N","LATEXO ISD","113905"
"113906001","KENNARD H S"," ","N","N","N","N","N","N","N","N","KENNARD ISD","113906"
"113906101","KENNARD EL"," ","N","N","N","N","N","N","N","N","KENNARD ISD","113906"
"114901001","BIG SPRING H S"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901003","ANDERSON ACCELERATED H S","AEC OF CHOICE","Y","Y","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901043","BIG SPRING J H"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901044","BIG SPRING INT"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901102","GOLIAD EL"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901108","KENTWOOD EL"," ","N","N","N","N","Y","N","N","N","BIG SPRING ISD","114901"
"114901110","MARCY EL"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901111","MOSS EL"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114901113","WASHINGTON EL"," ","N","N","N","N","N","N","N","N","BIG SPRING ISD","114901"
"114902001","COAHOMA H S"," ","N","N","N","N","N","N","N","N","COAHOMA ISD","114902"
"114902041","COAHOMA J H"," ","N","N","N","N","N","N","N","N","COAHOMA ISD","114902"
"114902101","COAHOMA EL"," ","N","N","N","N","N","N","N","N","COAHOMA ISD","114902"
"114904001","FORSAN H S"," ","N","N","N","N","N","N","N","N","FORSAN ISD","114904"
"114904101","FORSAN EL"," ","N","N","N","N","N","N","N","N","FORSAN ISD","114904"
"115901004","FORT HANCOCK H S"," ","N","N","N","N","N","N","N","N","FT HANCOCK ISD","115901"
"115901041","FORT HANCOCK MIDDLE"," ","N","N","N","N","N","N","N","N","FT HANCOCK ISD","115901"
"115901101","BENITO MARTINEZ EL"," ","N","N","N","N","N","N","N","N","FT HANCOCK ISD","115901"
"115902001","SIERRA BLANCA SCHOOL"," ","N","N","N","N","N","N","N","N","SIERRA BLANCA ISD","115902"
"115903001","DELL CITY SCHOOL"," ","N","N","N","N","N","N","N","N","DELL CITY ISD","115903"
"116901001","CADDO MILLS H S"," ","N","N","N","N","N","N","N","N","CADDO MILLS ISD","116901"
"116901041","CADDO MILLS MIDDLE"," ","N","N","N","N","N","N","N","N","CADDO MILLS ISD","116901"
"116901101","FRANCES AND JEANNETTE LEE EL"," ","N","N","N","N","N","N","N","N","CADDO MILLS ISD","116901"
"116901102","KATHRYN GRIFFIS EL"," ","N","N","N","N","N","N","N","N","CADDO MILLS ISD","116901"
"116902001","CELESTE H S"," ","N","N","N","N","N","N","N","N","CELESTE ISD","116902"
"116902041","CELESTE J H"," ","N","N","N","N","N","N","N","N","CELESTE ISD","116902"
"116902101","CELESTE EL"," ","N","N","N","N","N","N","N","N","CELESTE ISD","116902"
"116903001","COMMERCE H S"," ","N","N","N","N","N","N","N","N","COMMERCE ISD","116903"
"116903043","COMMERCE MIDDLE"," ","N","N","N","N","N","N","N","N","COMMERCE ISD","116903"
"116903101","COMMERCE EL"," ","N","N","N","N","N","N","N","N","COMMERCE ISD","116903"
"116903104","ALBERT C WILLIAMS EL"," ","N","N","N","N","N","N","N","N","COMMERCE ISD","116903"
"116905001","NEW HORIZONS LEARNING CENTER","AEC OF CHOICE","Y","Y","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905002","GREENVILLE H S"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905004","GREENVILLE ALTERNATIVE EDUCATIONAL"," ","N","N","N","Y","N","N","N","N","GREENVILLE ISD","116905"
"116905041","GREENVILLE MIDDLE"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905102","BOWIE EL"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905103","CROCKETT EL"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905104","CARVER EL"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905106","LAMAR EL"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905107","TRAVIS EL"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116905109","L P WATERS EARLY CHILDHOOD CENTER"," ","N","N","N","N","Y","N","N","N","GREENVILLE ISD","116905"
"116905114","KATHERINE G JOHNSON STEM ACADEMY"," ","N","N","N","N","N","N","N","N","GREENVILLE ISD","116905"
"116906001","LONE OAK H S"," ","N","N","N","N","N","N","N","N","LONE OAK ISD","116906"
"116906041","LONE OAK MIDDLE"," ","N","N","N","N","N","N","N","N","LONE OAK ISD","116906"
"116906101","LONE OAK EL"," ","N","N","N","N","N","N","N","N","LONE OAK ISD","116906"
"116908001","WH FORD H S"," ","N","N","N","N","N","N","N","N","QUINLAN ISD","116908"
"116908041","C B THOMPSON MIDDLE"," ","N","N","N","N","N","N","N","N","QUINLAN ISD","116908"
"116908101","A E BUTLER INT"," ","N","N","N","N","N","N","N","N","QUINLAN ISD","116908"
"116908102","D C CANNON EL"," ","N","N","N","N","N","N","N","N","QUINLAN ISD","116908"
"116909001","WOLFE CITY H S"," ","N","N","N","N","N","N","N","N","WOLFE CITY ISD","116909"
"116909041","WOLFE CITY MIDDLE"," ","N","N","N","N","N","N","N","N","WOLFE CITY ISD","116909"
"116909101","WOLFE CITY EL"," ","N","N","N","N","N","N","N","N","WOLFE CITY ISD","116909"
"116910001","CAMPBELL H S"," ","N","N","N","N","N","N","N","N","CAMPBELL ISD","116910"
"116910101","CAMPBELL EL"," ","N","N","N","N","N","N","N","N","CAMPBELL ISD","116910"
"116915001","BLAND H S"," ","N","N","N","N","N","N","N","N","BLAND ISD","116915"
"116915041","BLAND MIDDLE"," ","N","N","N","N","N","N","N","N","BLAND ISD","116915"
"116915101","BLAND EL"," ","N","N","N","N","N","N","N","N","BLAND ISD","116915"
"116916001","BOLES H S"," ","N","N","N","N","N","N","N","N","BOLES ISD","116916"
"116916041","BOLES MIDDLE"," ","N","N","N","N","N","N","N","N","BOLES ISD","116916"
"116916101","BOLES EL"," ","N","N","N","N","N","N","N","N","BOLES ISD","116916"
"117901001","BORGER H S"," ","N","N","N","N","N","N","N","N","BORGER ISD","117901"
"117901041","BORGER MIDDLE"," ","N","N","N","N","N","N","N","N","BORGER ISD","117901"
"117901104","PAUL BELTON EL"," ","N","N","N","N","Y","N","N","N","BORGER ISD","117901"
"117901105","CROCKETT EL"," ","N","N","N","N","N","N","N","N","BORGER ISD","117901"
