CAMPUS,CAMPNAME,CFLALTED,CFLCHART,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"084901014","COASTAL ALTERNATIVE PROGRAM (CAP)","N","N","DICKINSON ISD","084901","09 - 10","S"
"084901041","R D MCADAMS J H","N","N","DICKINSON ISD","084901","07 - 08","M"
"084901042","DUNBAR MIDDLE","N","N","DICKINSON ISD","084901","05 - 06","M"
"084901043","JOHN AND SHAMARION BARBER MIDDLE","N","N","DICKINSON ISD","084901","05 - 06","M"
"084901044","ELVA C LOBIT MIDDLE","N","N","DICKINSON ISD","084901","05 - 06","M"
"084901051","EUGENE 'GENE' KRANZ J H","N","N","DICKINSON ISD","084901","07 - 08","M"
"084901101","KENNETH E LITTLE EL","N","N","DICKINSON ISD","084901","EE - 04","E"
"084901102","LOUIS G LOBIT EL","N","N","DICKINSON ISD","084901","PK - 04","E"
"084901105","JAKE SILBERNAGEL EL","N","N","DICKINSON ISD","084901","EE - 04","E"
"084901106","HUGHES ROAD EL","N","N","DICKINSON ISD","084901","EE - 04","E"
"084901107","BAY COLONY EL","N","N","DICKINSON ISD","084901","EE - 04","E"
"084901108","SAN LEON EL","N","N","DICKINSON ISD","084901","EE - 04","E"
"084901109","CALDER ROAD EL","N","N","DICKINSON ISD","084901","EE - 04","E"
"084902001","BALL H S","N","N","GALVESTON ISD","084902","09 - 12","S"
"084902003","GALVESTON CO J J A E P","N","N","GALVESTON ISD","084902","10 - 11","S"
"084902006","COLLEGIATE ACADEMY","N","N","GALVESTON ISD","084902","05 - 08","M"
"084902007","AIM COLLEGE & CAREER PREP","Y","N","GALVESTON ISD","084902","06 - 12","B"
"084902041","AUSTIN MIDDLE","N","N","GALVESTON ISD","084902","05 - 08","M"
"084902042","CENTRAL MIDDLE","N","N","GALVESTON ISD","084902","05 - 08","M"
"084902102","CRENSHAW EL AND MIDDLE","N","N","GALVESTON ISD","084902","PK - 08","E"
"084902104","MORGAN EL MAGNET SCHOOL","N","N","GALVESTON ISD","084902","PK - 04","E"
"084902106","OPPE EL","N","N","GALVESTON ISD","084902","PK - 04","E"
"084902107","PARKER EL","N","N","GALVESTON ISD","084902","PK - 04","E"
"084902114","ROSENBERG EL LABORATORY FOR LEARNI","N","N","GALVESTON ISD","084902","EE - 03","E"
"084902115","BURNET EL","N","N","GALVESTON ISD","084902","EE - 04","E"
"084902117","MOODY EARLY CHILDHOOD CENTER","N","N","GALVESTON ISD","084902","PK - PK","E"
"084903001","HIGH ISLAND SCHOOL","N","N","HIGH ISLAND ISD","084903","PK - 12","B"
"084906001","TEXAS CITY H S","N","N","TEXAS CITY ISD","084906","09 - 12","S"
"084906002","LA MARQUE H S","N","N","TEXAS CITY ISD","084906","09 - 12","S"
"084906006","WOODROW WILSON DAEP","N","N","TEXAS CITY ISD","084906","05 - 12","B"
"084906010","TEXAS CITY J J A E P","N","N","TEXAS CITY ISD","084906","12 - 12","S"
"084906014","COASTAL ALTERNATIVE PROGRAM (CAP)","N","N","TEXAS CITY ISD","084906","08 - 10","S"
"084906041","BLOCKER MIDDLE","N","N","TEXAS CITY ISD","084906","07 - 08","M"
"084906043","LA MARQUE MIDDLE","N","N","TEXAS CITY ISD","084906","06 - 08","M"
"084906101","FRY INT","N","N","TEXAS CITY ISD","084906","05 - 06","M"
"084906102","HEIGHTS EL","N","N","TEXAS CITY ISD","084906","KG - 04","E"
"084906103","KOHFELDT EL","N","N","TEXAS CITY ISD","084906","KG - 04","E"
"084906104","MANUAL GUAJARDO JR EL","N","N","TEXAS CITY ISD","084906","KG - 04","E"
"084906105","ROOSEVELT-WILSON EL","N","N","TEXAS CITY ISD","084906","KG - 04","E"
"084906109","CALVIN VINCENT PRE-K HEAD START","N","N","TEXAS CITY ISD","084906","EE - PK","E"
"084906110","LA MARQUE PRI","N","N","TEXAS CITY ISD","084906","KG - 02","E"
"084906111","LA MARQUE EL","N","N","TEXAS CITY ISD","084906","03 - 05","E"
"084908001","HITCHCOCK H S","N","N","HITCHCOCK ISD","084908","09 - 12","S"
"084908042","CROSBY MIDDLE","N","N","HITCHCOCK ISD","084908","06 - 08","M"
"084908103","STEWART EL","N","N","HITCHCOCK ISD","084908","03 - 05","E"
"084908104","HITCHCOCK HEADSTART","N","N","HITCHCOCK ISD","084908","PK - PK","E"
"084908106","HITCHCOCK PRI","N","N","HITCHCOCK ISD","084908","EE - 02","E"
"084909001","SANTA FE H S","N","N","SANTA FE ISD","084909","09 - 12","S"
"084909002","GALVESTON CO J J A E P","N","N","SANTA FE ISD","084909","10 - 11","S"
"084909003","COASTAL ALTERNATIVE PROGRAM","N","N","SANTA FE ISD","084909","06 - 11","B"
"084909041","SANTA FE J H","N","N","SANTA FE ISD","084909","06 - 08","M"
"084909103","ROY J WOLLAM EL","N","N","SANTA FE ISD","084909","EE - 05","E"
"084909104","DAN J KUBACAK EL","N","N","SANTA FE ISD","084909","PK - 05","E"
"084909105","WILLIAM F BARNETT EL","N","N","SANTA FE ISD","084909","PK - 05","E"
"084910001","CLEAR CREEK H S","N","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910002","CLEAR LAKE H S","N","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910003","CLEAR BROOK H S","N","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910004","CLEAR VIEW H S","Y","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910005","GALVESTON CO JJAEP","N","N","CLEAR CREEK ISD","084910","09 - 09","S"
"084910006","HARRIS CO JJAEP","N","N","CLEAR CREEK ISD","084910","06 - 11","B"
"084910008","CLEAR PATH ALTERNATIVE SCHOOL","N","N","CLEAR CREEK ISD","084910","06 - 12","B"
"084910009","CLEAR SPRINGS H S","N","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910010","CLEAR HORIZONS EARLY COLLEGE H S","N","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910011","CLEAR FALLS H S","N","N","CLEAR CREEK ISD","084910","09 - 12","S"
"084910042","SEABROOK INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910043","CLEAR LAKE INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910044","SPACE CENTER INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910045","LEAGUE CITY INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910046","CREEKSIDE INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910047","BROOKSIDE INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910048","VICTORY LAKES INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910049","WESTBROOK INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910050","BAYSIDE INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910051","CLEAR CREEK INT","N","N","CLEAR CREEK ISD","084910","06 - 08","M"
"084910101","CLEAR LAKE CITY EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910102","ED H WHITE EL","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910103","LEAGUE CITY EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910104","JAMES H ROSS EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910105","BAY EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910106","LAVACE STEWART EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910107","MARGARET S MCWHIRTER EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910108","G H WHITCOMB EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910110","P H GREENE EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910111","ARMAND BAYOU EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910112","C D LANDOLT EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910115","WALTER HALL EL","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910116","JOHN F WARD EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910117","LLOYD R FERGUSON EL","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910118","BROOKWOOD EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910119","WEDGEWOOD EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910120","I W AND ELEANOR HYDE EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910121","NORTH POINTE EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910122","ART AND PAT GOFORTH EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910123","HENRY BAUERSCHLAG EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910124","FALCON PASS EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910125","ARLYNE & ALAN WEBER EL","N","N","CLEAR CREEK ISD","084910","EE - 05","E"
"084910126","G W ROBINSON","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910127","DARWIN L GILMORE EL","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910128","RALPH PARR EL","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910129","SANDRA MOSSMAN EL","N","N","CLEAR CREEK ISD","084910","KG - 05","E"
"084910130","CAMPBELL EL","N","N","CLEAR CREEK ISD","084910","PK - 05","E"
"084911001","FRIENDSWOOD H S","N","N","FRIENDSWOOD ISD","084911","09 - 12","S"
"084911041","FRIENDSWOOD J H","N","N","FRIENDSWOOD ISD","084911","06 - 08","M"
"084911101","WESTWOOD EL","N","N","FRIENDSWOOD ISD","084911","EE - 02","E"
"084911102","C W CLINE EL","N","N","FRIENDSWOOD ISD","084911","KG - 03","E"
"084911103","ZUE S BALES INT","N","N","FRIENDSWOOD ISD","084911","03 - 05","E"
"084911104","WINDSONG INT","N","N","FRIENDSWOOD ISD","084911","03 - 05","E"
"085902001","POST H S","N","N","POST ISD","085902","09 - 12","S"
"085902040","GARZA COUNTY REGIONAL JUVENILE CEN","Y","N","POST ISD","085902","05 - 12","B"
"085902041","POST MIDDLE","N","N","POST ISD","085902","06 - 08","M"
"085902101","POST EL","N","N","POST ISD","085902","EE - 05","E"
"085903001","SOUTHLAND SCHOOL","N","N","SOUTHLAND ISD","085903","KG - 12","B"
"086024101","DOSS EL","N","N","DOSS CONSOLIDATED CSD","086024","PK - 07","E"
"086901001","FREDERICKSBURG H S","N","N","FREDERICKSBURG ISD","086901","09 - 12","S"
"086901002","ALTER SCH","Y","N","FREDERICKSBURG ISD","086901","10 - 12","S"
"086901041","FREDERICKSBURG MIDDLE","N","N","FREDERICKSBURG ISD","086901","06 - 08","M"
"086901102","FREDERICKSBURG EL","N","N","FREDERICKSBURG ISD","086901","02 - 05","E"
"086901103","STONEWALL EL","N","N","FREDERICKSBURG ISD","086901","KG - 05","E"
"086901104","FREDERICKSBURG PRI","N","N","FREDERICKSBURG ISD","086901","EE - 01","E"
"086902001","HARPER H S","N","N","HARPER ISD","086902","09 - 12","S"
"086902041","HARPER MIDDLE","N","N","HARPER ISD","086902","05 - 08","M"
"086902101","HARPER EL","N","N","HARPER ISD","086902","PK - 04","E"
"087901001","GARDEN CITY H S","N","N","GLASSCOCK COUNTY ISD","087901","06 - 12","B"
"087901101","GARDEN CITY EL","N","N","GLASSCOCK COUNTY ISD","087901","PK - 05","E"
"088902001","GOLIAD H S","N","N","GOLIAD ISD","088902","09 - 12","S"
"088902041","GOLIAD MIDDLE","N","N","GOLIAD ISD","088902","06 - 08","M"
"088902104","GOLIAD EL","N","N","GOLIAD ISD","088902","EE - 05","E"
"089901001","GONZALES H S","N","N","GONZALES ISD","089901","09 - 12","S"
"089901042","GONZALES J H","N","N","GONZALES ISD","089901","07 - 08","M"
"089901101","GONZALES EAST AVENUE PRI","N","N","GONZALES ISD","089901","01 - 02","E"
"089901102","GONZALES EL","N","N","GONZALES ISD","089901","03 - 04","E"
"089901103","GONZALES NORTH AVENUE INT","N","N","GONZALES ISD","089901","05 - 06","M"
"089901104","GONZALES PRI ACADEMY","N","N","GONZALES ISD","089901","PK - KG","E"
"089903001","NIXON-SMILEY H S","N","N","NIXON-SMILEY CISD","089903","09 - 12","S"
"089903002","NIXON-SMILEY CISD DAEP","N","N","NIXON-SMILEY CISD","089903","01 - 11","B"
"089903004","NIXON-SMILEY PACE","N","N","NIXON-SMILEY CISD","089903","11 - 12","S"
"089903041","NIXON-SMILEY MIDDLE","N","N","NIXON-SMILEY CISD","089903","05 - 08","M"
"089903101","NIXON SMILEY EL","N","N","NIXON-SMILEY CISD","089903","PK - 04","E"
"089905102","WAELDER SCHOOL","N","N","WAELDER ISD","089905","PK - 12","B"
"090902001","LEFORS SCHOOL","N","N","LEFORS ISD","090902","PK - 12","B"
"090903001","MCLEAN SCHOOL","N","N","MCLEAN ISD","090903","PK - 12","B"
"090904001","PAMPA H S","N","N","PAMPA ISD","090904","09 - 12","S"
"090904042","PAMPA J H","N","N","PAMPA ISD","090904","06 - 08","M"
"090904101","AUSTIN EL","N","N","PAMPA ISD","090904","PK - 05","E"
"090904105","LAMAR EL","N","N","PAMPA ISD","090904","EE - 05","E"
"090904107","TRAVIS EL","N","N","PAMPA ISD","090904","KG - 05","E"
"090904108","WILSON EL","N","N","PAMPA ISD","090904","KG - 05","E"
"090905101","GRANDVIEW-HOPKINS EL","N","N","GRANDVIEW-HOPKINS ISD","090905","KG - 06","E"
"091901001","BELLS H S","N","N","BELLS ISD","091901","09 - 12","S"
"091901041","PRITCHARD J H","N","N","BELLS ISD","091901","06 - 08","M"
"091901101","BELLS EL","N","N","BELLS ISD","091901","PK - 05","E"
"091902001","COLLINSVILLE H S","N","N","COLLINSVILLE ISD","091902","07 - 12","S"
"091902200","COLLINSVILLE EL","N","N","COLLINSVILLE ISD","091902","PK - 06","E"
"091903001","DENISON H S","N","N","DENISON ISD","091903","09 - 12","S"
"091903002","PATHWAYS H S","Y","N","DENISON ISD","091903","09 - 12","S"
"091903041","HENRY SCOTT MIDDLE","N","N","DENISON ISD","091903","07 - 08","M"
"091903045","B MCDANIEL INT","N","N","DENISON ISD","091903","05 - 06","M"
"091903103","HOUSTON EL","N","N","DENISON ISD","091903","EE - 04","E"
"091903104","HYDE PARK EL","N","N","DENISON ISD","091903","EE - 04","E"
"091903112","MAYES EL","N","N","DENISON ISD","091903","PK - 04","E"
"091903113","LAMAR EL","N","N","DENISON ISD","091903","PK - 04","E"
"091903114","TERRELL EL","N","N","DENISON ISD","091903","PK - 04","E"
"091905001","HOWE H S","N","N","HOWE ISD","091905","09 - 12","S"
"091905041","HOWE MIDDLE","N","N","HOWE ISD","091905","06 - 08","M"
"091905101","SUMMIT HILL EL","N","N","HOWE ISD","091905","EE - 02","E"
"091905102","HOWE INT","N","N","HOWE ISD","091905","03 - 05","E"
"091906002","SHERMAN H S","N","N","SHERMAN ISD","091906","09 - 12","S"
"091906004","COOKE/FANNIN/GRAYSON CO JUVENILE P","Y","N","SHERMAN ISD","091906","07 - 12","S"
"091906035","TRI CO JUVENILE DETENT","Y","N","SHERMAN ISD","091906","07 - 11","S"
"091906037","PERRIN LEARNING CTR","Y","N","SHERMAN ISD","091906","09 - 12","S"
"091906042","PINER MIDDLE","N","N","SHERMAN ISD","091906","07 - 08","M"
"091906101","FRED DOUGLASS EARLY CHILDHOOD CENT","N","N","SHERMAN ISD","091906","EE - PK","E"
"091906102","DILLINGHAM INT","N","N","SHERMAN ISD","091906","05 - 06","M"
"091906104","CRUTCHFIELD EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091906105","FAIRVIEW EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091906106","JEFFERSON EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091906108","WAKEFIELD EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091906109","WASHINGTON EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091906110","PERCY W NEBLETT EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091906111","HENRY W SORY EL","N","N","SHERMAN ISD","091906","KG - 04","E"
"091907101","TIOGA SCHOOL","N","N","TIOGA ISD","091907","EE - 12","B"
"091908001","VAN ALSTYNE H S","N","N","VAN ALSTYNE ISD","091908","09 - 12","S"
"091908041","VAN ALSTYNE J H","N","N","VAN ALSTYNE ISD","091908","06 - 08","M"
"091908101","JOHN AND NELDA PARTIN EL","N","N","VAN ALSTYNE ISD","091908","KG - 05","E"
"091908102","BOB AND LOLA SANFORD EL","N","N","VAN ALSTYNE ISD","091908","EE - 05","E"
"091909001","WHITESBORO H S","N","N","WHITESBORO ISD","091909","09 - 12","S"
"091909041","WHITESBORO MIDDLE","N","N","WHITESBORO ISD","091909","06 - 08","M"
"091909101","WHITESBORO INTERMEDIATE","N","N","WHITESBORO ISD","091909","03 - 05","E"
"091909110","HAYES PRIMARY SCHOOL","N","N","WHITESBORO ISD","091909","EE - 02","E"
"091910001","WHITEWRIGHT H S","N","N","WHITEWRIGHT ISD","091910","09 - 12","S"
"091910041","WHITEWRIGHT MIDDLE","N","N","WHITEWRIGHT ISD","091910","06 - 08","M"
"091910101","WHITEWRIGHT EL","N","N","WHITEWRIGHT ISD","091910","EE - 05","E"
"091913001","POTTSBORO H S","N","N","POTTSBORO ISD","091913","09 - 12","S"
"091913041","POTTSBORO MIDDLE","N","N","POTTSBORO ISD","091913","05 - 08","M"
"091913101","POTTSBORO EL","N","N","POTTSBORO ISD","091913","EE - 04","E"
"091914001","S AND S CONS H S","N","N","S AND S CISD","091914","09 - 12","S"
"091914041","S AND S CONS MIDDLE","N","N","S AND S CISD","091914","06 - 08","M"
"091914101","S AND S CONS EL","N","N","S AND S CISD","091914","EE - 05","E"
"091917001","GUNTER H S","N","N","GUNTER ISD","091917","09 - 12","S"
"091917041","GUNTER MIDDLE","N","N","GUNTER ISD","091917","05 - 08","M"
"091917101","GUNTER EL","N","N","GUNTER ISD","091917","EE - 04","E"
"091918001","TOM BEAN H S","N","N","TOM BEAN ISD","091918","09 - 12","S"
"091918041","TOM BEAN MIDDLE","N","N","TOM BEAN ISD","091918","06 - 08","M"
"091918101","TOM BEAN EL","N","N","TOM BEAN ISD","091918","EE - 05","E"
"092801001","DAN CHADWICK CAMPUS","Y","Y","EAST TEXAS CHARTER SCHOOLS","092801","09 - 12","S"
"092901001","GLADEWATER H S","N","N","GLADEWATER ISD","092901","09 - 12","S"
"092901042","GLADEWATER MIDDLE","N","N","GLADEWATER ISD","092901","06 - 08","M"
"092901102","GLADEWATER PRI","N","N","GLADEWATER ISD","092901","EE - 01","E"
"092901105","WELDON EL","N","N","GLADEWATER ISD","092901","02 - 05","E"
"092902002","KILGORE H S","N","N","KILGORE ISD","092902","09 - 12","S"
"092902042","KILGORE MIDDLE","N","N","KILGORE ISD","092902","06 - 08","M"
"092902101","CHANDLER EL","N","N","KILGORE ISD","092902","02 - 03","E"
"092902106","KILGORE PRI","N","N","KILGORE ISD","092902","EE - 01","E"
"092902107","KILGORE INT","N","N","KILGORE ISD","092902","04 - 05","E"
"092903001","LONGVIEW H S","N","N","LONGVIEW ISD","092903","09 - 12","S"
"092903004","LEAD ACADEMY H S","Y","N","LONGVIEW ISD","092903","09 - 12","S"
"092903041","FOREST PARK MAGNET SCHOOL","N","N","LONGVIEW ISD","092903","06 - 08","M"
"092903042","FOSTER MIDDLE","N","N","LONGVIEW ISD","092903","06 - 08","M"
"092903044","JUDSON STEAM ACADEMY","N","N","LONGVIEW ISD","092903","06 - 08","M"
"092903111","EAST TEXAS MONTESSORI PREP ACADEMY","N","N","LONGVIEW ISD","092903","EE - KG","E"
"092903117","HUDSON EL","N","N","LONGVIEW ISD","092903","01 - 05","E"
"092903122","J L EVERHART MAGNET EL","N","N","LONGVIEW ISD","092903","KG - 05","E"
"092903123","JOHNSTON-MCQUEEN EL","N","N","LONGVIEW ISD","092903","EE - 05","E"
"092903124","SOUTH WARD EL","N","N","LONGVIEW ISD","092903","EE - 05","E"
"092903125","WARE EL","N","N","LONGVIEW ISD","092903","01 - 05","E"
"092903126","NED E WILLIAMS EL","N","N","LONGVIEW ISD","092903","EE - 05","E"
"092903127","BRAMLETTE STEAM ACADEMY","N","N","LONGVIEW ISD","092903","01 - 05","E"
"092903200","JUVENILE DETENT CTR","Y","N","LONGVIEW ISD","092903","07 - 11","S"
"092904001","PINE TREE H S","N","N","PINE TREE ISD","092904","09 - 12","S"
"092904003","EXCEL H S OF CHOICE","Y","N","PINE TREE ISD","092904","10 - 12","S"
"092904041","PINE TREE J H","N","N","PINE TREE ISD","092904","07 - 08","M"
"092904043","PINE TREE MIDDLE","N","N","PINE TREE ISD","092904","05 - 06","M"
"092904103","PINE TREE PRI","N","N","PINE TREE ISD","092904","EE - KG","E"
"092904104","BIRCH EL","N","N","PINE TREE ISD","092904","01 - 04","E"
"092904105","PARKWAY EL","N","N","PINE TREE ISD","092904","01 - 04","E"
"092906002","SABINE H S","N","N","SABINE ISD","092906","09 - 12","S"
"092906041","SABINE MIDDLE","N","N","SABINE ISD","092906","06 - 08","M"
"092906102","SABINE EL","N","N","SABINE ISD","092906","EE - 05","E"
"092907001","SPRING HILL H S","N","N","SPRING HILL ISD","092907","09 - 12","S"
"092907042","SPRING HILL J H","N","N","SPRING HILL ISD","092907","06 - 08","M"
"092907101","SPRING HILL INT","N","N","SPRING HILL ISD","092907","03 - 05","E"
"092907103","SPRING HILL PRI","N","N","SPRING HILL ISD","092907","EE - 02","E"
"092908001","WHITE OAK H S","N","N","WHITE OAK ISD","092908","09 - 12","S"
"092908041","WHITE OAK MIDDLE","N","N","WHITE OAK ISD","092908","06 - 08","M"
"092908102","WHITE OAK PRI","N","N","WHITE OAK ISD","092908","EE - 02","E"
"092908103","WHITE OAK INT","N","N","WHITE OAK ISD","092908","03 - 05","E"
"093901001","ANDERSON-SHIRO JR/SR H S","N","N","ANDERSON-SHIRO CISD","093901","06 - 12","B"
"093901101","ANDERSON-SHIRO EL","N","N","ANDERSON-SHIRO CISD","093901","PK - 05","E"
"093903001","IOLA H S","N","N","IOLA ISD","093903","07 - 12","S"
"093903101","IOLA EL","N","N","IOLA ISD","093903","PK - 06","E"
"093904002","NAVASOTA H S","N","N","NAVASOTA ISD","093904","09 - 12","S"
"093904005","W B BIZZELL ACADEMY","Y","N","NAVASOTA ISD","093904","09 - 12","S"
"093904042","NAVASOTA J H","N","N","NAVASOTA ISD","093904","06 - 08","M"
"093904104","JOHN C WEBB EL","N","N","NAVASOTA ISD","093904","EE - 05","E"
"093904106","HIGH POINT EL","N","N","NAVASOTA ISD","093904","PK - 05","E"
"093904107","BRULE EL","N","N","NAVASOTA ISD","093904","PK - 05","E"
"093905001","RICHARDS H S","N","N","RICHARDS ISD","093905","07 - 12","S"
"093905101","RICHARDS EL","N","N","RICHARDS ISD","093905","PK - 06","E"
"094901001","SEGUIN H S","N","N","SEGUIN ISD","094901","09 - 12","S"
"094901002","MERCER & BLUMBERG LRN CTR","Y","N","SEGUIN ISD","094901","09 - 12","S"
"094901041","JIM BARNES MIDDLE","N","N","SEGUIN ISD","094901","06 - 08","M"
"094901042","BRIESEMEISTER MIDDLE","N","N","SEGUIN ISD","094901","06 - 08","M"
"094901101","BALL EARLY CHILDHOOD CENTER","N","N","SEGUIN ISD","094901","EE - PK","E"
"094901103","JEFFERSON AVE EL","N","N","SEGUIN ISD","094901","KG - 05","E"
"094901104","ORALIA R RODRIGUEZ EL","N","N","SEGUIN ISD","094901","KG - 05","E"
"094901105","WEINERT EL","N","N","SEGUIN ISD","094901","KG - 05","E"
"094901106","MCQUEENEY EL","N","N","SEGUIN ISD","094901","KG - 05","E"
"094901108","PATLAN EL","N","N","SEGUIN ISD","094901","PK - 05","E"
"094901109","KOENNECKE EL","N","N","SEGUIN ISD","094901","KG - 05","E"
"094901110","VOGEL EL","N","N","SEGUIN ISD","094901","KG - 05","E"
"094901111","DISCIPLINE ALTERNATIVE SCHOOL AT S","N","N","SEGUIN ISD","094901","03 - 12","B"
"094901112","JUVENILE DETENTION CENTER","Y","N","SEGUIN ISD","094901","08 - 12","S"
"094902001","SAMUEL CLEMENS H S","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","09 - 12","S"
"094902002","ALLISON L STEELE E L C","Y","N","SCHERTZ-CIBOLO-U CITY ISD","094902","09 - 12","S"
"094902003","BYRON P STEELE II H S","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","09 - 12","S"
"094902041","RAY D CORBETT J H","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","07 - 08","M"
"094902042","DOBIE J H","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","07 - 08","M"
"094902101","WIEDERSTEIN EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902102","ROSE GARDEN EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902103","SCHERTZ EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902108","LAURA INGALLS WILDER INT","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","05 - 06","M"
"094902109","BARBARA JORDAN INT","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","05 - 06","M"
"094902110","WATTS EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902111","NORMA J PASCHAL EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902112","GREEN VALLEY EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902113","JOHN A SIPPEL EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094902114","ELAINE S SCHLATHER INT","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","05 - 06","M"
"094902115","CIBOLO VALLEY EL","N","N","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"
"094903001","NAVARRO H S","N","N","NAVARRO ISD","094903","09 - 12","S"
"094903041","NAVARRO J H","N","N","NAVARRO ISD","094903","07 - 08","M"
"094903101","NAVARRO EL","N","N","NAVARRO ISD","094903","EE - 03","E"
"094903102","NAVARRO INT","N","N","NAVARRO ISD","094903","04 - 06","E"
"094904001","MARION H S","N","N","MARION ISD","094904","09 - 12","S"
"094904003","MARION ALTERNATIVE CENTER","N","N","MARION ISD","094904","09 - 12","S"
"094904041","MARION MIDDLE","N","N","MARION ISD","094904","06 - 08","M"
"094904101","NORMA KRUEGER EL","N","N","MARION ISD","094904","PK - 02","E"
"094904102","NORMA KRUEGER EL/BERT KARRER CAMPU","N","N","MARION ISD","094904","03 - 05","E"
"095901001","ABERNATHY H S","N","N","ABERNATHY ISD","095901","09 - 12","S"
"095901003","ABERNATHY DAEP","N","N","ABERNATHY ISD","095901","11 - 12","S"
"095901041","ABERNATHY MIDDLE","N","N","ABERNATHY ISD","095901","06 - 08","M"
"095901101","ABERNATHY EL","N","N","ABERNATHY ISD","095901","EE - 05","E"
"095902001","COTTON CENTER SCHOOL","N","N","COTTON CENTER ISD","095902","PK - 12","B"
"095903001","HALE CENTER H S","N","N","HALE CENTER ISD","095903","09 - 12","S"
"095903102","AKIN EL","N","N","HALE CENTER ISD","095903","PK - 04","E"
"095903103","CARR MIDDLE","N","N","HALE CENTER ISD","095903","05 - 08","M"
"095904001","PETERSBURG SCHOOL","N","N","PETERSBURG ISD","095904","PK - 12","B"
"095905001","PLAINVIEW H S","N","N","PLAINVIEW ISD","095905","09 - 12","S"
"095905004","HALE COUNTY JJAEP","N","N","PLAINVIEW ISD","095905","06 - 11","B"
"095905043","CORONADO MIDDLE","N","N","PLAINVIEW ISD","095905","06 - 08","M"
