CAMPUS,CAMPNAME,CFLALTED,CFLCHART,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"015801001","POR VIDA ACADEMY CHARTER H S","Y","Y","POR VIDA ACADEMY","015801","09 - 12","S"
"015801002","CORPUS CHRISTI COLLEGE PREP H S","Y","Y","POR VIDA ACADEMY","015801","09 - 12","S"
"015801003","CESAR E CHAVEZ ACADEMY","Y","Y","POR VIDA ACADEMY","015801","09 - 12","S"
"015802001","GEORGE GERVIN ACADEMY","N","Y","GEORGE GERVIN ACADEMY","015802","PK - 12","B"
"015802004","RUTH JONES MCCLENDON MIDDLE","Y","Y","GEORGE GERVIN ACADEMY","015802","06 - 12","B"
"015805001","FRANK L MADLA EARLY COLLEGE H S","N","Y","NEW FRONTIERS PUBLIC SCHOOLS INC","015805","09 - 12","S"
"015805041","FRANK L MADLA ACCELERATED COLLEGIA","N","Y","NEW FRONTIERS PUBLIC SCHOOLS INC","015805","PK - 08","E"
"015806003","MILTON B LEE ACADEMY OF SCIENCE &","N","Y","SCHOOL OF EXCELLENCE IN EDUCATION","015806","09 - 12","S"
"015806041","DR PAUL S SAENZ J H","N","Y","SCHOOL OF EXCELLENCE IN EDUCATION","015806","07 - 08","M"
"015806101","DR HARMON W KELLEY EL","N","Y","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 06","E"
"015806106","DR DAVID C WALKER EL","N","Y","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 06","E"
"015807001","SOUTHWEST PREPARATORY SCHOOL","N","Y","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 05","E"
"015807002","SOUTHWEST PREPARATORY SOUTHEAST CA","Y","Y","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 12","B"
"015807004","SOUTHWEST PREPARATORY SCHOOL-NORTH","Y","Y","SOUTHWEST PREPARATORY SCHOOL","015807","03 - 12","B"
"015807005","NEW DIRECTIONS","Y","Y","SOUTHWEST PREPARATORY SCHOOL","015807","06 - 12","B"
"015807101","SOUTHWEST PREP NORTHWEST EL","N","Y","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 02","E"
"015807102","SEGUIN EL","N","Y","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 08","E"
"015808001","JHW INSPIRE ACADEMY - AFTON OAKS","Y","Y","INSPIRE ACADEMIES","015808","06 - 12","B"
"015808003","JHW INSPIRE ACADEMY - HAYS COUNTY","Y","Y","INSPIRE ACADEMIES","015808","07 - 11","S"
"015808007","JHW INSPIRE ACADEMY - ROCKDALE","Y","Y","INSPIRE ACADEMIES","015808","05 - 12","B"
"015808009","ANNE FRANK INSPIRE ACADEMY","N","Y","INSPIRE ACADEMIES","015808","KG - 12","B"
"015808010","JHW INSPIRE ACADEMY - MERIDELL","Y","Y","INSPIRE ACADEMIES","015808","06 - 12","B"
"015808011","JHW INSPIRE ACADEMY - WILLIAMS HOU","Y","Y","INSPIRE ACADEMIES","015808","05 - 12","B"
"015808012","JHW INSPIRE ACADEMY - LEGACY RANCH","N","Y","INSPIRE ACADEMIES","015808","KG - 09","B"
"015808014","JHW INSPIRE ACADEMY - BELL COUNTY","Y","Y","INSPIRE ACADEMIES","015808","08 - 11","S"
"015809101","BEXAR COUNTY ACADEMY","N","Y","BEXAR COUNTY ACADEMY","015809","PK - 08","E"
"015814001","POSITIVE SOLUTIONS CHARTER","Y","Y","POSITIVE SOLUTIONS CHARTER SCHOOL","015814","09 - 12","S"
"015815001","HERITAGE ACADEMY OF WINDCREST","N","Y","HERITAGE ACADEMY","015815","PK - 05","E"
"015815041","HERITAGE ACADEMY OF DEL RIO","Y","Y","HERITAGE ACADEMY","015815","09 - 12","S"
"015815042","HERITAGE ACADEMY OF DEL RIO MIDDLE","Y","Y","HERITAGE ACADEMY","015815","04 - 08","M"
"015815101","HERITAGE ACADEMY","Y","Y","HERITAGE ACADEMY","015815","07 - 08","M"
"015815104","HERITAGE ACADEMY OF SAN ANTONIO","Y","Y","HERITAGE ACADEMY","015815","06 - 06","M"
"015822001","JUBILEE SAN ANTONIO","N","Y","JUBILEE ACADEMIES","015822","KG - 12","B"
"015822002","JUBILEE HIGHLAND HILLS","N","Y","JUBILEE ACADEMIES","015822","PK - 08","E"
"015822004","JUBILEE - LAKE VIEW UNIVERSITY PRE","N","Y","JUBILEE ACADEMIES","015822","PK - 12","B"
"015822005","JUBILEE HIGHLAND PARK","N","Y","JUBILEE ACADEMIES","015822","PK - 08","E"
"015822006","JUBILEE KINGSVILLE","N","Y","JUBILEE ACADEMIES","015822","PK - 08","E"
"015822007","JUBILEE LIVING WAY","N","Y","JUBILEE ACADEMIES","015822","PK - 05","E"
"015822008","JUBILEE HARLINGEN","N","Y","JUBILEE ACADEMIES","015822","PK - 08","E"
"015822009","JUBILEE WELLS BRANCH","N","Y","JUBILEE ACADEMIES","015822","PK - 10","B"
"015822010","JUBILEE BROWNSVILLE","N","Y","JUBILEE ACADEMIES","015822","PK - 12","B"
"015822011","JUBILEE LEADERSHIP ACADEMY","N","Y","JUBILEE ACADEMIES","015822","PK - 06","E"
"015822012","JUBILEE WESTWOOD","N","Y","JUBILEE ACADEMIES","015822","PK - 05","E"
"015822013","JUBILEE ACADEMIES MIDDLE","N","Y","JUBILEE ACADEMIES","015822","06 - 08","M"
"015822014","JUBILEE SENDERO","N","Y","JUBILEE ACADEMIES","015822","PK - 03","E"
"015825001","LIGHTHOUSE CHARTER SCHOOL - B CAMP","N","Y","LIGHTHOUSE CHARTER SCHOOL","015825","02 - 08","E"
"015825101","LIGHTHOUSE CHARTER SCHOOL","N","Y","LIGHTHOUSE CHARTER SCHOOL","015825","PK - 01","E"
"015827001","SCHOOL OF SCIENCE AND TECHNOLOGY","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY","015827","06 - 12","B"
"015827002","SCHOOL OF SCIENCE AND TECHNOLOGY -","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY","015827","KG - 08","E"
"015827003","SCHOOL OF SCIENCE AND TECHNOLOGY H","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY","015827","PK - 08","E"
"015827004","SCHOOL OF SCIENCE AND TECHNOLOGY E","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY","015827","PK - 07","E"
"015827005","SCHOOL OF SCIENCE AND TECHNOLOGY S","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY","015827","PK - 06","E"
"015828001","HARMONY SCIENCE ACAD (SAN ANTONIO)","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","06 - 12","B"
"015828002","HARMONY SCHOOL OF INNOVATION - SAN","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","PK - 08","E"
"015828003","HARMONY SCIENCE ACADEMY - LAREDO","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","06 - 08","M"
"015828004","HARMONY SCHOOL OF INNOVATION - LAR","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","KG - 05","E"
"015828005","HARMONY SCIENCE ACADEMY - BROWNSVI","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","PK - 08","E"
"015828006","HARMONY SCHOOL OF EXCELLENCE - SAN","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","PK - 05","E"
"015828007","HARMONY SCHOOL OF INNOVATION - BRO","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","06 - 12","B"
"015828008","HARMONY SCHOOL OF EXCELLENCE - LAR","N","Y","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828","09 - 12","S"
"015830001","BROOKS ACADEMY OF SCIENCE AND ENGI","N","Y","BROOKS ACADEMIES OF TEXAS","015830","PK - 12","B"
"015830101","BROOKS COLLEGIATE ACADEMY","N","Y","BROOKS ACADEMIES OF TEXAS","015830","PK - 12","B"
"015830102","BROOKS ACADEMY LONESTAR","N","Y","BROOKS ACADEMIES OF TEXAS","015830","KG - 05","E"
"015830103","BROOKS ACADEMY OAKS","N","Y","BROOKS ACADEMIES OF TEXAS","015830","KG - 05","E"
"015831001","SCHOOL OF SCIENCE AND TECHNOLOGY D","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831","PK - 08","E"
"015831002","SCHOOL OF SCIENCE AND TECHNOLOGY C","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831","PK - 12","B"
"015831003","SCHOOL OF SCIENCE AND TECHNOLOGY A","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831","KG - 08","E"
"015831004","SCHOOL OF SCIENCE AND TECHNOLOGY N","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831","PK - 07","E"
"015831005","SCHOOL OF SCIENCE AND TECHNOLOGY S","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831","PK - 07","E"
"015831006","SCHOOL OF SCIENCE AND TECHNOLOGY H","N","Y","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831","PK - 04","E"
"015833001","HENRY FORD ACADEMY ALAMEDA SCHOOL","N","Y","HENRY FORD ACADEMY ALAMEDA SCHOOL","015833","09 - 12","S"
"015834001","BASIS SAN ANTONIO- SHAVANO CAMPUS","N","Y","BASIS TEXAS","015834","06 - 12","B"
"015834002","BASIS SAN ANTONIO- PRI NORTH CENTR","N","Y","BASIS TEXAS","015834","KG - 05","E"
"015834101","BASIS SAN ANTONIO PRI- MEDICAL CEN","N","Y","BASIS TEXAS","015834","KG - 05","E"
"015835001","GREAT HEARTS MONTE VISTA","N","Y","GREAT HEARTS TEXAS","015835","KG - 05","E"
"015835002","GREAT HEARTS MONTE VISTA NORTH","N","Y","GREAT HEARTS TEXAS","015835","06 - 12","B"
"015835003","GREAT HEARTS NORTHERN OAKS","N","Y","GREAT HEARTS TEXAS","015835","KG - 11","B"
"015835004","GREAT HEARTS IRVING","N","Y","GREAT HEARTS TEXAS","015835","KG - 05","E"
"015835005","GREAT HEARTS WESTERN HILLS","N","Y","GREAT HEARTS TEXAS","015835","KG - 06","E"
"015835006","GREAT HEARTS FOREST HEIGHTS","N","Y","GREAT HEARTS TEXAS","015835","KG - 06","E"
"015835007","GREAT HEARTS IRVING UPPER","N","Y","GREAT HEARTS TEXAS","015835","06 - 11","B"
"015836001","ELEANOR KOLITZ HEBREW LANGUAGE ACA","N","Y","ELEANOR KOLITZ HEBREW LANGUAGE ACA","015836","KG - 08","E"
"015838001","COMPASS ROSE ACADEMY","N","Y","COMPASS ROSE ACADEMY","015838","06 - 09","M"
"015901001","ALAMO HEIGHTS H S","N","N","ALAMO HEIGHTS ISD","015901","09 - 12","S"
"015901002","BEXAR CO J J A E P","N","N","ALAMO HEIGHTS ISD","015901","07 - 10","S"
"015901041","ALAMO HEIGHTS J H","N","N","ALAMO HEIGHTS ISD","015901","06 - 08","M"
"015901101","CAMBRIDGE EL","N","N","ALAMO HEIGHTS ISD","015901","01 - 05","E"
"015901102","HOWARD EL","N","N","ALAMO HEIGHTS ISD","015901","EE - KG","E"
"015901104","WOODRIDGE EL","N","N","ALAMO HEIGHTS ISD","015901","01 - 05","E"
"015904001","HARLANDALE H S","N","N","HARLANDALE ISD","015904","09 - 12","S"
"015904002","MCCOLLUM H S","N","N","HARLANDALE ISD","015904","09 - 12","S"
"015904003","HAC DAEP H S","N","N","HARLANDALE ISD","015904","09 - 12","S"
"015904004","FRANK M TEJEDA ACADEMY","Y","N","HARLANDALE ISD","015904","09 - 12","S"
"015904007","BEXAR CO J J A E P","N","N","HARLANDALE ISD","015904","09 - 11","S"
"015904010","FENLEY TRANSITIONAL H S","N","N","HARLANDALE ISD","015904","09 - 12","S"
"015904011","HARLANDALE ISD STEM ECHS-ALAMO COL","N","N","HARLANDALE ISD","015904","09 - 12","S"
"015904041","HARLANDALE MIDDLE","N","N","HARLANDALE ISD","015904","06 - 08","M"
"015904042","A LEAL JR MIDDLE","N","N","HARLANDALE ISD","015904","06 - 08","M"
"015904043","TERRELL WELLS MIDDLE","N","N","HARLANDALE ISD","015904","06 - 08","M"
"015904044","KINGSBOROUGH MIDDLE","N","N","HARLANDALE ISD","015904","06 - 08","M"
"015904045","HAC DAEP MIDDLE","N","N","HARLANDALE ISD","015904","06 - 08","M"
"015904047","FENLEY TRANSITIONAL MIDDLE","N","N","HARLANDALE ISD","015904","08 - 08","M"
"015904048","TEJEDA JUNIOR ACADEMY","Y","N","HARLANDALE ISD","015904","08 - 08","M"
"015904101","CARROLL BELL EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904102","BELLAIRE EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904103","COLLIER EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904104","COLUMBIA HEIGHTS EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904105","STONEWALL/FLANDERS EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904106","V M ADAMS EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904107","GILLETTE EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904108","H W SCHULZE EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904109","MORRILL EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904110","RAYBURN EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904113","VESTAL EL","N","N","HARLANDALE ISD","015904","EE - 05","E"
"015904114","WRIGHT EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904115","JEWEL C WIETZEL CENTER","N","N","HARLANDALE ISD","015904","03 - 12","B"
"015904116","E H GILBERT EL","N","N","HARLANDALE ISD","015904","PK - 05","E"
"015904117","COLLIER DAEP","N","N","HARLANDALE ISD","015904","01 - 04","E"
"015905002","JOHN F KENNEDY H S","N","N","EDGEWOOD ISD","015905","09 - 12","S"
"015905003","MEMORIAL H S","N","N","EDGEWOOD ISD","015905","09 - 12","S"
"015905010","BEXAR CO J J A E P","N","N","EDGEWOOD ISD","015905","08 - 08","M"
"015905015","STEAM AT THE FINE ARTS ACADEMY","N","N","EDGEWOOD ISD","015905","09 - 10","S"
"015905041","BRENTWOOD MIDDLE","N","N","EDGEWOOD ISD","015905","06 - 08","M"
"015905042","ALTERNATIVE CENTER","N","N","EDGEWOOD ISD","015905","06 - 12","B"
"015905044","E T WRENN MIDDLE","N","N","EDGEWOOD ISD","015905","06 - 08","M"
"015905046","GUS GARCIA MIDDLE","N","N","EDGEWOOD ISD","015905","06 - 08","M"
"015905104","ROY CISNEROS EL","N","N","EDGEWOOD ISD","015905","PK - 05","E"
"015905106","ALONSO S PERALES EL","N","N","EDGEWOOD ISD","015905","PK - 05","E"
"015905108","GARDENDALE EL","N","N","EDGEWOOD ISD","015905","01 - 05","E"
"015905109","L B JOHNSON EL","N","N","EDGEWOOD ISD","015905","PK - 05","E"
"015905110","LAS PALMAS EL","N","N","EDGEWOOD ISD","015905","PK - 05","E"
"015905112","LOMA PARK EL","N","N","EDGEWOOD ISD","015905","PK - 05","E"
"015905113","ROOSEVELT EL","N","N","EDGEWOOD ISD","015905","KG - 05","E"
"015905114","STAFFORD EL","N","N","EDGEWOOD ISD","015905","KG - 05","E"
"015905116","WINSTON EL","N","N","EDGEWOOD ISD","015905","KG - 05","E"
"015905117","H B GONZALEZ EL","N","N","EDGEWOOD ISD","015905","PK - 05","E"
"015905118","CARDENAS CENTER","N","N","EDGEWOOD ISD","015905","EE - PK","E"
"015905125","STAFFORD CENTER","N","N","EDGEWOOD ISD","015905","PK - PK","E"
"015905126","EL DAEP","N","N","EDGEWOOD ISD","015905","02 - 04","E"
"015905140","GARDENDALE PRE-K 4 SA EARLY LEARNI","N","N","EDGEWOOD ISD","015905","PK - KG","E"
"015905141","PRE-K 4 SAN ANTONIO","N","N","EDGEWOOD ISD","015905","PK - PK","E"
"015906001","RANDOLPH H S","N","N","RANDOLPH FIELD ISD","015906","09 - 12","S"
"015906041","RANDOLPH MIDDLE","N","N","RANDOLPH FIELD ISD","015906","06 - 08","M"
"015906101","RANDOLPH EL","N","N","RANDOLPH FIELD ISD","015906","EE - 05","E"
"015907001","BRACKENRIDGE H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907002","BURBANK H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907003","EDISON H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907004","FOX TECHNICAL H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907005","HIGHLANDS H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907006","HOUSTON H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907007","JEFFERSON H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907008","LANIER H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907010","ESTRADA ACHIEVEMENT CTR","N","N","SAN ANTONIO ISD","015907","06 - 12","B"
"015907020","JJA","N","N","SAN ANTONIO ISD","015907","09 - 10","S"
"015907022","TRAVIS EARLY COLLEGE H S","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907023","YOUNG WOMEN'S LEADERSHIP ACADEMY","N","N","SAN ANTONIO ISD","015907","06 - 12","B"
"015907024","COOPER ACADEMY AT NAVARRO","Y","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907025","ST PHILIP'S COLLEGE EARLY COLLEGE","N","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907026","ADVANCED LEARNING ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 12","B"
"015907027","CAST TECH H S","N","N","SAN ANTONIO ISD","015907","09 - 11","S"
"015907028","CAST MED H S","N","N","SAN ANTONIO ISD","015907","09 - 09","S"
"015907030","TEXANS CAN ACADEMY AT HIGHLANDS H","Y","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907043","DAVIS MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907047","HARRIS MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907050","LONGFELLOW MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907051","LOWELL MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907054","POE MIDDLE","N","N","SAN ANTONIO ISD","015907","07 - 08","M"
"015907055","RHODES MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907057","ROGERS MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907059","WHITTIER MIDDLE","N","N","SAN ANTONIO ISD","015907","06 - 08","M"
"015907061","TAFOLLA MIDDLE","N","N","SAN ANTONIO ISD","015907","07 - 08","M"
"015907064","BREWER ACADEMY","Y","N","SAN ANTONIO ISD","015907","06 - 12","B"
"015907101","ARNOLD EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907103","CHARLES C BALL ACADEMY","N","N","SAN ANTONIO ISD","015907","EE - 08","E"
"015907105","BASKIN EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907106","BEACON HILL ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907107","BONHAM ACADEMY","N","N","SAN ANTONIO ISD","015907","KG - 08","E"
"015907110","J T BRACKENRIDGE EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907112","BRISCOE EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907114","CAMERON EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907116","COLLINS GARDEN EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907117","AGNES COTTON ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907118","DAVID CROCKETT ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907119","DOUGLASS ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907120","YOUNG WOMEN'S LEADERSHIP ACADEMY P","N","N","SAN ANTONIO ISD","015907","KG - 01","E"
"015907121","DE ZAVALA EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907123","FENWICK ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907124","MURIEL FORBES ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907125","FOSTER ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907126","FRANKLIN EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907127","GATES EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907129","CHARLES GRAEBNER EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907131","ROBERT B GREEN ACADEMY","N","N","SAN ANTONIO ISD","015907","KG - 08","E"
"015907132","HERFF ACADEMY","N","N","SAN ANTONIO ISD","015907","EE - 07","E"
"015907134","HIGHLAND HILLS EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907135","HIGHLAND PARK EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907136","HILLCREST EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907137","HIRSCH EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907138","IRVING DUAL LANGUAGE ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907139","HUPPERTZ EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907141","ELOISE JAPHET ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907142","M L KING ACADEMY","N","N","SAN ANTONIO ISD","015907","KG - 08","E"
"015907143","GEORGE E KELLY EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907144","SARAH S KING EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907146","LAMAR EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907147","BOWDEN ACADEMY","N","N","SAN ANTONIO ISD","015907","EE - 08","E"
"015907148","MADISON EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907149","MARGIL ACADEMY","N","N","SAN ANTONIO ISD","015907","EE - 07","E"
"015907150","MAVERICK EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907153","DORIE MILLER EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907155","NEAL EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907157","OGDEN ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907158","PERSHING EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907160","RIVERSIDE PARK ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907161","ROGERS ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907162","DAVID BARKLEY/FRANCISCO RUIZ EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907163","MARK TWAIN DUAL LANGUAGE ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907164","SCHENCK EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907165","SMITH EL","N","N","SAN ANTONIO ISD","015907","EE - 06","E"
"015907166","STEELE MONTESSORI ACADEMY","N","N","SAN ANTONIO ISD","015907","EE - 03","E"
"015907168","P F STEWART EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907169","STORM EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907172","WASHINGTON EL","N","N","SAN ANTONIO ISD","015907","PK - 06","E"
"015907174","WILSON EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907175","WOODLAWN ACADEMY","N","N","SAN ANTONIO ISD","015907","KG - 08","E"
"015907176","WOODLAWN HILLS EL","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907177","YOUNG MEN'S LEADERSHIP ACADEMY","N","N","SAN ANTONIO ISD","015907","04 - 10","B"
"015907179","HAWTHORNE PK-8 ACADEMY","N","N","SAN ANTONIO ISD","015907","KG - 08","E"
"015907180","JT BRACKENRIDGE DAEP","N","N","SAN ANTONIO ISD","015907","03 - 05","E"
"015907182","HEALY-MURPHY","Y","N","SAN ANTONIO ISD","015907","09 - 12","S"
"015907186","SEIDEL LEARNING CENTER","Y","N","SAN ANTONIO ISD","015907","08 - 11","S"
"015907195","JUVENILE DETENT CTR","Y","N","SAN ANTONIO ISD","015907","06 - 11","B"
"015907201","CHILDREN'S SHELTER OF SA","N","N","SAN ANTONIO ISD","015907","PK - 05","E"
"015907202","HEALY MURPHY PK","N","N","SAN ANTONIO ISD","015907","PK - PK","E"
"015907210","MISSION ACADEMY","N","N","SAN ANTONIO ISD","015907","PK - 08","E"
"015907239","SAISD - PK 4 SA","N","N","SAN ANTONIO ISD","015907","PK - PK","E"
"015907240","CARROLL EARLY CHILDHOOD CAMPUS","N","N","SAN ANTONIO ISD","015907","PK - 02","E"
"015907241","CARVAJAL EL","N","N","SAN ANTONIO ISD","015907","EE - 05","E"
"015907242","KNOX EARLY CHILDHOOD CAMPUS","N","N","SAN ANTONIO ISD","015907","EE - PK","E"
"015907244","TYNAN EARLY CHILDHOOD CAMPUS","N","N","SAN ANTONIO ISD","015907","PK - PK","E"
"015907245","NELSON EARLY CHILDHOOD CAMPUS","N","N","SAN ANTONIO ISD","015907","EE - PK","E"
"015907246","GONZALES EARLY CHILDHOOD CAMPUS","N","N","SAN ANTONIO ISD","015907","PK - PK","E"
"015908001","SOUTH SAN ANTONIO H S","N","N","SOUTH SAN ANTONIO ISD","015908","09 - 12","S"
"015908037","BEXAR CO J J A E P","N","N","SOUTH SAN ANTONIO ISD","015908","09 - 09","S"
"015908041","DWIGHT MIDDLE","N","N","SOUTH SAN ANTONIO ISD","015908","06 - 08","M"
"015908042","ALAN B SHEPARD MIDDLE","N","N","SOUTH SAN ANTONIO ISD","015908","06 - 08","M"
"015908044","ROBERT C ZAMORA MIDDLE","N","N","SOUTH SAN ANTONIO ISD","015908","06 - 08","M"
"015908046","ABRAHAM KAZEN MIDDLE","N","N","SOUTH SAN ANTONIO ISD","015908","06 - 08","M"
"015908104","HUTCHINS EL","N","N","SOUTH SAN ANTONIO ISD","015908","EE - 05","E"
