CAMPUS,CPETSAUC,CPETSAUP,CPETSBHC,CPETSBHP,CPETSIMC,CPETSINC,CPETSINP,CPETSNOC,CPETSNOP,CPETSPHC,CPETSPHP
"108904047",7,7.1,24,24.5,98,61,62.2,0,0,6,6.1
"108904048",14,19.7,13,18.3,71,44,62,0,0,0,0
"108904101",7,23.3,9,30,30,-1,-1,-1,-1,10,33.3
"108904102",0,0,-1,-1,16,7,43.8,0,0,-3,-3
"108904103",-1,-1,-1,-1,22,11,50,0,0,7,31.8
"108904104",-1,-1,-3,-3,34,13,38.2,0,0,12,35.3
"108904105",8,42.1,-1,-1,19,7,36.8,0,0,-1,-1
"108904106",8,24.2,5,15.2,33,6,18.2,0,0,14,42.4
"108904107",-3,-3,7,23.3,30,9,30,-1,-1,8,26.7
"108904108",0,0,-1,-1,14,-1,-1,0,0,6,42.9
"108904109",10,29.4,-1,-1,34,-3,-3,0,0,13,38.2
"108904110",-1,-1,12,37.5,32,-3,-3,0,0,11,34.4
"108904111",7,30.4,-1,-1,23,10,43.5,0,0,-3,-3
"108904112",-1,-1,-1,-1,21,-1,-1,0,0,12,57.1
"108904113",5,17.9,-1,-1,28,10,35.7,-1,-1,8,28.6
"108904114",18,32.7,-1,-1,55,13,23.6,-1,-1,20,36.4
"108904115",-1,-1,-1,-1,29,6,20.7,0,0,18,62.1
"108904116",10,29.4,-3,-3,34,10,29.4,-1,-1,8,23.5
"108904117",6,16.2,8,21.6,37,10,27,0,0,13,35.1
"108904118",-1,-1,-1,-1,12,-1,-1,0,0,5,41.7
"108904119",12,36.4,5,15.2,33,6,18.2,0,0,10,30.3
"108904120",9,22,-3,-3,41,16,39,-1,-1,10,24.4
"108904121",-1,-1,-3,-3,29,10,34.5,0,0,10,34.5
"108904122",-1,-1,-3,-3,27,11,40.7,0,0,8,29.6
"108904123",6,20.7,6,20.7,29,9,31,0,0,8,27.6
"108904124",7,20,-3,-3,35,6,17.1,-1,-1,13,37.1
"108904125",0,0,-1,-1,28,14,50,-1,-1,10,35.7
"108904126",-1,-1,-1,-1,20,7,35,0,0,7,35
"108904127",9,39.1,-1,-1,23,9,39.1,0,0,-1,-1
"108904128",9,23.7,-1,-1,38,-3,-3,0,0,16,42.1
"108904129",9,25,9,25,36,8,22.2,0,0,10,27.8
"108904130",-1,-1,-1,-1,24,6,25,0,0,13,54.2
"108904131",-1,-1,-3,-3,37,19,51.4,0,0,11,29.7
"108904132",0,0,-1,-1,46,-1,-1,5,10.9,38,82.6
"108905001",-1,-1,5,7.6,66,54,81.8,0,0,-1,-1
"108905002",0,0,-1,-1,-1,0,0,0,0,0,0
"108905041",10,18.2,6,10.9,55,34,61.8,0,0,5,9.1
"108905101",15,35.7,-1,-1,42,12,28.6,-1,-1,11,26.2
"108905102",-1,-1,-1,-1,20,8,40,-1,-1,8,40
"108905103",-1,-1,5,26.3,19,-1,-1,-1,-1,8,42.1
"108905104",-1,-1,-1,-1,14,6,42.9,0,0,-1,-1
"108905106",0,0,0,0,7,0,0,-1,-1,-3,-3
"108906001",32,14.7,52,23.9,218,126,57.8,0,0,8,3.7
"108906002",24,11.7,40,19.5,205,95,46.3,0,0,46,22.4
"108906005",0,0,-1,-1,10,-3,-3,0,0,0,0
"108906006",23,10.6,52,24.1,216,129,59.7,0,0,12,5.6
"108906007",0,0,-1,-1,6,-1,-1,0,0,0,0
"108906009",0,0,0,0,0,0,0,0,0,0,0
"108906011",-1,-1,0,0,10,7,70,0,0,-1,-1
"108906042",-3,-3,25,27.8,90,55,61.1,0,0,-1,-1
"108906044",6,7.1,14,16.7,84,28,33.3,0,0,36,42.9
"108906045",8,9.8,22,26.8,82,43,52.4,0,0,9,11
"108906046",-3,-3,32,28.8,111,63,56.8,0,0,-1,-1
"108906047",10,10.6,23,24.5,94,55,58.5,0,0,6,6.4
"108906048",13,15.3,17,20,85,48,56.5,0,0,7,8.2
"108906101",8,18.2,13,29.5,44,10,22.7,0,0,13,29.5
"108906103",0,0,14,36.8,38,-3,-3,-1,-1,11,28.9
"108906106",8,19,6,14.3,42,8,19,0,0,20,47.6
"108906107",10,15.6,16,25,64,19,29.7,0,0,19,29.7
"108906111",12,19,9,14.3,63,21,33.3,0,0,21,33.3
"108906112",8,14.3,16,28.6,56,14,25,0,0,18,32.1
"108906114",14,26.4,-3,-3,53,15,28.3,-1,-1,12,22.6
"108906116",-3,-3,18,19.4,93,22,23.7,-1,-1,33,35.5
"108906119",-1,-1,-3,-3,94,12,12.8,0,0,72,76.6
"108906120",16,27.1,-3,-3,59,14,23.7,-1,-1,21,35.6
"108906121",-1,-1,-1,-1,53,25,47.2,0,0,20,37.7
"108906122",-1,-1,-3,-3,52,14,26.9,0,0,24,46.2
"108906123",-3,-3,15,21.1,71,23,32.4,-1,-1,21,29.6
"108906124",-1,-1,-3,-3,44,18,40.9,0,0,17,38.6
"108906126",5,9.8,11,21.6,51,13,25.5,0,0,22,43.1
"108906127",8,15.7,6,11.8,51,18,35.3,0,0,19,37.3
"108906128",15,33.3,6,13.3,45,9,20,0,0,15,33.3
"108906129",7,12.3,8,14,57,21,36.8,0,0,21,36.8
"108906130",-1,-1,12,21.4,56,29,51.8,0,0,-3,-3
"108906132",0,0,-1,-1,35,-1,-1,-1,-1,28,80
"108907001",6,5.8,24,23.3,103,68,66,0,0,5,4.9
"108907002",0,0,-1,-1,6,-1,-1,0,0,0,0
"108907003",0,0,0,0,0,0,0,0,0,0,0
"108907006",0,0,0,0,-1,-1,-1,0,0,0,0
"108907041",-3,-3,21,37.5,56,27,48.2,0,0,-1,-1
"108907102",-1,-1,-1,-1,31,10,32.3,0,0,13,41.9
"108907103",5,11.1,12,26.7,45,15,33.3,0,0,13,28.9
"108907107",-3,-3,9,20.9,43,8,18.6,-1,-1,17,39.5
"108907108",-1,-1,15,33.3,45,24,53.3,0,0,-1,-1
"108907109",7,12.3,18,31.6,57,17,29.8,0,0,15,26.3
"108907110",0,0,0,0,13,0,0,0,0,13,100
"108908001",25,13.2,24,12.7,189,130,68.8,0,0,10,5.3
"108908002",15,10.5,26,18.2,143,94,65.7,0,0,8,5.6
"108908004",-1,-1,0,0,5,-1,-1,0,0,0,0
"108908038",0,0,0,0,0,0,0,0,0,0,0
"108908039",0,0,-1,-1,5,-1,-1,0,0,0,0
"108908041",5,11.6,6,14,43,26,60.5,0,0,6,14
"108908042",-3,-3,20,27.8,72,39,54.2,0,0,-1,-1
"108908043",6,9.5,15,23.8,63,37,58.7,0,0,5,7.9
"108908044",11,21.6,-3,-3,51,27,52.9,0,0,-1,-1
"108908101",12,27.3,7,15.9,44,12,27.3,0,0,13,29.5
"108908102",-3,-3,10,23.3,43,10,23.3,-1,-1,15,34.9
"108908104",-1,-1,9,30,30,-1,-1,-1,-1,9,30
"108908105",-1,-1,-3,-3,49,17,34.7,0,0,21,42.9
"108908107",-1,-1,-3,-3,32,13,40.6,0,0,8,25
"108908108",5,12.8,8,20.5,39,13,33.3,0,0,13,33.3
"108908109",-3,-3,8,17.8,45,19,42.2,-1,-1,11,24.4
"108908110",6,24,-1,-1,25,-3,-3,0,0,10,40
"108908111",8,17.8,9,20,45,11,24.4,6,13.3,11,24.4
"108908112",-1,-1,12,26.7,45,5,11.1,-1,-1,21,46.7
"108908113",-1,-1,7,30.4,23,-1,-1,0,0,9,39.1
"108908114",6,13.6,13,29.5,44,14,31.8,0,0,11,25
"108908115",6,15.4,-3,-3,39,6,15.4,-1,-1,18,46.2
"108908116",7,29.2,-1,-1,24,-1,-1,0,0,13,54.2
"108908121",0,0,0,0,24,0,0,-1,-1,-3,-3
"108909001",-3,-3,38,23.8,160,90,56.3,0,0,-1,-1
"108909002",13,10.2,28,22,127,81,63.8,0,0,5,3.9
"108909003",-3,-3,43,23.4,184,103,56,0,0,-1,-1
"108909005",0,0,-1,-1,6,-1,-1,0,0,0,0
"108909006",15,22.1,13,19.1,68,35,51.5,0,0,5,7.4
"108909007",16,12.5,29,22.7,128,77,60.2,0,0,6,4.7
"108909009",10,52.6,-1,-1,19,5,26.3,0,0,-1,-1
"108909011",0,0,6,46.2,13,7,53.8,0,0,0,0
"108909041",5,8.5,20,33.9,59,26,44.1,0,0,8,13.6
"108909042",6,8.6,15,21.4,70,43,61.4,0,0,6,8.6
"108909043",-3,-3,22,23.9,92,59,64.1,0,0,-1,-1
"108909044",-3,-3,30,32.6,92,52,56.5,0,0,-1,-1
"108909045",-1,-1,23,27.7,83,54,65.1,0,0,-1,-1
"108909046",-1,-1,15,26.3,57,39,68.4,0,0,-1,-1
"108909047",6,9.4,15,23.4,64,38,59.4,0,0,5,7.8
"108909048",8,11.4,17,24.3,70,38,54.3,0,0,7,10
"108909101",12,19.7,-3,-3,61,23,37.7,-1,-1,15,24.6
"108909106",9,11.4,11,13.9,79,27,34.2,0,0,32,40.5
"108909107",14,18.7,12,16,75,28,37.3,0,0,21,28
"108909108",14,20.6,-3,-3,68,18,26.5,-1,-1,26,38.2
"108909110",-1,-1,12,27.9,43,-3,-3,0,0,19,44.2
"108909112",5,11.9,-1,-1,42,15,35.7,-1,-1,17,40.5
"108909113",8,14.8,9,16.7,54,19,35.2,0,0,18,33.3
"108909115",-1,-1,-3,-3,42,10,23.8,0,0,25,59.5
"108909116",9,19.6,-3,-3,46,17,37,-1,-1,10,21.7
"108909117",7,13,7,13,54,17,31.5,0,0,23,42.6
"108909118",7,15.6,-1,-1,45,15,33.3,-1,-1,19,42.2
"108909119",7,15.9,-1,-1,44,12,27.3,-1,-1,20,45.5
"108909120",-1,-1,-3,-3,34,8,23.5,0,0,17,50
"108909121",11,26.8,9,22,41,10,24.4,0,0,11,26.8
"108909122",18,26.1,-3,-3,69,19,27.5,-1,-1,22,31.9
"108909123",-3,-3,-1,-1,43,21,48.8,0,0,15,34.9
"108909124",9,14.3,10,15.9,63,19,30.2,0,0,25,39.7
"108909125",6,12.8,8,17,47,15,31.9,0,0,18,38.3
"108909126",-1,-1,-1,-1,42,15,35.7,0,0,21,50
"108909127",-1,-1,-3,-3,35,14,40,0,0,10,28.6
"108909128",-1,-1,-3,-3,33,11,33.3,0,0,15,45.5
"108909129",-1,-1,5,25,20,-1,-1,0,0,10,50
"108909130",10,20.4,8,16.3,49,7,14.3,0,0,24,49
"108909131",-1,-1,0,0,52,-1,-1,-1,-1,47,90.4
"108909134",-1,-1,5,20,25,5,20,-1,-1,12,48
"108909136",9,15.3,-3,-3,59,22,37.3,-1,-1,17,28.8
"108910001",-1,-1,-1,-1,32,27,84.4,0,0,0,0
"108910004",0,0,0,0,-1,-1,-1,0,0,0,0
"108910041",-1,-1,0,0,23,-3,-3,0,0,0,0
"108910102",5,27.8,0,0,18,7,38.9,0,0,6,33.3
"108910104",6,18.8,-1,-1,32,20,62.5,0,0,-1,-1
"108910105",-1,-1,-1,-1,23,18,78.3,0,0,-1,-1
"108911001",21,23.3,-3,-3,90,48,53.3,0,0,-1,-1
"108911007",18,17,20,18.9,106,59,55.7,0,0,9,8.5
"108911008",-1,-1,-1,-1,18,10,55.6,0,0,-1,-1
"108911041",8,19,9,21.4,42,19,45.2,0,0,6,14.3
"108911042",11,16.9,-3,-3,65,42,64.6,0,0,-1,-1
"108911101",9,18.8,7,14.6,48,19,39.6,0,0,13,27.1
"108911102",15,24.2,-3,-3,62,20,32.3,-1,-1,14,22.6
"108911103",-1,-1,-3,-3,54,18,33.3,0,0,24,44.4
"108911104",10,26.3,-1,-1,38,7,18.4,-1,-1,14,36.8
"108911105",8,23.5,-1,-1,34,16,47.1,0,0,-3,-3
"108911107",8,19,-1,-1,42,19,45.2,-1,-1,11,26.2
"108911108",7,21.2,7,21.2,33,6,18.2,0,0,13,39.4
"108911109",-3,-3,-1,-1,50,18,36,0,0,17,34
"108912001",26,11.6,63,28,225,127,56.4,0,0,9,4
"108912004",-3,-3,62,29.4,211,116,55,0,0,-1,-1
"108912005",0,0,5,50,10,5,50,0,0,0,0
"108912007",26,16.9,34,22.1,154,84,54.5,0,0,10,6.5
"108912008",-1,-1,0,0,8,-1,-1,0,0,-1,-1
"108912010",7,50,0,0,14,-3,-3,0,0,-1,-1
"108912041",8,10.4,27,35.1,77,37,48.1,0,0,5,6.5
"108912042",9,12.2,26,35.1,74,34,45.9,0,0,5,6.8
"108912043",-3,-3,28,30.1,93,55,59.1,0,0,-1,-1
"108912044",-3,-3,30,40.5,74,34,45.9,0,0,-1,-1
"108912045",6,6.9,29,33.3,87,44,50.6,0,0,8,9.2
"108912046",-3,-3,19,31.7,60,33,55,0,0,-1,-1
"108912048",-3,-3,30,31.3,96,54,56.3,0,0,-1,-1
"108912049",-3,-3,16,20.3,79,45,57,0,0,-1,-1
"108912101",-1,-1,-1,-1,53,-1,-1,-1,-1,46,86.8
"108912102",-1,-1,19,28.8,66,12,18.2,-1,-1,31,47
"108912104",12,27.3,9,20.5,44,6,13.6,0,0,17,38.6
"108912105",15,28.3,12,22.6,53,14,26.4,-1,-1,-3,-3
"108912106",17,32.7,12,23.1,52,11,21.2,0,0,12,23.1
"108912107",-1,-1,15,45.5,33,-3,-3,0,0,9,27.3
"108912108",14,29.8,-1,-1,47,12,25.5,-1,-1,14,29.8
"108912109",12,21.8,-3,-3,55,13,23.6,-1,-1,17,30.9
"108912110",5,15.6,7,21.9,32,7,21.9,0,0,13,40.6
"108912111",-3,-3,11,25,44,7,15.9,-1,-1,17,38.6
"108912112",-1,-1,15,28.8,52,-3,-3,0,0,22,42.3
"108912113",7,14.9,-3,-3,47,10,21.3,-1,-1,23,48.9
"108912114",-1,-1,14,25.9,54,13,24.1,-1,-1,24,44.4
"108912115",-3,-3,9,20.9,43,9,20.9,-1,-1,18,41.9
"108912116",-3,-3,17,27.4,62,14,22.6,-1,-1,22,35.5
"108912117",-1,-1,8,22.9,35,14,40,-1,-1,7,20
"108912118",10,32.3,-1,-1,31,-3,-3,0,0,11,35.5
"108912120",-3,-3,10,18.2,55,12,21.8,-1,-1,22,40
"108912121",6,17.6,6,17.6,34,8,23.5,0,0,14,41.2
"108912122",5,13.2,6,15.8,38,8,21.1,0,0,19,50
"108912123",8,16,8,16,50,17,34,0,0,17,34
"108912124",8,11.8,15,22.1,68,17,25,0,0,28,41.2
"108912126",-1,-1,-3,-3,61,24,39.3,0,0,25,41
"108912127",-3,-3,12,20.7,58,14,24.1,-1,-1,23,39.7
"108913001",17,9,55,29.1,189,109,57.7,0,0,8,4.2
"108913003",0,0,0,0,6,6,100,0,0,0,0
"108913005",0,0,-1,-1,-1,-1,-1,0,0,0,0
"108913006",20,9.5,70,33.3,210,113,53.8,0,0,7,3.3
"108913007",0,0,-1,-1,7,-1,-1,0,0,0,0
"108913008",0,0,5,50,10,5,50,0,0,0,0
"108913009",-1,-1,6,66.7,9,-1,-1,0,0,0,0
"108913041",6,6.9,27,31,87,49,56.3,0,0,5,5.7
"108913042",10,11.5,31,35.6,87,41,47.1,0,0,5,5.7
"108913043",11,14.3,28,36.4,77,32,41.6,0,0,6,7.8
"108913044",10,8.1,40,32.3,124,68,54.8,0,0,6,4.8
"108913103",-1,-1,17,35.4,48,-3,-3,0,0,19,39.6
"108913104",10,13.5,18,24.3,74,19,25.7,0,0,27,36.5
"108913106",8,16.3,7,14.3,49,16,32.7,0,0,18,36.7
"108913109",5,6.3,20,25.3,79,19,24.1,0,0,35,44.3
"108913110",6,11.5,11,21.2,52,11,21.2,0,0,24,46.2
"108913111",-3,-3,20,27.4,73,17,23.3,-1,-1,26,35.6
"108913112",12,19.7,13,21.3,61,9,14.8,0,0,27,44.3
"108913113",-1,-1,23,40.4,57,-3,-3,0,0,17,29.8
"108913114",7,9.2,17,22.4,76,24,31.6,0,0,28,36.8
"108913117",-1,-1,9,26.5,34,9,26.5,-1,-1,11,32.4
"108913118",-1,-1,-1,-1,43,-1,-1,0,0,38,88.4
"108914001",-1,-1,-1,-1,15,10,66.7,0,0,0,0
"108914041",0,0,-1,-1,6,-1,-1,0,0,0,0
"108914101",-1,-1,-1,-1,16,9,56.3,0,0,5,31.3
"108915001",0,0,10,58.8,17,7,41.2,0,0,0,0
"108915041",0,0,9,47.4,19,-3,-3,0,0,-1,-1
"108915101",0,0,6,20,30,5,16.7,0,0,19,63.3
"108916001",8,13.3,11,18.3,60,36,60,0,0,5,8.3
"108916041",-3,-3,18,34.6,52,25,48.1,0,0,-1,-1
"108916042",-3,-3,10,21.7,46,24,52.2,0,0,-1,-1
"108916102",14,35,-3,-3,40,8,20,-1,-1,10,25
"108916103",-1,-1,-1,-1,30,8,26.7,-1,-1,15,50
"108916104",-1,-1,-3,-3,34,15,44.1,0,0,9,26.5
"108916105",-1,-1,-1,-1,19,7,36.8,0,0,10,52.6
"108916106",-1,-1,6,24,25,12,48,0,0,-1,-1
"109901001",-1,-1,7,21.2,33,14,42.4,-1,-1,10,30.3
"109902001",5,14.3,5,14.3,35,19,54.3,0,0,6,17.1
"109903001",-1,-1,-3,-3,38,19,50,0,0,9,23.7
"109904001",-1,-1,13,18.8,69,52,75.4,0,0,-1,-1
"109904010",0,0,0,0,0,0,0,0,0,0,0
"109904041",-1,-1,7,16.3,43,32,74.4,0,0,-1,-1
"109904101",5,45.5,0,0,11,0,0,-1,-1,-1,-1
"109904104",-3,-3,10,20,50,10,20,-1,-1,21,42
"109904109",-1,-1,5,12.2,41,30,73.2,0,0,-1,-1
"109905001",-1,-1,13,41.9,31,15,48.4,0,0,-1,-1
"109905101",-1,-1,-1,-1,27,8,29.6,-1,-1,11,40.7
"109907001",-1,-1,-3,-3,22,10,45.5,0,0,0,0
"109907010",0,0,-1,-1,-1,0,0,0,0,0,0
"109907041",-1,-1,7,33.3,21,10,47.6,0,0,-1,-1
"109907101",-1,-1,7,21.9,32,10,31.3,-1,-1,10,31.3
"109908101",0,0,-1,-1,22,13,59.1,0,0,-3,-3
"109910101",6,24,6,24,25,7,28,0,0,6,24
"109911001",-3,-3,14,28,50,28,56,0,0,-1,-1
"109911010",0,0,-1,-1,-1,0,0,0,0,0,0
"109911041",-1,-1,12,30,40,17,42.5,0,0,-3,-3
"109911101",5,10.9,11,23.9,46,5,10.9,6,13,19,41.3
"109911102",6,12,16,32,50,22,44,0,0,6,12
"109912001",-1,-1,9,26.5,34,11,32.4,-1,-1,10,29.4
"109913001",11,22.9,9,18.8,48,16,33.3,0,0,12,25
"109914001",-1,-1,11,34.4,32,15,46.9,0,0,-1,-1
"110901001",-1,-1,-1,-1,27,14,51.9,0,0,7,25.9
"110902001",-1,-1,6,6,100,87,87,0,0,-1,-1
"110902041",9,11.7,11,14.3,77,52,67.5,0,0,5,6.5
"110902042",12,15.2,9,11.4,79,37,46.8,0,0,21,26.6
"110902104",7,17.5,5,12.5,40,11,27.5,0,0,17,42.5
"110902105",12,21.8,7,12.7,55,21,38.2,0,0,15,27.3
"110902106",11,16.9,-1,-1,65,-3,-3,14,21.5,28,43.1
"110905001",-1,-1,-1,-1,32,19,59.4,0,0,8,25
"110906001",-1,-1,-1,-1,26,22,84.6,0,0,0,0
"110906101",-3,-3,-1,-1,32,16,50,0,0,8,25
"110907001",-1,-1,0,0,12,-3,-3,0,0,0,0
"110907002",0,0,-1,-1,-1,0,0,0,0,0,0
"110907041",-1,-1,0,0,7,-3,-3,0,0,0,0
"110907101",-1,-1,-1,-1,26,5,19.2,0,0,17,65.4
"110908001",-1,-1,-1,-1,15,8,53.3,0,0,-1,-1
"111801001",0,0,8,57.1,14,6,42.9,0,0,0,0
"111901001",18,8,48,21.4,224,146,65.2,0,0,12,5.4
"111901002",0,0,-1,-1,-1,-1,-1,0,0,0,0
"111901041",6,7.6,27,34.2,79,35,44.3,0,0,11,13.9
"111901042",18,15.4,21,17.9,117,57,48.7,0,0,21,17.9
"111901102",9,14.8,6,9.8,61,18,29.5,0,0,28,45.9
"111901104",-1,-1,-1,-1,37,-1,-1,-1,-1,28,75.7
"111901105",6,8.5,17,23.9,71,14,19.7,0,0,34,47.9
"111901106",-3,-3,12,20.3,59,10,16.9,-1,-1,31,52.5
"111901107",16,11.1,27,18.8,144,43,29.9,7,4.9,51,35.4
"111901108",-1,-1,-3,-3,49,15,30.6,0,0,19,38.8
"111902003",-1,-1,-1,-1,11,7,63.6,0,0,-1,-1
"111902102",0,0,-1,-1,17,-3,-3,0,0,7,41.2
"111903001",0,0,-1,-1,9,-3,-3,0,0,0,0
"111903041",-1,-1,-1,-1,14,8,57.1,0,0,-1,-1
"111903101",-1,-1,-1,-1,19,-1,-1,0,0,9,47.4
"112901002",9,5.9,40,26.1,153,98,64.1,0,0,6,3.9
"112901041",12,8.9,33,24.4,135,78,57.8,0,0,12,8.9
"112901102",8,26.7,-1,-1,30,7,23.3,-1,-1,9,30
"112901104",-1,-1,-1,-1,29,9,31,0,0,13,44.8
"112901105",6,20.7,9,31,29,9,31,0,0,5,17.2
"112901106",0,0,8,47.1,17,-3,-3,0,0,-1,-1
"112901107",-1,-1,5,27.8,18,-1,-1,5,27.8,-1,-1
"112901108",9,10.7,26,31,84,38,45.2,0,0,11,13.1
"112905001",-1,-1,-3,-3,30,16,53.3,0,0,0,0
"112905101",-3,-3,6,26.1,23,9,39.1,0,0,-1,-1
"112906001",-3,-3,6,20.7,29,17,58.6,0,0,-1,-1
"112906101",-1,-1,10,38.5,26,10,38.5,0,0,-3,-3
"112907001",-1,-1,-1,-1,36,21,58.3,0,0,9,25
"112908001",6,7.8,15,19.5,77,43,55.8,0,0,13,16.9
"112909001",0,0,-3,-3,25,17,68,0,0,-1,-1
"112910001",0,0,-1,-1,32,23,71.9,0,0,-3,-3
"113901002",-1,-1,-1,-1,55,50,90.9,0,0,-1,-1
"113901041",-1,-1,-1,-1,47,42,89.4,0,0,0,0
"113901102",6,17.1,-1,-1,35,22,62.9,0,0,-1,-1
"113901105",-1,-1,-1,-1,7,0,0,-1,-1,-1,-1
"113902002",0,0,-1,-1,27,-3,-3,0,0,0,0
"113902041",-1,-1,5,38.5,13,6,46.2,0,0,-1,-1
"113902102",-1,-1,-1,-1,31,10,32.3,-1,-1,16,51.6
"113903002",-1,-1,-1,-1,19,15,78.9,0,0,0,0
"113903102",0,0,10,25.6,39,17,43.6,0,0,12,30.8
"113905001",-1,-1,-1,-1,24,19,79.2,0,0,0,0
"113905101",-1,-1,-1,-1,15,-1,-1,0,0,9,60
"113906001",-1,-1,-1,-1,16,12,75,0,0,0,0
"113906101",0,0,-1,-1,16,8,50,0,0,-3,-3
"114901001",-3,-3,22,21.6,102,73,71.6,0,0,-1,-1
"114901003",0,0,0,0,-1,-1,-1,0,0,0,0
"114901043",7,9.7,16,22.2,72,44,61.1,0,0,5,6.9
"114901044",-3,-3,12,16.4,73,50,68.5,0,0,-1,-1
"114901102",6,14.3,-1,-1,42,29,69,0,0,-1,-1
"114901108",-1,-1,-1,-1,26,-1,-1,0,0,19,73.1
"114901110",-1,-1,-1,-1,23,-1,-1,0,0,15,65.2
"114901111",-1,-1,-3,-3,46,16,34.8,0,0,16,34.8
"114901113",-1,-1,-1,-1,25,11,44,0,0,7,28
"114902001",-1,-1,5,20.8,24,17,70.8,0,0,-1,-1
"114902041",-1,-1,9,29,31,19,61.3,0,0,-1,-1
"114902101",-1,-1,-1,-1,36,17,47.2,0,0,11,30.6
"114904001",-1,-1,-3,-3,29,17,58.6,0,0,0,0
"114904101",-1,-1,8,32,25,-3,-3,0,0,9,36
"115901004",0,0,0,0,5,5,100,0,0,0,0
"115901041",0,0,-1,-1,7,-3,-3,0,0,0,0
"115901101",-1,-1,-1,-1,20,-1,-1,0,0,13,65
"115902001",-1,-1,-1,-1,14,6,42.9,0,0,-1,-1
"115903001",-1,-1,-1,-1,8,-1,-1,0,0,-1,-1
"116901001",-1,-1,22,44,50,23,46,0,0,-1,-1
"116901041",5,10,17,34,50,23,46,0,0,5,10
"116901101",-3,-3,10,25.6,39,10,25.6,-1,-1,12,30.8
"116901102",-1,-1,9,25,36,6,16.7,-1,-1,19,52.8
"116902001",-1,-1,-3,-3,25,15,60,0,0,0,0
"116902041",-1,-1,8,34.8,23,10,43.5,0,0,-1,-1
"116902101",-1,-1,6,28.6,21,8,38.1,0,0,-3,-3
"116903001",-1,-1,21,38.2,55,30,54.5,0,0,-1,-1
"116903043",0,0,22,42.3,52,25,48.1,0,0,5,9.6
"116903101",9,21.4,9,21.4,42,7,16.7,0,0,17,40.5
"116903104",-1,-1,12,30,40,17,42.5,0,0,-3,-3
"116905001",-1,-1,-3,-3,17,9,52.9,0,0,0,0
"116905002",18,11.3,27,16.9,160,110,68.8,0,0,5,3.1
"116905004",-1,-1,-1,-1,-1,0,0,0,0,0,0
"116905041",13,17.1,19,25,76,36,47.4,0,0,8,10.5
"116905102",8,17,8,17,47,-1,-1,-1,-1,25,53.2
"116905103",-1,-1,12,44.4,27,-1,-1,0,0,9,33.3
"116905104",20,23.3,-3,-3,86,17,19.8,-1,-1,30,34.9
"116905106",-1,-1,-3,-3,62,20,32.3,0,0,22,35.5
"116905107",7,9.5,14,18.9,74,25,33.8,0,0,28,37.8
"116905109",-1,-1,-1,-1,57,0,0,27,47.4,24,42.1
"116905114",0,0,6,31.6,19,-1,-1,-1,-1,10,52.6
"116906001",-1,-1,27,43.5,62,29,46.8,0,0,-1,-1
"116906041",-1,-1,19,54.3,35,12,34.3,0,0,-1,-1
"116906101",-1,-1,-3,-3,41,20,48.8,0,0,10,24.4
"116908001",9,9.3,34,35.1,97,45,46.4,0,0,9,9.3
"116908041",9,9.3,33,34,97,45,46.4,0,0,10,10.3
"116908101",5,6.7,21,28,75,28,37.3,0,0,21,28
"116908102",6,10,10,16.7,60,-1,-1,-1,-1,37,61.7
"116909001",-1,-1,5,25,20,11,55,0,0,-1,-1
"116909041",-1,-1,-1,-1,19,12,63.2,0,0,-1,-1
"116909101",-1,-1,5,19.2,26,-1,-1,-1,-1,14,53.8
"116910001",-1,-1,8,25.8,31,19,61.3,0,0,-1,-1
"116910101",-1,-1,8,33.3,24,9,37.5,0,0,-3,-3
"116915001",-1,-1,-1,-1,14,7,50,0,0,-1,-1
"116915041",0,0,8,50,16,-3,-3,0,0,-1,-1
"116915101",-1,-1,8,21.6,37,9,24.3,-1,-1,15,40.5
"116916001",-1,-1,10,47.6,21,-3,-3,0,0,0,0
"116916041",-1,-1,7,29.2,24,13,54.2,0,0,-1,-1
"116916101",-1,-1,-1,-1,17,-1,-1,0,0,7,41.2
"117901001",10,10.4,14,14.6,96,67,69.8,0,0,5,5.2
"117901041",-1,-1,19,37.3,51,26,51,0,0,-1,-1
"117901104",-1,-1,-1,-1,36,0,0,-1,-1,30,83.3
"117901105",5,10.2,17,34.7,49,21,42.9,0,0,6,12.2
"117901106",-1,-1,8,26.7,30,-3,-3,0,0,14,46.7
"117901107",-3,-3,10,18.5,54,34,63,0,0,-1,-1
"117903001",-1,-1,-3,-3,32,23,71.9,0,0,0,0
"117903041",5,17.9,6,21.4,28,17,60.7,0,0,0,0
"117903101",-1,-1,-3,-3,41,15,36.6,0,0,15,36.6
"117904001",-1,-1,-1,-1,25,20,80,0,0,0,0
"117904041",-1,-1,-1,-1,17,11,64.7,0,0,-1,-1
"117904101",-1,-1,-1,-1,27,12,44.4,-1,-1,8,29.6
"117907101",0,0,-1,-1,-1,-1,-1,0,0,-1,-1
"118902001",-1,-1,-1,-1,12,7,58.3,0,0,0,0
"118902101",0,0,-1,-1,9,-1,-1,0,0,-1,-1
"119901001",-1,-1,-3,-3,27,10,37,0,0,8,29.6
"119902001",-1,-1,6,25,24,14,58.3,0,0,-1,-1
"119902041",5,17.2,5,17.2,29,12,41.4,0,0,7,24.1
"119902101",5,10,-3,-3,50,11,22,-1,-1,28,56
"119903001",-1,-1,-3,-3,19,13,68.4,0,0,0,0
"119903101",0,0,-3,-3,24,6,25,-1,-1,11,45.8
