Name,Candidate,Party,Year,Election cycle,Amount,Race-Ethnicity
Warren Chisum,Warren Chisum,R,2009,2009-2010,40450,White
Warren Chisum,Warren Chisum,R,2010,2009-2010,102500,White
Warren Chisum,Warren Chisum,R,2011,2011-2012,280101.1,White
Wayne Christian,Wayne Christian,R,2009,2009-2010,43813,White
Wayne Christian,Wayne Christian,R,2010,2009-2010,99599.41,White
Wayne Christian,Wayne Christian,R,2011,2011-2012,51579.33,White
Wayne Faircloth,Wayne Faircloth,R,2014,2013-2014,1183158.51,White
Wayne Smith,Wayne Smith,R,2009,2009-2010,73967.55,White
Wayne Smith,Wayne Smith,R,2010,2009-2010,98150.86,White
Wayne Smith,Wayne Smith,R,2011,2011-2012,41501.66,White
Wayne Smith,Wayne Smith,R,2012,2011-2012,179338.95,White
Wayne Smith,Wayne Smith,R,2013,2013-2014,157233.83,White
Wayne Smith,Wayne Smith,R,2014,2013-2014,201464.97,White
Wendy Davis,Wendy Davis,D,2009,2009-2010,312330,White
Wendy Davis,Wendy Davis,D,2010,2009-2010,643050.25,White
Wendy Davis,Wendy Davis,D,2011,2011-2012,587417.26,White
Will Hartnett,Will Hartnett,R,2009,2009-2010,14425,White
Will Hartnett,Will Hartnett,R,2010,2009-2010,182093.49,White
Will Hartnett,Will Hartnett,R,2011,2011-2012,3700,White
Will Metcalf,Will Metcalf,R,2013,2013-2014,86260,White
Will Metcalf,Will Metcalf,R,2014,2013-2014,185583.6,White
William Bill Callegari,William Bill Callegari,R,2009,2009-2010,9950,White
William Bill Callegari,William Bill Callegari,R,2010,2009-2010,152809.86,White
William Bill Callegari,William Bill Callegari,R,2011,2011-2012,8250,White
William Bill Callegari,William Bill Callegari,R,2012,2011-2012,211936.43,White
William Bill Zedler,Bill Zedler,R,2010,2009-2010,757792.15,White
William Bill Zedler,Bill Zedler,R,2011,2011-2012,29284.49,White
William Bill Zedler,Bill Zedler,R,2012,2011-2012,125187.34,White
William Bill Zedler,Bill Zedler,R,2013,2013-2014,10350,White
William Bill Zedler,Bill Zedler,R,2014,2013-2014,52300,White
Workman for Texas,Paul Workman,R,2010,2009-2010,702723.27,White
Workman for Texas,Paul Workman,R,2011,2011-2012,174560.27,White
Workman for Texas,Paul Workman,R,2012,2011-2012,350432.77,White
Workman for Texas,Paul Workman,R,2013,2013-2014,103435,White
Workman for Texas,Paul Workman,R,2014,2013-2014,163966.01,White
Yvonne Davis,Yvonne Davis,D,2009,2009-2010,65725.89,Black
Yvonne Davis,Yvonne Davis,D,2010,2009-2010,104391,Black
Yvonne Davis,Yvonne Davis,D,2011,2011-2012,32907,Black
Yvonne Davis,Yvonne Davis,D,2012,2011-2012,173433,Black
Yvonne Davis,Yvonne Davis,D,2013,2013-2014,104709.72,Black
Yvonne Davis,Yvonne Davis,D,2014,2013-2014,210851,Black
Yvonne Gonzalez Toureilles,Yvonne Gonzalez Toureilles,D,2009,2009-2010,62922.48,Hispanic
